ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
9180	animal	b51dumala	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	49	49.N.C 49.A.V 49.M.C 49.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9280	animal	b52nzebi	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	50	50.N.C 50.A.V 50.M.C 50.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9379	animal	b53tsaangipoungi	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	51	51.N.C 51.A.V 51.M.C 51.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9479	animal	b601lempini	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	52	52.N.C 52.A.V 52.M.C 52.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9577	animal	b602kaninginord	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	53	53.N.C 53.A.V 53.M.C 53.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9677	animal	b602kaningisud	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	54	54.N.C 54.A.V 54.M.C 54.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9777	animal	b62mbaama	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	55	55.N.C 55.A.V 55.M.C 55.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9877	animal	b63ndumu	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	56	56.N.C 56.A.V 56.M.C 56.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
9977	animal	b701atsitsege	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	57	57.N.C 57.A.V 57.M.C 57.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
10215	animal	b71atekedj	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	58	58.N.C 58.A.V 58.M.C 58.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
10315	animal	b71atekeos	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	59	59.N.C 59.A.V 59.M.C 59.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
11394	animal	b865nzadi	ntsúr	n ts u r	4 2 7 5	ACYN	NCYR	60	60.N.C 60.C.C 60.Y.V 60.R.c	2.0 1.5 1.3 0.8	ntsur	0	12	n ts u r -
12169	animal	c104aka	ɲàmà	ɲ a m a	4 7 4 7	AXBZ	NAMA	61	61.N.C 61.A.V 61.M.C 61.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
12366	animal	c141bonyala	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	62	62.N.C 62.A.V 62.M.C 62.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
12603	animal	c21ngare	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	63	63.N.C 63.A.V 63.M.C 63.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
12703	animal	c22akwa	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	64	64.N.C 64.A.V 64.M.C 64.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
12803	animal	c24koyo	ɲàmà	ɲ a m a	4 7 4 7	AXBZ	NAMA	65	65.N.C 65.A.V 65.M.C 65.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
12903	animal	c25abunji	ɲama	ɲ a m a	4 7 4 7	AXBZ	NAMA	66	66.N.C 66.A.V 66.M.C 66.A.V	2.0 1.5 1.75 0.8	ɲama	0	1	- - - - ɲ - a - m - - - - - - a
