ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
17308	bark	e52embu	eɣɔkɔ	e ɣ ɔ k ɔ	7 3 7 1 7	XBYBZ	EGUKU	75	75.E.V 75.G.C 75.U.V 75.K.C 75.U.V	1.5 1.75 1.3 1.75 0.8	eɣɔkɔ	0	591	- - e ɣ - ɔ k ɔ
17757	bark	e53imenti	ɣikɔnɛ	ɣ i k ɔ n ɛ	3 7 1 7 4 7	AXBYBZ	GIKUNE	76	76.G.C 76.I.V 76.K.C 76.U.V 76.N.C 76.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɣikɔnɛ	0	591	- ɣ i k - ɔ n ɛ
17855	bark	e53meru	ikanda	i k a n d a	7 1 7 4 1 7	XBYMBZ	IKANTA	77	77.I.V 77.K.C 77.A.V 77.N.c 77.T.C 77.A.V	1.5 1.75 1.3 1.1 1.75 0.8	ikanda	0	652	- - i - k - a n d - a
17954	bark	e53meruimenti	gikone	g i k o n e	1 7 1 7 4 7	AXBYBZ	KIKUNE	78	78.K.C 78.I.V 78.K.C 78.U.V 78.N.C 78.E.V	2.0 1.5 1.75 1.3 1.75 0.8	gikone	0	591	- g i k - o n e
18052	bark	e53merutig	ichau	i tʃ a u	7 1 7 7	XBYZ	ITAY	79	79.I.V 79.T.C 79.A.V 79.Y.V	1.5 1.75 1.3 0.8	itʃau	0	654	i tʃ a u
18239	bark	e53tigania	icau	i c a u	7 1 7 7	XBYZ	ICAY	80	80.I.V 80.C.C 80.A.V 80.Y.V	1.5 1.75 1.3 0.8	icau	0	654	i c a u
18338	bark	e541chuka	egoko	e g o k o	7 1 7 1 7	XBYBZ	EKUKU	81	81.E.V 81.K.C 81.U.V 81.K.C 81.U.V	1.5 1.75 1.3 1.75 0.8	egoko	0	591	- - e g - o k o
18437	bark	e54tharaka	ithendu	i t h e n d u	7 1 3 7 4 1 7	XBCYMBZ	ITHENTY	82	82.I.V 82.T.C 82.H.C 82.E.V 82.N.c 82.T.C 82.Y.V	1.5 1.75 1.5 1.3 1.1 1.75 0.8	ithendu	0	652	- - i - t h e n d - u
18535	bark	e55kamba	ekɔndɛ	e k ɔ n d ɛ	7 1 7 4 1 7	XBYMBZ	EKUNTE	83	83.E.V 83.K.C 83.U.V 83.N.c 83.T.C 83.E.V	1.5 1.75 1.3 1.1 1.75 0.8	ekɔndɛ	0	652	- - e - k - ɔ n d - ɛ
18635	bark	e55kambakitu	ethendo	e t h e n d o	7 1 3 7 4 1 7	XBCYMBZ	ETHENTU	84	84.E.V 84.T.C 84.H.C 84.E.V 84.N.c 84.T.C 84.U.V	1.5 1.75 1.5 1.3 1.1 1.75 0.8	ethendo	0	652	- - e - t h e n d - o
18927	bark	e621bmachame	ikandaa	i k a n d a a	7 1 7 4 1 7 7	XBYMBYZ	IKANTAA	85	85.I.V 85.K.C 85.A.V 85.N.c 85.T.C 85.A.V 85.A.V	1.5 1.75 1.3 1.1 1.75 1.3 0.8	ikandaa	0	652	- - i - k - a n d a a
19026	bark	e621csiha	ikada	i k a d a	7 1 7 1 7	XBYBZ	IKATA	86	86.I.V 86.K.C 86.A.V 86.T.C 86.A.V	1.5 1.75 1.3 1.75 0.8	ikada	0	652	- - i - k - a - d - a
19126	bark	e621dkibosho	ikanda	i k a n d a	7 1 7 4 1 7	XBYMBZ	IKANTA	87	87.I.V 87.K.C 87.A.V 87.N.c 87.T.C 87.A.V	1.5 1.75 1.3 1.1 1.75 0.8	ikanda	0	652	- - i - k - a n d - a
19498	bark	e622cvunjo	ikoko	i k o k o	7 1 7 1 7	XBYBZ	IKUKU	88	88.I.V 88.K.C 88.U.V 88.K.C 88.U.V	1.5 1.75 1.3 1.75 0.8	ikoko	0	591	- - i k - o k o
19598	bark	e623akiseri	ikanda	i k a n d a	7 1 7 4 1 7	XBYMBZ	IKANTA	89	89.I.V 89.K.C 89.A.V 89.N.c 89.T.C 89.A.V	1.5 1.75 1.3 1.1 1.75 0.8	ikanda	0	652	- - i - k - a n d - a
19787	bark	e623mkuu	ikanda	i k a n d a	7 1 7 4 1 7	XBYMBZ	IKANTA	90	90.I.V 90.K.C 90.A.V 90.N.c 90.T.C 90.A.V	1.5 1.75 1.3 1.1 1.75 0.8	ikanda	0	652	- - i - k - a n d - a
19970	bark	e65gweno	ikonde	i k o n d e	7 1 7 4 1 7	XBYMBZ	IKUNTE	91	91.I.V 91.K.C 91.U.V 91.N.c 91.T.C 91.E.V	1.5 1.75 1.3 1.1 1.75 0.8	ikonde	0	652	- - i - k - o n d - e
20070	bark	e701elwana	makaada	m a k a a d a	4 7 1 7 7 1 7	AXBYYBZ	MAKAATA	92	92.M.C 92.A.V 92.K.C 92.A.V 92.A.V 92.T.C 92.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	makaada	0	667	m a k a a d a
20169	bark	e71aupperpokomo	gómé	g o m e	1 7 4 7	AXBZ	KUME	93	93.K.C 93.U.V 93.M.C 93.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
20269	bark	e72agiryama	koko	k o k o	1 7 1 7	AXBZ	KUKU	94	94.K.C 94.U.V 94.K.C 94.U.V	2.0 1.5 1.75 0.8	koko	0	591	- k o k - o - -
20369	bark	e73digo	goβa	g o β a	1 7 3 7	AXBZ	KUBA	95	95.K.C 95.U.V 95.B.C 95.A.V	2.0 1.5 1.75 0.8	goβa	0	631	g o - - β - - a
20469	bark	e74adawida	ikoko	i k o k o	7 1 7 1 7	XBYBZ	IKUKU	96	96.I.V 96.K.C 96.U.V 96.K.C 96.U.V	1.5 1.75 1.3 1.75 0.8	ikoko	0	591	- - i k - o k o
20950	bark	f22nyamwezi	igʊla	i g ʊ l a	7 1 7 5 7	XBYBZ	IKYLA	97	97.I.V 97.K.C 97.Y.V 97.L.C 97.A.V	1.5 1.75 1.3 1.75 0.8	igʊla	0	721	- - i g ʊ l a
21049	bark	f23sumbwa	igula	i g u l a	7 1 7 5 7	XBYBZ	IKYLA	98	98.I.V 98.K.C 98.Y.V 98.L.C 98.A.V	1.5 1.75 1.3 1.75 0.8	igula	0	721	- - i g u l a
21147	bark	f24kimbu	ipata	i p a t a	7 1 7 1 7	XBYBZ	IPATA	99	99.I.V 99.P.C 99.A.V 99.T.C 99.A.V	1.5 1.75 1.3 1.75 0.8	ipata	0	613	- - i p a - t a
21246	bark	f25bungu	ilyula	i l j u l a	7 5 6 7 5 7	XBCYBZ	ILJYLA	100	100.I.V 100.L.C 100.J.C 100.Y.V 100.L.C 100.A.V	1.5 1.75 1.5 1.3 1.75 0.8	iljula	0	675	i l - j u l a
21346	bark	f31nyiramba	pyaata	p j a a t a	1 6 7 7 1 7	ACXYBZ	PJAATA	101	101.P.C 101.J.C 101.A.V 101.A.V 101.T.C 101.A.V	2.0 1.5 1.5 1.3 1.75 0.8	pjaata	0	609	p - j a a t a
21445	bark	f32nyaturucha	ibada	i b a d a	7 1 7 1 7	XBYBZ	IPATA	102	102.I.V 102.P.C 102.A.V 102.T.C 102.A.V	1.5 1.75 1.3 1.75 0.8	ibada	0	613	- - i b a - d a
21544	bark	f32nyaturuwil	ibada	i b a d a	7 1 7 1 7	XBYBZ	IPATA	103	103.I.V 103.P.C 103.A.V 103.T.C 103.A.V	1.5 1.75 1.3 1.75 0.8	ibada	0	613	- - i b a - d a
21644	bark	f33langi	ikova  ra  muti	i k o v a + r a + m u t i	7 1 7 3 7 9 5 7 9 4 7 1 7	XBYBZ_AX_AXBZ	IKUBA_RA_MYTI	104	104.I.V 104.K.C 104.U.V 104.B.C 104.A.V 104._._ 104.R.C 104.A.V 104._._ 104.M.C 104.Y.V 104.T.C 104.I.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	ikova+ra+muti	0	679	i k o v a + r a + m u t i
21833	bark	g11gogo	ibada	i b a d a	7 1 7 1 7	XBYBZ	IPATA	105	105.I.V 105.P.C 105.A.V 105.T.C 105.A.V	1.5 1.75 1.3 1.75 0.8	ibada	0	613	- - i b a - d a
21932	bark	g12kagulu	igome	i g o m e	7 1 7 4 7	XBYBZ	IKUME	106	106.I.V 106.K.C 106.U.V 106.M.C 106.E.V	1.5 1.75 1.3 1.75 0.8	igome	0	668	i g - o m e
22317	bark	g23sambaa	kanda ja mti	k a n d a + j a + m t i	1 7 4 1 7 9 6 7 9 4 1 7	AXMBZ_AX_ACZ	KANTA_JA_MTI	107	107.K.C 107.A.V 107.N.c 107.T.C 107.A.V 107._._ 107.J.C 107.A.V 107._._ 107.M.C 107.T.C 107.I.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	kanda+ja+mti	0	682	- - k - a n d a + - j a + - m - - t - i -
22417	bark	g24bondei	gome	g o m e	1 7 4 7	AXBZ	KUME	108	108.K.C 108.U.V 108.M.C 108.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
22517	bark	g31zigua	gome	g o m e	1 7 4 7	AXBZ	KUME	109	109.K.C 109.U.V 109.M.C 109.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
22617	bark	g32doe	gome	g o m e	1 7 4 7	AXBZ	KUME	110	110.K.C 110.U.V 110.M.C 110.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
22717	bark	g32kwere	gome	g o m e	1 7 4 7	AXBZ	KUME	111	111.K.C 111.U.V 111.M.C 111.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
22817	bark	g33zaramo	kwame	k w a m e	1 6 7 4 7	ACXBZ	KWAME	112	112.K.C 112.W.C 112.A.V 112.M.C 112.E.V	2.0 1.5 1.5 1.75 0.8	kwame	0	668	- k w a m e
22917	bark	g34nguungulu	gome	g o m e	1 7 4 7	AXBZ	KUME	113	113.K.C 113.U.V 113.M.C 113.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
23109	bark	g36kami	gome	g o m e	1 7 4 7	AXBZ	KUME	114	114.K.C 114.U.V 114.M.C 114.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
23209	bark	g37kutu	gome	g o m e	1 7 4 7	AXBZ	KUME	115	115.K.C 115.U.V 115.M.C 115.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
23308	bark	g39saghala	ikoko	i k o k o	7 1 7 1 7	XBYBZ	IKUKU	116	116.I.V 116.K.C 116.U.V 116.K.C 116.U.V	1.5 1.75 1.3 1.75 0.8	ikoko	0	591	- - i k - o k o
23407	bark	g401mwani	papatu	p a p a t u	1 7 1 7 1 7	AXBYBZ	PAPATY	117	117.P.C 117.A.V 117.P.C 117.A.V 117.T.C 117.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	papatu	0	613	- p a p a - t u
23601	bark	g41bajuni	iganda	i g a n d a	7 1 7 4 1 7	XBYMBZ	IKANTA	118	118.I.V 118.K.C 118.A.V 118.N.c 118.T.C 118.A.V	1.5 1.75 1.3 1.1 1.75 0.8	iganda	0	652	- - i - g - a n d - a
23797	bark	g42aamu	gome	g o m e	1 7 4 7	AXBZ	KUME	119	119.K.C 119.U.V 119.M.C 119.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
23895	bark	g42dunguja	gome	g o m e	1 7 4 7	AXBZ	KUME	120	120.K.C 120.U.V 120.M.C 120.E.V	2.0 1.5 1.75 0.8	gome	0	668	- g - o m e
24175	bark	g44angazija	gozi	g o z i	1 7 3 7	AXBZ	KUSI	122	122.K.C 122.U.V 122.S.C 122.I.V	2.0 1.5 1.75 0.8	gozi	0	707	- g o z - - - - - i
24275	bark	g44bndzwani	gózi	g o z i	1 7 3 7	AXBZ	KUSI	123	123.K.C 123.U.V 123.S.C 123.I.V	2.0 1.5 1.75 0.8	gozi	0	707	- g o z - - - - - i
24468	bark	g52ndamba	libaku	l i b a k u	5 7 1 7 1 7	AXBYBZ	LIPAKY	124	124.L.C 124.I.V 124.P.C 124.A.V 124.K.C 124.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	libaku	0	613	- l i b a k - u
24568	bark	g61sangu	ibandu	i b a n d u	7 1 7 4 1 7	XBYMBZ	IPANTY	125	125.I.V 125.P.C 125.A.V 125.N.c 125.T.C 125.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	ibandu	0	613	- - i b a n d u
24668	bark	g62hehe	ilibande	i l i b a n d e	7 5 7 1 7 4 1 7	XBYBYMBZ	ILIPANTE	126	126.I.V 126.L.C 126.I.V 126.P.C 126.A.V 126.N.c 126.T.C 126.E.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	ilibande	0	613	i l i b a n d e
24767	bark	g63bena	libandzi	l i b a n dz i	5 7 1 7 4 2 7	AXBYMBZ	LIPANCI	127	127.L.C 127.I.V 127.P.C 127.A.V 127.N.c 127.C.C 127.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	libandzi	0	613	- l i b a n dz i
24867	bark	g64pangwa	libanji	l i b a n j i	5 7 1 7 4 6 7	AXBYBCZ	LIPANJI	128	128.L.C 128.I.V 128.P.C 128.A.V 128.N.C 128.J.C 128.I.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	libanji	0	613	- l i b a n j i
24966	bark	g65kinga	ilibanzi	i l i b a n z i	7 5 7 1 7 4 3 7	XBYBYMBZ	ILIPANSI	129	129.I.V 129.L.C 129.I.V 129.P.C 129.A.V 129.N.c 129.S.C 129.I.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	ilibanzi	0	613	i l i b a n z i
25234	bark	h11beembe	kiyubulu	k i j u b u l u	1 7 6 7 1 7 5 7	AXBYBYBZ	KIJYPYLY	131	131.K.C 131.I.V 131.J.C 131.Y.V 131.P.C 131.Y.V 131.L.C 131.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kijubulu	0	631	k i j u b u l u
25761	bark	h16kikongo	kibula	k i b u l a	1 7 1 7 5 7	AXBYBZ	KIPYLA	132	132.K.C 132.I.V 132.P.C 132.Y.V 132.L.C 132.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kibula	0	631	k i - - b u l a
26772	bark	h31yaka	bálá	b a l a	1 7 5 7	AXBZ	PALA	133	133.P.C 133.A.V 133.L.C 133.A.V	2.0 1.5 1.75 0.8	bala	0	631	- - - - b a l a
27244	bark	jd62rundi	igiʃiʃwa	i g i ʃ i ʃ w a	7 1 7 3 7 3 6 7	XBYBYBCZ	IKISISWA	134	134.I.V 134.K.C 134.I.V 134.S.C 134.I.V 134.S.C 134.W.C 134.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	igiʃiʃwa	0	707	i g i ʃ - i ʃ - w a
27344	bark	jd64shubi	igiʃiʃwa	i g i ʃ i ʃ w a	7 1 7 3 7 3 6 7	XBYBYBCZ	IKISISWA	135	135.I.V 135.K.C 135.I.V 135.S.C 135.I.V 135.S.C 135.W.C 135.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	igiʃiʃwa	0	707	i g i ʃ - i ʃ - w a
27444	bark	jd65hangaza	ikishishwa	i k i s h i s h w a	7 1 7 3 3 7 3 3 6 7	XBYMBYMBCZ	IKISHISHWA	136	136.I.V 136.K.C 136.I.V 136.S.c 136.H.C 136.I.V 136.S.c 136.H.C 136.W.C 136.A.V	1.5 1.75 1.3 1.1 1.75 1.3 1.1 1.75 1.5 0.8	ikishishwa	0	707	i k i s h i s h w a
27544	bark	jd66kiha	ikigula	i k i g u l a	7 1 7 1 7 5 7	XBYBYBZ	IKIKYLA	137	137.I.V 137.K.C 137.I.V 137.K.C 137.Y.V 137.L.C 137.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ikigula	0	721	i k i g u l a
27644	bark	jd67kivinza	ikigula	i k i g u l a	7 1 7 1 7 5 7	XBYBYBZ	IKIKYLA	138	138.I.V 138.K.C 138.I.V 138.K.C 138.Y.V 138.L.C 138.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ikigula	0	721	i k i g u l a
27744	bark	je11runyoro	ekisusu ky'omuti	e k i s u s u + k j o m u t i	7 1 7 3 7 3 7 9 1 6 7 4 7 1 7	XBYBYBZ_ACXBYBZ	EKISYSY_KJUMYTI	139	139.E.V 139.K.C 139.I.V 139.S.C 139.Y.V 139.S.C 139.Y.V 139._._ 139.K.C 139.J.C 139.U.V 139.M.C 139.Y.V 139.T.C 139.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.5 1.75 1.3 1.75 0.8	ekisusu+kjomuti	0	712	e k i s u s u + k j o m u t i
27844	bark	je12rutooro	omutom…	o m u t o m	7 4 7 1 7 4	XBYBYN	UMYTUM	140	140.U.V 140.M.C 140.Y.V 140.T.C 140.U.V 140.M.c	1.5 1.75 1.3 1.75 1.3 0.8	omutom	0	713	o m u t o m
27944	bark	je13runyankore	ekiʃuʃu	e k i ʃ u ʃ u	7 1 7 3 7 3 7	XBYBYBZ	EKISYSY	141	141.E.V 141.K.C 141.I.V 141.S.C 141.Y.V 141.S.C 141.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ekiʃuʃu	0	707	e k i ʃ - u ʃ - - u
28044	bark	je14rukiga	ekiʃuʃu	e k i ʃ u ʃ u	7 1 7 3 7 3 7	XBYBYBZ	EKISYSY	142	142.E.V 142.K.C 142.I.V 142.S.C 142.Y.V 142.S.C 142.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ekiʃuʃu	0	707	e k i ʃ - u ʃ - - u
28237	bark	je16lusoga	mugaire	m u g a i r e	4 7 1 7 7 5 7	AXBYYBZ	MYKAIRE	143	143.M.C 143.Y.V 143.K.C 143.A.V 143.I.V 143.R.C 143.E.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	mugaire	0	667	m u g a i r e
28337	bark	je17gwere	kiwujju	k i w u j j u	1 7 6 7 6 6 7	AXBYMBZ	KIWYJJY	144	144.K.C 144.I.V 144.W.C 144.Y.V 144.J.c 144.J.C 144.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kiwujju	0	717	- k i w u j - j u
28437	bark	je21runyambo	ekijuju	e k i j u j u	7 1 7 6 7 6 7	XBYBYBZ	EKIJYJY	145	145.E.V 145.K.C 145.I.V 145.J.C 145.Y.V 145.J.C 145.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ekijuju	0	717	e k - - i j u j u
28537	bark	je22haya	ekiʃuʃu	e k i ʃ u ʃ u	7 1 7 3 7 3 7	XBYBYBZ	EKISYSY	146	146.E.V 146.K.C 146.I.V 146.S.C 146.Y.V 146.S.C 146.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ekiʃuʃu	0	707	e k i ʃ - u ʃ - - u
28637	bark	je23zinza	ekibago	e k i b a g o	7 1 7 1 7 1 7	XBYBYBZ	EKIPAKU	147	147.E.V 147.K.C 147.I.V 147.P.C 147.A.V 147.K.C 147.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ekibago	0	591	e k i b - a g o
28737	bark	je24kerebe	echula	e tʃ u l a	7 1 7 5 7	XBYBZ	ETYLA	148	148.E.V 148.T.C 148.Y.V 148.L.C 148.A.V	1.5 1.75 1.3 1.75 0.8	etʃula	0	721	e tʃ - - u l a
28836	bark	je25jita	inda	i n d a	7 4 1 7	XMBZ	INTA	149	149.I.V 149.N.c 149.T.C 149.A.V	1.5 1.1 1.75 0.8	inda	0	652	- - i - - - - n d - a
28934	bark	je25kilegi	lisusu	l i s u s u	5 7 3 7 3 7	AXBYBZ	LISYSY	150	150.L.C 150.I.V 150.S.C 150.Y.V 150.S.C 150.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	lisusu	0	613	- l i s u s - u
29034	bark	je25mkwaya	rikanda	r i k a n d a	5 7 1 7 4 1 7	AXBYMBZ	RIKANTA	151	151.R.C 151.I.V 151.K.C 151.A.V 151.N.c 151.T.C 151.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	rikanda	0	652	- r i - k - a n d - a
29134	bark	je31lumasaaba	likhoobolo	l i k h o o b o l o	5 7 1 3 7 7 1 7 5 7	AXBCYYBYBZ	LIKHUUPULU	152	152.L.C 152.I.V 152.K.C 152.H.C 152.U.V 152.U.V 152.P.C 152.U.V 152.L.C 152.U.V	2.0 1.5 1.75 1.5 1.3 1.3 1.75 1.3 1.75 0.8	likhoobolo	0	725	l i k h o o b o l o
29324	bark	je32luyia	likhanda lyu musae ?	l i k h a n d a + l j u + m u s a e +	5 7 1 3 7 4 1 7 9 5 6 7 9 4 7 3 7 7 9	AXBCYMBZ_ACX_AXBYZ_	LIKHANTA_LJY_MYSAE_	153	153.L.C 153.I.V 153.K.C 153.H.C 153.A.V 153.N.c 153.T.C 153.A.V 153._._ 153.L.C 153.J.C 153.Y.V 153._._ 153.M.C 153.Y.V 153.S.C 153.A.V 153.E.V 153._._	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8 0.0 2.0 1.5 1.5 0.0 2.0 1.5 1.75 1.3 0.8 0.0	likhanda+lju+musae+	0	682	l i k h a n d a + l j u + - m - u s a e +
29424	bark	je34samialugwe	esyola	e s j o l a	7 3 6 7 5 7	XBCYBZ	ESJULA	154	154.E.V 154.S.C 154.J.C 154.U.V 154.L.C 154.A.V	1.5 1.75 1.5 1.3 1.75 0.8	esjola	0	675	e s - j o l a
29524	bark	je401ngoreme	riŋkanda	r i ŋ k a n d a	5 7 4 1 7 4 1 7	AXMBYMBZ	RINKANTA	155	155.R.C 155.I.V 155.N.c 155.K.C 155.A.V 155.N.c 155.T.C 155.A.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	riŋkanda	0	652	- r i ŋ k - a n d - a
29624	bark	je402ikizu	rikoko	r i k o k o	5 7 1 7 1 7	AXBYBZ	RIKUKU	156	156.R.C 156.I.V 156.K.C 156.U.V 156.K.C 156.U.V	2.0 1.5 1.75 1.3 1.75 0.8	rikoko	0	591	- r i k - o k o
29724	bark	je403suba	rikanda ryo omote	r i k a n d a + r j o + o m o t e	5 7 1 7 4 1 7 9 5 6 7 9 7 4 7 1 7	AXBYMBZ_ACX_XBYBZ	RIKANTA_RJU_UMUTE	157	157.R.C 157.I.V 157.K.C 157.A.V 157.N.c 157.T.C 157.A.V 157._._ 157.R.C 157.J.C 157.U.V 157._._ 157.U.V 157.M.C 157.U.V 157.T.C 157.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8 0.0 2.0 1.5 1.5 0.0 1.5 1.75 1.3 1.75 0.8	rikanda+rjo+omote	0	682	r i k - a n d a + r j o + o m - o t - e -
29824	bark	je404shasi	erikanda	e r i k a n d a	7 5 7 1 7 4 1 7	XBYBYMBZ	ERIKANTA	158	158.E.V 158.R.C 158.I.V 158.K.C 158.A.V 158.N.c 158.T.C 158.A.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	erikanda	0	652	e r i - k - a n d - a
29924	bark	je41maragoli	ligodo	l i g o d o	5 7 1 7 1 7	AXBYBZ	LIKUTU	159	159.L.C 159.I.V 159.K.C 159.U.V 159.T.C 159.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ligodo	0	652	- l i - g - o - d - o
30024	bark	je42gusii	risabo riomote	r i s a b o + r i o m o t e	5 7 3 7 1 7 9 5 7 7 4 7 1 7	AXBYBZ_AXYBYBZ	RISAPU_RIUMUTE	160	160.R.C 160.I.V 160.S.C 160.A.V 160.P.C 160.U.V 160._._ 160.R.C 160.I.V 160.U.V 160.M.C 160.U.V 160.T.C 160.E.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.3 1.75 1.3 1.75 0.8	risabo+riomote	0	733	r i s a b o + r i o m o t e
30124	bark	je43kuria	(i)rikanda	i r i k a n d a	7 5 7 1 7 4 1 7	XBYBYMBZ	IRIKANTA	161	161.I.V 161.R.C 161.I.V 161.K.C 161.A.V 161.N.c 161.T.C 161.A.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	irikanda	0	652	i r i - k - a n d - a
30223	bark	je43kuriamago	irikanda	i r i k a n d a	7 5 7 1 7 4 1 7	XBYBYMBZ	IRIKANTA	162	162.I.V 162.R.C 162.I.V 162.K.C 162.A.V 162.N.c 162.T.C 162.A.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	irikanda	0	652	i r i - k - a n d - a
30323	bark	je43kuriatari	irikanda(amakanda)	i r i k a n d a	7 5 7 1 7 4 1 7	XBYBYMBZ	IRIKANTA	163	163.I.V 163.R.C 163.I.V 163.K.C 163.A.V 163.N.c 163.T.C 163.A.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	irikanda	0	652	i r i - k - a n d - a
30520	bark	je45nata	amaghoko	a m a g h o k o	7 4 7 1 3 7 1 7	XBYBCYBZ	AMAKHUKU	164	164.A.V 164.M.C 164.A.V 164.K.C 164.H.C 164.U.V 164.K.C 164.U.V	1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	amaghoko	0	737	a m a g h o k o
31293	bark	l11pende	dî-zula	d i z u l a	1 7 3 7 5 7	AXBYBZ	TISYLA	165	165.T.C 165.I.V 165.S.C 165.Y.V 165.L.C 165.A.V	2.0 1.5 1.75 1.3 1.75 0.8	dizula	0	721	- d i z u l a
31687	bark	l31alubakasai	cí-zúbú	c i z u b u	1 7 3 7 1 7	AXBYBZ	CISYPY	166	166.C.C 166.I.V 166.S.C 166.Y.V 166.P.C 166.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	cizubu	0	707	- c i z - u b - - u
32378	bark	m11pimbwe	ulugula	u l u g u l a	7 5 7 1 7 5 7	XBYBYBZ	YLYKYLA	167	167.Y.V 167.L.C 167.Y.V 167.K.C 167.Y.V 167.L.C 167.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ulugula	0	721	u l u g u l a
32478	bark	m12lungwa	ulugula	u l u g u l a	7 5 7 1 7 5 7	XBYBYBZ	YLYKYLA	168	168.Y.V 168.L.C 168.Y.V 168.K.C 168.Y.V 168.L.C 168.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ulugula	0	721	u l u g u l a
32578	bark	m13fipa	ichuula	i tʃ u u l a	7 1 7 7 5 7	XBYYBZ	ITYYLA	169	169.I.V 169.T.C 169.Y.V 169.Y.V 169.L.C 169.A.V	1.5 1.75 1.3 1.3 1.75 0.8	itʃuula	0	721	i tʃ u - u l a
32678	bark	m14rungu	lyamba lya muti	l j a m b a + l j a + m u t i	5 6 7 4 1 7 9 5 6 7 9 4 7 1 7	ACXMBZ_ACX_AXBZ	LJAMPA_LJA_MYTI	170	170.L.C 170.J.C 170.A.V 170.M.c 170.P.C 170.A.V 170._._ 170.L.C 170.J.C 170.A.V 170._._ 170.M.C 170.Y.V 170.T.C 170.I.V	2.0 1.5 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.5 0.0 2.0 1.5 1.75 0.8	ljamba+lja+muti	0	743	l j a m b a + l j a + m u t i
32778	bark	m15mambwe	ichula	i tʃ u l a	7 1 7 5 7	XBYBZ	ITYLA	171	171.I.V 171.T.C 171.Y.V 171.L.C 171.A.V	1.5 1.75 1.3 1.75 0.8	itʃula	0	721	i tʃ - - u l a
32878	bark	m21ndali	mupato	m u p a t o	4 7 1 7 1 7	AXBYBZ	MYPATU	172	172.M.C 172.Y.V 172.P.C 172.A.V 172.T.C 172.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mupato	0	613	- m u p a - t o
