Cognate1	Cognate1	Weight
arm_202	ashes_461	0.005697674418604652
arm_202	bark_591	0.014727272727272726
arm_202	bark_721	0.0047169811320754715
arm_202	bark_631	0.0043859649122807015
arm_202	bark_613	0.00017241379310344826
arm_202	bark_652	0.0015789473684210526
arm_202	bed_843	0.0005194805194805195
arm_202	bed_834	0.00017241379310344826
arm_202	bed_936	0.0005970149253731343
arm_202	belly_975	0.0338
arm_202	belly_1138	0.003529411764705882
arm_202	big_1189	0.034133333333333335
arm_202	big_1175	0.003956043956043956
arm_202	bite_1540	0.0128
arm_202	blood_1726	0.020862068965517244
arm_202	blood_1766	0.002711864406779661
arm_202	blood_1792	0.00016949152542372882
arm_202	blood_1800	0.0007017543859649122
arm_202	bone_1917	0.008909090909090908
arm_202	bone_1983	0.006000000000000001
arm_202	breast_2108	0.013278688524590163
arm_202	breast_2159	0.01456896551724138
arm_202	burn_2379	0.011415094339622643
arm_202	cloud_2784	0.0022222222222222222
arm_202	cloud_2650	0.006712328767123288
arm_202	come_2831	0.006533333333333333
arm_202	come_2803	0.002622950819672131
arm_202	come_2878	0.007804878048780488
arm_202	count_3026	0.0062068965517241385
arm_202	count_3019	0.04891304347826087
arm_202	count_3011	0.00927536231884058
arm_202	count_3114	0.001097560975609756
arm_202	dew_3216	0.020833333333333336
arm_202	dew_3264	0.006881720430107528
arm_202	die_3408	0.030744680851063834
arm_202	die_3355	0.01358490566037736
arm_202	dog_3523	0.007903225806451612
arm_202	dog_3608	0.025130434782608697
arm_202	drink_3710	0.006000000000000001
arm_202	ear_3906	0.0356043956043956
arm_202	ear_3954	0.011235955056179777
arm_202	eat_4124	0.006901408450704225
arm_202	eat_4162	0.003564356435643564
arm_202	eat_4183	0.002758620689655172
arm_202	egg_4274	0.028764044943820222
arm_202	elephant_4456	0.0036764705882352945
arm_202	elephant_4459	0.047058823529411764
arm_202	elephant_4594	0.011095890410958905
arm_202	elephant_4556	0.000588235294117647
arm_202	eye_4759	0.035217391304347825
arm_202	eye_4726	0.007714285714285714
arm_202	face_4923	0.026666666666666665
arm_202	face_4926	0.002857142857142857
arm_202	face_4977	0.0013432835820895521
arm_202	fall_5084	0.0007377049180327869
arm_202	fat, oil_5269	0.0007142857142857143
arm_202	feather_5445	0.018059701492537314
arm_202	feather_5517	0.0006779661016949153
arm_202	fire_5901	0.0084375
arm_202	fire_5892	0.00012658227848101267
arm_202	fire-wood_6102	0.025789473684210525
arm_202	fire-wood_6055	0.00015384615384615385
arm_202	fire-wood_6136	0.003205128205128205
arm_202	fish_6181	0.0007017543859649122
arm_202	fish_6212	0.04878378378378378
arm_202	fly_6579	0.0031858407079646016
arm_202	four_6932	0.0014754098360655738
arm_202	give_6959	0.01125
arm_202	give_6986	0.0036764705882352945
arm_202	give_7048	0.00016666666666666666
arm_202	goat_7148	0.004629629629629629
arm_202	goat_7153	0.02618181818181818
arm_202	ground, soil_7371	0.01653061224489796
arm_202	ground, soil_7438	0.0011111111111111111
arm_202	hair_7628	0.0036764705882352945
arm_202	head_7761	0.004464285714285715
arm_202	head_7846	0.016065573770491802
arm_202	hear_7951	0.013499999999999998
arm_202	hear_7983	0.0007017543859649122
arm_202	hear_8048	0.0001388888888888889
arm_202	heart_8120	0.05802631578947369
arm_202	heart_8193	0.0014285714285714286
arm_202	horn_8412	0.009918032786885246
arm_202	house_8553	0.09986301369863013
arm_202	house_8564	0.002
arm_202	house_8593	0.00423728813559322
arm_202	hunger_8660	0.003378378378378378
arm_202	intestine_8998	0.034594594594594595
arm_202	intestine_8899	0.0128
arm_202	iron_9101	0.0006060606060606061
arm_202	iron_9180	0.023725490196078433
arm_202	kill_9304	0.0015517241379310346
arm_202	kill_9260	0.002758620689655172
arm_202	kill_9313	0.0006557377049180328
