id,concept_id,concept,speaker_name,citation,noun_class,concept_speaker_name
498,640,upper grinding stone,NVI,fə̀kyə̀ / bə̀kyə̀ ~kə̀kyə̀,5 / 6.,upper grinding stone_NVI
499,613,pepper stone,NVI,kyéfə̀ntó / kə́kyélə́,5 / 7a,pepper stone_NVI
500,613,pepper stone,KMN,kyə̌fə̀ntǒ / kyə̌kə́fə̀ntóː~àkyə̀áfə̀ntó,5 / 6.,pepper stone_KMN
501,245,pepper,KMN,fə̀ntóː / m̀tóː,19 / 6a,pepper_KMN
502,245,pepper,NVI,fə̀ntó / ə̂mtó~ mtó,19 / 6a,pepper_NVI
503,579,sheath,KMN,kə́bɔ̂ʔ / ø,7 / ø,sheath_KMN
504,579,sheath,NVI,kə̀bɛ́~kə̀bɔ́ / ə̀bə̀bɛ́~bə̀bɔ́,7 / 8.,sheath_NVI
505,286,oil chaff,KMN,sōːbí / ø,5 / ø,oil chaff_KMN
506,286,oil chaff,NVI,sò~sòːbí / kə̀sòlə̀~kə́sóːlə̀kə́bí,5 / 7a,oil chaff_NVI
507,252,palm tree,KMN,m̀fwʊ̈̀~mfʊ̈̀ / àmfwʊ̈̀,1 / 2.,palm tree_KMN
508,252,palm tree,NVI,mfwʊ̈̀ / àmfwʊ̈̀,1 / 2.,palm tree_NVI
509,253,palm nut,KMN,bǐ / kə̀bíːlə́,5 / 7a,palm nut_KMN
510,253,palm nut,NVI,bí / kə́bílə́,5 / 7a,palm nut_NVI
511,255,palm cone,KMN,ø / ø,øø,palm cone_KMN
512,255,palm cone,NVI,kʊ́kə́byá / ə̀bə̀kʊ́ːbə̀byá ~,7 / 8.,palm cone_NVI
513,256,kernel (uncracked),KMN,tsòː / kə́tsôːlə̀ ,5 / 7a,kernel (uncracked)_KMN
514,256,kernel (uncracked),NVI,tsò / kə́tsólə̄,5 / 7a,kernel (uncracked)_NVI
515,257,kernel chaff,KMN,kxə́bə́tsʊ̀ / ø,8a / ø,kernel chaff_KMN
516,257,kernel chaff,NVI,bə̀tsɪ́ / ə̀bə̀tsɪ́,8a / 8,kernel chaff_NVI
517,258,palm cotton,KMN,ø / ø,øø,palm cotton_KMN
518,258,palm cotton,NVI,ø / ø,øø ,palm cotton_NVI
519,1542,palm fin,NVI,bwɪ́nbə́byɔ̂ŋ / ə̄bə́bwɪ́nbə́byɔ̂ŋ,8a / 8,palm fin_NVI
520,1542,palm fin,KMN,kàsə̀kə́bō / kàsə̀bə́bō,7 / 8.,palm fin_KMN
521,259,palm bamboo,KMN,byāŋkə́bō / byāŋbə́bō,7 / 8.,palm bamboo_KMN
522,259,palm bamboo,NVI,ø / ø,øø ,palm bamboo_NVI
523,450,pap spoon,KMN,tàsə̀kə̀də̀mnə̀ / tàsə̀bə̀də̀mnə̀,7 / 8.,pap spoon_KMN
524,450,pap spoon,NVI,ø / ø,øø,pap spoon_NVI
525,297,garri,KMN,múŋmámfwàː / ø,12 / ø,garri_KMN
526,297,garri,NVI,ø / ø,øø ,garri_NVI
527,260,palm frond,KMN,tsàɲkə́bō / tsáɲbə́bó,7 / 8.,palm frond_KMN
528,260,palm frond,NVI,kə́tsáɲ / ə̀bə̀tsa᷇ːɲ,7 / 8.,palm frond_NVI
529,261,palm beetle,KMN,kə́fwâːmə̀ / bə́fwâːmə̀,7 / 8.,palm beetle_KMN
530,261,palm beetle,NVI,kə́fwáːmə̀ / bə́fwáːmə̀,7 / 8.,palm beetle_NVI
531,262,palm maggot (grub),KMN,zɛ̂n / ázɛ̂n,5 / 7a,palm maggot (grub)_KMN
532,262,palm maggot (grub),NVI,zɛ̂n / kə́zɛ̂nlə́~àzɛ̀n,5 / 6.,palm maggot (grub)_NVI
533,658,palm broom,KMN,ø / ø,øø,palm broom_KMN
534,658,palm broom,NVI,msɔ́ŋ / ə̀msɔ́ŋ ,12 / 6a,palm broom_NVI
535,900,oil mill,KMN,nsâm / ànsâm,1 / 2.,oil mill_KMN
536,900,oil mill,NVI,ǹsâm / ànsâm ,1 / 2.,oil mill_NVI
537,266,kernel shell (bark),KMN,bɛ̀kə̀tsʊ̀ / bɛ̀bə́tsʊ̀,7 / 8.,kernel shell (bark)_KMN
538,266,kernel shell (bark),NVI,bə̀bɛ̀ː / kə́bɛ̂ː,7 / 8.,kernel shell (bark)_NVI
539,189,foam,NVI,fwófwò~fwò / ə́kə́fwófwò~áfwôn ,5 / 6.,foam_NVI
540,189,foam,KMN,fwó / fwófwò,5 / 6.,foam_KMN
541,267,kernel oil,KMN,m̀nǎŋ / ø~fə̀nǎŋ/m̀nǎŋ,19 / 6a,kernel oil_KMN
542,267,kernel oil,NVI,ḿnáŋ / ə́mnáŋ,12 / 6a,kernel oil_NVI
543,193,peace plant,KMN,ŋkɔ̀ŋkɔ́ŋsə́ / àŋkɔ̀ŋkɔ́ŋsə́~,1 / 2.,peace plant_KMN
544,193,peace plant,NVI,kɔ̀ŋkɔ́ŋsə́ / àŋkɔ̀ŋkɔ́ŋsə́,1 / 2.,peace plant_NVI
545,264,palm barren fruit,KMN,ø / ø,øø,palm barren fruit_KMN
546,264,palm barren fruit,NVI,ø / ø,øø ,palm barren fruit_NVI
547,763,maggot,KMN,kə́vwɛ̂ɲnə̀ / bə́vwɛ̂ɲnə̀,7 / 8.,maggot_KMN
548,763,maggot,NVI,kə́vwɛ́nnə̄ / bə́vwɛ́nnə̄,7 / 8.,maggot_NVI
549,1349,fly (bird),NVI,kə́dzə́ŋ / bə́dzə́ŋ,7 / 8.,fly (bird)_NVI
550,1349,fly (bird),KMN,kə́dzə́ŋ / bə́dzə́ŋ,7 / 8.,fly (bird)_KMN
551,765,fruit fly,NVI,m̀ɲúónə́ / ə̀mɲúónə́ ,12 / 6a,fruit fly_NVI
552,765,fruit fly,KMN,fə̀ɲʊ́ːnə́ / m̀ɲʊ́ːnə́,19 / 6a,fruit fly_KMN
553,770,ant,NVI,zɨ́sə́~zísə́ / ə̀kə̀zɨ́sə́~àzísə́,5 / 6.,ant_NVI
554,770,ant,KMN,fə̀wuolə̄ / m̀wúólə̄,19 / 6a,ant_KMN
555,771,soldier ants,KMN,zísə́ / kə̀zísə́~àzísə́,5 / 6.,soldier ants_KMN
556,771,soldier ants,NVI,zɨ́sə́kə́kɥô / kə́zɨ́sə́kə̀kɥô ,5 / 6.,soldier ants_NVI
557,800,honey bee,KMN,ʒí / kə́ʒí~àʒí,5 / 6.,honey bee_KMN
558,800,honey bee,NVI,ʒí / kə́ʒí~áʒí ,5 / 6.,honey bee_NVI
559,799,honey juice,KMN,ʒí / ø,5 / ø,honey juice_KMN
560,799,honey juice,NVI,ʒí / áʒí,5 / 6.,honey juice_NVI
561,777,carpenter bee,NVI,mfʊ́fʊ̀ / àmfʊ́fʊ̀,1 / 2.,carpenter bee_NVI
562,777,carpenter bee,KMN,m̀fʊ̌ːfʊ̀ŋ / àmfʊ̌ːfʊ̀ŋ,1 / 2.,carpenter bee_KMN
563,710,snake,KMN,fə̀ɲâmŋgyə̀ / àmɲâmŋgyə̀~m̀ɲâmŋgyə̀,19 / 6a,snake_KMN
564,710,snake,NVI,ɲàmŋgyə̀ / àɲâmŋgyə̂,5 / 8.,snake_NVI
565,736,bird,NVI,fə́ɲɔ̂ŋ / ə́mə́ɲɔ̂ŋ~ḿɲɔ̂ŋ,19 / 6a,bird_NVI
566,736,bird,KMN,fə́ɲyɔ̂ŋ / ḿɲɔ̂ŋ,19 / 6a,bird_KMN
567,762,butterfly,KMN,ø / ø,øø,butterfly_KMN
568,762,butterfly,NVI,(ə)kə̀ŋgʊ̀ŋgʊ́ŋsə́ / àŋgʊ̀ŋgʊ́ŋsə́,7 / 8.,butterfly_NVI
569,275,empty palm cone,KMN,ø / ø,øø,empty palm cone_KMN
570,275,empty palm cone,NVI,dzàmbí / kə́dzámlə̀kə́bí~,7 / 8.,empty palm cone_NVI
571,797,k.o dragonfly,KMN,ø / ø,øø,k.o dragonfly_KMN
572,797,k.o dragonfly,NVI,kə̀ŋʊ̀ŋʊ́ŋ / bə̀ŋʊ̀ŋʊ́ŋ~,7 / 8.,k.o dragonfly_NVI
573,276,inner palm nuts (cone),KMN,ø / ø,øø,inner palm nuts (cone)_KMN
574,276,inner palm nuts (cone),NVI,dzàmbí / kə̀dzàmbí~àdzàmbí,5 / 6.,inner palm nuts (cone)_NVI
575,737,owl,KMN,kə́gʷûː / bə́gʷûː,7 / 8.,owl_KMN
576,737,owl,NVI,kə́gʊ̂ / ə́bə́gʊ̂~bə́gʊ̂ ,7 / 8.,owl_NVI
577,738,screech owl,KMN,ø / ø,øø,screech owl_KMN
578,738,screech owl,NVI,kə̀ɲɪ́gyâŋ / bə̀ɲɪ́gyâŋ,7 / 8.,screech owl_NVI
579,1013,swallow (food),KMN,fə̀mkpɔ̌ŋ / m̀kpɔ̌ŋ,19 / 6a,swallow (food)_KMN
580,1013,swallow (food),NVI,ø / ø,øø,swallow (food)_NVI
581,740,hawk,KMN,ŋɛ̀ːʃì / àŋɛ̀ːʃì~,1 / 2.,hawk_KMN
582,740,hawk,NVI,ɲyɛ̀ʃì~ŋɛ̀ːʃì / àɲyɛ̀ʃì~àŋɛ̀ːʃì,5 / 6.,hawk_NVI
583,741,weaver bird,KMN,ø / ø,øø,weaver bird_KMN
584,741,weaver bird,NVI,m̀kpɔ́ŋ / ə̀mkpɔ́ŋ,12 / 6a,weaver bird_NVI
585,742,wood pecker,KMN,fə̀ntʊ̀kpɪ́ɲ / m̀tʊ̀kpɪ́ɲ,19 / 6a,wood pecker_KMN
586,742,wood pecker,NVI,fə̀ŋgɔ̂ʔfə́kpɪ́n / àŋgɔ̂ʔfə́kpɪ́n~,19 / 6a,wood pecker_NVI
587,663,cow; cattle,KMN,mbɔ̀lɔ́ / àmbɔ̀lɔ́,1 / 2.,cow; cattle_KMN
588,663,cow; cattle,NVI,mbɔ̀lɔ́ʔ / àmbɔ̀lɔ́ʔ,1 / 2.,cow; cattle_NVI
589,664,goat,NVI,bwò~bwə̌ / kə̀bwə́lə́,5 / 7a,goat_NVI
590,664,goat,KMN,bwòː / kə̀bwólə́,5 / 7a,goat_KMN
591,666,pig,KMN,kə̀ŋgwòːnə́ / bə̀ŋgwòːnə́,7 / 8.,pig_KMN
592,666,pig,NVI,kə̀ŋgwə̀nə̀ / ə̀bə̀ŋgwə̀nə́,7 / 8.,pig_NVI
593,743,fowl,NVI,ʃì / kə́ʃílə̄,5 / 7a,fowl_NVI
594,743,fowl,KMN,ʃì / kə́ʃîlə̀,5 / 7a,fowl_KMN
595,744,clock bird,NVI,ɲɔ́ŋfə́ndzʊ̀ʔ / ə́mə̀ɲɔ̀ŋmə́mndzʊ̀ʔ,19 / 6a,clock bird_NVI
596,744,clock bird,KMN,ʃyə̄ʃyə̄ / kə́ʃyə̄ʃyə̄,5 / 7a,clock bird_KMN
597,745,duck,NVI,gbàːgbá / ə̀bə̀gbàːgbá~,7 / 8.,duck_NVI
598,745,duck,KMN,kə̀gbàːgbâ / bə̀gbàːgbá,7 / 8.,duck_KMN
599,393,clock,NVI,ŋkə̀ː / àŋkə̀ː,1 / 2.,clock_NVI
600,393,clock,KMN,ŋ̀kə̀ / àŋkə̀,1 / 2.,clock_KMN
601,394,watch,KMN,ŋ̀kə̀ / àŋkə̀,1 / 2.,watch_KMN
602,394,watch,NVI,ŋkə̀ː / àŋkə̀ː ,1 / 2.,watch_NVI
603,669,cat,NVI,fə̀dàmʊ́ʔ / ə̀mdàmʊ́ʔ ~ m̀dàmʊ́ʔ,19 / 6a,cat_NVI
604,669,cat,KMN,fə̀dàmú / m̀dàmú,19 / 6a,cat_KMN
605,701,rat,KMN,kə́kɥɪ᷇ːn / kə́kɥɪ᷇ːn,7 / 8.,rat_KMN
606,701,rat,NVI,kə̀kɥɪ᷇n / ə̀bə̀kɥɪ᷇ːn~bə̀kɥɪ᷇ːn ,7 / 8.,rat_NVI
607,709,long mouth rat,KMN,fə̀nʃyə́sə́ / m̀ʃyə́sə́,19 / 6a,long mouth rat_KMN
608,709,long mouth rat,NVI,fə̀nʃyə́sə́ / ə̀bə̀nʃyə́sə́~m̀ʃyə́sə́,19 / 6a,long mouth rat_NVI
609,708,rat mole,KMN,kə́báːnə́ / bə́báːnə́,7 / 8.,rat mole_KMN
610,708,rat mole,NVI,kə́bánə́ / ə́bə́bánə́ ~bə́bánə́,7 / 8.,rat mole_NVI
611,195,branch (tree),NVI,tsɪ̀n~tsɪ́ː / kə̀tsɪ̀ːlə̀~kə́tsɪ᷇ːnlə́,5 / 7a,branch (tree)_NVI
612,195,branch (tree),KMN,tsə̀n~tsɪ̀ɲ / kə́tsɪ́ɲlə̀~kə́tsɪ̂ːlə̀,5 / 7a,branch (tree)_KMN
613,875,branch (of the road),NVI,kə̀bə́ŋ / bə̀bə́ŋ,7 / 8.,branch (of the road)_NVI
614,875,branch (of the road),KMN,kə̀bə́ŋ / bə̀bə́ŋ,7 / 8.,branch (of the road)_KMN
615,876,road junction,NVI,dzákpɛ́ / kə́dzákpɛ́~ádzákpɛ́,5 / 6.,road junction_NVI
616,876,road junction,KMN,ø / ø,øø,road junction_KMN
617,690,fish,NVI,fə̀ndʒʊ̀fə̀ / ə́mndʒʊ̀fə̀~m̀ndʒʊ̀fə̀,19 / 6a,fish_NVI
618,690,fish,KMN,fə̀ndʒùːfə̀ / m̀ndʒùːfə̀,19 / 6a,fish_KMN
619,667,cane rat,NVI,ø / ø,øø ,cane rat_NVI
620,667,cane rat,KMN,ø / ø,øø,cane rat_KMN
621,698,mudfish,KMN,ø / ø,øø,mudfish_KMN
622,698,mudfish,NVI,fə̀ndʒʊ̀fə̀fə́fə̀tsáːfə́/ə̀mndʒʊ̀fə̀mə̂mtsáːfə́,19 / 6a,mudfish_NVI
623,670,animal,KMN,fɥò / kə́fɥôːlə̀,5 / 7a,animal_KMN
624,670,animal,NVI,fɥò / kə̀fɥòlə̀,5 / 7a,animal_NVI
625,309,corn,NVI,kə̀sáŋ / bə̀sáŋ,7 / 8.,corn_NVI
626,309,corn,KMN,kə̀sáŋ / bə̀sáŋ,7 / 8.,corn_KMN
627,293,beans,NVI,gî / ágî~ámndíndzyà,5 / 6.,beans_NVI
628,293,beans,KMN,gî / ágî,5 / 6.,beans_KMN
629,335,cocoyam (native),NVI,kə̀mfʊ̀~ / ə́bə̀mfʊ̀~bə̀mfʊ̀ː ,7 / 8.,cocoyam (native)_NVI
630,335,cocoyam (native),KMN,kə̀ndɔ́ŋ / bə̀ndɔ́ŋ,7 / 8.,cocoyam (native)_KMN
631,303,rice,KMN,gìːmkáːlə̀ / ágyámə̀káːlə̀,5 / 6.,rice_KMN
632,303,rice,NVI,gî / ágî ~ ágìámə̀ŋkálə̀,5 / 6.,rice_NVI
633,304,cowpea bean,KMN,gîːfə̄kə̄fya᷇ːŋ / gìfə̀mə́kə́fya᷇ːŋ,5 / 6.,cowpea bean_KMN
634,304,cowpea bean,NVI,ágîbə́fyáŋ / àgìábə́fyáŋ,5 / 6.,cowpea bean_NVI
635,305,cowpea leaf,NVI,kə́fyáŋ / bə́fyáŋ,7 / 8.,cowpea leaf_NVI
636,305,cowpea leaf,KMN,kə́fya᷇ːŋ / bə́fya᷇ːŋ,7 / 8.,cowpea leaf_KMN
637,196,soup (vegetable),NVI,kə̀nʊ́mtə̀ / ə́bə̀nʊ́mtə̀,7 / 8.,soup (vegetable)_NVI
638,196,soup (vegetable),KMN,kə̀nɔ́ːmtə̀ / bə̀nɔ́ːmtə̀,7 / 8.,soup (vegetable)_KMN
639,197,soup (liquid),KMN,ø / ø,øø,soup (liquid)_KMN
640,197,soup (liquid),NVI,m̀tò / ə́mtó,7 / 8.,soup (liquid)_NVI
641,850,salt,KMN,fə̀ŋkyâ / m̀ŋkyâ,19 / 6a,salt_KMN
642,850,salt,NVI,fə̀ŋkyâ / ə́mkya᷇ː ,19 / 6a,salt_NVI
643,802,jigger,KMN,fə̀ntúmbū / m̀túmbū,19 / 6a,jigger_KMN
644,802,jigger,NVI,fə̀ntʊ́mbʊ̄ʔ / ə̀mtʊ́mbʊ̄ʔ~m̀tʊ́mbʊ̄ʔ ,19 / 6a,jigger_NVI
645,198,date palm,NVI,ʒínə́ / àʒínə́,5 / 6.,date palm_NVI
646,198,date palm,KMN,ø / ø,øø,date palm_KMN
647,183,k.o tree (leaf),NVI,ø / ø,øø,k.o tree (leaf)_NVI
648,183,k.o tree (leaf),KMN,kə̀fámə́ / bə̀fámə́,7 / 8.,k.o tree (leaf)_KMN
649,439,comb,KMN,kə̀ʃɔ̀ʔ / bə̀ʃɔ̀ʔ,7 / 8.,comb_KMN
650,439,comb,NVI,kə̀ʃɔ̀ʔ / bə̀ʃɔ̀ʔ,7 / 8.,comb_NVI
651,671,meat,NVI,fɥò / kə̄fɥôlə̀,5 / 7a,meat_NVI
652,671,meat,KMN,fɥò / kə́fɥôːlə̀,5 / 7a,meat_KMN
653,322,cassava,NVI,lókō / àlókō,1 / 2.,cassava_NVI
654,322,cassava,KMN,lóːkō / àlóːkō ,1 / 2.,cassava_KMN
655,831,mud,KMN,kə̀tsáːfə́ / bə̀tsáːfə́,7 / 8.,mud_KMN
656,831,mud,NVI,kə̀tsáːfə́~mtáɲ / bə̀tsáːfə́~ ə̀mtáɲ ,7 / 8.,mud_NVI
657,832,swamp,KMN,báːlə́ / kə́báːlə́ (bɛ́ːlə́/kə́bɛ́ːlə́ - Fang),5 / 7a,swamp_KMN
658,832,swamp,NVI,də́lə̀kə́ʒílə̄ / bə́də́lə̀bə́ʒílə̄,7 / 8.,swamp_NVI
659,833,brick,NVI,m̀táɲ / ə̀mtáɲ,12 / 6a,brick_NVI
660,833,brick,KMN,fə̀táɲ / m̀táɲ,19 / 6a,brick_KMN
661,298,milk,KMN,ø / ø,øø,milk_KMN
662,298,milk,NVI,bêːn / ábêːn,5 / 6.,milk_NVI
663,313,corn beer,NVI,m̀kàɲ / ə̀mkàɲ,12 / 6a,corn beer_NVI
664,313,corn beer,KMN,ḿkâɲ / ø ~ fə̀kâɲ / ḿkâɲ,19 / 6a,corn beer_KMN
665,246,native maggi spice,KMN, fə̀dʒyə̀ːfə́ / m̀dʒyə̀fə́ ,19 / 6a,native maggi spice_KMN
666,246,native maggi spice,NVI,ø / ø,øø ,native maggi spice_NVI
667,380,pot,NVI,fə̀ŋkòː / ə̀mkòː,19 / 6a,pot_NVI
668,380,pot,KMN,fə̀ŋkʊ̀ː / m̀ŋkʊ̀ː,19 / 6a,pot_KMN
669,565,ladder,KMN,kwóːnə́ / bə̀kwóːnə́~kə̀kwóːnə́,5 / 7a,ladder_KMN
670,565,ladder,NVI,kwə́nə́ / ə̀kə̀kwə́nə́,5 / 7a,ladder_NVI
671,615,letter,KMN,ǹtóm / àntóm,1 / 2.,letter_KMN
672,615,letter,NVI,kə̀ŋwàʔlə̀ / ə́bə̀ŋwàʔlə̀~bə̀ŋwàʔlə̀,7 / 8.,letter_NVI
673,566,ceiling,NVI,ʃyàsə́ / àʃyàsə́,5 / 7a,ceiling_NVI
674,566,ceiling,KMN,ʃyàsə́ / kə̀ʃyàsə́,3 / 7a,ceiling_KMN
675,567,box,NVI,kə̀ntáɲtáɲ / ə̀bə̀ntáɲtáɲ ~,7 / 8.,box_NVI
676,567,box,KMN,kə̀ntáɲtáɲ / bə̀ntáɲtáɲ,7 / 8.,box_KMN
677,510,coffin,NVI,kə̀ntáɲtáɲ / ə̀bə̀ntáɲtáɲ ~,7 / 8.,coffin_NVI
678,510,coffin,KMN,kə̀ntáɲtáɲ / bə̀ntáɲtáɲ,7 / 8.,coffin_KMN
679,547,gauze,KMN,kə̀nsô / bə̀nsô,7 / 8.,gauze_KMN
680,547,gauze,NVI,kə̀nsô / ə̀bə̀nsô,7 / 8.,gauze_NVI
681,968,think,KMN,fwâɲnə̀ / kə́fwâɲnə̀,5 / 7a,think_KMN
682,968,think,NVI,fwánə̀ / ə̀bə̀fwàɲnə̀,5 / 8.,think_NVI
683,616,bottle,NVI,sɔ̀ʔ / àsɔ̀ʔ,1 / 2.,bottle_NVI
684,616,bottle,KMN,sɔ̀ʔ / àsɔ̀ʔ,1 / 2.,bottle_KMN
685,507,handle,NVI,tsɪ̀n / kə́tsɪ́ːlə̄,5 / 7a,handle_NVI
686,507,handle,KMN,kə́ʃyáŋ / bə́ʃyáŋ,7 / 8.,handle_KMN
687,648,door (space),NVI,àdzà / ə̀kə̀dzàlə̀,5 / 7a,door (space)_NVI
688,648,door (space),KMN,dzə́ / kə̀dzɨ́lə́,5 / 7a,door (space)_KMN
689,649,door (lid),NVI,dzə́fǘsə̀ / kə́dzə́lə́kə́fǘsə̀,3 / 7a ,door (lid)_NVI
690,649,door (lid),KMN,fǘsə̀ / kə́fü̂sə̀,3 / 7a,door (lid)_KMN
691,650,door (lid/space),NVI,ø / ø,øø,door (lid/space)_NVI
692,650,door (lid/space),KMN,dzə́fǘsə̀ / ø,3 / ø,door (lid/space)_KMN
693,651,door (frame),NVI,kə̀mfyɔ́ŋ / ə̀bə̀mfyɔ́ŋ~bə̀mfyɔ́ŋ,7 / 8.,door (frame)_NVI
694,651,door (frame),KMN,kə̀ŋkʊ̂ŋ / bə̀ŋkʊ̂ŋ,7 / 8.,door (frame)_KMN
695,569,bed,NVI,bə̀zá / ə̀bə̀zá,8a / 8,bed_NVI
696,569,bed,KMN,kə̀zá / bə̀zá,7 / 8.,bed_KMN
697,570,chair,NVI,kə̀ŋkyâŋ / ə̀bə̀ŋkyâŋ~bə̀ŋkyâŋ,7 / 8.,chair_NVI
698,570,chair,KMN,kə̀ŋkya᷇ŋ / bə̀ŋkyâŋ,7 / 8.,chair_KMN
699,477,chair (carved),KMN,ø / ø,øø,chair (carved)_KMN
700,477,chair (carved),NVI,ŋkyàŋkə́ŋkwô~ / ə̀bə̀ŋkyâŋkə́ŋkʊ́~,7 / 8.,chair (carved)_NVI
701,571,fence,NVI,mbéːlə̀ / àmbéːlə̀,1 / 2.,fence_NVI
702,571,fence,KMN,mbɛ̀ːlə̀ / àmbɛ̀ːlə̀,1 / 2.,fence_KMN
703,543,mat (rhizom plant),KMN,fə̀sɛ̂n / ḿsɛ̂n,19 / 6a,mat (rhizom plant)_KMN
704,543,mat (rhizom plant),NVI,fə̀sɛ̂n / bə̀sɛ̂n~m̀sɛ̂n,19 / 6a,mat (rhizom plant)_NVI
705,592,belt,NVI,fə̀mkpáŋ / ə́mkpáŋ~m̀kpáŋ,19 / 6a,belt_NVI
706,592,belt,KMN,fə̀mkpǎːŋ / m̀mkpǎːŋ,19 / 6a,belt_KMN
707,199,grass,KMN,kə́ɲyâ / bə́ɲyâ ,7 / 8.,grass_KMN
708,199,grass,NVI,kə́ɲyâ / bə́ɲyâ ,7 / 8.,grass_NVI
709,214,forest,NVI,kə́kɥô~kə́kɥœ̂ / bə́kɥô~bə́kɥœ̂,7 / 8.,forest_NVI
710,214,forest,KMN,kə́kɥô / bə́kɥô,7 / 8.,forest_KMN
711,537,net,KMN,nɛ̂t / ø ,3 / ø,net_KMN
712,537,net,NVI,fə̀ŋwɛ́ / ə̀mŋwɛ́~m̀ŋwɛ́,19 / 6a,net_NVI
713,440,trap,KMN,fə̀ntə̀mə́ / m̀tə̀mə́,19 / 6a,trap_KMN
714,440,trap,NVI,fə̀ntə̀mə́ / ə̂mtə̀mə́~mtə̀mə́ ,19 / 6a,trap_NVI
715,834,river,KMN,tú / kə́túːlə́,5 / 7a,river_KMN
716,834,river,NVI,tú / kə́túːlə́,5 / 7a,river_NVI
717,835,stream,KMN,tú / kə́túːlə́,5 / 7a,stream_KMN
718,835,stream,NVI,fə́tú / kə́túːlə́,5 / 7a,stream_NVI
719,836,spring,KMN,túːfə́àʃɛ́n / túːmə́àʃɛ́n,19 / 6a,spring_KMN
720,836,spring,NVI,tú / kə́túlə́~ŋgyə̂mtâɲ/ ə́mŋgyə̂mtâɲ~ ,5 / 7a,spring_NVI
721,902,war,KMN,gwèɲ~gwɪ̂ɲ / kə́gwɪ̂ɲ~kə́gwɪ́lə̀,5 / 7a,war_KMN
722,902,war,NVI,gwɪ̀n / kə́gwɪ̂ːlə̀,5 / 7a,war_NVI
723,344,song,KMN,záːmə́ / kə̀záːmə́,5 / 7a,song_KMN
724,344,song,NVI,zə́mə́ / kə̀zə́mə́,5 / 7a,song_NVI
725,562,wall shelf,KMN,ø / ø,øø,wall shelf_KMN
726,562,wall shelf,NVI,ø / ø,øø ,wall shelf_NVI
727,345,dance,NVI,báːnə́ / àkə̀bánə́,5 / 7a,dance_NVI
728,345,dance,KMN,báːnə́ / kə̀báːnə́,5 / 7a,dance_KMN
729,354,flute,KMN,fə́ŋgyɔ́ŋ / ḿŋgyɔ́ŋ ~,19 / 6a,flute_KMN
730,354,flute,NVI,ŋgyɔ́ŋ / àŋgyɔ́ŋ,1 / 2.,flute_NVI
731,355,horn trumpet (cow),NVI,ø / ø,øø,horn trumpet (cow)_NVI
732,355,horn trumpet (cow),KMN,fə̀mbúlè / m̀búlè ~,19 / 6a,horn trumpet (cow)_KMN
733,356,ankle rattle (women),NVI,dzɔ̀ŋə́ / kə̀dzɔ̀ŋə́,5 / 7a,ankle rattle (women)_NVI
734,356,ankle rattle (women),KMN,ø / ø,øø,ankle rattle (women)_KMN
735,357,xylophone,KMN,fə̀ɲɔ̀ŋə́ / m̀ɲɔ̀ŋə́,19 / 6a,xylophone_KMN
736,357,xylophone,NVI,mɲɔ̀ŋə́ / ə̂mɲɔ̀ŋə́,12 / 6a,xylophone_NVI
737,358,gong,KMN,fə̀ŋgə̀m / m̀ŋgə̀m,19 / 6a,gong_KMN
738,358,gong,NVI,ŋgə̀m~fə̀ŋgə̀m / ə́mŋgə̀m~àŋgə̀m,19 / 6a,gong_NVI
739,359,ankle rattle (men),NVI,kə̀dzáŋ / bə̀dzáŋ ,7 / 8.,ankle rattle (men)_NVI
740,359,ankle rattle (men),KMN,kə̀dza᷇ːŋ / bə̀dza᷇ːŋ,7 / 8.,ankle rattle (men)_KMN
741,360,piano (bamboo),KMN,kə̀túə:lə̀ / bə̀túə̀lə̀,7 / 8.,piano (bamboo)_KMN
742,360,piano (bamboo),NVI,kə̀twə̂lə̀ / bə̀twə̂lə̀,7 / 8.,piano (bamboo)_NVI
743,361,piano (string),KMN,ø / ø,øø,piano (string)_KMN
744,361,piano (string),NVI,kə̀twə̂lə̀ / bə̀twə̂lə̀,7 / 8.,piano (string)_NVI
745,33,deity; god; God,NVI,kə̀zə̀ / bə̀zə̀,7 / 8.,deity; god; God_NVI
746,33,deity; god; God,KMN,kə̀zə̀ / bə̀zə̀,7 / 8.,deity; god; God_KMN
747,34,devil,KMN,nǎːtàɲ / ànǎːtàɲ,1 / 2.,devil_KMN
748,34,devil,NVI,nǎːtàɲ / ànǎːtàɲ,1 / 2.,devil_NVI
749,35,witch,KMN,kə̀tʃí / bə̀tʃí,7 / 8.,witch_KMN
750,35,witch,NVI,tʃí / ə̀bə̀tʃí,8a / 8,witch_NVI
751,37,spirit,KMN,kə́vwáːlə̀ / bə́vwáːlə̀ ,7 / 8.,spirit_KMN
752,37,spirit,NVI,ɱvùlə́ / àɱvùlə́,1 / 2.,spirit_NVI
753,217,poison,KMN,ø / ø,øø,poison_KMN
754,217,poison,NVI,bə́kí / ə́bə́kí,8a / 8,poison_NVI
755,36,witch man,KMN,ŋʊ̀bə̀tʃí / ànɪ̀ábə̀tʃí,1 / 2.,witch man_KMN
756,36,witch man,NVI,ŋʊ̀bə̀tʃí / ànɪ̀ábə̀tʃí,1 / 2.,witch man_NVI
757,672,monkey,KMN,fə́tsɪ́ːɲfə́ / ḿtsɪ᷇ːɲfə̀,19 / 6a,monkey_KMN
