ID	Concept	Doculect	Value
930	seed	DPN-FANG-13	sām / sám
931	seed	JGY-Koshin-3	ʃʷàmə́ / ʃʷám
932	seed	TEL-Koshin-4	ʃʷàmə́ / ʃʷa̽m
933	seed	KCS-Kung-3	fə̀sáŋ / m̀sáŋ
934	seed	NJS-Kung-4	fə̀sáŋ / m̀sáŋ
935	seed	NMN-Mundabli-3	sám / sām~sám
936	seed	CEN-Mundabli-2	sāɦm / sáɦːm
937	seed	NGT-Munken-3	ɪ́ʃám / kɪ́ʃámə́
938	seed	NUN-Munken-4	ɪ̀kpò / ɪ̀kpólə̄~àkpólə̄
939	seed	MCA-Ngun-3	ɪ̀kpò / àkpò
940	seed	KBM-Ngun-4	ɪ̀kpò / àkpò~kə̀kpǒ
941	pap	NVB-Abar-7	ⁿbʷôbó / ⁿbʷôbóbʷɪ̂
942	pap	ECL-Abar-8	m̀bʷôbó / bʷɪ̀mbʷôbó
943	pap	NEM-Ajumbu-9	ⁿtsàːlə̀ / àⁿtsàːlə̀
944	pap	KDC-Ajumbu-10	ⁿtsâːlə̀ / àⁿtsàːlə̀
945	pap	ENB-BIYA-1	ⁿbʷàhá / bə̀ⁿbʷàhá
946	pap	ICN-BIYA-2	ⁿbʷâbə́ / ⁿbʷâbə́
947	pap	NNB-Buu-3	ǹtsàːlə́~ǹtsàlə́ / ø ~ bə̀ntsàlə́
948	pap	MNJ-Buu-4	ǹtsàːlə́ / bə̀ntsàːlə́
949	pap	KHK-FANG-12	tsèlə̀ / bə̀ntsèːlə̀
950	pap	DPN-FANG-13	tsèːlə̀~ntsɛ̀lə̀ / tsèːlə̀~bə̀ntsɛ̀ːlə̀
951	pap	JGY-Koshin-3	ⁿdǐːbábə́ní (youths) ~ ǹtsùabə́ (elders)/ø
952	pap	TEL-Koshin-4	tsùàbə́ / ńtsúàbə́
953	pap	KCS-Kung-3	ʊ̀wâŋ / sə̀wâŋ
954	pap	NJS-Kung-4	ʊ̀wâŋ / ø
955	pap	NMN-Mundabli-3	ńtʃʷá / ńtʃʷá
956	pap	CEN-Mundabli-2	ǹtʃúá / ǹtʃúá
957	pap	NGT-Munken-3	m̀bʷábə̄ / bə̀mbʷábə̄
958	pap	NUN-Munken-4	mbʷábə̄ / bə̀mbʷábə̄
959	pap	MCA-Ngun-3	ⁿbʷɔ̂bə́ / bìⁿbʷɔ̂bə́~ⁿbʷɔ̂bə́
960	pap	KBM-Ngun-4	ⁿbʷɔ̀bə́ / bɛ̀ⁿbʷɔ̀bə́
961	corn	NVB-Abar-7	ǹdʒáhá / ǹdʒáhámʷɪ̂
962	corn	ECL-Abar-8	ɪ̀dʒáhá / mwɪ̀ǹdʒáhá~ǹdʒáhá
963	corn	NEM-Ajumbu-9	kə̀sáŋ / bə̀sáŋ
964	corn	KDC-Ajumbu-10	kə̀sáŋ / bə̀sáŋ
965	corn	ENB-BIYA-1	ɪ̀dʒáhá / àdʒáhá
966	corn	ICN-BIYA-2	ɪ̀dʒáhá / àdʒáhá
967	corn	NNB-Buu-3	gɣàːsə̀ / ø
968	corn	MNJ-Buu-4	gɣáhà / gɣâsə̀
969	corn	KHK-FANG-12	kə̀kpàn / bə̀kpàn
970	corn	DPN-FANG-13	kə̀kpàn / bə̀kpàn
971	corn	JGY-Koshin-3	gánə́ / gɛ̂ː
972	corn	TEL-Koshin-4	gánə́ / gɛ̂ː
973	corn	KCS-Kung-3	ìsə̀f / sə̀sə̀f
974	corn	NJS-Kung-4	ɪ̀sə̀f / sə́sə̀f
975	corn	NMN-Mundabli-3	gɛ̂ / gɛ̂
976	corn	CEN-Mundabli-2	gɛ̂ː / gɛ̀ː wó
977	corn	NGT-Munken-3	ɪ̀dʒɛ́ / àdʒɛ́
978	corn	NUN-Munken-4	ɪ́dʒɛ́ / ádʒɛ́
979	corn	MCA-Ngun-3	ɪ̀dʒáhá / àdʒáhá
980	corn	KBM-Ngun-4	ɪ̀dʒáhá / àdʒáhá
981	corn fufu	NVB-Abar-7	ʊ̀mɔ̀m~ʊ̀mòm~bʊ̀mòm / ʊ̀mòmⁿbʊ̀~àmɔ̀m
982	corn fufu	ECL-Abar-8	bʊ́mòm~ʊ́mʊ̂m/bʷɪ̀mòm~bʊ́môm
983	corn fufu	NEM-Ajumbu-9	kə́ɲʲə́ ~ɲʲə̄ː / bə́ɲʲə́
984	corn fufu	KDC-Ajumbu-10	kə́ɲʲə́~bə́ɲʲə́ / bə́ɲʲə́ːlə́
985	corn fufu	ENB-BIYA-1	bùmɛ̂m / ʊ̀mɛ̀m
986	corn fufu	ICN-BIYA-2	bʊ́mɛ̄m / bʊ́mɛ̄m
987	corn fufu	NNB-Buu-3	ø ~ kə́ɲʲɛ́m / bə́ɲʲɛ́m
988	corn fufu	MNJ-Buu-4	kə́níɛ́m / bə́níɛ́m
989	corn fufu	KHK-FANG-12	lʲə́m / bə̀lʲə́m
990	corn fufu	DPN-FANG-13	bə̀lʲə́m~fə̀nlʲə́nə̀ / bə̀lʲə́m
991	corn fufu	JGY-Koshin-3	ø / bə́ní
992	corn fufu	TEL-Koshin-4	ø / bə́ní
993	corn fufu	KCS-Kung-3	kə́báʲ / ʊ̀báʲ
994	corn fufu	NJS-Kung-4	kə́báɪ́ / ʊ́báɪ́
995	corn fufu	NMN-Mundabli-3	ɲāːm / ɲāːm
996	corn fufu	CEN-Mundabli-2	ɲám / ɲáːm
997	corn fufu	NGT-Munken-3	bʊ̀mʊ̀m / bʊ́mʊ̂m
998	corn fufu	NUN-Munken-4	ʊ̀mʊ̀m ~ ʊ̀mʊ̀mʊ̀ / ʊ̀mʊ̀mbù ~ kìmʊ̀mʊ́
999	corn fufu	MCA-Ngun-3	bùmɛ̂m~ùmɛ̂m / ɪ̀ʃɔ́ŋ búmɛ̂m~ɪ́ʃɔ́ŋ~ búmɛ̂m
1000	corn fufu	KBM-Ngun-4	bʊ̀mɛ̀m / ɪ̀mɛ̀m~bùmɛ̀m
1001	plantain	NVB-Abar-7	kə́wóm~àwómə́ / bíwóm~ɪ̀wóm
1002	plantain	ECL-Abar-8	kə̀wɔ́m / bìwɔ́m
1003	plantain	NEM-Ajumbu-9	ⁿgʷám / àⁿgʷám
1004	plantain	KDC-Ajumbu-10	ⁿgʷɑ̂m / àⁿgʷɑ́m~ àⁿgʷɑ̀m
1005	plantain	ENB-BIYA-1	ìgám / kə̀gám
1006	plantain	ICN-BIYA-2	ɪ̀gə́m / kə̀gə́m
1007	plantain	NNB-Buu-3	ⁿgóm / bə̀ⁿgóm
1008	plantain	MNJ-Buu-4	ⁿgóm / bə̀ⁿgóm
1009	plantain	KHK-FANG-12	ⁿgôn / bə̀ⁿgôn
1010	plantain	DPN-FANG-13	ⁿgʊ̂n / bə̀ⁿgʊ̂n
1011	plantain	JGY-Koshin-3	kə̀ŋ̀wɛ̀ː / bə̀ŋ̀wɛ̀ː
1012	plantain	TEL-Koshin-4	kə̀ŋ̀wɛ̀ / bə̀ŋ̀wɛ̀
1013	plantain	KCS-Kung-3	kə̀fə̂ːɣ /ʊ̀fə̂ːɣ
1014	plantain	NJS-Kung-4	kə̀fə̂ɣ /ʊ̀fə̂ɣ
1015	plantain	NMN-Mundabli-3	ŋgɒ́m / ŋgɒ̄m
1016	plantain	CEN-Mundabli-2	ŋgɒ̄ɦm / ŋgɒ̄ɦm bóɦ
1017	plantain	NGT-Munken-3	áŋgámá / bìŋgámá
1018	plantain	NUN-Munken-4	àŋgə́mə́ / bìŋgə́mə́
1019	plantain	MCA-Ngun-3	kə̀wóm~àwóm / bìwóm~ìwóm~ kə̀wóm bɛ̀nô / bìwóm bɛ̀nô
1020	plantain	KBM-Ngun-4	kə̀wóm / bìwóm
1021	banana	NVB-Abar-7	kə̀wóm~àwóm / ɪ̀wómbî
1022	banana	ECL-Abar-8	kə̀wóm / bìwóm
1023	banana	NEM-Ajumbu-9	kə̀tsú / bə̀tsú
1024	banana	KDC-Ajumbu-10	kə̀tsúkə̄~kə̀tsúɣə́ / bə̀tsʊ̀kə́~bə̀tsʊ̀ɣʊ́
1025	banana	ENB-BIYA-1	bǎːnà / bàbǎːnà
1026	banana	ICN-BIYA-2	ígə́mbìdzʊ̂n / kə̀gə́mbìdzʊ̂n
1027	banana	NNB-Buu-3	fə̀ntʃə́ŋ / mə̀ntʃə́ŋ
1028	banana	MNJ-Buu-4	fə̀ntʃə́ŋ / mə̀ntʃə́ŋ
1029	banana	KHK-FANG-12	kə̀tʃʊ́kə̂ / bə̀tʃʊ́kə̂
1030	banana	DPN-FANG-13	kə̀tʃʊ́kə̂ / bə̀tʃʊ́kə̂
1031	banana	JGY-Koshin-3	kə́tʃʊ́kʊ́ / bə́tʃʊ́kʊ́
1032	banana	TEL-Koshin-4	kə̀tʃʊ́kə́ / bə̀tʃʊ́kə́
1033	banana	KCS-Kung-3	kə̀tsʊ́ʔ /  ʊ̀tsʊ́ʔ
1034	banana	NJS-Kung-4	kə̀tsʊ́ʔ /  ʊ̀tsʊ́ʔ
1035	banana	NMN-Mundabli-3	tsʊ̈̄ / tsʊ̈̄
1036	banana	CEN-Mundabli-2	tsø̄ɦ  / tsǿɦ bō
1037	banana	NGT-Munken-3	bànánà / bə̀bànánà
1038	banana	NUN-Munken-4	pǎːnà / bə̀pànánà~bèpǎːnà
1039	banana	MCA-Ngun-3	kə̀wóm / bìwóm~kə̀wómbìdzʊ̀ŋ / bìwómbìdzʊ̀ŋ
1040	banana	KBM-Ngun-4	kə̀wómbìdzʊ̌ːŋ / bìwómbìdzʊ̌ŋ~bàhánà/bə̀bàhánà
1041	potato	NVB-Abar-7	ǹtʃáŋʃî~ǹtʃáŋ / mʊ̀ntʃáŋ~ǹtʃáŋ
1042	potato	ECL-Abar-8	ʃìntʃáŋ / mùntʃáŋ~mʷɪ̀ntʃáŋ
1043	potato	NEM-Ajumbu-9	fə̀ⁿdòʔtʃí / m̩̀ⁿdòʔtʃí
1044	potato	KDC-Ajumbu-10	fə̀ⁿdə̀ʔtʃí / mə̀ⁿdə̀ʔtʃí~m̩̀ⁿdə̀ʔtʃí
1045	potato	ENB-BIYA-1	fìⁿtʃáŋ / m̩̀tʃáŋ
1046	potato	ICN-BIYA-2	fìndʒáŋ / mʊ̀ndʒáŋ
1047	potato	NNB-Buu-3	ndòtʃí / bə̀ndòtʃí
1048	potato	MNJ-Buu-4	ndòtʃí / bə̀ndòtʃí
1049	potato	KHK-FANG-12	fə̀ⁿdʒâŋ / mə̀ⁿdʒâŋ
1050	potato	DPN-FANG-13	fə̀ⁿdʒâŋ / mə̀ⁿdʒâŋ
1051	potato	JGY-Koshin-3	kə́lə́kpə́ / bə́lə́kpə́
1052	potato	TEL-Koshin-4	kə́lə́kpə́ / bə́lə́kpə́
1053	potato	KCS-Kung-3	ndèʔtʃí / sə̀ndèʔtʃí
1054	potato	NJS-Kung-4	ndèʔtʃí / sə̀ndèʔtʃí
1055	potato	NMN-Mundabli-3	ǹtsáŋ / ǹtsáŋ
1056	potato	CEN-Mundabli-2	ǹtsáŋ / ǹtsáŋ bó
1057	potato	NGT-Munken-3	ʃìntʃáŋ / mùntʃáŋ
1058	potato	NUN-Munken-4	ʃìntʃáŋ / mʊ̀ntʃáŋ
1059	potato	MCA-Ngun-3	fìⁿtʃáŋ / m̩̀tʃáŋ~ǹ̩tʃáŋ
1060	potato	KBM-Ngun-4	fɪ̀ⁿtʃáŋ / mʊ̀ⁿtʃáŋ
1061	yam	NVB-Abar-7	kə̀jí~àjí / ɪ̀jíbî
1062	yam	ECL-Abar-8	kə̀jí / bìjí
1063	yam	NEM-Ajumbu-9	kə́vûː / bə́vûː
1064	yam	KDC-Ajumbu-10	kə̀vù / bə̀vù
1065	yam	ENB-BIYA-1	kə̀jí / bìjí
1066	yam	ICN-BIYA-2	kə̀jí / bìjí
1067	yam	NNB-Buu-3	kə́yʊ̂ː / bə́yʊ̂ː
1068	yam	MNJ-Buu-4	kə́yʊ᷇ː / bə́yʊ᷇ː
1069	yam	KHK-FANG-12	lʊ̂ / bə́lʊ̂
1070	yam	DPN-FANG-13	tø̄ / tə́tø᷇ː
1071	yam	JGY-Koshin-3	kə́dʷə̂ / bə́dʷə̂
1072	yam	TEL-Koshin-4	kə̀dʒúə̀ / bə́dʒúə̀
1073	yam	KCS-Kung-3	ìlə́m / ə̀ːlə́m
1074	yam	NJS-Kung-4	ɪ̀lə́m / ə̀lə́m~lə́mə́
1075	yam	NMN-Mundabli-3	yùɒ̀ɦ / yúɒ́ɦ
1076	yam	CEN-Mundabli-2	yúɒ̀ɦ / yűɒ̏ɦː
1077	yam	NGT-Munken-3	áyí / bìyí
1078	yam	NUN-Munken-4	ɪ̀yí / bìyí
1079	yam	MCA-Ngun-3	kə̀jí / bìjí
1080	yam	KBM-Ngun-4	kə̀jí / bìjí
1081	cocoyam	NVB-Abar-7	kə̀mfʊ̂ / ɪ̀ɱfʊ́bî
1082	cocoyam	ECL-Abar-8	kə̀mfǔː / bìmfǔː
1083	cocoyam	NEM-Ajumbu-9	kə̀ⁿfʊ̀ / bə̀ⁿfʊ̀
1084	cocoyam	KDC-Ajumbu-10	ⁿfʊ̀ / àⁿfʊ̀
1085	cocoyam	ENB-BIYA-1	kə̀mfʊ́ / bìmfʊ́
1086	cocoyam	ICN-BIYA-2	kə̀ɱfó / bìɱfó
1087	cocoyam	NNB-Buu-3	kə̀ⁿdɔ́ŋ / bə̀ⁿdɔ́ŋ
1088	cocoyam	MNJ-Buu-4	kə̀ⁿfə̌ːŋ / bə̀ⁿfə̌ːŋ
1089	cocoyam	KHK-FANG-12	fə́kxɛ᷇ː / kxɛ᷇ːm
1090	cocoyam	DPN-FANG-13	fə́kxɛ᷇ː / kxɛ́m
1091	cocoyam	JGY-Koshin-3	kə̀kɔ̀bə̀m / bə̀kɔ̀bə̀m
1092	cocoyam	TEL-Koshin-4	kə̀mfʊ̀ú / bə̀mfʊ̀ú
1093	cocoyam	KCS-Kung-3	kə̀nâŋ / ʊ̀nâŋ
1094	cocoyam	NJS-Kung-4	kə̀nâŋ / ʊ̀nâŋ
1095	cocoyam	NMN-Mundabli-3	m̀fǎɲ / m̀fǎɲ
1096	cocoyam	CEN-Mundabli-2	m̀fʊ̌ŋ / m̀fɛ̌n
1097	cocoyam	NGT-Munken-3	ámfɪ́ / bìmfɪ̂
1098	cocoyam	NUN-Munken-4	àɱfé / bìɱfé
1099	cocoyam	MCA-Ngun-3	kə̀ⁿfʊ́ / bìⁿfʊ́
1100	cocoyam	KBM-Ngun-4	kə̀ⁿfʊ́ / bìⁿfʊ́
1101	drum	NVB-Abar-7	àndìmə́~kə̀ndím/ɪ̀ndîmbî
1102	drum	ECL-Abar-8	kə̀ⁿdʲɪ́m~àⁿdʲìm / bìⁿdʲɪ́m
1103	drum	NEM-Ajumbu-9	fə́kpɪ́ɲ / ḿ̩kpɪ́ɲ
1104	drum	KDC-Ajumbu-10	fə̄kpɪ́ɲ / ḿ̩kpɪ́ɲfə́
1105	drum	ENB-BIYA-1	kə̀ⁿdím/ bìⁿdím~bīⁿdǐm
1106	drum	ICN-BIYA-2	kə̀ⁿtǐm/ bìⁿtǐm
1107	drum	NNB-Buu-3	m̀bèː / bə̀mbèː
1108	drum	MNJ-Buu-4	m̀bèː / bə̀mbèː
1109	drum	KHK-FANG-12	kpún / kún ~ kpún wə̀ tímkpə̄ / kún wə̀ tìmkpə̀lə́~kún tìmbə́lə́
1110	drum	DPN-FANG-13	kpún / kún ~ tə̀kʷúntə̄
1111	drum	JGY-Koshin-3	kpéɲ / tséɲ
1112	drum	TEL-Koshin-4	kə̀mβìː / bə̀mβìː
1113	drum	KCS-Kung-3	fə̀tsòm / m̀tsòm
1114	drum	NJS-Kung-4	fə́kâʔ / ḿkâʔ
1115	drum	NMN-Mundabli-3	kpāːn / tswān
1116	drum	CEN-Mundabli-2	kpān / tsʷán
1117	drum	NGT-Munken-3	àŋkʲə̀mə́ / bìŋkʲə̀mə́
1118	drum	NUN-Munken-4	àŋkʲèmə́ / bìŋkʲèmə́
1119	drum	MCA-Ngun-3	kə̀ⁿdím~àⁿdím / bìⁿdím~ɪ̀ⁿdím
1120	drum	KBM-Ngun-4	kə̀ⁿdǐːm / bìⁿdǐːm
1121	song	NVB-Abar-7	ɪ̀jám / ɪ̀jámɛ̂~àŋjám
1122	song	ECL-Abar-8	ɪ̀jám / mʊ̀njám
1123	song	NEM-Ajumbu-9	zə́mə́ / àzə́mə́
1124	song	KDC-Ajumbu-10	zə́mə́ / kə̀zə́mə́
1125	song	ENB-BIYA-1	ɪ̀jám / bìjám
1126	song	ICN-BIYA-2	ɪ̀jām / ájām
1127	song	NNB-Buu-3	yím / kə̀yímtə́
1128	song	MNJ-Buu-4	yɪ́ːm / kə̀yɪ́mtə́
1129	song	KHK-FANG-12	jə́mə̄ / tə̀jə́mə̄
1130	song	DPN-FANG-13	jə́mə̄ / tə̀jə́mə̄
1131	song	JGY-Koshin-3	yə́mə́ / tə̀yə́mə́
1132	song	TEL-Koshin-4	yə́mə́ / tə̀yə́mə́
1133	song	KCS-Kung-3	ndzàŋ / sə̀ndzàŋ
1134	song	NJS-Kung-4	ndzàŋ / sə̀ndzàŋ
1135	song	NMN-Mundabli-3	yə́m / yə́m
1136	song	CEN-Mundabli-2	yə̄m / yə́m
1137	song	NGT-Munken-3	ɪ̀yám / kìyámə́
1138	song	NUN-Munken-4	ɪ́yám / kìyám~áyám
1139	song	MCA-Ngun-3	ɪ̀jám / kə̀jám~àjám
1140	song	KBM-Ngun-4	ɪ̀jám / àjám~ ɪ́jám
1141	xylophone	NVB-Abar-7	ʃìŋwáŋ / mʊ̀ŋwáŋ
1142	xylophone	ECL-Abar-8	ʃìŋwáŋ / mʊ̀ŋwáŋ
1143	xylophone	NEM-Ajumbu-9	fə̀ɲɔ̀ŋə́ / m̩̀ɲɔ̀ŋə́
1144	xylophone	KDC-Ajumbu-10	fə̀ɲɔ̀ŋə́ / m̩̀ɲɔ̀ŋə́
1145	xylophone	ENB-BIYA-1	fìⁿbʷáŋ / m̩̀bʷáŋ
1146	xylophone	ICN-BIYA-2	fìŋwǎŋ / mʊ̀ŋwǎŋ
1147	xylophone	NNB-Buu-3	ndʒáŋ / bə̀ndʒáŋ
1148	xylophone	MNJ-Buu-4	kə̀ndʒáŋ / bə̀ndʒáŋ
1149	xylophone	KHK-FANG-12	ⁿdʒáŋ / bə̀ⁿdʒáŋ
1150	xylophone	DPN-FANG-13	ⁿdʒāŋ / ⁿdʒáŋ
1151	xylophone	JGY-Koshin-3	ⁿdʒáŋ / bə̀ⁿdʒáŋ
1152	xylophone	TEL-Koshin-4	ⁿdʒáŋ / bə̀ⁿdʒáŋ
1153	xylophone	KCS-Kung-3	ndzáŋ / sə̀ndzáŋ
1154	xylophone	NJS-Kung-4	ɪ̀ndzáŋ / sə̀ndzáŋ
1155	xylophone	NMN-Mundabli-3	m̀mʷǎŋ / m̀mʷǎŋ
1156	xylophone	CEN-Mundabli-2	ŋʷǎŋ / ŋʷǎːŋ
1157	xylophone	NGT-Munken-3	ágbó / bìgbó
1158	xylophone	NUN-Munken-4	ágbó / bígbó
1159	xylophone	MCA-Ngun-3	ⁿbʷáŋ / bɛ̀ⁿbʷáŋ
1160	xylophone	KBM-Ngun-4	fɪ̀ŋwǎːŋ / mʊ̀ŋwǎːŋ
1161	gong	NVB-Abar-7	ɪ̀jâŋ /ɪ̀jáŋàkì
1162	gong	ECL-Abar-8	ɪ̀yàŋ /yáŋà
1163	gong	NEM-Ajumbu-9	fə̀ⁿgə̀m / m̀ⁿgə̀m
1164	gong	KDC-Ajumbu-10	fə̀ⁿgə̀m / m̩̀ⁿgə̀m
1165	gong	ENB-BIYA-1	ɪ̀jɔ́ŋ / kə̀jɔ̀ŋ
1166	gong	ICN-BIYA-2	ɪ́jɔ́ŋ / kə́jɔ́ŋə́
1167	gong	NNB-Buu-3	fə̀gɪ̀ːm / mə̀gɪ̀ːm
1168	gong	MNJ-Buu-4	fə̀ŋgèːm / mə̀ŋgèːm
1169	gong	KHK-FANG-12	fə̀ⁿgə̀mtə̀ / mə̀ⁿgə̀mtə̀
1170	gong	DPN-FANG-13	fə̀ⁿgíŋⁿgíŋ / mə̀ⁿgíŋⁿgíŋ
1171	gong	JGY-Koshin-3	fə̀ⁿgə̀mtə̀ / ŋ̀ⁿgə̀mtə̀
1172	gong	TEL-Koshin-4	fə̀ⁿgə̀mtə̀ / ŋ̀ⁿgə̀mtə̀
1173	gong	KCS-Kung-3	fə̀ŋgə̀m / sə̀ŋgə̀m
1174	gong	NJS-Kung-4	ŋgə̀m / sə̀ŋgə̀m
1175	gong	NMN-Mundabli-3	ŋgə̀ / ŋgə̀
1176	gong	CEN-Mundabli-2	ŋgə̀m / ŋgə̀ːm
1177	gong	NGT-Munken-3	ɪ̀yɔ̂ŋ / kìyɔ̀ŋɔ̀
1178	gong	NUN-Munken-4	ɪ̀kə̀m~ɪ̀yɔ̂ŋ / ɪ́kə́mə́~áyɔ́ŋ
1179	gong	MCA-Ngun-3	ɪ̀jɔ́ŋ / kə̀jɔ̀ŋə̀
1180	gong	KBM-Ngun-4	ɪ́jɔ́ŋ~ɪ̀jɔ̌ːŋ / àjɔ̀ŋ~ájɔ́ŋ~kə̀jɔ̀ŋ
1181	cutlass	NVB-Abar-7	àdá~kə̀dá/ɪ̀dá~ɪ̀dábî
1182	cutlass	ECL-Abar-8	kə̀dá~àdá / bìdá~ìdá
1183	cutlass	NEM-Ajumbu-9	fə́béːlə́ / ḿ̩béːlə́
1184	cutlass	KDC-Ajumbu-10	fə́béːlə́ / ḿ̩béːlə́
1185	cutlass	ENB-BIYA-1	kə̀dʲɛ̌~kə̀dʲá~kə̀dá / bìdʲá~bìdʲɛ́
1186	cutlass	ICN-BIYA-2	kə̀dæ̂ / bìdæ̂
1187	cutlass	NNB-Buu-3	fə́běːlə̄ / mə̀mběːlə̄
1188	cutlass	MNJ-Buu-4	fə́béːlə́ / ḿbéːlə̄
1189	cutlass	KHK-FANG-12	fə̀béːlə́ / mə̀mbélə́m
1190	cutlass	DPN-FANG-13	fə̀bɪ́lə́ / mə̀mbɪ́lə́
1191	cutlass	JGY-Koshin-3	bī / tə̄bí
1192	cutlass	TEL-Koshin-4	bī / tə̄bī
1193	cutlass	KCS-Kung-3	ífɛ̂ː / sə̀fɛ̂ː
1194	cutlass	NJS-Kung-4	ɪ̀fɛ̂ː / sə̀fɛ̂ː
1195	cutlass	NMN-Mundabli-3	də̌ɦ / də̌ː
1196	cutlass	CEN-Mundabli-2	də̌ː / ḿbɛ᷇ː
1197	cutlass	NGT-Munken-3	ʊ̀ʃʲɛ́ / múʃáːfə́
1198	cutlass	NUN-Munken-4	ʊ́ʃʲɛ́ / mùnʃáhá
1199	cutlass	MCA-Ngun-3	kə̀dá~ʊ̀ʃʲɛ́ / ʊ̀ʃɛ́~ǹ̩ʃʲɛ́fə́
1200	cutlass	KBM-Ngun-4	kə̀dá / bìdá
1201	knife	NVB-Abar-7	ʃìʃá~ʃáʃî~ɪ̀ʃá/ńʃāːm̂~ńʃā
1202	knife	ECL-Abar-8	ʃīʃʲá~ɪ̀ʃʲá / mʷɪ̄nʃʲá~ɪ̀ʃʲá
1203	knife	NEM-Ajumbu-9	fə́sôː / ḿ̩sôː
1204	knife	KDC-Ajumbu-10	fə̀ʃɔ̀ː / ḿ̩ʃɔ́ːlə̀
1205	knife	ENB-BIYA-1	ʊ̀ʃʲɛ / kòʃʲɛ́~kə̀ʃʲɛ́
1206	knife	ICN-BIYA-2	ʊ̀ʃʲé / mʊ̄nʃʲéfá
1207	knife	NNB-Buu-3	ʃɪ̀ŋ / kə́ʃɪ̂ŋtə́
1208	knife	MNJ-Buu-4	ʃɪ̀ŋ / kə́ʃɪ́ŋtə́
1209	knife	KHK-FANG-12	kə̀lə́fə́ / bə̀lə́fə́
1210	knife	DPN-FANG-13	kə̀lə́fə́ / bə̀lə́fə́
1211	knife	JGY-Koshin-3	ʃə̀ŋ / ʃə̂ŋ
1212	knife	TEL-Koshin-4	ʃə̀ŋ / ə́ʃə̂ŋ
1213	knife	KCS-Kung-3	fə̀ɲʲə᷇ / m̀ɲʲə᷇
1214	knife	NJS-Kung-4	fə̀ɲʲə᷇ː / m̀ɲʲə᷇
1215	knife	NMN-Mundabli-3	sə̀ŋ / sə̂ŋ
1216	knife	CEN-Mundabli-2	sə̀ŋ / sə́ŋ
1217	knife	NGT-Munken-3	òkómə́ / bə̀òkómə́
1218	knife	NUN-Munken-4	ʊ̀kʊ́mə́ / kíkʊ̀mə́
1219	knife	MCA-Ngun-3	fìkóm / ŋ̩̀kɔ̀fə̀~fīkɔ́fə́
1220	knife	KBM-Ngun-4	ʊ̀ʃʲé / àʃʲé
1221	axe	NVB-Abar-7	ɪ̀tám / ɪ̀támə́kɪ̀
1222	axe	ECL-Abar-8	ɪ̀tám / kītámó~-ìtámó
1223	axe	NEM-Ajumbu-9	tɪ́ / kə̀tɪ́ːlə́
1224	axe	KDC-Ajumbu-10	té / kə̀téːlə́
1225	axe	ENB-BIYA-1	ɪ̀tám / kə̀tám
1226	axe	ICN-BIYA-2	ɪ̀tám / kə̀támnə́
1227	axe	NNB-Buu-3	tím / kə̄tímtə̂~kə̀tímtə́nə̄
1228	axe	MNJ-Buu-4	tsɪ́m / kə̀tsɪ́mtə́
1229	axe	KHK-FANG-12	ti᷇ːm / tə̀ti᷇ːm
1230	axe	DPN-FANG-13	ti᷇ːm / tə̀tímkpə̄
1231	axe	JGY-Koshin-3	tə́m / tə̀tə́m
1232	axe	TEL-Koshin-4	tə́m / tə̀tə́m
1233	axe	KCS-Kung-3	ìfú / sə̀fú
1234	axe	NJS-Kung-4	ɪ́fʊ́ / sə̀fʊ́
1235	axe	NMN-Mundabli-3	tʃə́m / tʃə́m
1236	axe	CEN-Mundabli-2	tʃə́m / tʃə́m kō
1237	axe	NGT-Munken-3	ɪ̀tám / kítámə́
1238	axe	NUN-Munken-4	ɪ́tám / kítám
1239	axe	MCA-Ngun-3	ɪ̀tám / kə̀tám
1240	axe	KBM-Ngun-4	ɪ̀tám / kə̀tám
1241	hoe	NVB-Abar-7	àdɔ᷇ŋ~kə́dɔ᷇ːŋ/ɪ̀dɔ́ŋmbî~ɪ́dɔ́ŋ
1242	hoe	ECL-Abar-8	kə̄dɔ᷇ːŋ ~ ádɔ᷇ːŋ / bìdɔ᷇ːŋ~ìdɔ́ŋ
1243	hoe	NEM-Ajumbu-9	tsɨ̂ / kə́tsɨ̂lə̀
1244	hoe	KDC-Ajumbu-10	tsɘ̀ / kə́tə́lə̀
1245	hoe	ENB-BIYA-1	kə́dɔ̂ŋ/ bídɔ̂ŋ
1246	hoe	ICN-BIYA-2	kə̀dɔ̂ŋ/ bìdɔ̂ŋ
1247	hoe	NNB-Buu-3	kpə́ŋ / kə́tsə̂ŋtə́
1248	hoe	MNJ-Buu-4	kpə́ŋ / kə́tsə́ŋtə́
1249	hoe	KHK-FANG-12	tʃʲə̀ː / tʃʲə́
1250	hoe	DPN-FANG-13	tʃʲə̀ / tʃʲə́
1251	hoe	JGY-Koshin-3	ʒū / ʒú
1252	hoe	TEL-Koshin-4	ʒũ̄ː / ʒṹ
1253	hoe	KCS-Kung-3	fə̀ɣ / sə̀fə̂ːɣ
1254	hoe	NJS-Kung-4	fɨ̀ɣ / sə́fɨ᷇ːɣ
1255	hoe	NMN-Mundabli-3	ŋ̀kɔ̀m / ŋ́kɔ̂m
1256	hoe	CEN-Mundabli-2	ŋ̀kɔ̀m / ŋ́kɔ̂ːm
1257	hoe	NGT-Munken-3	àdɔ̂ŋ / bìdɔ́ŋ
1258	hoe	NUN-Munken-4	ádɔ̂ŋ / bìdɔ᷇ːŋ
