ID	Concept	Doculect	Value
5232	palm frond	KCY-Buu-2	dʒâː / ə́dʒâː
5233	palm frond	KDV-Fang-1	fɛ́ŋgə́lə́ / tə̀fɛ́ŋgə́lə́
5234	palm frond	KJS-Fang-2	dzɛ́lə́ / tə́dzɛ́lə́
5235	palm frond	DPJ-Koshin-1	βī  /  bí
5236	palm frond	MRY-Koshin-2	byàlə́ /  bí
5237	palm frond	ZKG-Kung-1	ʊ́fʊ́ʔsə́ / sə́fʊ́ʔsə́
5238	palm frond	BNM-Kung-2	ø / ø
5239	palm frond	LFN-Mundabli-1	dʒyàː / dʒyànʃʊ̄yə́ ~
5240	palm frond	NIN-Mundabli-4	ndzɑ̄ɦ / ndzɑ̄ɦbó
5241	palm frond	NEA-Munken-1	ádzá / kɪ́dzá 
5242	palm frond	TNT-Munken-2	ìzá / kìzá
5243	palm frond	WCA-Ngun-1	íbáhábɛ̂ / ábáhábɛ̂
5244	palm frond	AOM-Ngun-2	àtsa᷇ːnbìbɛ̀ / mɨ̀ntsáːnbìbɛ̀
5245	palm frond	APB-Mumfu-1	ndzɛ́ː / ndzɛ̄ːbə́
5246	palm frond	DNM-Mumfu-2	ńzɛ̄ː / s̀zɛ̄ːbə́
5247	palm frond	BKB-Mashi-2	mbyàtí / mbyátí
5248	palm frond	KFK-Mashi-1	mbyàtí / mbyátí
5249	palm frond	ABS-Missong-1	ídʒínə́ / ádʒínə́ ~kídʒínə́
5250	palm frond	AGA-Missong-2	kɪ́dʒínə́kɪ̄ / bídʒínə́bī
5251	palm beetle	NMA-Abar-1	m̀bwǒyāŋ / gbwɪ̀mbwǒyāŋ
5252	palm beetle	NAC-Abar-2	íyán / kìyán
5253	palm beetle	NVI-Ajumbu-1	kə́fwáːmə̀ / bə́fwáːmə̀
5254	palm beetle	KMN-Ajumbu-2	kə́fwâːmə̀ / bə́fwâːmə̀
5255	palm beetle	KEM-Buu-1	kə́fə̀mə́ / bə́fə̀mə́
5256	palm beetle	KCY-Buu-2	kə̀fə̀mə̀ / bə́fə̀mə̀
5257	palm beetle	DPJ-Koshin-1	ʃə̄  /  tōʃə̄
5258	palm beetle	MRY-Koshin-2	ɲʲêdʒĩ̀ /  tōʃə̄
5259	palm beetle	ZKG-Kung-1	mbàŋ / sə́mbàŋ
5260	palm beetle	BNM-Kung-2	kə́tsʊ́ʔ / ʊ́tsʊ́ʔ
5261	palm beetle	LFN-Mundabli-1	ǹtʃìbœ̀ / ǹtʃìbœ̀yə́
5262	palm beetle	NIN-Mundabli-4	ǹtʃìbɒ̂ɦ / ǹtʃìbɒ̂ɦ
5263	palm beetle	NEA-Munken-1	áfə́mə́ / bífə́mə́
5264	palm beetle	TNT-Munken-2	àbə̀bɛ̀ / bìbə̀bɛ́
5265	palm beetle	WCA-Ngun-1	kə́fɔ᷇m / bífɔ᷇ːm
5266	palm beetle	AOM-Ngun-2	kə́fɔ᷇ːm / bífɔ᷇ːm
5267	palm beetle	APB-Mumfu-1	ŋkyɛ̀~ŋkyə́àbɛ̀ːdzə̂m / ŋkyə̀~ŋkyə́bə́àbɛ̀ːdzə̂m
5268	palm beetle	DNM-Mumfu-2	ŋ̀ké / ŋ̀kébə́
5269	palm beetle	BKB-Mashi-2	àntáːn / bìntán
5270	palm beetle	KFK-Mashi-1	àntáːn / bìntáːn
5271	palm beetle	ABS-Missong-1	kífə᷇ːm / bífə᷇ːm
5272	palm beetle	AGA-Missong-2	kɪ́wɛ᷇ː / bíwɛ᷇ːbí
5273	palm maggot (grub)	NVI-Ajumbu-1	zɛ̂n / kə́zɛ̂nlə́~àzɛ̀n
5274	palm maggot (grub)	KMN-Ajumbu-2	zɛ̂n / ázɛ̂n
5275	palm maggot (grub)	KDV-Fang-1	 ø / ø
5276	palm maggot (grub)	KJS-Fang-2	 fə̀ntʃì / mə̀ntʃí
5277	palm maggot (grub)	ZKG-Kung-1	kə́kɔ̂ʔlə́ / úkɔ̂ʔlə́
5278	palm maggot (grub)	BNM-Kung-2	kɔ̀ʔlə᷇ː / sə̀kɔ̀ʔlə᷇ː
5279	palm maggot (grub)	LFN-Mundabli-1	ǹtʃì / ǹtʃìbó
5280	palm maggot (grub)	NIN-Mundabli-4	n̄tʃí / ǹtʃībó
5281	palm maggot (grub)	NEA-Munken-1	ɪ́yán / ø
5282	palm maggot (grub)	TNT-Munken-2	ìyǎn / íyáːn~ɪ̄yáːn
5283	palm maggot (grub)	WCA-Ngun-1	ɪ̀yán / ɪ́yánə́
5284	palm maggot (grub)	AOM-Ngun-2	kə̀fa᷇ːm / bìfa᷇ːm
5285	palm maggot (grub)	APB-Mumfu-1	ŋkŋyɔ̄~ŋkyə̄ / ŋkyə̄~ŋkyə̄bə́
5286	palm maggot (grub)	DNM-Mumfu-2	ø
5287	palm maggot (grub)	BKB-Mashi-2	dzɪ̀n / dzɪ̂n
5288	palm maggot (grub)	KFK-Mashi-1	dzɪ̀n / dzɪ̂n
5289	palm maggot (grub)	ABS-Missong-1	ìyùà / ìyúà
5290	palm maggot (grub)	AGA-Missong-2	ɪ́yúā / ɪ́yúāyí
5291	palm barren fruit	NMA-Abar-1	bítsə᷇ːŋ
5292	palm barren fruit	NAC-Abar-2	ɪ̀ʃàm / kɪ̀ʃàm~mə̀nʃàm
5293	palm barren fruit	NVI-Ajumbu-1	ø / ø
5294	palm barren fruit	KMN-Ajumbu-2	ø / ø
5295	palm barren fruit	KEM-Buu-1	ø / ø 
5296	palm barren fruit	KCY-Buu-2	kə́tíːsə́ / bə́tíːsə́
5297	palm barren fruit	ZKG-Kung-1	útáɪ́ / sə́táɪ́
5298	palm barren fruit	BNM-Kung-2	útáɪ́ / sə̀táɪ́
5299	palm barren fruit	LFN-Mundabli-1	tsœ̂ː / tsœ̄bó
5300	palm barren fruit	NIN-Mundabli-4	tsœ̂ɦ / tsœ̄ɦbó
5301	palm barren fruit	NEA-Munken-1	ø / ø 
5302	palm barren fruit	TNT-Munken-2	àtsàsə̀ / bìtsàsə̀
5303	palm barren fruit	WCA-Ngun-1	kə́kʊ̂nɪ́bɛ́ː / bíkʊ᷇ːnɪ́bɛ́ː
5304	palm barren fruit	AOM-Ngun-2	ø / ø
5305	palm barren fruit	APB-Mumfu-1	tsōk~tsôʔ / tsòk~tsóʔòbə́
5306	palm barren fruit	DNM-Mumfu-2	ø
5307	palm barren fruit	BKB-Mashi-2	ø / ø
5308	palm barren fruit	KFK-Mashi-1	ø / ø
5309	palm barren fruit	ABS-Missong-1	ø / ø
5310	palm barren fruit	AGA-Missong-2	kɪ́tʃóː / bìtʃǒːbī
5311	pestle (palm nut)	KEM-Buu-1	kə́kə́sə́ / bə́kə́sə́ 
5312	pestle (palm nut)	KCY-Buu-2	kə́tɪ́kə̀nʃə̂m / tɪ́kpə́bə́nʃə̂m
5313	pestle (palm nut)	DPJ-Koshin-1	ø / 
5314	pestle (palm nut)	MRY-Koshin-2	ʃũ̀õ̀ / 
5315	kernel shell (bark)	NMA-Abar-1	kə́ba᷇ː / bíba᷇ː
5316	kernel shell (bark)	NAC-Abar-2	kə́bɑ᷇ː / bíbɑ᷇ː
5317	kernel shell (bark)	NVI-Ajumbu-1	bə̀bɛ̀ː / kə́bɛ̂ː
5318	kernel shell (bark)	KMN-Ajumbu-2	bɛ̀kə̀tsʊ̀ / bɛ̀bə́tsʊ̀
5319	kernel shell (bark)	KEM-Buu-1	ø / ø
5320	kernel shell (bark)	KCY-Buu-2	kə́ba᷇ːlə́ / bə́ba᷇ːlə́ 
5321	kernel shell (bark)	KDV-Fang-1	sʊ̄ŋə́ / bə̀sʊ̄ŋə́
5322	kernel shell (bark)	KJS-Fang-2	sʊ́ŋə́ / bə̀sʊ́ŋə́
5323	kernel shell (bark)	DPJ-Koshin-1	ø / ø
5324	kernel shell (bark)	MRY-Koshin-2	kə́tã̂ː / ø
5325	kernel shell (bark)	ZKG-Kung-1	útsə̂ʔ / sə̀tsə̂ʔ
5326	kernel shell (bark)	BNM-Kung-2	kə́œ᷇ː / ʊ́bœ᷇ː
5327	kernel shell (bark)	LFN-Mundabli-1	bwɛ̀ / bwɛ̀ːkô
5328	kernel shell (bark)	NIN-Mundabli-4	bwɛ̂ / bwɛ̀bó ~bwɛ̄
5329	kernel shell (bark)	NEA-Munken-1	ába᷇ː / bíba᷇ː
5330	kernel shell (bark)	TNT-Munken-2	ába᷇ː / bíba᷇ː
5331	kernel shell (bark)	WCA-Ngun-1	kə́bɑ᷇ː / bíbɑ᷇ː
5332	kernel shell (bark)	AOM-Ngun-2	kə̀βa᷇ː / bìbâː
5333	kernel shell (bark)	APB-Mumfu-1	bɛ̀ː~bɛːkyàŋ / bɛ̄ː~bɛːkyâŋbə̌
5334	kernel shell (bark)	DNM-Mumfu-2	bɛːkyàŋ / bɛ́bɛkyàʔŋkɛ̌n
5335	kernel shell (bark)	BKB-Mashi-2	átáŋnə̄ / bítáŋnə̄
5336	kernel shell (bark)	KFK-Mashi-1	átáŋnə̄ / bítáŋnə̄
5337	kernel shell (bark)	ABS-Missong-1	kíbáːlə̄ / bíbáːlə̄
5338	kernel shell (bark)	AGA-Missong-2	ɪ̀ʃə̀ŋ / ɪ́ʃə̄ŋyī
5339	kernel oil	NMA-Abar-1	mwɨ̀nlàŋɪ̀tsáŋ
5340	kernel oil	NAC-Abar-2	ɪ́láŋ / mə́nláŋ
5341	kernel oil	NVI-Ajumbu-1	ḿnáŋ / ə́mnáŋ
5342	kernel oil	KMN-Ajumbu-2	m̀nǎŋ / ø~fə̀nǎŋ/m̀nǎŋ
5343	kernel oil	KEM-Buu-1	ǹláŋ~ńláŋ / ø 
5344	kernel oil	KCY-Buu-2	láŋ / ńláŋ
5345	kernel oil	KDV-Fang-1	mə̀ŋkə̌ŋ
5346	kernel oil	KJS-Fang-2	mə̀ŋkə̌ŋ
5347	kernel oil	DPJ-Koshin-1	lúŋ / ø
5348	kernel oil	MRY-Koshin-2	ø / ø
5349	kernel oil	ZKG-Kung-1	mndzâŋ ŋkǒːsə̄ / ø
5350	kernel oil	BNM-Kung-2	mdza᷇ːɱkǒːsə̄ / ø
5351	kernel oil	LFN-Mundabli-1	ŋ̀kə̄ŋ / ŋ̀kə̄ŋmó
5352	kernel oil	NIN-Mundabli-4	ŋ̄kə́ŋ / ŋkə̄ŋmó ~ŋkə̀ŋ
5353	kernel oil	NEA-Munken-1	ø / ŋ́kwɛ́mɪ́tsáŋ 
5354	kernel oil	TNT-Munken-2	ŋ̀kwèìtsáŋ / ŋkwèmɪ́tsáŋ
5355	kernel oil	WCA-Ngun-1	ŋkǔːɪ́tsʊ́ŋ ~ŋkǔtsúŋ / ø
5356	kernel oil	AOM-Ngun-2	ŋkùɪ̀tsʊ́ŋ / ø
5357	kernel oil	APB-Mumfu-1	ŋkə̀ŋ~ŋkə᷇ːŋ / ŋkə̀ŋ~ŋkə̀ŋmə́
5358	kernel oil	DNM-Mumfu-2	ŋkə̀ŋ / ø
5359	kernel oil	BKB-Mashi-2	mʊ́kə̌ŋmʊ̀ndʊ́n / ø
5360	kernel oil	KFK-Mashi-1	mʊ́kə̌ŋmʊ̀bìndʊ́n / ø
5361	kernel oil	ABS-Missong-1	fínláŋ / ánláŋ
5362	kernel oil	AGA-Missong-2	ánláŋ / ànlǎŋmū
5363	palm cone (empty)	NMA-Abar-1	kétsàmébwó/bítsàmébwó
5364	palm cone (empty)	NAC-Abar-2	kə̀tsàhà / bìtsàhà
5365	datepalm	NMA-Abar-1	mbɪ́nbǎːntán
5366	datepalm	NAC-Abar-2	ʃímbɪ́nə̀bántán / ḿmbɪ́nə̀bántán
5367	young palm tree	NMA-Abar-1	ø / ø
5368	young palm tree	NAC-Abar-2	ʃímbɪ́ːn / m̀mbɪ́ːn
5369	mbanga soup	NMA-Abar-1	ǹtóíbwó
5370	mbanga soup	NAC-Abar-2	ntòɪ́bó
5371	mbanga soup	NVI-Ajumbu-1	ŋgyɛ́mbí / àŋgyɛ́mbí~ə̀mŋgyɛ́mbí
5372	mbanga soup	KMN-Ajumbu-2	ŋgyínmbí / ø 
5373	mbanga soup	KEM-Buu-1	tóbə́ʃwóm / ø
5374	mbanga soup	KCY-Buu-2	to᷇ːbə́bə́ʃwóm /  bə̀to᷇ːbə́bə́ʃwóm
5375	mbanga soup	DPJ-Koshin-1	kwə́bə́bə̂ / ø
5376	mbanga soup	MRY-Koshin-2	ø / ø
5377	mbanga soup	ZKG-Kung-1	ø / ø
5378	mbanga soup	BNM-Kung-2	mbàsɪ́mʊ́òmbáŋkə́  /  mbàːsə́mʊ́òmbáŋkə́
5379	mbanga soup	LFN-Mundabli-1	tɔ́tɔ̀ʃwám ~tʃìtʃì / tɔ́tɔ̀ʃwǎmbó ~tʃìtʃìbó
5380	mbanga soup	NIN-Mundabli-4	tɔ́tɔ̀ʃwɔ́m ~tɔ́tɔ̀tʃɪ̄ɦtʃɪ̄ɦʃwɔ̄m / tɔ́tɔ̀tʃɪ̄ɦtʃɪ̄ɦʃwɔ̄mbó
5381	mbanga soup	NEA-Munken-1	ø / mfwàhànɲə̀mɪ́bɛ́ 
5382	mbanga soup	TNT-Munken-2	m̀fwàhàɲyɛ̌ɪ̀bɛ́ mfwàsə̀ɪ́bɛ́ / ø ~ bə̀nfwàsə̀ɪ́bɛ́
5383	mbanga soup	WCA-Ngun-1	mfwàhàɪ̀bɛ́ / bɛ̀mfwàhàɪ́bɛ́
5384	mbanga soup	AOM-Ngun-2	ɲyɛ̀ɪ̀bɛ́
5385	mbanga soup	APB-Mumfu-1	ŋgīːʃɔ̄m / ŋgīːʃɔ́mmə́
5386	mbanga soup	DNM-Mumfu-2	ŋgíʃɔ́m / ŋgìʃɔ́mmə́
5387	mbanga soup	BKB-Mashi-2	mkpêwúbyǎŋ / mpkéwìbyǎŋ ~ bíntʃə́mbîbyǎŋ
5388	mbanga soup	KFK-Mashi-1	kpêʊ̀byáŋ / ø
5389	mbanga soup	ABS-Missong-1	àɲyěbá / ø~fìɲyɪ̌bá / àɲyɪ̌bá
5390	mbanga soup	AGA-Missong-2	àɲyɛ̌ːbá / àɲyɛ̌ːbábʊ̄
5391	wine (palm, raffia)	NMA-Abar-1	ámbáló / mwɪ̀mbáló
5392	wine (palm, raffia)	NAC-Abar-2	àmbáló / mə̀mbáló
5393	wine (palm, raffia)	NVI-Ajumbu-1	mbɪ́n / ə̀mə̀mbɪ́n~ə̀mbɪ́n
5394	wine (palm, raffia)	KMN-Ajumbu-2	m̀mbɪ́ɲ / ø~fə̀bɪ̌ŋ/m̀bɪ̌ŋ
5395	wine (palm, raffia)	KEM-Buu-1	mbə́ / ø ~ kə́mbə́tə́ 
5396	wine (palm, raffia)	KCY-Buu-2	mbə́ / ə́mbə́
5397	wine (palm, raffia)	KDV-Fang-1	mbə́lə̂m
5398	wine (palm, raffia)	KJS-Fang-2	mbə́lə̂m
5399	wine (palm, raffia)	ZKG-Kung-1	ḿlø̂ / lø̀mə̀
5400	wine (palm, raffia)	BNM-Kung-2	ḿll / ø (syllabic liquid ll)
5401	wine (palm, raffia)	LFN-Mundabli-1	mbí / mbímó
5402	wine (palm, raffia)	NIN-Mundabli-4	mbí / mbímō
5403	wine (palm, raffia)	NEA-Munken-1	ø / ḿmbɛ́ 
5404	wine (palm, raffia)	TNT-Munken-2	m̀mbɛ́ / m̀mbɛ́mɪ̀
5405	wine (palm, raffia)	WCA-Ngun-1	ḿbʊ́ / fìmbʊ́
5406	wine (palm, raffia)	AOM-Ngun-2	m̀bʊ́ / ø
5407	wine (palm, raffia)	APB-Mumfu-1	mbíː / mbíːmə́
5408	wine (palm, raffia)	DNM-Mumfu-2	mbí~mbiːmə́ / mbímə́~mbíːmɛ́n
5409	wine (palm, raffia)	BKB-Mashi-2	múmbîː / ø
5410	wine (palm, raffia)	KFK-Mashi-1	ḿmbî
5411	wine (palm, raffia)	ABS-Missong-1	àmbá / àmbámú
5412	wine (palm, raffia)	AGA-Missong-2	àmbá / àmbámū
5413	outer palm nuts	NEA-Munken-1	ø / ø 
5414	outer palm nuts	TNT-Munken-2	ìyàhàìbɛ́ ~ ìyàlə̀ / íyáhā ~ ìyàhɪ́bɛ́ ~ àyàlə̀
5415	fibre - palm (rope)	DPJ-Koshin-1	ø / ø
5416	fibre - palm (rope)	MRY-Koshin-2	byàʃì / ø
5417	empty palm cone	NVI-Ajumbu-1	dzàmbí / kə́dzámlə̀kə́bí~
5418	empty palm cone	KMN-Ajumbu-2	ø / ø
5419	empty palm cone	KEM-Buu-1	kə́tîsə́ / bə́tîsə́~tʃə́ŋ/kə́tʃə́ŋtə́
5420	empty palm cone	KCY-Buu-2	kə̀kɪ̀ːnə́ / bə̀kɪ̀ːnə́
5421	empty palm cone	LFN-Mundabli-1	kìː / kìːbó
5422	empty palm cone	NIN-Mundabli-4	kî / kīːbó
5423	empty palm cone	NEA-Munken-1	átsáhā / bítsáhā
5424	empty palm cone	TNT-Munken-2	àtsàsə̀ / bìtsàsə̀
5425	empty palm cone	WCA-Ngun-1	kə̀tsàhàɪ́bɛ́ ~kə̀tsàhà / bítsàhàɪ́bɛ́ ~bìtsàhà
5426	empty palm cone	AOM-Ngun-2	kə́tsáhá / bítsáhá
5427	empty palm cone	APB-Mumfu-1	kɪ̄ / kɪ̄ːbə́
5428	empty palm cone	DNM-Mumfu-2	kɪ́ʃɔ́m~kɪ̀ʃɔ́ṃ̄ / kɪ̀ʃɔ́ṃ̄
5429	empty palm cone	BKB-Mashi-2	tsōwíbyǎŋ / tsówɪ̄byáŋ
5430	empty palm cone	KFK-Mashi-1	ø / ø
5431	empty palm cone	ABS-Missong-1	ø / ø
5432	empty palm cone	AGA-Missong-2	ʊ̀tʊ̀ŋɪ́bá / ʊ̀tʊ̀ŋɪ́báwū
5433	inner palm nuts (cone)	NVI-Ajumbu-1	dzàmbí / kə̀dzàmbí~àdzàmbí
5434	inner palm nuts (cone)	KMN-Ajumbu-2	ø / ø
5435	inner palm nuts (cone)	LFN-Mundabli-1	myɛ̄ / myɛ̄mó
5436	inner palm nuts (cone)	NIN-Mundabli-4	ʃwɔ́m / ʃwɔ̄mbó 
5437	inner palm nuts (cone)	NEA-Munken-1	ø / ø
5438	inner palm nuts (cone)	TNT-Munken-2	ʃìmyáː / mùmyǎː
5439	inner palm nuts (cone)	WCA-Ngun-1	ɪ̀ʃāmɪ́bɛ́ ~ìʃām / kə̀ʃāmɪ́bɛ́ ~àʃām
5440	inner palm nuts (cone)	AOM-Ngun-2	ø / ø
5441	inner palm nuts (cone)	APB-Mumfu-1	ŋ̀kwɛ́ʔn / ŋ̀kwɛ̀ʔnbə́
5442	inner palm nuts (cone)	DNM-Mumfu-2	ɲɛ᷇m~ɲɛ᷇ːm / ɲɛ̄mmə́~ɲɛ̂m 
5443	inner palm nuts (cone)	BKB-Mashi-2	ló / lɔ́ŋ
5444	inner palm nuts (cone)	KFK-Mashi-1	lōːwɪ́byǎŋ / lɔ̄ŋnʊ̀byáŋ
5445	inner palm nuts (cone)	ABS-Missong-1	fìmyǎːm / mùmyǎːm
5446	inner palm nuts (cone)	AGA-Missong-2	fìmyǎm/àmyǎːmmū~mumyǎmɪ́bá
5447	Cone (palmnut)	DPJ-Koshin-1	ø / ø
5448	Cone (palmnut)	MRY-Koshin-2	tsã̌ː ~ tsàŋá / ø
5449	Cone (nuts removed)	DPJ-Koshin-1	kə̀fó  /  bə̀fó
5450	Cone (nuts removed)	MRY-Koshin-2	kə́gya᷇ːkə̀ /  bə̀fó
5451	Palm frond rope	DPJ-Koshin-1	kə̀sɔ́ŋ  /  bə̀sɔ́ŋ
5452	Palm frond rope	MRY-Koshin-2	ndzyálə̄ /  bə̀sɔ́ŋ
5453	barren palm cone	DPJ-Koshin-1	ø / ø
5454	barren palm cone	MRY-Koshin-2	kə́tsø̂ / ø
5455	palmnuts(cracked)	DPJ-Koshin-1	ø / ø
5456	palmnuts(cracked)	MRY-Koshin-2	tsã̌ːbə́nə́ / ø
5457	Palmnut (ripe, uncracked)	DPJ-Koshin-1	ø / ø
5458	Palmnut (ripe, uncracked)	MRY-Koshin-2	tsàŋáyìbɪ̌ / ø
5459	palm thorns	DPJ-Koshin-1	kə́kpáfə́  /  bə́kpáfə́
5460	palm thorns	MRY-Koshin-2	ʃʊ̀mə́ /  bə́kpáfə́
5461	palm margot (yellow, destroys young palms)	KEM-Buu-1	ǹtʃí / bə̀ntʃí
5462	palm margot (yellow, destroys young palms)	KCY-Buu-2	ǹtʃí / bə̀ntʃí
5463	palm margot (yellow, destroys young palms)	DPJ-Koshin-1	wɪ̂  /  tówɪ̂
5464	palm margot (yellow, destroys young palms)	MRY-Koshin-2	dʒĩ̀ /  tówɪ̂
5465	oil chaff	NMA-Abar-1	ɪ̀sə̀ŋ / kísə́ŋō
5466	oil chaff	NAC-Abar-2	ɪ̀sə̀ŋ / bə̀nsə̀ŋ~kísə́ŋō
5467	oil chaff	NVI-Ajumbu-1	sò~sòːbí / kə̀sòlə̀~kə́sóːlə̀kə́bí
5468	oil chaff	KMN-Ajumbu-2	sōːbí / ø
5469	oil chaff	KEM-Buu-1	ʃyɛ̀ŋ / ø ~ kə́ʃyɛ̂ŋtə́
5470	oil chaff	KCY-Buu-2	ʃyə̀ŋ / ə́ʃyə̂ŋ
5471	oil chaff	KDV-Fang-1	di᷇ː / tə́dɨ᷇ɣ
5472	oil chaff	KJS-Fang-2	di᷇ː / tə́di᷇ː  (recalled)
5473	oil chaff	DPJ-Koshin-1	 / 
5474	oil chaff	MRY-Koshin-2	nʃɛ̃́ː / 
5475	oil chaff	ZKG-Kung-1	ø / ø
5476	oil chaff	BNM-Kung-2	kə́ʃɪ᷇ːn / ʊ́ʃɪ᷇ːn
5477	oil chaff	LFN-Mundabli-1	ʃə̀ŋ / ʃə̀ŋkó
5478	oil chaff	NIN-Mundabli-4	ʃə̂ŋ / ʃə̀ŋó ~ʃə̀ŋwó
5479	oil chaff	NEA-Munken-1	ɪ̀ʃə̀ŋ / kɪ́ʃə́ŋ
5480	oil chaff	TNT-Munken-2	ìʃə̀ŋ / kíʃə́ŋə̄
5481	oil chaff	WCA-Ngun-1	ɪ̀ʃàŋ / kə́ʃáŋə̄ ~kə́ʃa᷇ːŋ
5482	oil chaff	AOM-Ngun-2	ɪ̀fàŋ / kə̀nfàŋ
5483	oil chaff	APB-Mumfu-1	ʃyâŋ / ʃyâŋwə́
5484	oil chaff	DNM-Mumfu-2	ʃàŋ~ʃâŋ / ø
5485	oil chaff	BKB-Mashi-2	ásěːntə́ / bíseːntə̄
5486	oil chaff	KFK-Mashi-1	àntsàklə̀kímê  / bintsàklə̀kímê
5487	oil chaff	ABS-Missong-1	ìʃə̀ŋ / kíʃə́ŋnœ̄~áʃə́ŋ
5488	oil chaff	AGA-Missong-2	ɪ̀ʃə̀ŋ / ɪ̀ʃə̀ŋyí
5489	kernel	NVB-Abar-7	ɪ̀tsàŋ /ɪ̄tsáŋŋɛ̂
5490	kernel	ECL-Abar-8	ɪ̀tsàŋ / ɪ̄tsáŋ
5491	kernel	NEM-Ajumbu-9	tsò / tsô
5492	kernel	KDC-Ajumbu-10	tsò / kə́tsôːlə̀
5493	kernel	NNB-Buu-3	tsàŋ / kə́tsâŋtə́ ~ tsâŋ~tsáŋə́
5494	kernel	MNJ-Buu-4	tsàŋ / kə̄tsáŋtə́
5495	kernel	KHK-Fang-12	tsì / tsí
5496	kernel	DPN-Fang-13	tsī / tsí
5497	kernel	KDV-Fang-1	 ø / ø
5498	kernel	KJS-Fang-2	tsī/tsí  (ku yen 7a/9)
5499	kernel	JGY-Koshin-3	tsàŋə́ ~ tsã̀ə̃́ / tsâŋ
5500	kernel	TEL-Koshin-4	tsàŋə́yìkə̀ntáŋə̀ / tsàŋbə̀ntáŋə̀
5501	kernel	KCS-Kung-3	kʷo᷇ / sə̀kʷó
5502	kernel	NJS-Kung-4	ɪ̀kǒː / sə̀kǒː
5503	kernel	NMN-Mundabli-3	tʃǎŋ~tsǎŋ / tsǎŋ~tsāŋ
5504	kernel	CEN-Mundabli-2	tʃǎːŋ / tsâŋ
5505	kernel	NGT-Munken-3	ɪ̀tsàŋ / ɪ̀tsáŋ
5506	kernel	NUN-Munken-4	ɪ̀tsàŋ / ɪ̀tsáŋ~ɪ́tsáŋ
5507	kernel	MCA-Ngun-3	ìtsʊ́ŋ / bìtsʊ́ŋ~ɪ̀tsʊ́ŋ
5508	kernel	KBM-Ngun-4	ìtsʊ̀ŋ / ɪ̄tsʊ́ŋ~ātsʊ́ŋ~ɪ́tsʊ́ŋ
5509	raffia	NMA-Abar-1	ʊ́fú / kífú
5510	raffia	NAC-Abar-2	ʊ́fúːmɪ̄ / kɪ̀fúːmɪ̄
5511	raffia	NVI-Ajumbu-1	kə́kyə́kə́kə̀fʷʊ̈́lə̀ / ə́bə̀ŋkyə́bə́bə̀mfʷʊ̈́lə̀
5512	raffia	KMN-Ajumbu-2	ø / ø
5513	raffia	KEM-Buu-1	ntʊ̀ŋfʊ̂ / ntʊ̀ŋkə́fʊ̂tə́
5514	raffia	KCY-Buu-2	ø / ø
5515	raffia	DPJ-Koshin-1	fə̀nsə̂  /  ǹsə̂
5516	raffia	MRY-Koshin-2	ø /  ǹsə̂
5517	raffia	ZKG-Kung-1	ìllə̂~llə̂ / sə̀llə̂
5518	raffia	BNM-Kung-2	ìllə̂ː / sə̀llə̂ː
5519	raffia	LFN-Mundabli-1	tsɛ̄n / tsɛ̀nyə́
5520	raffia	NIN-Mundabli-4	tsɛ̀ːn / tsɛ̀nyə́
5521	raffia	NEA-Munken-1	ʊ́fú / ɪ́fú~ɪ́fʊ́
5522	raffia	TNT-Munken-2	ʊ̀bɥʊ̀ɪ́fʊ́ / ɪ́fʊ́ntǐ
5523	raffia	WCA-Ngun-1	ɪ́fú ~ɪ́fúɪ́mɪ́ / ɪ́fú ~ɪ́fúːyə́mɪ́
5524	raffia	AOM-Ngun-2	ɪ̀fú ~ʊ̀fú / kə̀fú~ɪ̀fú
5525	raffia	APB-Mumfu-1	stɛ̂ːn tsɛ̀ːnyə̂
5526	raffia	DNM-Mumfu-2	tsɛ̀n / tsɛ̂nyə̌
5527	raffia	BKB-Mashi-2	ǹtɔ̀ŋɔ̀ ~ ǹtɔ̀ŋɔ̀wɪ̀náŋ / bʊ̀ntɔ̀ŋɔ̀ ~  bʊ̀ntɔ̀ŋɔ̀bʊ́náŋ
5528	raffia	KFK-Mashi-1	ǹtɔ̀ŋɔ̀wɪ́náŋ / bʊ̀ntɔ̀ŋɔ̀bʊ́náŋ
5529	raffia	ABS-Missong-1	ø / ø
5530	raffia	AGA-Missong-2	ɪ́fʊ̂ː / ɪ́fʊ᷇ːyí
5531	raffia fruit	NVI-Ajumbu-1	ø / ø
5532	raffia fruit	KMN-Ajumbu-2	kə̀kwóŋ / bə̀kwóŋ 
5533	raffia fruit	DPJ-Koshin-1	kə̀fʲə̀lə́  /  bə̀fʲə̀lə́
5534	raffia fruit	MRY-Koshin-2	kə̄kwɑ̄ /  bə̀fʲə̀lə́
5535	raffia fruit	LFN-Mundabli-1	kʊ́kwá / kʊ̄kwābó
5536	raffia fruit	NIN-Mundabli-4	kʊ́kwá / kʊ́kwáːbó
5537	raffia fruit	NEA-Munken-1	ø / ø 
5538	raffia fruit	TNT-Munken-2	àkə̀kɔ́ːlə́ / bìkə̀kɔ́ːlə́
5539	raffia fruit	WCA-Ngun-1	kə̀kə̀kɔ́ː / bìkə̀kɔ́ː
5540	raffia fruit	AOM-Ngun-2	kə̀kə̀kɔ́ː ~kə̀kʊ̀kɔ́ː / bìkʊ̀kɔ́ː
5541	raffia fruit	APB-Mumfu-1	tāmtsɛ̀m / tāmtsɛ̀mbə̌
