"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"850","hill","ŋkʊ̌ːŋ / ŋkʊ̌ːŋbʷî","ŋkʊ̌ːŋ / bʷɪ̀ŋkʊ̌ŋ","gbó ~ fə̀gbó / kə̀gbóːlə́~m̩̀gbó","gbó / kə́gbóːlə́","ŋkʷə́n~ŋkɔ́ːn / bə̀ŋkʷə́n~bàŋkɔ́n","ʊ̀kâh / kə̀káɦlə̄","ⁿgàŋnə́ / bə̀ⁿgàŋnə̀","ŋ̀kʷə́n / bə̀ŋkʷə́n","ⁿgàŋnə̀ / bə̀ⁿgàŋnə̀","gbʊ́ŋ~ⁿgàŋnə̀ / bə̀ⁿgàŋnə̀~tə̄gbʊ́ŋkə̄","ddîː / tə́ddîː","ⁿgàŋə̀ / ə́ⁿgáŋə̀","fə̀kɔ́ʔɔ̀~mgbàʔ / ḿkɔ́ʔɔ́~sə̀mgbâʔ","mgbáʔ / sə̀mgbáʔ","áfə́mə̄ / bífə́mə́","áfə́mə̄ / bífə́mə́","fìmbə́nə́ / m̀mbə́nə́","mbə́nə́ / mbə́nə́wú","ŋ̀káŋ / ŋkáŋmə́","ŋ̀káŋ / ø","ŋ̀ŋgàŋ / ŋ́ŋgâŋ","ŋgàŋ / ŋgàŋ","ŋ́kôbànə́ / bə̀ŋkôbánə́ ~ bə̀ŋkɛ̂bə̀bánə́","ŋ̀kàŋkə́ / bìŋkàŋkə́~bèŋkàŋkə́","ʊ̀kɔ᷇ː / bìʊ̀kɔ᷇ː~àkɔ᷇ː","ⁿkʷɛ̌n / bɛ̀ⁿkʷɛ̌n"
"853","stone","ɪ̀tì / àntìmʷɪ̀~àntì","ɪ̀tì / m̄tì~ǹtì","kxʲə́ / ákxʲə́","kʲə̄ / kə̄kʲə̄ːlə́","ɪ̀tì / kə̀tì","ɪ̄tī / átī","tʲɛ᷇ː / kə̀těːtə́","tʲé / kə̀téːtə́","tsé / tə̀tsə́","tsé / tə̀tsə́","tə́ / tə́tə́","tə́ / tə́tə́","ìtěʲ ~ ŋgɔ̀ʔ / ə̀téʲ ~ sə̀ŋgɔ̀ʔ","téʲ / ə̀téʲ","ádʒə́klə́ / bídʒə́klə́","ádʒə́klə́ / bídʒə́klə́","ʊ́zə́mə́ / ɪ́zə́mə́","ʊ́zə́mə́ / ʊ́zə́mə́wū","bwə́l / bwə̄lbə́","bʊ́l / bʊ̄lbə́","tʃʲē / tɛ̄ː","tʃʲə́ / tɛ́ː","ɪ̀kì / ákísə́","ɪ̀kì / àkì","ɪ̀tì / àtì","ɪ̀tì / àtì"
"854","salt","n̄tʃām~ántʃám/ǹtʃāmmʷɪ̂~ántʃám","ǹtʃám / mʷɪ̀ntʃám","fə̀ⁿkʲâ / m̩̀kʲâ","fə̀ⁿkʲâː / fə̀ⁿkʲâː","fìⁿbɛ́ː~m̀bó / bə̀mbó","m̀bō / m̀bō","m̀bə́nə́ / ø","mbə́nə́ / bə̀mbə́nə́","ⁿbə́nə̀ / bə̀ⁿbə́nə̀","ⁿbə́nə̀ / ⁿbə́nə̀~bə̀ⁿbə́nə̀","m̀ⁿbʷɪ̃́ː / bə̀ⁿbʷɪ̃́ː","m̄ⁿbʷéː","fə̀mgbáŋ / m̀mgbǎːŋ","fə̀mgbáŋ / m̀mgbáŋ","bə̂b~bə̂bwɪ́dzâŋ ~ béb /  bə́bnʊ́dzâŋ ~ béb","bìbwǎm / bíbwǎm","ìbwùː / àbwùː","ábwʊ̂ː / àbwʊ́ːwú","bɔ̄ː / bɔːbə́","ø","ŋ́káŋ / ŋ̀kāŋ mɪ́","ŋkáŋ / ŋ̀káŋ","m̀bɛ̀ / m̀bɛ̀sə́","mbɛ̂ / mbɛ̂","ń̩tʃám~m̩̀bɛ́ / ḿ̩bɛ́","ⁿbɛ́ / ḿ̩bɛ́"
"857","dust","ʊ́zə́m / ɪ̀zə́mə́kì","ʊ̀zə́m / kìzə́mó~ìzə́mó","kə́dʒʷámə̄ / bə́dʒʷámə̄","kə́dʒʷâmə̀ / bə́dʒʷámə̀","ʊ́zám~ʊ́zə́m / kə̀zám~kə̀zə́m","ʊ̀dzə́m / ʊ̀dzə́m","kə́dzə᷇ːm / bə́dzə᷇ːm","kə́zə́m~kə́dzə́m / bə́dzə́m","dʒʉ̄mə̄ / bə́dʒʉ́mə̀","dʒúmə̄ / bə́dʒúmə̄","bʷə̂tə́ / tə̀bʷə̂","bʷə̂ / tə̀bʷə̂","kə̀bə̂l / ʊ̀bə̂l","kə́bə̂l / ʊ́bə̂l","mʊ́nɲə̂ŋ / ø","mʊ́ɲə̂ŋ / ø","fìɲám / àɲám","áɲám / áɲámmū","ɲə́m / ɲə́mmə́","ɲə́m / ɲə́mmə́~ɲə́m","bʷə́l / bʷə́l","bʷə᷇ːl / bʷə̂ːl bó","ʊ̀zə́m ~ ʊ̀dzə́m / kídzə́mə́","ʊ́zə́m / ʊ́zə́m","ʊ̀zám / bìʊ̀zám~ázám","ʊ̀zə́m / ɪ̀zə́m~kə̀zə́mə́"
"858","hailstone","ɪ́bʷɪ̂m / ámbʷɪ̂mmʷɪ́","ɪ̀bɥɪ̀m /mʊ̀mbɥɪ̀m","bʷóə́ / ábʷóə́","bʷə́ / ábʷə́","ɪ́bʷɪ̂ / ábʷɪ́~kə́bʷɪ̂~ɪ̀bʷɪ́","ɪ́bʷɪ́ / ábʷɪ́","bʊ̀ːsə́ / kə́bʊ̂ːsə́nə́~kə̀bʊ̀ːsə́nə̄","bʊ́ / kə́bʊ́tə́","gbú / tə̀gbǔː","gbú / tə̀gbúkə̄~tə̀gbǔː","bʊ́bə́ / tə́bʊ́bə́","bóbə́ / tə́bóbə́","fə̀téʲtéʲ / m̀téʲtéʲ","ɪ́téʲtéʲ ~ téʲtɪ̌ʲ~fə̀téʲtéʲ / ḿtéʲtéʲ","dzɪ́twə́àdzʊ̀gə́ / dzɪ́nwə́àdzʊ̀gə́","mʊ́ɲə̂ŋ / ø","ʊ̀dáːlə̄ / ídáːlə̄","àndə̂m / àndə̂mmū","yʊ́k / yʊ́kyə̂","sāːzòː~sánzôkɛ̌n / sánkə́zòː ","bɑ́bɑ́ / bɑ́bɑ́","bóɦbóɦ  / kɪ̀bóɦbóɦ","ɪ̀bʊ̀bʷɪ̀ / àbʊ̀bʷɪ̀","ágbʊ́ ~ ɪ́bʷê / ábʷê","ɪ̀ʃáŋ/bìʃáŋ~ɪ̀bʷɪ̀/àbʷɪ́","ʊ́bʷɪ̂~ɪ̀bʷɪ̂ / ábʷɪ̂"
"861","smoke","ǹɲám / mʊ̀nɲám~ánɲám","ʃìnjám / mʊ̀njám","fə̀ɲə́m / m̩̀ɲə́m","fə̀ɲə́m / m̩̀ɲə́m","fíɲʲám / ń̩ɲə́m~ń̩ɲám","mʊ̀ɲə́m / mʊ̀ɲə́m","ǹɲə́m / mə̀nɲə́m","ɲə́m / kə̀ɲə́mtə́","lʲə̂ / bə̀lʲə̂","lʲə᷇ː / tə̀lʲə᷇~tə̀lʲə᷇kə̄","ǹɲə́m / ø","ɲə́m / ø","kə̀ɲɛ̂ʔ / ʊ̀ɲɛ́ʔ","kə̀ɲéʔ / ʊ̀ɲéʔ","ʃyə́yʊ̂ntsʊ̌ŋ / ʃyə́yíbʊ̂ntsʊ̌ŋ","ʃyə́yə́bʊ́ntsʊ́ŋ / bʊ̀ʃyəbʊ́ntsʊ̂ŋ","kìyî / bíyî","ʊ́yi᷇ː / ɪ́yi᷇ːyí ~ʊ́yi᷇ːwú","mɛ̂ʔ / mɛ̂ʔbə́","ø","ɲə́m /ɲə́m","ɲə̄m /ɲə́ːm","ʃíɲə́m / mʊ̀nɲə́mə́","ʊ́zə́m / kìzə́m","nɲʲám / bìnɲám","m̩̀ɲə̌m / m̩̀ɲə́m"
"867","sun","ʊ̀wàhà / ɪ̀wàhàkì","ʊ̀wàhà / kìwàhà","ŋʷásə́ / kə́ŋʷásə́","ŋʷásə̄ / ŋʷásə̄","ʊ̀wàhà / kə̀wàhà","ɪ̀jí / ɪ̀jí","ɥísə́~ɥɪ́sə́ / kə́yísə́nə́","wɪ́ːsə́ / kə́wɪ́sə́nə́","tˢù~tsù / tˢú~tsú","tsù~tsùː / tsù~tsú","wə́ / tə̀wə́","wə́ / ø ~ tə̀wúə́","tsèʲ~ízéʲ / sə̀tsèʲ~sə́zéʲ","zéɪ́ / ə̌zéɪ́","dzʊ̄ŋtɪ̄ / ø","dzʊ̄ŋtɪ̄ / ø","ʊ́gbáhá / bígbáhá","ʊ́gbáhá / ʊ́gbáháwú","gbɛ́ / gbɛ̄ːwə́","ø","wē ~ wó / wē ~ wó","wē / wē","ʊ̀wàhà / kìwàhà","ʊ̀wàhà / ʊ̀wàhà","ʊ̀wàhà / bìwàhà~àwàhà","ʊ̀wàhà / ʊ̀wàhà"
"868","moon","ʊ̀wèː / ɪ̀wèːkì","ʊ́wêː / ɪ́wêː","ɥʊ́ / kə̀ɥʊ́lə́","ɥú / kə́ɥúlə́","ʊ̀wùò~ʊ̀ŋmʷɪ̀ / kə̀wùò~kə̀ŋmʷɪ̀","ʊ́wʊ́ə́~ʊ̀wūō / ʊ́wʊ́ə́","yí / kə́yi᷇ːtə́ ~ kə́yíːtə́","yí / kə̀yíːtə́","ɥʲə́ / tə̀ɥʲə́","ɥʲə́ / ɥʲə́~tə́ɥʲə́kə̀","wùfúə́ / tə̀wùfúə́","wə̀fúə́ / tə̀wə̀fúə́","ndzɔ̀ŋə̂ / sə̀ndzɔ̀ŋə᷇ː","ndzɔ̀ŋə᷇ / sə̀ndzɔ̀ŋə᷇","dzʊ̄ŋtɪ̄ / dzʊ̂ŋtí","dzʊ̄ŋtɪ̄ / ø","ʊ́gbáhá / ʊ́gháháwʊ̄~ɪ́gbáhá","ʊ́gbáhá / ɪ́gháháyī~ʊ́gháháwʊ̄~","gbɛ́ / gbɛ́ːhó","gbɛ́ː  / ø","yī / yī","yí / yìː wó","ʊ̀wɛ̀ / kìwɛ̀lə̀","ʊ̀wɛ̀ / ɪ̀wɛ̀","ʊ̀ŋmɪ̀ / bìʊ̀ŋmɪ̀~àŋmɪ̀","ʊ̀ŋmɪ̀ / ɪ̀ŋmɪ̀"
"869","star","ʃìŋkxè / ŋ̀kèːm̂","ʃìŋkè~ŋkè / mʊ̀ŋkè~ŋ̀kèː","fə̀ⁿgbɪ̀ɲkpóʔ / m̩̀gbɪ̀ɲkpóʔ","fə̀ⁿgbɪ̄ɲkpɔ̀ʔɔ́ / mə̀ⁿgbɪ̀ɲkpɔ̀ʔɔ́","stàː / stâːdɛ̀m","fìⁿdʒɔ́ŋfʷə̀lə́ / mʊ̀ⁿdʒɔ́fʷə̀lə́","fə́mʷésə̀ / mə̀mʷésə̀","fə̀mʷɛ̀sə̀ / mə̀mʷɛ̀sə̀","dúàlə́ / tə́dúàlə́~ fə̀mìlə̀ŋkʷǎŋ/mə̀mmìlə̀ŋkʷǎŋ","fə̀mìlàŋkʷǎŋkʷǎŋ / mə̀mìlàŋkʷǎŋkʷǎŋ ~fə̀mbɪ̀msə́lə̀ / mə̀mbɪ̀msə́lə̀","ʒʷàlə́ / ʒʷâlə́","ʒʷàlə́ / ʒʷâlə́","fə̀sɛ̀bə́lə̀ / m̀sɛ̀bə́lə̀","fə̀sɛ̀bə́lə̀ / m̀sɛ̀ːbə́lə̀","áfə́m ~ fìmfí / ø ~ bífə́m","áfə́m / ø ~ bífə́m","kífúhū / bífúhū","kɪ́fóhʊ̄ / bífóhʊ̄","fɪ̂ː / fɪ̂ːkə́","fí~fīː / fìː","dʒʷǎɲ / dʒʷáɲ","dʒʷǎʔn / dʒʷáːn","ŋgìŋgʲə́nə́ / bə̀ŋgìŋgʲə́nə́","ʃìmbə́mə́~mbɛ̀dʒɛ̀bə́ / mùmbə́mə́~bə̀mbɛ̂dʒɛ̀bə́","fìⁿdʒɔ̀ŋfɛ̀lə/bìⁿdʒɔ̀ŋfɛ̀lə́~m̩̀ⁿdʒɔ̀ŋfɛ̀lə́","fìⁿdʒɔ̀ŋfʷə̀lə́ / mʊ̀ⁿdʒɔ̀ŋfʷə̀lə́"
"872","air","ʊ́gbáhá / ɪ̀gbáhákî","ʊ̀gbáhá / kɪ̀gbáhá","ŋ̩̀vùlə́ / àŋ̩̀vùlə́","ⁿvùlə́ / àⁿvùlə́","ʊ̀gbáhá / ʊ̀gbáhá","ʊ̀gbáhá / ʊ̀gbáhá","gbísə́ / kə̀gbɪ́sə́nə̄","gbɪ́sə́ / kə̀gbɪ̂sə̀nə́","bʲə́ / tə̀bʲə́","bʲə́ / tə̀bʲə́kə̄","gbɪ́ː / ø","gbɪ́í / ø","kə̀fɒ́f / ʊ́fɒ́f","kə̀fə́f~kə̀fɑf / ʊ̀fɑ́f","dzə̀mfó / dzə̂m","dzə̀mfó / ø","ìyɔ́hɔ́ìɲɔ̀m / kìyɔ́hɔ́ìɲɔ̀m","ɪ̀ɲɔ̀m / ɪ̀ɲɔ̀myí","ŋɲʲɔ̀ːm / ɲyɔ̂ːmyə̌","ɲɔ̀mfə̌ / ø","gbé / gbé","gbé / gbé","ʊ̀gbáhá /kígbáhá","ʊ́gbáhá / ʊ́gbáhá~kígbáhá","ʊ̀gbáhá / bìʊ̀gbáhá~àgbáhá","ʊ̀gbáhá / ɪ̀gbáhá~kə́gbáhá"
"873","storm (wind)","ɪ̀jɔ́ŋ / ɪ̀jɔ́ŋòkì","ɪ̀jɔ́ŋ / kìjɔ̀ŋò","kə́fʷâlə̀ / bə́fʷâlə̀","kə́fʷâlə̀ / bə́fʷâlə̀","ɪ̀jɔ́ŋ / kə̀jɔ́ŋ","ɪ̀jɔ̋ŋ / ɪ̀jɔ̋ŋ","kə́ʃə̂ptə́ / ø~bə́ʃə̂ptə́","kə́ʃə̂ptə́ / ø~bə́ʃə̂ptə́nə́","fʲə́ / fílə̀","fíːlə̀ / tə̀fíːlə̀","ɱ̀fʊ́bə̀ / ø","ŋ́fóbə̀","kə̀fɒ́f / sə̀fɒ́f ~ fɒ́fʊ́","kə̀fɑ́f / ʊ̀fɑ́f","ʃúə́ / ø","ʃúə́ / ø ~ ʃúə́","fìʃìʃí / bùʃìʃí","bʊ́ʃán / bʊ́ʃānbʊ̄","ʃáŋ / ʃáŋyə́","ʃáŋ̈~ʃáŋ / ʃáŋ̈yə́","ʃɪ̂ / ʃɪ̂","ʃɪ̂ / ʃɪ̂ː","ʊ̀gbáhá / kígbáhá","ʊ́gbáháʊ̀bàlə́~ɪ̀yɔ̀ŋ /kìyɔ̀ŋə̀","ɪ̄jāŋ / bìjāŋ~ájáŋ","ɪ̀jǎːŋ / ɪ̀jǎːŋ~kə́jáŋə̄"
"874","rain","ɪ̀bʷû / ɪ̀bʷùkì","ɪ̀bʷû / ɪ̀bʷùːkì","bʷɛ̂ː / bʷòlə̀","bʷə̀ / bʷə̀","ɪ́bʷú / ɪ̀bʷú","ɪ̀bʷú / ɪ̀bʷújí","dʒə́ŋ / dʒə᷇ːŋ ~ kə́dʒə̂ŋtə́","dʒáŋ / kə́dʒáŋtə́","bʷə́lə́ / tə̀bʷə́lə́","bʷə́lə́ / bʷə́lə́~tə̀bʷə́lə́","dzàŋ / ø","zàŋ / ø","ɪ̀ɣól / sə̀ɣól","ɪ̀ɣól / sə̀ɣól","dzàm / dzâmyə̀","dzàm / dza᷇ːm","ɪ́záːm / kízáːmnə̄","ɪ̀zàm / kɪ́zámnə̄","zàm / zâmyə̌","zàm / zâmyə̌","dzə́ŋ / dzə́ŋ~dzə̄ŋ","dzə̄ŋ / dzə́ŋ","ɪ̀bù / kìbùlə̀","ɪ́bʷû / ɪ́bʷû","ɪ̀bʷúː / bìbʷúː~ábʷúː","ɪ́bʷú / kə́bʷûː~ɪ́bʷûː"
"876","dry season","ɪ̀ɲʊ̀m / ánɲómmʷɪ̂","ɪ̀ɲʊ̀m / ɪ́ɲómō","ɲʷɪ̀ɲ / áɲʷɪ̀ɲ","ŋʷɪ̀ɲ / kə́ŋʷɪ́ːnə̀","ɪ̀ɲàːmə́ / kə̀ɲàːmə́","ɪ̀ɲàːmə́ / ɪ̀ɲàːmə́","ɲʊ̀m / ɲʊ̂mtə́","ɲʊ̀m / kə̄ɲʊ́mtə́","lʊ̀m / álʊ̀m","àlʊ̀m~lùm/ àlʊ̀m~bə́lûm","ɲʊ̀mfə̂ / ø","ɲùə̀mə́ / ə́ɲùə̀mfə̂","nɒ̀m / sə̄nɒ̂m","nòm / sə̀nôm","mbwòmnə̀wɪ́dzē / bʊ̀mbwòmnə̀dzé~ mbwòmnə̀bʊ́dzé","mbwə̀mnə́wɪ́dzē / bʊ̀mbwə́mnə̄wɪ́dzé","ɪ̀ʃìː ~ìʃyē afín / íʃyēfɪ́ ~ ìʃyēlə̀ afín","ø / ø","ŋgɔ̀ʔdʒí / ŋgɔ̀ʔdʒǐːbə́","ʃùŋ / ø","ɲʷɒ̀m / ɲʷɒ̂m","ɲʲɒ̀ɦm / ɲʲɒ̀ɦm","ɲʊ̀m / ɲʊ̀mə́ntǐː","ɪ̀ɲʊ̀m / ɪ̀ɲʊ̀m","ɪ̀ɲɔ̀mə́ / bìɲɔ̀mə́","ɪ̀ɲɔ̀mə́ / áɲɔ́mə́~kə́ɲɔ́mə́"
"877","sand","ǎŋʃáŋ~ɪ̀ʃàŋ / ǎŋʃáŋmʷɪ̂","ɪ̀ʃáŋ / mʷɪ̀nʃáŋ","ʃá / àʃá","àʃá~ʃá / àʃá~kə́ʃálə́","ìʃáŋ / àʃáŋ","ɪ̀ʃáŋ / àʃáŋ","ʃáŋ / ø~kə̀ʃáŋtə́","ʃáŋ / kə̀ʃáŋtə́","sé / sé","sěː / sé","fə̀nʃṹã́nə̀ / ǹʃṹã́","ʃṹã́nə̀ / ńʃṹŋá ~ ńʃṹã́","kə̀séséʔè / ùséséʔè","kə̀séséʔè / ʊ̀séséʔè","dzɪ̂t / ø","dzɪ̂t / dzɪ́t","ìkʊ̀bə́ / ìkʊ̀bə́yí","ɪ̀kʊ̀bə́ / ɪ̀kʊ̀bə́yī","tsɔ̄ː / tsɔ̄ːyə᷇","tsɔ̄ː / tsɔ̄ːyɛ̂n","ʃʲǎŋ / ʃʲáŋ","ʃǎːŋ / ʃáŋ","ɪ̀ʃɔ́ŋ / áʃɔ́ŋ","ɪ́ʃɔ́ŋ / áʃɔ́ŋ","àʃáŋ / bìʃáŋ~àʃáŋ","ɪ̄ʃáŋ / āʃáŋ~kə̀ʃáŋ"
"878","grave","ɪ̀zàm / ɪ̄zámóki᷄","ɪ̀zàm / kɪ́záːmō","bə́ʒí / bə́ʒí ~ ʒíbə́","bə́ʒí / bə́ʒílə́","ɪ̀zàm / kə́zámə̄","ɪ̀dzàm / kə̀dzámə̄~kə̀dzámnə́","zɪ̀m~dᶻɪ̀m/ńzɪ᷇ːm~kə́zɪ̂mtə́~kə́dᶻɪ̂mtə́","dzèːm / kə́ze᷇ːmtə́","dìm / dím","dzìm /dzím","zə̀m / zə̂m","zə̀m / zə̂m","ísêʲ / sèsêʲ","ɪ́sîː / sə́sɪ̂","ʃìʃí / ʃíʃǐː","ʃìʃí / ʃíʃǐː","ɪ̀zə̀sə́ / ádzə́sə̄","ɪ̀zə̀sə́ / ádzə́sə́wū","dàk / dâkbə̌","dàk / dâkkɛ́n","dzàm / dzâm","dzàm / dzâːm","ɪ̀zàm / kídzámə̄","ɪ̀zàm / kízámə̄","ɪ̀zàm / bìzàm~àzámə̀","ɪ̀zàm / kə́zámə̄"
"903","day","bʊ́tû~ʊ̀tù / ʊ́tûbʊ̂","bʊ̀tù / kɪ̀tù ~ ʊ̀tù","dʒɥɪ᷇ːɲ / kə̀dʒɥɪ᷇ːɲnə́","dʒʷɪ́ɲ / kə́dʒʷɪ́ɲnə̄","m̀fʷɪ́~bʷɪ́tû~bʊ́tù / àfʷə́~kə́tû","m̀fʷɪ́~bútú~bʷə́tú / áfʷɪ́~àfʷɪ́","bɪ́n / kə̀bɪ̂ntə́ ~","kə́tə́ / bə́tə́","bʷə̂ / bʷə̂bə̀tʊ́kə́","kálə̄ / kā","kpɔ̂ŋ ~ kpɔ̃̂ː / kɔ́ŋɔ̀ ~ kɔ̃̂ː","kpõ̂ / kõ̂","fə̀tʊ́ʔ / m̀tʊ́ʔ","fə̀tʊ́ʔ~ʊ́túʔ / m̀tʊ́ʔ","ʊ́tɔ́b / ø","ʊ́tɔ́b / ø","ʊ́tɔ́fə́ / kítɔ́fə́","ɪ̀tɔ́fə́ / ʊ́tɔ́fə́wʊ̄","kɔ᷇ː / kɔ̂bə́","kɔ̂ː / kɔ̂bɛ́n","tō / tō","tōʊ̄~tō / tóʊ́~tó","bùtù / bútúlə̄","bútû / bùtùbù","bʊ̀tù~ùtù / bìtù~bùtú","ⁿfʷɪ́ / àfʷɛ́~àfʷé"
"909","wax (incense)","ɪ̀dí / ɪ́díkɪ̀~ɪ̀dí","ɪ̀dí / mʷɪ̀ndí~ŋmɪ̀ⁿdí","dzə̂ / ádzə̂~kə́dzə̂lə̀","dzə̂ / kə́dzə̂lə̀","ɪ̀dí / kə̀dí","ɪ̀dí / àdí","dʒɪ̂ŋ / kə́dʒɪ̂ŋtə́","dʒɪ̂ŋ / kə́dʒɪ᷇ːŋtə́","dʒɛ̂n / tə́dʒɛ̂n","dʒɛ᷇ːn / tə́dʒɛ᷇ːn","ńⁿdĩ̂ / tə́ⁿdĩ̂","ə́ⁿdĩ́ ~ tə́ⁿdĩ̂","ìnə́ŋ / sə̀nə́ŋ","ìnə́ŋ / sə̀nə́ŋ","ǹtʊ̄ / n̄tʊ́","n̄tʊ̀ / n̄tʊ́                              ","ʊ̀kpǒː / ìkpǒ","ʊ́kpó / ʊ́kpénábá ~ɪ́kpó           3/4.","kpɔ́ʔ / kpɔ́ʔkə́","kpɔ́ʔɔ~kpɔ / kpó~kpɔ́ʔɔ́kɛ́n","ndʒə̄ŋ / ndʒə̄ŋ","ńdʒə᷇ŋ / ńdʒə᷇ːŋ kó","ɪ̀gí / kìgílə","ɪ́gí / ɪ́gílə ~ ágí","ɪ̀dí / bìdí~ádí","ɪ̀dí / àdí~kə́dí"
"916","year","ɪ̄ɲʊ̀m / àɲʊ́mmʷɪ̂","ɪ̀ɲʊ̀m / mʷɪ̀nɲʊ́m~ǹɲóm","ɲʷɪ̀ɲ / kə́ɲʷɪ́ːnə̀","ɲʷɪ̂ɲ~ɲʷɪ̀n / kə̀ŋʷɪ̄ːlə̄","ʊ́bí / kə́bí","ʊ́bī~ʊ́bí / àɲʲám","yǎː / kə̀yáːtə́","yǎː / kə̀yáːtə́","lùm / bə́lûm","lʊ̀m / bə̀lùm","ʒʲàː / dʒá","ʒá / ʒʲá","kə̀nôm /  sə̀nôm","kə̀nôm /  sə̀nôm","fyó / ŋwám","fyó / fya᷇m","kìnó / bìnábī~kìnó / bìnzʊ́","kɪ́ná / bíná","nʊ́ŋ / námbə́","nʊ́ŋ / nám","yə̌ / yə́","yə̌ː / yə́","ɪ̀ɲʊ̀m / áɲʊ́mə́","ɪ̀ɲʊ̀m / áɲʊ́m","ɪ̀ɲɔ̀ːm / àɲɔ́m","ɪ̀ɲɔ̀m / áɲɔ́m~kə́ɲɔ́m"
"917","week","ʊ̀tʊ́nâ / ɪ̀tʊ́nákì","ʊ̀tʊ́nā / kítʊ́nā","wə́sə́ / kə̀wə́sə́","wə́sə́ / kə̀wə́sə́","ʊ̄tʊ̄nā~ʊ̀tə́nə̄ / kə́tʊ́nā","ʊ̀tʊ́hnā / kə́tʊ́hnā","kpó / kə̀kpóːtə́","kpǒː / kə̀kpóːtə́","wə́sə́ / tə̀wə́sə́","wə́sə́ / tə̀wə́sə́","ʃī / bə́ʃī","ʃī / ʃî","ŋgàm / sə̀ŋgàm","ŋgàm / sə̀ŋgàm","yìé / yɛ́ŋ ~ yə́ŋ","yē / yéŋ","ìyʲɛ̀ / áyʲɛ̂","ɪ́yíɛ̀ / áyíɛ́wū","mán / mán~mánbə̌","mám / mámɛ́n","kpœ́ɦ / kpœ̄ɦ","kpɒ̄ɦ / kpɒ́ːɦ","ʊ́túnə̄ / kítúnə̄","wɪ̂k / bèwɪ̂k~wɪ̂ks","ʊ̀tʊ́nā / bìʊ̀tʊ́nā~ɪ̀tʊ́nā","ʊ̀tʊ́nā / ɪ́tʊ́nā~kə́tʊ́nā"
"925","name","ɪ́yâː / àya~ɪ̀yàːyɛ́","ìjà / kìyà~ǹjʲā~ǹjʲà","m̩̀ⁿdzɪ́ɲ / ḿ̩ⁿdzɪ́ɲmə̄","m̩̀ⁿdzɪ́ɲ / m̩̀ⁿdzɪ́ɲ~m̩̀ⁿdzɪ́ɲnə̀~mə̀ⁿdzɪ́ɲ","ɪ̀jà / bìjà~kə̀jà","íjám / ájám","yí / kə́yîːtə́ ~ kə́yîːtə́nə́","yí / kə̀yíːtə́","wə́lə́ / tə̀jə́lə̄","wə́lə̄ / tə̀jə́lə̄","wə̄ / dʒə̄","wə̄ / dʒə́","ɪ́zə́s / ə̀zə́s","ɪ́zə́s / ə̀zə́s","ákpɪ́~fíkpɪ́ / bíkpɪ́~múŋkpɪ́","ákpɪ́/ bíkpɪ́","kíbʊ̂ŋ / bíbʊ̂ŋ","ɪdʒánə́wū / ádʒánə́wú","yān / yánkə́","ø","mán / mán","mán / mán mō","ɪ́yám / áyámàsə́","ɪ́yám / ɪ́yámə́~àyàmə̀","ɪ̀jà / bìjà~àjà","ɪ̀jà / àjà"
"1533","two hundred (200)","bɔ̂ŋŋ̀kém̀fɪ́n","hɔ́ndə̀lóbʊ̀fɪ̌n~ɪ̀dʒánə́tə́ntə́ŋm̀fɪ̌ːn","ŋʷɛ́ŋkə̀fʲə̂ŋ","ŋʷɛ́ŋkə̀fʲə̌ŋ","ń̩dʒə̂nhə́m̩̀fó","ádʒə́nàfó","yɛ́ntə́kə́fíē ~ hɔ́ndrɛ̀dbə́fíē","dʒɪ̀ʃʲe᷇ː","dʒêːɪ̀fé","dʒêfɪ́ː","dzíːfî","zíːfî","wʊ́ɪ́bə̀ː","wʊ᷇ɪ̀bɘ̄ɣ","ǹʃèkú / bʊ́nʃèkʊ́","mbênʃyé / nʃèkʊ́","ǹʃìːnə̀ / bànʃìnə̀","ǹʃìːnə̀ / bànʃìːnə̀","àbɔ̌m~bɔ̌m / ø","ø","dzɪ̂ yǐ ʃʲe᷇","dzɪ̂ yǐ ʃʲe᷇","bə̀kɥɪ́nàkɥɪ́nbə̀fɪ̀","bèhɔ́ndrɛ̀bèfè","ɪ́gbɛ́ɪ̄fɪ̄n","ʊ́wúónʊ̂nòbə̀fɪ̌n"
