ID	Concept	Doculect	Value
352	jaw	NJS-Kung-4	kə̀bɔ̂ŋ / ʊ̀bɔ̂ŋ
353	jaw	NMN-Mundabli-3	mgbàŋ / mgbàŋ bɪ́
354	jaw	CEN-Mundabli-2	mgbǎŋ / mgbǎːŋ
355	jaw	NGT-Munken-3	àyòhó / bíyòːsə́
356	jaw	NUN-Munken-4	àyòhò / bìyòhò
357	jaw	MCA-Ngun-3	ɪ̀jó / àjó
358	jaw	KBM-Ngun-4	àjúó / ɪ́júó~ájúó
359	jaw	APB-Mumfu-1	mgbàŋ / mgbàŋbə̌ ~ mgbàŋ/mgbàŋ
360	jaw	DNM-Mumfu-2	mgbàŋ / mgbàŋbɛ́
361	jaw	BKB-Mashi-2	kɔ́ / kɔ́ ~kɔ́ŋ
362	jaw	KFK-Mashi-1	kɔ́ / kɔ́t ~kɔ́ŋ
363	jaw	ABS-Missong-1	kìyáhā / bìyáhā
364	jaw	AGA-Missong-2	kìyáhá / bìyáhá
365	tooth	NVB-Abar-7	ɪ́zán / ānzán
366	tooth	ECL-Abar-8	ɪ̀zán / ǹzán~mʷɪ̀nzán
367	tooth	NEM-Ajumbu-9	zán / ázáɲ
368	tooth	KDC-Ajumbu-10	záɲ / kə̀záːnə́~àzáːnə́~àzáɲ
369	tooth	ENB-Biya-1	ɪ̀zə́n / kə̀zə́n
370	tooth	ICN-Biya-2	ɪ̀zə́n~ìdzə́n / āzə́n~àdzə́n
371	tooth	NNB-Buu-3	yɛ́n / kə̀yɛ́ntə́nə̄
372	tooth	MNJ-Buu-4	yɛ́n / kə̀yɛ́ntə́
373	tooth	KHK-Fang-12	wə᷇n / jɛ́n
374	tooth	DPN-Fang-13	wə᷇ːn / jə́n
375	tooth	JGY-Koshin-3	wɪ́ɲ / dʒéɲ
376	tooth	TEL-Koshin-4	ɥɪ́ɲ / dʒɪ́ɲ
377	tooth	KCS-Kung-3	ìsɔ᷇ːŋ / sɔ̃́ə̃́ ~ sɔ́ŋə́
378	tooth	NJS-Kung-4	ɪ̀sɔ᷇ːŋ / ə̄sɔ᷇ːŋ
379	tooth	NMN-Mundabli-3	yɛ́n / yɛ̄n kɪ́
380	tooth	CEN-Mundabli-2	yɛ́n / yɛ́n kó
381	tooth	NGT-Munken-3	ɪ́zə́n / ádzə́nə̀sə́
382	tooth	NUN-Munken-4	ɪ́zə́n / ázə́n
383	tooth	MCA-Ngun-3	ɪ̀zɛ́n / āzɛ́n
384	tooth	KBM-Ngun-4	ɪ́zɛ́n / ázɛ́n
385	tooth	APB-Mumfu-1	yɛ́n / yɛ́nkə́ ~ yɛ́n / yɛ́n
386	tooth	DNM-Mumfu-2	yɛ́n / yɛ́nkɛ́
387	tooth	BKB-Mashi-2	ágídə̄ / bígídə́
388	tooth	KFK-Mashi-1	ágílə̄ / gə́klɪ́
389	tooth	ABS-Missong-1	ɪ̀zán / àzán
390	tooth	AGA-Missong-2	ɪ́zán / ázánnō~ázán
391	tongue	NVB-Abar-7	ɪ̀lám / ánlámmʷɪ̂
392	tongue	ECL-Abar-8	ɪ̀lám / kìlám~ǹlám
393	tongue	NEM-Ajumbu-9	lámə́ / kə̀lámə́
394	tongue	KDC-Ajumbu-10	lámə́ / kə̀láːmə́
395	tongue	ENB-Biya-1	ɪ̀lám / kə̀lám
396	tongue	ICN-Biya-2	ɪ̀lám / ālám
397	tongue	NNB-Buu-3	lɪ́m / kə̀lɪ́mtə́
398	tongue	MNJ-Buu-4	lɪ́m / kə̀lɪ́mtə́
399	tongue	KHK-Fang-12	lɪ᷇ːm / tə̀lɪ᷇ːm
400	tongue	DPN-Fang-13	lɪ᷇ːm / tə̀lɪ́ːm~tə̀líːmkpə̄
401	tongue	JGY-Koshin-3	lə́m / tə̀lə́m
402	tongue	TEL-Koshin-4	lə́m / tə̀lə́m
403	tongue	KCS-Kung-3	kə̀nám / ʊ́nʷám
404	tongue	NJS-Kung-4	kə̀nə́m / ʊ̀nə́m
405	tongue	NMN-Mundabli-3	lʲə́m / lʲə̄m kɪ́
406	tongue	CEN-Mundabli-2	lʲə́m / lʲə̀ːm ká
407	tongue	NGT-Munken-3	ɪ́lám / álámə̀sə́
408	tongue	NUN-Munken-4	lám / àlàm
409	tongue	MCA-Ngun-3	ɪ̀lám / kə̀lám
410	tongue	KBM-Ngun-4	ɪ̀lám / àlám
411	tongue	APB-Mumfu-1	lyém / lyémkə́ ~ lyɛ́m / lyɛ́m
412	tongue	DNM-Mumfu-2	lyə́n / lyə́nkə́
413	tongue	BKB-Mashi-2	lɪ́ / lə́ŋ
414	tongue	KFK-Mashi-1	lɪ́ / lə́ŋ
415	tongue	ABS-Missong-1	ɪ̀lám / àlám
416	tongue	AGA-Missong-2	ɪ̀lám / álámnō
417	belly	NVB-Abar-7	àmbɪ́n~ɪ̀bɪ́n/àmbɪ́nmʷɪ̂~àmbɪ́n
418	belly	ECL-Abar-8	m̀bɪ́ ~ ɪ́bɪ́ / mʷɪ̀mbɪ́~m̀bɪ́ː
419	belly	NEM-Ajumbu-9	kʷə́ / àkʷə́
420	belly	KDC-Ajumbu-10	kʷə́~àkʷə́ / ákʷə́~kə̀kʷə́lə́
421	belly	ENB-Biya-1	kə̀jʲá / bìjʲá NGUN ~ kə̀jʲɛ́ / bìjʲɛ́ BIYA
422	belly	ICN-Biya-2	kə̀jʲá / bìjʲá
423	belly	NNB-Buu-3	kʷú / kə́kʷútə́
424	belly	MNJ-Buu-4	kʷú / kə̀kʷúːtə́
425	belly	KHK-Fang-12	kʊ̂m / kʊ̂m
426	belly	DPN-Fang-13	kʊ̂m / tə̀ŋkʊ̂m
427	belly	JGY-Koshin-3	kʷə́ / bə́kʷə́
428	belly	TEL-Koshin-4	kʷə́ / tə̀kʷə́
429	belly	KCS-Kung-3	ʊ̀nɛ̂ː / m̀nɛ̂ː
430	belly	NJS-Kung-4	ʊ̀nɛ̂ː / sə̀nɛ̂ ~ ḿnɛ̂
431	belly	NMN-Mundabli-3	kʷú / kʷú
432	belly	CEN-Mundabli-2	kʷú / kʷű
433	belly	NGT-Munken-3	ábɪ́ / ábɪ́lə́
434	belly	NUN-Munken-4	ábé / ábé
435	belly	MCA-Ngun-3	àbé / bìbə́~àbé
436	belly	KBM-Ngun-4	àbɪ́ / ábɪ́
437	belly	APB-Mumfu-1	kú / kóyə́
438	belly	DNM-Mumfu-2	kʷú / kʷúkɛ́n
439	belly	BKB-Mashi-2	ʊ́lâp / múna᷇ːm
440	belly	KFK-Mashi-1	ʊ́lâp / múnâm
441	belly	ABS-Missong-1	ìbêː / àbêː
442	belly	AGA-Missong-2	ábêː ~ ábêwú
443	hair	NVB-Abar-7	ófʷɪ́ / ɪ́fʷɪ̂ː
444	hair	ECL-Abar-8	ʊ̄fʷɪ́ / kīfʷɪ́~īfʷɪ́
445	hair	NEM-Ajumbu-9	vúlə́ / kə̀vúlə́
446	hair	KDC-Ajumbu-10	fɔ̂lə̀~fʷò / kə́fɔ̂lə̀~fʷólə́
447	hair	ENB-Biya-1	ʊ̀fʷé~ʊ̀fʷɪ́/ kə̀fʷé
448	hair	ICN-Biya-2	ʊ̀fʷɪ́/ àfʷɪ́
449	hair	NNB-Buu-3	kə́fʊ̂ː / bə́fʊ̂ː
450	hair	MNJ-Buu-4	kə̀fʊ̀ː / bə̀fʊ̀ː
451	hair	KHK-Fang-12	fʊ̂ː / tə́fʊ̂ː
452	hair	DPN-Fang-13	fù / bə̀fù
453	hair	JGY-Koshin-3	kə́fû / bə́fû
454	hair	TEL-Koshin-4	kə́fû / bə́fû
455	hair	KCS-Kung-3	ɪ̀ɲʊ̂ŋ / sə̀ɲʊ̂ŋ
456	hair	NJS-Kung-4	ɪ̀ɲʊ̂ŋ / sə̀ɲʊ̂ŋ
457	hair	NMN-Mundabli-3	fɒ̀ɦ / fɒ̀ɦ kɪ́
458	hair	CEN-Mundabli-2	fɒ̀ɦ / fɒ̂ɦ
459	hair	NGT-Munken-3	ʊ̀fí / áfísə́
460	hair	NUN-Munken-4	ʊ̀fí / ɪ́fí
461	hair	MCA-Ngun-3	ʊ̀fí / ɪ̀fí~bə̀ʊ̀fí~ìfí
462	hair	KBM-Ngun-4	ʊ̀fí / ɪ̀fí
463	hair	APB-Mumfu-1	fôʔ / fôʔbə́
464	hair	DNM-Mumfu-2	fʊ̂ʔ / fʊ̂ʔkɛ́n
465	hair	BKB-Mashi-2	dzʊ̌ / dzʊ́ŋ
466	hair	KFK-Mashi-1	dzʊ̌ / dzʊ́ŋ
467	hair	ABS-Missong-1	ʊ́fʊ̂ / áfʊ̂
468	hair	AGA-Missong-2	ʊ́fû / ʊ́fúwū
469	breast	NVB-Abar-7	m̀bə́n / àmbə́nmʷɪ̂
470	breast	ECL-Abar-8	ɪ̄bə́n / mʷɪ̀nbə́n
471	breast	NEM-Ajumbu-9	bɪ̂ɲ / ábɪ̂ɲ
472	breast	KDC-Ajumbu-10	bâːnə̀ / kə́bâːnə̀
473	breast	ENB-Biya-1	ɪ̀bʲɛ́n / kə̀bʲɛ́n
474	breast	ICN-Biya-2	ɪ̄bʲɛ́n / àbʲɛ́n
475	breast	NNB-Buu-3	bɛ̂n / kə́bɛ̂ntə́
476	breast	MNJ-Buu-4	bèːn / bʲɛ᷇ːn
477	breast	KHK-Fang-12	bínə̄ / tə̀bínə̄
478	breast	DPN-Fang-13	bínə̄ / bʲə́n
479	breast	JGY-Koshin-3	ḿⁿbɛ̂ɲ / ø ~ ḿⁿbɛ̂ːɲ
480	breast	TEL-Koshin-4	mbɛ̂ɲ / tə́mbɛ̂ɲ
481	breast	KCS-Kung-3	ìɣɛ̌ʲ / ɣéʲ
482	breast	NJS-Kung-4	ɪ̀ɣáɪ́ / ə̀ɣáɪ́
483	breast	NMN-Mundabli-3	bíàn / bìàn kɪ́
484	breast	CEN-Mundabli-2	bʲàn / bʲân
485	breast	NGT-Munken-3	ɪ́bʲə́n / ábʲə́nə̀sə́
486	breast	NUN-Munken-4	ɪ́bʲɛ́n / ábʲɛ́n
487	breast	MCA-Ngun-3	ɪ̀bʲɛ́n / àbʲɛ́n
488	breast	KBM-Ngun-4	ɪ́bʲɛ́n / ābʲɛ́n
489	breast	APB-Mumfu-1	byâːn / byâːnkə̌
490	breast	DNM-Mumfu-2	byân / byânkɛ̌
491	breast	BKB-Mashi-2	mbêːn / ø
492	breast	KFK-Mashi-1	mbêːn / mbêːn
493	breast	ABS-Missong-1	ɪ́bə᷇ːn / ábə᷇ːn
494	breast	AGA-Missong-2	ábə̂n~ɪ́bə́n / ábə̂nwʊ̄~ábə́n
495	hand	NVB-Abar-7	ōkán / àŋkánmʷɪ̂
496	hand	ECL-Abar-8	ʊ̀kán / mʷɪ̀nkán~ŋ̀kàn
497	hand	NEM-Ajumbu-9	kàɲ / àkàɲ
498	hand	KDC-Ajumbu-10	ákâɲ / kə́kâːnə̀
499	hand	ENB-Biya-1	ʊ̀kán / kə̀kán
500	hand	ICN-Biya-2	ʊ́kán / ákán
501	hand	NNB-Buu-3	tsɪ̀n / kə́tsɪ̂ntə́
502	hand	MNJ-Buu-4	tsɪ̀ːn / tsɪ᷇ːn
503	hand	KHK-Fang-12	kālə̀ / kā
504	hand	DPN-Fang-13	kálə̄ / kātɛ᷇ː ~ kā
505	hand	JGY-Koshin-3	kɔ̃̂ / ø
506	hand	TEL-Koshin-4	tsèɲ / tsêɲ ~ tsèɲ (yá)
507	hand	KCS-Kung-3	kə̀ɣú / ɣúó
508	hand	NJS-Kung-4	kə̀ɣó / ə̀ɣó
509	hand	NMN-Mundabli-3	tsǎːn / tsàːn yí
510	hand	CEN-Mundabli-2	kê / kê
511	hand	NGT-Munken-3	ʊ́kɛ́ / ákâsə́
512	hand	NUN-Munken-4	ʊ́kɛ́ / ákɛ́
513	hand	MCA-Ngun-3	ʊ̀kán / àkán
514	hand	KBM-Ngun-4	ʊ̄kán / ākán
515	hand	APB-Mumfu-1	kɛ̂ / kɛ̂yə̌ː
516	hand	DNM-Mumfu-2	kɛ̂ / kɛ̂yə̌N
517	hand	BKB-Mashi-2	ábáŋ / bíbán
518	hand	KFK-Mashi-1	ábán / bíbán
519	hand	ABS-Missong-1	ʊ́kə᷇ːn / kíkə̄nnō
520	hand	AGA-Missong-2	ʊ́kə̂n / ákə́nwū
521	stomach	NVB-Abar-7	kə̀tòm / ɪ̀tòmbî
522	stomach	ECL-Abar-8	kə̀tòm / bìtòːm
523	stomach	NEM-Ajumbu-9	bàtàlə́ / àbàtàlə́
524	stomach	KDC-Ajumbu-10	kə́tʷáːmə̀ / bə́tʷáːmə̀
525	stomach	ENB-Biya-1	kə̀ntɔ̀m / bìntɔ̀m
526	stomach	ICN-Biya-2	kə̀ntɔ̀m / bìntɔ̀m
527	stomach	NNB-Buu-3	kə̀tʊ̀m / bə̀tʊ̀m
528	stomach	MNJ-Buu-4	kə̀tòm / bə̀tòm
529	stomach	KHK-Fang-12	tǿːmə́ / bə̀tø̄ːmə́
530	stomach	DPN-Fang-13	tʊ̀ːmə́ / bə̀tʊ̀ːmə́
531	stomach	JGY-Koshin-3	kə̀ntʊ̀ːmə̀ / bə̀ntʊ̀ːmə̀
532	stomach	TEL-Koshin-4	kə̀ntɪ̃̀ːkə̀ / bə̀ntɪ̃̀ːkə̀
533	stomach	KCS-Kung-3	kə̀to᷇ːm / ùtôːm
534	stomach	NJS-Kung-4	kə̀tǒːm / ʊ̀tǒːm
535	stomach	NMN-Mundabli-3	tʷòm / tʷòm
536	stomach	CEN-Mundabli-2	tɥòm / tʷɥòmbóɦ
537	stomach	NGT-Munken-3	ǹtʊ̀m / bìntʊ̀m
538	stomach	NUN-Munken-4	àntʊ̀m / bìntʊ̀m
539	stomach	MCA-Ngun-3	kə̀ⁿtɔ̀m / bìⁿtɔ̀m~ìⁿtɔ̀m
540	stomach	KBM-Ngun-4	kə̀ⁿtòm / bìⁿtòm
541	stomach	APB-Mumfu-1	tyòm / tyômyə̌
542	stomach	DNM-Mumfu-2	tyòm / tyômKə̄
543	stomach	BKB-Mashi-2	átót / bító
544	stomach	KFK-Mashi-1	átót / bítót
545	stomach	ABS-Missong-1	ʊ́tôm / kítómnə̄
546	stomach	AGA-Missong-2	ǹtsʊ́lə́ ~ʊ̀tɔ̀m /bàntsʊ́lóbʊ́ ~bàntɔ̀mbú
547	intestine	NVB-Abar-7	kɪ̀já / ɪ̀já
548	intestine	ECL-Abar-8	kɪ̀já~ìjá / bìjá~ìjá
549	intestine	NEM-Ajumbu-9	kə́zôː / bə́zô
550	intestine	KDC-Ajumbu-10	kə́zɔ̂ / bə́zɔ̂
551	intestine	ENB-Biya-1	kə̀jʲá / bìjʲá
552	intestine	ICN-Biya-2	kə̀jʲá / bìjʲá
553	intestine	NNB-Buu-3	kə́yʲâ / bə́yʲâ
554	intestine	MNJ-Buu-4	kə́yʲa᷇ː / bə́yʲa᷇ː
555	intestine	KHK-Fang-12	lɘ̀ɣ / bə̀lɘ̀ɣ
556	intestine	DPN-Fang-13	lɘ̂ːɣ / bə̀lɘ̂ːɣ
557	intestine	JGY-Koshin-3	dʒánə́ / tə́dʒâː
558	intestine	TEL-Koshin-4	dʒánə́ / tə́dʒâː
559	intestine	KCS-Kung-3	ɪ̀ndʒʲə᷇ː / sə̀ndʒʲə᷇ː
560	intestine	NJS-Kung-4	ɪ̀ndʒʲə᷇ / sə̀ndʒʲə᷇
561	intestine	NMN-Mundabli-3	yâɦ / yâ
562	intestine	CEN-Mundabli-2	yâːɦ / yâːbóɦ
563	intestine	NGT-Munken-3	ɪ́yá / kìyá
564	intestine	NUN-Munken-4	ɪ́yákə́/ kìyákə́
565	intestine	MCA-Ngun-3	kə̀já~ájá / bìjʲá~ɪ̀yá
566	intestine	KBM-Ngun-4	kə́já / bíjá
567	intestine	APB-Mumfu-1	yɛ̂ʔ / yɛ̂ʔbə̌
568	intestine	DNM-Mumfu-2	yɛ́ʔɛ́ / yɛ́ʔɛ̀bə́
569	intestine	BKB-Mashi-2	múnâm / ø
570	intestine	KFK-Mashi-1	fínâm / múnâm
571	intestine	ABS-Missong-1	kíyə́lə̄ / bìyə́lə̄
572	intestine	AGA-Missong-2	kíyə́lə̄~bíyə́lə̄ / bíyə́lə̄bī
573	heart	NVB-Abar-7	ǹʃàm / ànʃàmmʷɪ̀
574	heart	ECL-Abar-8	ǹʃàm~ɪ̀ʃǎm / mʷɪ̀nʃàn ~ ǹʃām
575	heart	NEM-Ajumbu-9	ʃìn ~ ʃʲé / kə̀ʃìnnə̀
576	heart	KDC-Ajumbu-10	ʃìn~ʃʲé / kə́ʃʲélə̀
577	heart	ENB-Biya-1	ɪ̀ʃǎm / kə̀ʃàm
578	heart	ICN-Biya-2	ɪ̀ʃām / āʃām
579	heart	NNB-Buu-3	ʃím / kə́ʃîmtə́
580	heart	MNJ-Buu-4	ʃɪ̌ːm / kə́ʃɪ́mtə́
581	heart	KHK-Fang-12	sīm / sím
582	heart	DPN-Fang-13	sìm / sím~tə̀símkpə́
583	heart	JGY-Koshin-3	ʃə́m / ø
584	heart	TEL-Koshin-4	ʃə́m ~ ʃɛ́m / ø ~ ʃɛ̀m (yə́nə́)
585	heart	KCS-Kung-3	ítám / tə́ɣ
586	heart	NJS-Kung-4	tɑm / ə̀tɑ́m
587	heart	NMN-Mundabli-3	sám / sām
588	heart	CEN-Mundabli-2	sám / sām
589	heart	NGT-Munken-3	ɪ́ʃámâ / áʃámàsə́
590	heart	NUN-Munken-4	ɪ̀ʃàm / àʃàm
591	heart	MCA-Ngun-3	ɪ̀ʃàm / àʃàm
592	heart	KBM-Ngun-4	ɪ̀ʃàm / àʃàm
593	heart	APB-Mumfu-1	ʃám / ʃámyə́
594	heart	DNM-Mumfu-2	ʃām / ʃāmyɛ́n
595	heart	BKB-Mashi-2	ʃə̄m / ʃə́m
596	heart	KFK-Mashi-1	ʃə̄m / ʃə́m
597	heart	ABS-Missong-1	ìʃám / áʃám
598	heart	AGA-Missong-2	ɪ́ʃām / áʃáMú
599	blood	NVB-Abar-7	ánʃám / ánʃám~ńʃámmʷɪ̂
600	blood	ECL-Abar-8	ǹʃám / mʷɪ̀nʃám~ǹʃǎm
601	blood	NEM-Ajumbu-9	m̩̀fʷɪ́ɲ / m̩̀fʷɪ́nlə́
602	blood	KDC-Ajumbu-10	m̩̀fɥɪ́ɲ / m̩̀fɥɪ́ɲ
603	blood	ENB-Biya-1	ḿ̩fʲám / ḿ̩fʲám
604	blood	ICN-Biya-2	m̩̀fʲám / m̩̀fʲám
605	blood	NNB-Buu-3	ǹʃʷóm / ø
606	blood	MNJ-Buu-4	ǹʃóm / kə̀nʃómtə́
607	blood	KHK-Fang-12	lɪ́mə̄ / bə̀lɪ́mə̄
608	blood	DPN-Fang-13	lɪ́mə̄ / bə̀lɪ́mə̄
609	blood	JGY-Koshin-3	ŋ́fṹə̃́ / ø
610	blood	TEL-Koshin-4	ŋ́fṹə̃́ /  fṹã́
611	blood	KCS-Kung-3	nâm / ǹnám
612	blood	NJS-Kung-4	ǹnə́m / nɑ́mə̀
613	blood	NMN-Mundabli-3	m̀fə́ɦm / m̀fə̄ɦm mɪ́
614	blood	CEN-Mundabli-2	m̀fɒ́ɦm / m̀fɒ́ɦm
615	blood	NGT-Munken-3	ńʃām / ńʃâmə̀sə́
616	blood	NUN-Munken-4	ńʃām / ńʃámɪ̂
617	blood	MCA-Ngun-3	m̩̀fʲǎm / m̩̀fʲǎm
618	blood	KBM-Ngun-4	fʲám / m̩̀fʲǎm
619	blood	APB-Mumfu-1	ńdzâː / ńndzâːmə̌
620	blood	DNM-Mumfu-2	dzà~ndzâ / ndzâmɛ̌n~ndzàː
621	blood	BKB-Mashi-2	mʊ́ndzâːn / ø
622	blood	KFK-Mashi-1	mʊ́ndzâːn / ø
623	blood	ABS-Missong-1	fìndʒáhá ~ńdʒáhá~ándʒáhá / ándʒáhá ~àndʒáhá~
624	blood	AGA-Missong-2	àndʒáhá / àndʒáhámū
625	horn (head)	NVB-Abar-7	ɪ̀kpàhà / àŋkpàhàmʷɪ̀
626	horn (head)	ECL-Abar-8	ɪ̀kpàhà / kìkpàhà
627	horn (head)	NEM-Ajumbu-9	kpàsə̀ / kə́kpásə́~ákpâsə́
628	horn (head)	KDC-Ajumbu-10	kpâsə̀ / ákpásə̄~kə̀kpàsə̀
629	horn (head)	ENB-Biya-1	ɪ̀kpáhá / kə̀kpáhā
630	horn (head)	ICN-Biya-2	ɪ́kpáhá / ákpáhā
631	horn (head)	NNB-Buu-3	kə́te᷇ː / ńte᷇ː
632	horn (head)	MNJ-Buu-4	kə̄tēː / bə̀tēː
633	horn (head)	KHK-Fang-12	tə́kə̄ / bə̀tə́kə̄
634	horn (head)	DPN-Fang-13	tə́kə̄ / bə́tə́kə̄
635	horn (head)	JGY-Koshin-3	kə́tə̂ / bə́tə̂
636	horn (head)	TEL-Koshin-4	kə́tə̂ / bə́tə̂
637	horn (head)	KCS-Kung-3	ndɔ̄ŋ / sə̀ndɔ̄ŋ
638	horn (head)	NJS-Kung-4	ndɔ́ŋ / sə́ndɔ́ŋ
639	horn (head)	NMN-Mundabli-3	tɒ̂ː / tɒ̂
640	horn (head)	CEN-Mundabli-2	tɒ̂ɦː / tɒ̂ɦː
641	horn (head)	NGT-Munken-3	ɪ̀kpàhà / kìkpàhà
642	horn (head)	NUN-Munken-4	ɪ̀kpàhà / kíkpáhá
643	horn (head)	MCA-Ngun-3	ɪ̀kpáhá / kə̀kpáhā
644	horn (head)	KBM-Ngun-4	ɪ̀kpáhá / àkpàhà~kə̀kpàhà
645	horn (head)	APB-Mumfu-1	ʃɛ̂n / ʃɛ̂nyə̌
646	horn (head)	DNM-Mumfu-2	ʃɛ̄n / ʃɛ̂nyɛ̌n
647	horn (head)	BKB-Mashi-2	bwèwêtdzə́mə́ / bènʊ́dzə́m
648	horn (head)	KFK-Mashi-1	bwéwámɪ́dzə́m / bə́nàmɪ́dzə́m
649	horn (head)	ABS-Missong-1	fínʃa᷇ːŋ / ánʃa᷇ːŋ
650	horn (head)	AGA-Missong-2	ànʃâŋ / ànʃâŋmū
651	gizzard (fowl)	NVB-Abar-7	kə́kʷá~ákʷá / ɪ́kʷábî
652	gizzard (fowl)	ECL-Abar-8	kə̀ʃáhá / bíʃáhá
653	gizzard (fowl)	NEM-Ajumbu-9	kə̀tám / bə̀tám
654	gizzard (fowl)	KDC-Ajumbu-10	kə́tám / bə́tám
655	gizzard (fowl)	ENB-Biya-1	kə̀ntɔ̀m / bìntɔ̀m
656	gizzard (fowl)	ICN-Biya-2	kə̄kʷān / bìkʷān ~ kə̄kʷã̄ / bìkʷã̄
657	gizzard (fowl)	NNB-Buu-3	kə̀tʊ̀m / bə̀tʊ̀m
658	gizzard (fowl)	MNJ-Buu-4	kə̀tòːm / bə̀tòːm
659	gizzard (fowl)	KHK-Fang-12	ʃâːlə́ / ʃáːlə́
660	gizzard (fowl)	DPN-Fang-13	ʃàlə́ / ʃálə́
661	gizzard (fowl)	JGY-Koshin-3	ʃʲálə́ / ʃʲálə́
662	gizzard (fowl)	TEL-Koshin-4	ʃʲáːlə́ / tə́ʃʲáːlə́
663	gizzard (fowl)	KCS-Kung-3	sèʲ~sʲɪ̌ / sə̀sèʲ~sɪ̀sə́
664	gizzard (fowl)	NJS-Kung-4	séʲ / sə́séʲ
665	gizzard (fowl)	NMN-Mundabli-3	sěː / sé
666	gizzard (fowl)	CEN-Mundabli-2	sěː / sé
667	gizzard (fowl)	NGT-Munken-3	áʃóhâ / bíʃáhâ
668	gizzard (fowl)	NUN-Munken-4	áʃáhā / bíʃáhā~kíʃáhā
669	gizzard (fowl)	MCA-Ngun-3	ɪ̀ʃàm~ɪ̄ʃām / àʃàm~áʃám
670	gizzard (fowl)	KBM-Ngun-4	kə̀kʷò / ɪ̀kʷò
671	gizzard (fowl)	APB-Mumfu-1	ŋwɛ̀ʔn / ø
672	gizzard (fowl)	DNM-Mumfu-2	wɛ̀ʔn / ø
673	gizzard (fowl)	BKB-Mashi-2	ŋyàɲyə̀ / bʊ́ŋyàɲyə́
674	gizzard (fowl)	KFK-Mashi-1	ŋyàɲyə̀ / ø
675	gizzard (fowl)	ABS-Missong-1	ǹnànnə̀ / ø
676	gizzard (fowl)	AGA-Missong-2	n̄nánnə́ / bānánnə́
677	grass	NVB-Abar-7	kə̀nám~ànám/bìnám~ìnám
678	grass	ECL-Abar-8	kə̀nám / bìnám
679	grass	NEM-Ajumbu-9	kə́ɲʲâː / bə́ɲʲâː  
680	grass	KDC-Ajumbu-10	kə̀ɲʲà / bə̀ɲʲà
681	grass	ENB-Biya-1	kə̀nám / bìnám
682	grass	ICN-Biya-2	kə̀nám / bìnám
683	grass	NNB-Buu-3	kə́nám~kə́na᷇ːm / bə́na᷇ːmə́
684	grass	MNJ-Buu-4	kə́náːm / bə́náːm
685	grass	KHK-Fang-12	nɛ̀m / bə̀nɛ̀m
686	grass	DPN-Fang-13	nɛ̀m / bə̀nɛ̀m
687	grass	JGY-Koshin-3	ḿfʷã̂ː / tə́mfʷã̂ː
688	grass	TEL-Koshin-4	ŋ́fṹã̀ / tə́ŋfṹã́
689	grass	KCS-Kung-3	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ
690	grass	NJS-Kung-4	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ
691	grass	NMN-Mundabli-3	nʷòm / ɲʷôm~ńnʷôm
692	grass	CEN-Mundabli-2	yùə́n / ʃâːn
693	grass	NGT-Munken-3	bìnám / bínámə́
694	grass	NUN-Munken-4	ánám / bínám
695	grass	MCA-Ngun-3	kə̀nám~ànám / bìnám~ɪ̀nám
696	grass	KBM-Ngun-4	kə̀nám / bìnám
697	grass	APB-Mumfu-1	ø / ø
698	grass	DNM-Mumfu-2	ø
699	grass	BKB-Mashi-2	ántə́ŋ / bíntə́ŋ
700	grass	KFK-Mashi-1	ø / ø
701	grass	ABS-Missong-1	ʊ̄kwà / ìkwà
702	grass	AGA-Missong-2	ø / ø
703	root	NVB-Abar-7	ʊ̀gbɔ́ŋ / ɪ̀gbɔ́ŋókî
704	root	ECL-Abar-8	ɪ́gbɔ́ŋ~ʊ̀gbɔ́ŋ~ʊ̀gbɔ́ŋɔ́ / kɪ̄gbɔ́ŋ~ɪ̀gbɔ́ŋ
705	root	NEM-Ajumbu-9	gɔ̂ŋ / ágɔ̂ŋ
706	root	KDC-Ajumbu-10	gɔ̂ŋ~gɔ̀ŋ / ágɔ̂ŋ~àgɔ̀ŋ
707	root	ENB-Biya-1	ʊ̀gbó / ìgbóBIYA  ~ ʊ̀gbə́ / kə̀gbə́BIYA  ~ ʊ́gbɛ́ / ìgbɛ́ NGUN
708	root	ICN-Biya-2	ʊ̀gbə́ŋ / àgbə́ŋ
709	root	NNB-Buu-3	zɛ́n~zɛ̃́ŋ / kə́zɛ̂ŋtə́~kɛdzɛ̂ŋtə́
710	root	MNJ-Buu-4	dzɛ́ŋ / kə́dzɛ́ŋtə́nə́
711	root	KHK-Fang-12	ⁿgém / ⁿgéⁿkpə́
712	root	DPN-Fang-13	ⁿgɪ̀ⁿkpə́ / ⁿgɪ̀ⁿkpə́
713	root	JGY-Koshin-3	gbə̂ŋ / zə̂ŋ
714	root	TEL-Koshin-4	zə̀ŋ / zə̂ŋ
715	root	KCS-Kung-3	ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ
716	root	NJS-Kung-4	ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ
717	root	NMN-Mundabli-3	dzə̂ŋ / dzə̂ŋ
718	root	CEN-Mundabli-2	gbə̂ŋ / dzə̂ŋ
719	root	NGT-Munken-3	ógbɔ́ŋ / ágbɔ́ŋ
