"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"243","k.o mushroom (brown and soft on tree; edible)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bìntʃə́m / ø","bìntʃə́m / ø","bàhátʊ̀ / bàbàhátʊ̄","bàhátʊ̀ / bàbàhátʊ̄","tyǒː / tǒːtʊ̀","tyǒ / tótò~tyō",NULL,NULL,NULL,NULL,NULL,NULL
"244","slimy soup chaff",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fôɲúnə́wə́ / ø","fɔ̂ŋ / fóɲónə̀wə̀ ~fóŋɲónə́nó","úfyɛ̂ / ìfyɛ̂","ʊ́fyêː / ɪ́fyêːyí~ʊ́fye᷇wʊ̄","fîː / fîːwə̌","fìʊ̀sìahó~fìʊ̀sìa / fìkìsìakə~fìʊ̀sìà",NULL,NULL,NULL,NULL,NULL,NULL
"245","huckleberry (njamanjama)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fìnsʊ́nʊ́ / mùnsʊ́nʊ́","fìnsʊ̌n / mùnsʊ̌n","ʊ̀tútòː / bàtútòː","ʊ́tʊ́tʊ̀ / bàtʊ́tʊ́","tótʊ̀bə́lɛ́ː / tótʊ̀bə̀lɛ̄ːbə́","tótò / tótòbə́~tótò",NULL,NULL,NULL,NULL,NULL,NULL
"246","soup",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","màːgǐː / bʊ̀màːgǐː","fìndìbàŋ / mùndìbàŋ","ø / ø","tsák / tsákbə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"247","slimy soup",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ámbwɪ̂yə́ / ø","ámbwɪ̂yə́ / bímmbwɪ́yə́","bàhátókítúā / bàbàhátókítúā","kɪ́tʊ́ā / bítʊ́ābí","ńtʃɔ́m / ńtʃɔ́mmə́","ńtʃɔ̄ːm~tʃɔ̄m / ǹtʃɔ̄ːmə́~tʃɔ̀m",NULL,NULL,NULL,NULL,NULL,NULL
"248","pepper","ʃìntó~ǹtó/mʊ̀ntó~ǹtó","ʃìntǒː / mʊ̀ntǒː","fə̀ⁿtó / m̩̀tó","fə̀ⁿtó / ǹ̩tó:lə́~m̩̀tó:lə́","m̀fʷàhà / bàmfʷáhá~bə̀mfʷáhá","m̀fʷàhà / m̀fʷàhà","tô / bə̀tô","to᷇ː / bə̀to᷇ː","ⁿtɔ́tɔ̀ / bə̀ⁿtɔ́tɔ̀","ⁿtótò / bə̀ⁿtótò","ǹtô / bə̀ntô","ǹtô / bə̀ntô","kə̄mgbāŋ /ʊ́mgbáŋ","kə́mgbáŋ /ʊ́mgbáŋ",NULL,NULL,NULL,NULL,NULL,NULL,"tɔ́tɔ̀ / tɔ́tɔ̀bɪ́","ǹtɒ́tɒ̀ / ǹtɒ́tɒ̀","m̀fàhà / ḿfáhá","ɱ̀fáhálʲǒ / bə̀fʷáhá","ǹtó~ⁿfʷáhá / ⁿfʷáhá","ⁿfʷáhá / bɛ̀ⁿfʷáhá"
"249","native maggi spice ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ámbwɪ́yə̄ / bíntʃə́mbíámbwɪ̂yə́","ámbwɪ́yə̄ / bínmbwɪ́yə́ ~ bíntʃə́mbíámbwɪ̂yə́","fítúā / kítúā","kɪ́tʊ́ā / bítʊ́ābí","ńtʃɔ́m / ńtʃɔ́mmə́","ǹtʃɔ̄ːm~ntʃɔ̀m / ǹtʃɔ̄ːmə́~ǹtʃɔ̀m",NULL,NULL,NULL,NULL,NULL,NULL
"250","calcium carbonate (kangwa)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mʊ́mê ~ mêː /ø","mûmmɛ̂ ~ ḿmɛ̂","fìŋkǒː / àŋkǒː","àŋkó/àŋkǒmū","myé / myémə́","myɛ́ / myɛ́",NULL,NULL,NULL,NULL,NULL,NULL
"251","calcium carbonate (liquid)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"252","yellow soup",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"byāk / byākyə́","byāk / byák","m̀byɛ́ː / bàmbyɛ́ː","mbyé / bàmbyébʊ́","ǹʃùː / ǹʃù~ńʃûːyə̌","ǹʃə̀ʊ̀~ǹʃùː / ńʃə́ʊ̀bə́~nʃûː",NULL,NULL,NULL,NULL,NULL,NULL
"253","oil","ŋkʷǒː~àŋkʷó / ŋ̀kǒːmʷɪ̂","ŋ̀kʷǒː / mʷɪ̀ŋ̀kʷó","ḿ̩kʊ́ŋ / ḿ̩kʊ́ŋmə̄","ḿ̩kʊ́ŋ / ḿ̩kʊ́ŋ","ŋ̩́kʷú~fíŋkʷú / ŋ̀kʷúŋmə̄","ŋ̩̀kʊ̃̌ː / ŋ̩̀kʊ̃̌ː","mʲé / ø","míé / màmíētə̄","kʷə́lə́m / kʷə́lə́m","kʷʊ́lə́m~fə̀ŋkʊ́kə̄ / kʷʊ́lə́m~kʷə́lə́m","mí / ø","ø ~ mɪ́ / mɪ̂ː (dʊ̄ːlə́)","m̀bvə́ / fə̀mbvə́","ḿvə̂m / ḿbvə́","ándʊ́n / bìndʊ́n","bìyáŋ / bíyáŋ","ìbǎ / íbá","ɪ̀bá / ɪ́báyī","sóːm / ʃɔ́m","ʃɔ́m~ʃɔ̄ʔm / ʃɔ̄mbɛ́n~ʃɔ̀ʔm","míé / mīē mɪ́","mʲə́ / ḿmʲə́","ŋ̀kʷɛ̀ / ŋkʷɛ̀sə́","ŋ̀kʷɛ̄ / ŋ̀kʷɛ̄","kə̀bò~ŋ̩́kʷú / ŋ̩́kʷú","ŋ̩̀kʷʊ̌ː / ŋ̩̀kʷʊ̌ː"
"254","palm oil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","ø / ø","ø / ø","kɪ́tʃɔ̌ː / bítʃɔ̌ːbī","ø / ø","ø",NULL,NULL,NULL,NULL,NULL,NULL
"255","palm tree","àbʷò~kə́bʷôː / ɪ́bʷôːbî","kə́bʷô~àbʷò / bíbʷô","ⁿfɥū / àⁿfɥʊ̀","m̩̀fɥù / àmfɥù","ⁿbɛ̌ː / bàⁿbɛ̌ː~bə̀ⁿbɛ̌ː","m̩̀bᴂ̌ / àbó","ʃʷóm  / kə́ʃʷômtə́","ʃʷōm  / kə́sɔ́mtə́","sɔ́m/sɔ́ːm","sɔ́m/sɔ́m","ʃʷām / ʃʷántʲɪ̃̀","ʃʷám / ʃʷáːm","ʊ́sɔ́m / sɔ́ː","ʊ́sɔ́m / ə́sɔ́m","àbáŋkíbyāŋ / bìbáŋbìbyāŋ","ábáŋ / bíbáŋ","kíbɔ́ː / bíbɔ́ː","kɪ́bó / bìbóbī","ndɛ̄ʔn / ndɛ̂ʔnyə̌","ø","ǹʃùː / ńʃû","ǹʃʷù / sɒ́ɦm","mbɪ́nə́ / ábɛ́","m̀mbénə̀ / bèmbénə́","kə̀bɛ̀ː~àbɛ̀ː / bìbɛ̀ː~ɪ̀bɛ̀ː","kə́bɛ̂ː / ábɛ́~ɪ̀bɛ̌"
"256","palm nut","ɪ̀bʷó / ɪ̀bʷóhɛ̀~ɪ̀bʷówɛ̀~ɪ́bʷó","ɪ̀bʷó / ɪ̄bʷó~ḿbʷó","bì / bí","bì / kə̀bílə́","ìbǒː / ìbó","ɪ̀bó / ɪ́bó","kə́ʃʷóm / bə́ʃʷóm","kə́sóːmə́ / bə́ʃʷóm","bə́lə̄ / bə̀bə́lə̄","bə́lə̄ / bə́bə́lə̄","tsã̀ŋə̂bǐː / tsâŋbî","tsàŋə́bîː / tsâŋbîː","kə̀ba᷇ːŋ / ùba᷇ːŋ","kə̀ba᷇ːŋ / ʊ̀ba᷇ːŋ","tsō / tsó","tsō / tsó","ɪ̀tsə̀ŋ / ɪ́tsə̂ŋ","ɪ́tsə̂ŋ / ɪ́tsə᷇ːŋyī","kyâŋ / kyâŋyə̌","kyâŋ / kyâŋyɛ́n~kyâŋ̄","yîʃʷɒ́m / yīʃʷɒ́m","sʷóm / ʃʷɒ́ɦm","ɪ̀bɛ́ / kìbɛ́","ɪ̀bɛ̌ / ɪ́bɛ́","ɪ̀bɛ́ / bìbɛ́~ɪ̀bɛ́","ɪ́bɛ́ / àbɛ́~kə̀bɛ́"
"257","palm flower",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"sə́kyɪ̀ndʊ́n / ø","sə́kyɪ̀ndʊ́n / ø","kìtʃám / bìtʃám","ø / ø","sɛ́ / sɛ̄ːbə́","msɛ́kyâŋ / ø",NULL,NULL,NULL,NULL,NULL,NULL
"258","palm cone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","ø / ø","ø / ø","ø / ø","ɲʊ̀k / ɲʊ̂kyə̌","ø",NULL,NULL,NULL,NULL,NULL,NULL
"259","kernel (uncracked)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fyàːtə̀ / m̀fyâptə̀","fyáːtə̀ / fyâːptə́","kìntsə̀m / bìntsə̀m ~","ɪ́fʊ̂ / ɪ́fʊ᷇ːyī","kékyə̀m / kékyə̂mbə̌","byânfʊ̄ / byânfʊkə́",NULL,NULL,NULL,NULL,NULL,NULL
"260","kernel chaff",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mbyàtí / mbyátí","mbyàtí / mbyátí","ídʒínə́ / ádʒínə́ ~kídʒínə́","kɪ́dʒínə́kɪ̄ / bídʒínə́bī","ndzɛ́ː / ndzɛ̄ːbə́","ńzɛ̄ː / s̀zɛ̄ːbə́",NULL,NULL,NULL,NULL,NULL,NULL
"261","palm cotton",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"àntáːn / bìntáːn","àntáːn / bìntán","kífə᷇ːm / bífə᷇ːm","kɪ́wɛ᷇ː / bíwɛ᷇ːbí","ŋkyɛ̀~ŋkyə́àbɛ̀ːdzə̂m / ŋkyə̀~ŋkyə́bə́àbɛ̀ːdzə̂m","ŋ̀ké / ŋ̀kébə́",NULL,NULL,NULL,NULL,NULL,NULL
"262","palm bamboo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"dzɪ̀n / dzɪ̂n","dzɪ̀n / dzɪ̂n","ìyùà / ìyúà","ɪ́yúā / ɪ́yúāyí","ŋkŋyɔ̄~ŋkyə̄ / ŋkyə̄~ŋkyə̄bə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"263","palm frond",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"264","palm beetle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","ø / ø","ø / ø","kɪ́tʃóː / bìtʃǒːbī","tsōk~tsôʔ / tsòk~tsóʔòbə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"265","palm maggot (grub)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"266","barren palm broom ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"átáŋnə̄ / bítáŋnə̄","átáŋnə̄ / bítáŋnə̄","kíbáːlə̄ / bíbáːlə̄","ɪ̀ʃə̀ŋ / ɪ́ʃə̄ŋyī","bɛ̀ː~bɛːkyàŋ / bɛ̄ː~bɛːkyâŋbə̌","bɛːkyàŋ / bɛ́bɛkyàʔŋkɛ̌n",NULL,NULL,NULL,NULL,NULL,NULL
"267","palm barren fruit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mʊ́kə̌ŋmʊ̀bìndʊ́n / ø","mʊ́kə̌ŋmʊ̀ndʊ́n / ø","fínláŋ / ánláŋ","ánláŋ / ànlǎŋmū","ŋkə̀ŋ~ŋkə᷇ːŋ / ŋkə̀ŋ~ŋkə̀ŋmə́","ŋkə̀ŋ / ø",NULL,NULL,NULL,NULL,NULL,NULL
"268","pestle (palm nut)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"269","kernel shell (bark)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"270","kernel oil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"271","palm cone (empty)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kpêʊ̀byáŋ / ø","mkpêwúbyǎŋ / mpkéwìbyǎŋ ~ bíntʃə́mbîbyǎŋ","àɲyěbá / ø~fìɲyɪ̌bá / àɲyɪ̌bá","àɲyɛ̌ːbá / àɲyɛ̌ːbábʊ̄","ŋgīːʃɔ̄m / ŋgīːʃɔ́mmə́","ŋgíʃɔ́m / ŋgìʃɔ́mmə́",NULL,NULL,NULL,NULL,NULL,NULL
"272","datepalm",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ḿmbî","múmbîː / ø","àmbá / àmbámú","àmbá / àmbámū","mbíː / mbíːmə́","mbí~mbiːmə́ / mbímə́~mbíːmɛ́n",NULL,NULL,NULL,NULL,NULL,NULL
"273","young palm tree",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"274","mbanga soup",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"275","wine (palm, raffia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","tsōwíbyǎŋ / tsówɪ̄byáŋ","ø / ø","ʊ̀tʊ̀ŋɪ́bá / ʊ̀tʊ̀ŋɪ́báwū","kɪ̄ / kɪ̄ːbə́","kɪ́ʃɔ́m~kɪ̀ʃɔ́ṃ̄ / kɪ̀ʃɔ́ṃ̄",NULL,NULL,NULL,NULL,NULL,NULL
"276","outer palm nuts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"lōːwɪ́byǎŋ / lɔ̄ŋnʊ̀byáŋ","ló / lɔ́ŋ","fìmyǎːm / mùmyǎːm","fìmyǎm/àmyǎːmmū~mumyǎmɪ́bá","ŋ̀kwɛ́ʔn / ŋ̀kwɛ̀ʔnbə́","ɲɛ᷇m~ɲɛ᷇ːm / ɲɛ̄mmə́~ɲɛ̂m ",NULL,NULL,NULL,NULL,NULL,NULL
"277","fibre - palm (rope)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"278","empty palm cone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"279","inner palm nuts (cone)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"280","Cone (palmnut)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"281","Cone (nuts removed)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"282","Palm frond rope",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"283","barren palm cone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"284","palmnuts(cracked)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"285","Palmnut (ripe, uncracked)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"286","palm thorns",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"àntsàklə̀kímê  / bintsàklə̀kímê","ásěːntə́ / bíseːntə̄","ìʃə̀ŋ / kíʃə́ŋnœ̄~áʃə́ŋ","ɪ̀ʃə̀ŋ / ɪ̀ʃə̀ŋyí","ʃyâŋ / ʃyâŋwə́","ʃàŋ~ʃâŋ / ø",NULL,NULL,NULL,NULL,NULL,NULL
"287","palm margot (yellow, destroys young palms)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"288","barren-palm-flower",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ǹtɔ̀ŋɔ̀wɪ́náŋ / bʊ̀ntɔ̀ŋɔ̀bʊ́náŋ","ǹtɔ̀ŋɔ̀ ~ ǹtɔ̀ŋɔ̀wɪ̀náŋ / bʊ̀ntɔ̀ŋɔ̀ ~  bʊ̀ntɔ̀ŋɔ̀bʊ́náŋ","ø / ø","ɪ́fʊ̂ː / ɪ́fʊ᷇ːyí","stɛ̂ːn tsɛ̀ːnyə̂","tsɛ̀n / tsɛ̂nyə̌",NULL,NULL,NULL,NULL,NULL,NULL
"289","oil chaff",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ɲyó / náŋ","ɲyó / náŋ","ʊ́fô / ífô","ʊ́fʊ̂ / ɪ́fʊ́yī","tāmtsɛ̀m / tāmtsɛ̀mbə̌","támtsɛ̀n / ø",NULL,NULL,NULL,NULL,NULL,NULL
"290","kernel","ɪ̀tsàŋ /ɪ̄tsáŋŋɛ̂","ɪ̀tsàŋ / ɪ̄tsáŋ","tsò / tsô","tsò / kə́tsôːlə̀","ɪ̀tsʊ̀ŋ / ìtsʊ́ŋ~kə̀tsʊ́ŋ","ɪ̀tʃə̀ŋ / ìtʃə́ŋ~ɪ̄tʃə́ŋ","tsàŋ / kə́tsâŋtə́ ~ tsâŋ~tsáŋə́","tsàŋ / kə̄tsáŋtə́","tsì / tsí","tsī / tsí","tsàŋə́ ~ tsã̀ə̃́ / tsâŋ","tsàŋə́yìkə̀ntáŋə̀ / tsàŋbə̀ntáŋə̀","kʷo᷇ / sə̀kʷó","ɪ̀kǒː / sə̀kǒː","ndzə̀ŋnɪ̀ / bʊ̀ndzə̀ŋnɪ̀","ndzə̀ŋ / mndzə̀ŋ","kìfyɛ̀ / ìfyɛ̂~","ɪ́fʊ́ə̀ntī / ɪ́fʊ́yə̂ntǐ","tsɛ̂n / tsɛ̂nyə́","ø","tʃǎŋ~tsǎŋ / tsǎŋ~tsāŋ","tʃǎːŋ / tsâŋ","ɪ̀tsàŋ / ɪ̀tsáŋ","ɪ̀tsàŋ / ɪ̀tsáŋ~ɪ́tsáŋ","ìtsʊ́ŋ / bìtsʊ́ŋ~ɪ̀tsʊ́ŋ","ìtsʊ̀ŋ / ɪ̄tsʊ́ŋ~ātsʊ́ŋ~ɪ́tsʊ́ŋ"
"291","raffia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ɲó~ɲʊ́ / náŋ","ɲyó / nāŋ","ʊ́fô / ɪ́fô","ɪ́fʊ̂ː / ɪ́fʊ᷇ːyī ~ ʊ́sɔ́hɔ́ / ɪ́sɔ́hɔ́","fʊ̂ː / fôː","fʊ̀ː~fûː / fʊ̂ːkə̌~fûː",NULL,NULL,NULL,NULL,NULL,NULL
"292","raffia fruit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"293","raffia fibre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"dó / dɔ́b","dó / dɔ́b","ídɛ̂ː / ádɛ̂ː","ɪ́dɛ̂ː / ádɛ̄ːwū","ŋkyɛ̄ / ŋkyɛ̄ːmə́","dɔ̂ː / ø",NULL,NULL,NULL,NULL,NULL,NULL
"294","raffia bamboo","ʊ̀fʊ́ / ɪ́fʊ́wɛ̀","ʊ̀fú / kìfú","fɥû~fǜ / kə́fɥûlə̀","fɥʊ̂/ kə́fɥʊ̂lə̀","ʊ̀fú / ɪ̀fú~kə̀fú","ʊ̀fú / ɪ̀fú","fûː / kə́fûːtə́","fʊ᷇ː / kə́fʊ᷇ːtə̄","fə́mə́ / bə̀fə́mə́","fúmə́ / bə́fúmə́","fʊ́bə́ / fʷə̂","fóbə́ / fʷə̂","ʊ̀lə̂ŋ / sə̀lə̂ŋ","ʊ̀lə̂ŋ / sə̀lə̂ŋ",NULL,NULL,NULL,NULL,NULL,NULL,"fù / fô","fû / fóʊ̀","ʊ̀fʊ́ / kífʊ́","ʊ́fú / ɪ́fú","ʊ̀fú / bìfú~ɪ̀fú","ʊ̀kʷa᷇ː / ɪ́kʷa᷇ː~ákʷa᷇ː"
"295","indian-bamboo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"296","beans",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"báːlɪ́ / báːlɪ́","báːlɪ́ / báːlɪ́","báːlɪ́ / bàbáːlɪ́","bìntʃʊ́ŋbə́ / bìntʃʊ́ŋbə́bí","báːlɪ́ / báːlə́bə́","mʊ̀kʊ̀~kɪ̀mùkù",NULL,NULL,NULL,NULL,NULL,NULL
"297","tree beans",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ŋgàːrɪ́ / ø","ŋgàɣrɪ́ / ø","fìmə́nə́bìlókʊ̀ / ámə́nə́bìlókʊ̀","ámə́nə́mìlókʊ̀ / ámə́nə́bìlókʊ́mú","mbʊ́nlókō / mbʊnlókòmə́","mbʊ́nlókó / mbʊ́nlókómɛ́n",NULL,NULL,NULL,NULL,NULL,NULL
"298","Beans (from Kom)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mbêːn / mbên","mbêːn / mbêːn","ø / ø","ø / ø","byân / byânkə̄","mɛ̂k / mɛ̂k",NULL,NULL,NULL,NULL,NULL,NULL
"299","groundnut pudding",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fìtʃìntʃwá~fítʃə̀ntʃwà / átʃə̀ntʃwà","fítʃə̀ntʃwà / átʃə̀ntʃwàː",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"300","garri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ǹtsán / ø","ǹtsán / ø",NULL,NULL,"ǹtsə̀ntɛ́ʔàwòː / ǹtsə̀ntɛ́ʔnmə́àwò","ńtsíntsɛ́ʔn~mòŋwǒmə́ / ǹtsìntsɛ́ʔmɛ́n~mùmbyɛ̀nmə́",NULL,NULL,NULL,NULL,NULL,NULL
"301","milk",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bə́ŋ / ø","bə́ŋ / ø",NULL,NULL,"ǹtsə̀ntsɛ́ʔn / ǹtsə̀ntsɛ́ʔnmə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"302","egussi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bí / bə́ŋ","bí / bə́ŋ","fìtʃìntʃúá ~fìtʃìntʃwá / átʃœ́ntʃwá ~àtíntʃwá","ántʃúntʃwà / ántʃúntʃwa᷇ːmū","tɔ̌ŋntsə̀ntsɛ́n / tɔ̄ŋtsə̀ntsɛ́nbə́","tɔ̌ntsɪ̀ntsɛ́ʔn / tɔ̀ntsɪ̀ntsɛ́n",NULL,NULL,NULL,NULL,NULL,NULL
"303","egussi uncracked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"lêt / ø","lêt / ø","ø / ø","ádɛ̂ː / ádɛ᷇ːwū~ɪ́dɛ᷇ː / ádɛ᷇ː","dɔ̂ː / dɔ̂ːwə̌","dɔ̂ː~dɔ̂ / ø",NULL,NULL,NULL,NULL,NULL,NULL
