Doculect	Segment	Zscore	Normedcount	SalienceScore
FBCBiya8	w	-1.14	12	-14
FBCBiya8	z	-0.6	14	-8
FBCBiya8	zː	-0.14	0	0
FBCBiya8	²¹	-0.14	0	0
FBCBiya8	³	-0.35	55	-19
FBCBiya8	³¹	-0.2	0	0
FBCBiya8	³⁵	-0.14	0	0
FBCBiya8	¹	0.9	350	315
FBCBiya8	¹³	-0.09	1	0
FBCBiya8	¹⁵	-0.39	26	-10
FBCBiya8	ã	0.07	1	0
FBCBiya8	ãː	-0.33	0	0
FBCBiya8	æ	0.13	1	0
FBCBiya8	æː	-0.2	0	0
FBCBiya8	æ̃	5.05	1	5
FBCBiya8	õ	-0.34	0	0
FBCBiya8	õː	-0.31	0	0
FBCBiya8	ø	-0.23	1	0
FBCBiya8	øː	-0.28	0	0
FBCBiya8	ĩ	0.31	1	0
FBCBiya8	ĩː	-0.14	0	0
FBCBiya8	ŋ	-0.18	76	-14
FBCBiya8	ŋm	0.77	5	4
FBCBiya8	ŋmʷ	-0.14	0	0
FBCBiya8	ŋʷ	-0.34	0	0
FBCBiya8	ŋˤ	-0.14	0	0
FBCBiya8	œ	-0.36	0	0
FBCBiya8	œː	-0.29	0	0
FBCBiya8	œ̃	7.21	1	7
FBCBiya8	ũ	0.37	1	0
FBCBiya8	ũʱ	-0.14	0	0
FBCBiya8	ũː	-0.24	0	0
FBCBiya8	ɑ	-0.07	1	0
FBCBiya8	ɑː	1.01	1	1
FBCBiya8	ɑ̃	-0.14	0	0
FBCBiya8	ɑ̃ː	-0.14	0	0
FBCBiya8	ɒ	-0.32	0	0
FBCBiya8	ɒː	-0.28	0	0
FBCBiya8	ɒ̃	-0.14	0	0
FBCBiya8	ɒ̃ː	-0.14	0	0
FBCBiya8	ɔ	-0.04	27	-1
FBCBiya8	ɔː	0.02	4	0
FBCBiya8	ɔ̃	-0.23	0	0
FBCBiya8	ɔ̃ː	-0.19	0	0
FBCBiya8	ɘ	-0.34	0	0
FBCBiya8	ɘː	-0.29	0	0
FBCBiya8	ə	0.32	221	70
FBCBiya8	əː	0.3	8	2
FBCBiya8	əˠ	-0.14	0	0
FBCBiya8	ə̃	1.71	2	3
FBCBiya8	ə̃ː	-0.2	0	0
FBCBiya8	ɛ	-0.5	14	-7
FBCBiya8	ɛː	-0.47	4	-2
FBCBiya8	ɛ̃	0.93	2	2
FBCBiya8	ɛ̃ː	4.67	3	14
FBCBiya8	ɠ	-0.14	0	0
FBCBiya8	ɣ	-0.46	0	0
FBCBiya8	ɥ	-0.61	0	0
FBCBiya8	ɦ	-0.24	0	0
FBCBiya8	ɦː	-0.16	0	0
FBCBiya8	ɨ	-0.03	2	0
FBCBiya8	ɨː	-0.34	0	0
FBCBiya8	ɨ̃	2.05	2	4
FBCBiya8	ɪ	1.32	118	156
FBCBiya8	ɪː	-0.8	1	-1
FBCBiya8	ɪ̃	-0.26	0	0
FBCBiya8	ɪ̃ː	-0.22	0	0
FBCBiya8	ɯ	-0.2	0	0
FBCBiya8	ɱ	0.94	1	1
FBCBiya8	ɲ	-0.83	9	-7
FBCBiya8	ɲʲ	1.86	5	9
FBCBiya8	ɲʷ	-0.4	0	0
FBCBiya8	ɳ	-0.14	0	0
FBCBiya8	ʃ	-0.59	11	-7
FBCBiya8	ʃʲ	-0.32	1	0
FBCBiya8	ʃʷ	-0.4	0	0
FBCBiya8	ʉ	-0.26	0	0
FBCBiya8	ʉʱ	-0.14	0	0
FBCBiya8	ʉː	-0.14	0	0
FBCBiya8	ʊ	1.17	103	121
FBCBiya8	ʊʱ	-0.47	0	0
FBCBiya8	ʊʱː	-0.14	0	0
FBCBiya8	ʊː	-0.22	5	-1
FBCBiya8	ʊ̃	-0.38	0	0
FBCBiya8	ʊ̃ː	1.88	1	2
FBCBiya8	ʊ̤	-0.14	0	0
FBCBiya8	ʒ	-0.6	0	0
FBCBiya8	ʒʷ	-0.2	0	0
FBCBiya8	ʔ	-0.4	2	-1
FBCBiya8	β	-0.35	0	0
FBCBiya8	βʷ	-0.14	0	0
FBCBiya8	ẽ	2.82	1	3
FBCBiya8	ẽː	7.21	1	7
FBCBiya8	⁴⁵	-0.14	0	0
FBCBiya8	⁵	0.6	326	194
FBCBiya8	⁵³	0.56	21	12
FBCBiya8	⁵¹	-1.76	18	-32
FBCBiya8	ⁿb	-0.37	0	0
FBCBiya8	ⁿbʷ	-0.37	0	0
FBCBiya8	ⁿd	-0.45	0	0
FBCBiya8	ⁿdʷ	-0.14	0	0
FBCBiya8	ⁿt	-0.4	0	0
ICNBiya2	a	0.26	139	37
ICNBiya2	aː	1.1	34	38
ICNBiya2	b	-0.3	65	-20
ICNBiya2	bʷ	-0.66	1	-1
ICNBiya2	d	0.43	35	15
ICNBiya2	dzʷ	-0.2	0	0
ICNBiya2	dʒ	-0.15	15	-2
ICNBiya2	dʒʷ	-0.22	0	0
ICNBiya2	dʷ	-0.19	0	0
ICNBiya2	e	-0.73	9	-7
ICNBiya2	eː	-0.45	3	-1
ICNBiya2	f	0.55	61	34
ICNBiya2	fʲ	-0.6	0	0
ICNBiya2	fʷ	-0.59	0	0
ICNBiya2	g	-0.69	9	-6
ICNBiya2	gb	-1.69	3	-5
ICNBiya2	gʷ	-0.31	0	0
ICNBiya2	h	0.1	17	2
ICNBiya2	i	-0.18	50	-9
ICNBiya2	iː	-0.63	4	-3
ICNBiya2	j	-0.07	36	-2
ICNBiya2	k	0.76	132	100
ICNBiya2	kp	0.92	21	19
ICNBiya2	kpʳʷ	-0.2	0	0
ICNBiya2	kpʷ	7.21	1	7
ICNBiya2	kx	-0.33	1	0
ICNBiya2	kʰ	-0.14	0	0
ICNBiya2	kʲ	-0.4	0	0
ICNBiya2	kʷ	-0.35	3	-1
ICNBiya2	l	0.03	30	1
ICNBiya2	m	0.56	103	58
ICNBiya2	mʷ	-0.56	0	0
ICNBiya2	n	0.38	114	44
ICNBiya2	nʷ	-0.2	0	0
ICNBiya2	o	-0.93	18	-17
ICNBiya2	oː	-0.59	4	-2
ICNBiya2	p	0.42	4	2
ICNBiya2	q	-0.14	0	0
ICNBiya2	r	0.0	1	0
ICNBiya2	s	0.43	34	14
ICNBiya2	sʷ	-0.14	0	0
ICNBiya2	t	0.69	54	37
ICNBiya2	ts	-0.98	4	-4
ICNBiya2	tsʷ	-0.24	0	0
ICNBiya2	tsː	-0.14	0	0
ICNBiya2	tʃ	0.56	16	9
ICNBiya2	tʃʷ	-0.41	0	0
ICNBiya2	tʰ	-0.24	0	0
ICNBiya2	tʲ	-0.35	0	0
ICNBiya2	tʷ	-0.43	0	0
ICNBiya2	tˢ	-0.14	0	0
ICNBiya2	u	2.11	48	101
ICNBiya2	uʱ	0.48	2	1
ICNBiya2	uː	0.08	3	0
ICNBiya2	uːʱ	-0.14	0	0
ICNBiya2	v	-0.45	0	0
ICNBiya2	vʷ	-0.24	0	0
ICNBiya2	w	0.32	37	12
ICNBiya2	z	-0.39	17	-7
ICNBiya2	zː	-0.14	0	0
ICNBiya2	²¹	-0.14	0	0
ICNBiya2	³	0.19	71	13
ICNBiya2	³¹	-0.2	0	0
ICNBiya2	³⁵	-0.14	0	0
ICNBiya2	¹	-0.92	230	-212
ICNBiya2	¹³	0.58	2	1
ICNBiya2	¹⁵	-0.23	29	-7
ICNBiya2	ã	0.58	2	1
ICNBiya2	ãː	-0.33	0	0
ICNBiya2	æ	-0.25	0	0
ICNBiya2	æː	-0.2	0	0
ICNBiya2	æ̃	-0.2	0	0
ICNBiya2	õ	-0.34	0	0
ICNBiya2	õː	1.32	1	1
ICNBiya2	ø	-0.54	0	0
ICNBiya2	øː	-0.28	0	0
ICNBiya2	ĩ	-0.26	0	0
ICNBiya2	ĩː	-0.14	0	0
ICNBiya2	ŋ	-0.49	68	-33
ICNBiya2	ŋm	0.25	3	1
ICNBiya2	ŋmʷ	-0.14	0	0
ICNBiya2	ŋʷ	-0.34	0	0
ICNBiya2	ŋˤ	-0.14	0	0
ICNBiya2	œ	-0.36	0	0
ICNBiya2	œː	-0.29	0	0
ICNBiya2	œ̃	-0.14	0	0
ICNBiya2	ũ	-0.28	0	0
ICNBiya2	ũʱ	-0.14	0	0
ICNBiya2	ũː	-0.24	0	0
ICNBiya2	ɑ	-0.47	0	0
ICNBiya2	ɑː	-0.4	0	0
ICNBiya2	ɑ̃	-0.14	0	0
ICNBiya2	ɑ̃ː	-0.14	0	0
ICNBiya2	ɒ	-0.32	0	0
ICNBiya2	ɒː	-0.28	0	0
ICNBiya2	ɒ̃	-0.14	0	0
ICNBiya2	ɒ̃ː	-0.14	0	0
ICNBiya2	ɔ	1.13	43	48
ICNBiya2	ɔː	-0.46	2	-1
ICNBiya2	ɔ̃	-0.23	0	0
ICNBiya2	ɔ̃ː	-0.19	0	0
ICNBiya2	ɘ	-0.34	0	0
ICNBiya2	ɘː	-0.29	0	0
ICNBiya2	ə	-0.09	181	-17
ICNBiya2	əː	-0.51	2	-1
ICNBiya2	əˠ	-0.14	0	0
ICNBiya2	ə̃	-0.56	0	0
ICNBiya2	ə̃ː	-0.2	0	0
ICNBiya2	ɛ	-0.46	15	-7
ICNBiya2	ɛː	-0.94	1	-1
ICNBiya2	ɛ̃	-0.32	0	0
ICNBiya2	ɛ̃ː	-0.28	0	0
ICNBiya2	ɠ	-0.14	0	0
ICNBiya2	ɣ	-0.39	1	0
ICNBiya2	ɥ	-0.54	1	-1
ICNBiya2	ɦ	-0.24	0	0
ICNBiya2	ɦː	-0.16	0	0
ICNBiya2	ɨ	-0.68	0	0
ICNBiya2	ɨː	-0.34	0	0
ICNBiya2	ɨ̃	-0.24	0	0
ICNBiya2	ɪ	0.66	90	60
ICNBiya2	ɪː	-1.19	0	0
ICNBiya2	ɪ̃	-0.26	0	0
ICNBiya2	ɪ̃ː	-0.22	0	0
ICNBiya2	ɯ	-0.2	0	0
ICNBiya2	ɱ	-0.44	0	0
ICNBiya2	ɲ	-0.51	14	-7
ICNBiya2	ɲʲ	-0.79	0	0
ICNBiya2	ɲʷ	-0.4	0	0
ICNBiya2	ɳ	-0.14	0	0
ICNBiya2	ʃ	-0.5	12	-6
ICNBiya2	ʃʲ	-0.59	0	0
ICNBiya2	ʃʷ	-0.4	0	0
ICNBiya2	ʉ	-0.26	0	0
ICNBiya2	ʉʱ	-0.14	0	0
ICNBiya2	ʉː	-0.14	0	0
ICNBiya2	ʊ	0.5	82	41
ICNBiya2	ʊʱ	-0.47	0	0
ICNBiya2	ʊʱː	-0.14	0	0
ICNBiya2	ʊː	0.19	8	1
ICNBiya2	ʊ̃	2.74	2	5
ICNBiya2	ʊ̃ː	1.88	1	2
ICNBiya2	ʊ̤	-0.14	0	0
ICNBiya2	ʒ	-0.6	0	0
ICNBiya2	ʒʷ	-0.2	0	0
ICNBiya2	ʔ	-0.5	0	0
ICNBiya2	β	-0.35	0	0
ICNBiya2	βʷ	-0.14	0	0
ICNBiya2	ẽ	-0.23	0	0
ICNBiya2	ẽː	-0.14	0	0
ICNBiya2	⁴⁵	-0.14	0	0
ICNBiya2	⁵	2.07	399	827
ICNBiya2	⁵³	-0.2	12	-2
ICNBiya2	⁵¹	-1.6	21	-34
ICNBiya2	ⁿb	-0.37	0	0
ICNBiya2	ⁿbʷ	-0.37	0	0
ICNBiya2	ⁿd	-0.45	0	0
ICNBiya2	ⁿdʷ	-0.14	0	0
ICNBiya2	ⁿt	-0.4	0	0
JGYKoshin3	a	-0.36	114	-42
JGYKoshin3	aː	-1.33	5	-7
JGYKoshin3	b	0.06	72	5
JGYKoshin3	bʷ	0.1	4	0
JGYKoshin3	d	-0.4	21	-8
JGYKoshin3	dzʷ	-0.2	0	0
JGYKoshin3	dʒ	0.75	26	20
JGYKoshin3	dʒʷ	-0.22	0	0
JGYKoshin3	dʷ	6.44	4	26
JGYKoshin3	e	-0.1	18	-2
JGYKoshin3	eː	0.37	9	3
JGYKoshin3	f	0.78	65	51
JGYKoshin3	fʲ	0.26	2	1
JGYKoshin3	fʷ	0.04	2	0
JGYKoshin3	g	-0.24	14	-3
JGYKoshin3	gb	-0.29	9	-3
JGYKoshin3	gʷ	-0.31	0	0
JGYKoshin3	h	-0.75	0	0
JGYKoshin3	i	-0.41	42	-17
JGYKoshin3	iː	3.39	23	78
JGYKoshin3	j	-1.45	12	-17
JGYKoshin3	k	-0.45	91	-41
JGYKoshin3	kp	-0.51	12	-6
JGYKoshin3	kpʳʷ	-0.2	0	0
JGYKoshin3	kpʷ	-0.14	0	0
JGYKoshin3	kx	-0.71	0	0
JGYKoshin3	kʰ	-0.14	0	0
JGYKoshin3	kʲ	0.76	5	4
JGYKoshin3	kʷ	0.31	9	3
JGYKoshin3	l	-0.84	18	-15
JGYKoshin3	m	-0.92	72	-66
JGYKoshin3	mʷ	-0.56	0	0
JGYKoshin3	n	-0.05	104	-5
JGYKoshin3	nʷ	-0.2	0	0
JGYKoshin3	o	-1.32	9	-12
JGYKoshin3	oː	-0.59	4	-2
JGYKoshin3	p	-0.96	0	0
JGYKoshin3	q	-0.14	0	0
JGYKoshin3	r	-0.69	0	0
JGYKoshin3	s	-1.08	12	-13
JGYKoshin3	sʷ	-0.14	0	0
JGYKoshin3	t	0.8	55	44
JGYKoshin3	ts	1.02	33	34
JGYKoshin3	tsʷ	-0.24	0	0
JGYKoshin3	tsː	-0.14	0	0
JGYKoshin3	tʃ	-1.18	4	-5
JGYKoshin3	tʃʷ	-0.41	0	0
JGYKoshin3	tʰ	-0.24	0	0
JGYKoshin3	tʲ	4.02	14	56
JGYKoshin3	tʷ	-0.43	0	0
JGYKoshin3	tˢ	-0.14	0	0
JGYKoshin3	u	0.86	33	28
JGYKoshin3	uʱ	0.48	2	1
JGYKoshin3	uː	-0.26	2	-1
JGYKoshin3	uːʱ	-0.14	0	0
JGYKoshin3	v	-0.45	0	0
JGYKoshin3	vʷ	-0.24	0	0
JGYKoshin3	w	-0.33	26	-9
JGYKoshin3	z	-0.46	16	-7
JGYKoshin3	zː	-0.14	0	0
JGYKoshin3	²¹	-0.14	0	0
JGYKoshin3	³	-0.55	49	-27
JGYKoshin3	³¹	-0.2	0	0
JGYKoshin3	³⁵	-0.14	0	0
JGYKoshin3	¹	-0.25	274	-70
JGYKoshin3	¹³	-0.76	0	0
JGYKoshin3	¹⁵	-0.39	26	-10
JGYKoshin3	ã	3.14	7	22
JGYKoshin3	ãː	4.1	2	8
JGYKoshin3	æ	-0.25	0	0
JGYKoshin3	æː	-0.2	0	0
JGYKoshin3	æ̃	-0.2	0	0
JGYKoshin3	õ	-0.34	0	0
JGYKoshin3	õː	2.94	2	6
JGYKoshin3	ø	2.25	9	20
JGYKoshin3	øː	-0.28	0	0
JGYKoshin3	ĩ	6.01	11	66
JGYKoshin3	ĩː	7.21	2	14
JGYKoshin3	ŋ	-0.26	74	-19
JGYKoshin3	ŋm	-0.53	0	0
JGYKoshin3	ŋmʷ	-0.14	0	0
JGYKoshin3	ŋʷ	-0.34	0	0
JGYKoshin3	ŋˤ	-0.14	0	0
JGYKoshin3	œ	-0.36	0	0
JGYKoshin3	œː	-0.29	0	0
JGYKoshin3	œ̃	-0.14	0	0
JGYKoshin3	ũ	4.24	7	30
JGYKoshin3	ũʱ	-0.14	0	0
JGYKoshin3	ũː	4.75	2	10
JGYKoshin3	ɑ	-0.47	0	0
JGYKoshin3	ɑː	-0.4	0	0
JGYKoshin3	ɑ̃	-0.14	0	0
JGYKoshin3	ɑ̃ː	-0.14	0	0
JGYKoshin3	ɒ	0.03	2	0
JGYKoshin3	ɒː	0.2	2	0
JGYKoshin3	ɒ̃	-0.14	0	0
JGYKoshin3	ɒ̃ː	-0.14	0	0
JGYKoshin3	ɔ	0.4	33	13
JGYKoshin3	ɔː	-0.46	2	-1
JGYKoshin3	ɔ̃	3.76	2	8
JGYKoshin3	ɔ̃ː	-0.19	0	0
JGYKoshin3	ɘ	-0.34	0	0
JGYKoshin3	ɘː	-0.29	0	0
JGYKoshin3	ə	0.95	283	269
JGYKoshin3	əː	-0.1	5	-1
JGYKoshin3	əˠ	-0.14	0	0
JGYKoshin3	ə̃	3.98	4	16
JGYKoshin3	ə̃ː	-0.2	0	0
JGYKoshin3	ɛ	-0.7	9	-6
JGYKoshin3	ɛː	0.33	9	3
JGYKoshin3	ɛ̃	-0.32	0	0
JGYKoshin3	ɛ̃ː	3.02	2	6
JGYKoshin3	ɠ	-0.14	0	0
JGYKoshin3	ɣ	-0.46	0	0
JGYKoshin3	ɥ	0.61	16	10
JGYKoshin3	ɦ	-0.24	0	0
JGYKoshin3	ɦː	-0.16	0	0
JGYKoshin3	ɨ	-0.68	0	0
JGYKoshin3	ɨː	-0.34	0	0
JGYKoshin3	ɨ̃	-0.24	0	0
JGYKoshin3	ɪ	-1.36	4	-5
JGYKoshin3	ɪː	0.72	5	4
JGYKoshin3	ɪ̃	2.28	2	5
JGYKoshin3	ɪ̃ː	5.63	4	23
JGYKoshin3	ɯ	-0.2	0	0
JGYKoshin3	ɱ	2.33	2	5
JGYKoshin3	ɲ	1.42	44	63
JGYKoshin3	ɲʲ	0.27	2	1
JGYKoshin3	ɲʷ	3.98	5	20
JGYKoshin3	ɳ	-0.14	0	0
JGYKoshin3	ʃ	0.14	19	3
JGYKoshin3	ʃʲ	-0.05	2	0
JGYKoshin3	ʃʷ	3.32	4	13
JGYKoshin3	ʉ	-0.26	0	0
JGYKoshin3	ʉʱ	-0.14	0	0
JGYKoshin3	ʉː	-0.14	0	0
JGYKoshin3	ʊ	-1.08	33	-36
JGYKoshin3	ʊʱ	-0.47	0	0
JGYKoshin3	ʊʱː	-0.14	0	0
JGYKoshin3	ʊː	2.23	23	51
JGYKoshin3	ʊ̃	-0.38	0	0
JGYKoshin3	ʊ̃ː	-0.33	0	0
JGYKoshin3	ʊ̤	-0.14	0	0
JGYKoshin3	ʒ	2.85	18	51
JGYKoshin3	ʒʷ	5.74	4	23
JGYKoshin3	ʔ	-0.5	0	0
JGYKoshin3	β	1.98	2	4
JGYKoshin3	βʷ	-0.14	0	0
JGYKoshin3	ẽ	-0.23	0	0
JGYKoshin3	ẽː	-0.14	0	0
JGYKoshin3	⁴⁵	-0.14	0	0
JGYKoshin3	⁵	0.8	336	268
JGYKoshin3	⁵³	-1.21	0	0
JGYKoshin3	⁵¹	1.82	86	156
JGYKoshin3	ⁿb	4.22	30	126
JGYKoshin3	ⁿbʷ	2.46	2	5
JGYKoshin3	ⁿd	1.39	9	13
JGYKoshin3	ⁿdʷ	-0.14	0	0
JGYKoshin3	ⁿt	-0.4	0	0
KBMNgun4	a	-0.26	118	-31
KBMNgun4	aː	-0.41	16	-7
KBMNgun4	b	2.45	118	289
KBMNgun4	bʷ	1.62	10	16
KBMNgun4	d	-0.81	14	-11
KBMNgun4	dzʷ	-0.2	0	0
KBMNgun4	dʒ	-0.65	9	-6
KBMNgun4	dʒʷ	-0.22	0	0
KBMNgun4	dʷ	-0.19	0	0
KBMNgun4	e	-0.94	6	-6
KBMNgun4	eː	-0.86	0	0
KBMNgun4	f	-0.43	44	-19
KBMNgun4	fʲ	-0.17	1	0
KBMNgun4	fʷ	1.31	6	8
KBMNgun4	g	-1.49	0	0
KBMNgun4	gb	-0.76	7	-5
KBMNgun4	gʷ	-0.31	0	0
KBMNgun4	h	0.45	24	11
KBMNgun4	i	1.04	92	96
KBMNgun4	iː	1.28	13	17
KBMNgun4	j	-0.93	21	-20
KBMNgun4	k	-0.66	84	-55
KBMNgun4	kp	0.44	18	8
KBMNgun4	kpʳʷ	-0.2	0	0
KBMNgun4	kpʷ	-0.14	0	0
KBMNgun4	kx	-0.71	0	0
KBMNgun4	kʰ	-0.14	0	0
KBMNgun4	kʲ	-0.4	0	0
KBMNgun4	kʷ	4.63	48	222
KBMNgun4	l	-1.2	13	-16
KBMNgun4	m	-0.97	71	-69
KBMNgun4	mʷ	-0.09	1	0
KBMNgun4	n	0.25	111	28
KBMNgun4	nʷ	-0.2	0	0
KBMNgun4	o	1.44	72	103
KBMNgun4	oː	-0.05	9	0
KBMNgun4	p	-0.96	0	0
KBMNgun4	q	-0.14	0	0
KBMNgun4	r	-0.69	0	0
KBMNgun4	s	-1.28	9	-12
KBMNgun4	sʷ	-0.14	0	0
KBMNgun4	t	-0.05	47	-3
KBMNgun4	ts	-0.85	6	-5
KBMNgun4	tsʷ	-0.24	0	0
KBMNgun4	tsː	-0.14	0	0
KBMNgun4	tʃ	-1.61	1	-2
KBMNgun4	tʃʷ	-0.41	0	0
KBMNgun4	tʰ	-0.24	0	0
KBMNgun4	tʲ	-0.35	0	0
KBMNgun4	tʷ	-0.43	0	0
KBMNgun4	tˢ	-0.14	0	0
KBMNgun4	u	-0.23	20	-5
KBMNgun4	uʱ	-0.48	0	0
KBMNgun4	uː	-0.95	0	0
KBMNgun4	uːʱ	-0.14	0	0
KBMNgun4	v	-0.45	0	0
KBMNgun4	vʷ	-0.24	0	0
KBMNgun4	w	-0.27	27	-7
KBMNgun4	z	-0.39	17	-7
KBMNgun4	zː	-0.14	0	0
KBMNgun4	²¹	-0.14	0	0
KBMNgun4	³	-0.92	38	-35
KBMNgun4	³¹	-0.2	0	0
KBMNgun4	³⁵	-0.14	0	0
KBMNgun4	¹	1.76	407	718
KBMNgun4	¹³	-0.76	0	0
KBMNgun4	¹⁵	-0.12	31	-4
KBMNgun4	ã	-0.44	0	0
KBMNgun4	ãː	-0.33	0	0
KBMNgun4	æ	-0.25	0	0
KBMNgun4	æː	-0.2	0	0
KBMNgun4	æ̃	-0.2	0	0
KBMNgun4	õ	-0.34	0	0
KBMNgun4	õː	-0.31	0	0
KBMNgun4	ø	-0.23	1	0
KBMNgun4	øː	-0.28	0	0
KBMNgun4	ĩ	-0.26	0	0
KBMNgun4	ĩː	-0.14	0	0
KBMNgun4	ŋ	-1.29	47	-61
KBMNgun4	ŋm	-0.27	1	0
KBMNgun4	ŋmʷ	-0.14	0	0
KBMNgun4	ŋʷ	-0.34	0	0
KBMNgun4	ŋˤ	-0.14	0	0
KBMNgun4	œ	-0.36	0	0
KBMNgun4	œː	-0.29	0	0
KBMNgun4	œ̃	-0.14	0	0
KBMNgun4	ũ	-0.28	0	0
KBMNgun4	ũʱ	-0.14	0	0
KBMNgun4	ũː	-0.24	0	0
KBMNgun4	ɑ	-0.47	0	0
KBMNgun4	ɑː	-0.4	0	0
KBMNgun4	ɑ̃	-0.14	0	0
KBMNgun4	ɑ̃ː	-0.14	0	0
KBMNgun4	ɒ	-0.32	0	0
KBMNgun4	ɒː	-0.28	0	0
KBMNgun4	ɒ̃	-0.14	0	0
KBMNgun4	ɒ̃ː	-0.14	0	0
KBMNgun4	ɔ	-0.26	24	-6
KBMNgun4	ɔː	-0.7	1	-1
KBMNgun4	ɔ̃	-0.23	0	0
KBMNgun4	ɔ̃ː	-0.19	0	0
KBMNgun4	ɘ	-0.34	0	0
KBMNgun4	ɘː	-0.29	0	0
KBMNgun4	ə	-0.69	122	-85
KBMNgun4	əː	-0.77	0	0
KBMNgun4	əˠ	-0.14	0	0
KBMNgun4	ə̃	-0.56	0	0
KBMNgun4	ə̃ː	-0.2	0	0
KBMNgun4	ɛ	1.92	75	144
KBMNgun4	ɛː	-0.47	4	-2
KBMNgun4	ɛ̃	-0.32	0	0
KBMNgun4	ɛ̃ː	-0.28	0	0
KBMNgun4	ɠ	-0.14	0	0
KBMNgun4	ɣ	-0.46	0	0
KBMNgun4	ɥ	-0.38	3	-1
KBMNgun4	ɦ	-0.24	0	0
KBMNgun4	ɦː	-0.16	0	0
KBMNgun4	ɨ	-0.35	1	0
KBMNgun4	ɨː	-0.34	0	0
KBMNgun4	ɨ̃	-0.24	0	0
KBMNgun4	ɪ	1.09	108	117
KBMNgun4	ɪː	1.1	6	7
KBMNgun4	ɪ̃	-0.26	0	0
KBMNgun4	ɪ̃ː	-0.22	0	0
KBMNgun4	ɯ	-0.2	0	0
KBMNgun4	ɱ	-0.44	0	0
KBMNgun4	ɲ	1.42	44	63
KBMNgun4	ɲʲ	-0.26	1	0
KBMNgun4	ɲʷ	-0.4	0	0
KBMNgun4	ɳ	-0.14	0	0
KBMNgun4	ʃ	-0.78	9	-7
KBMNgun4	ʃʲ	0.49	4	2
KBMNgun4	ʃʷ	-0.4	0	0
KBMNgun4	ʉ	-0.26	0	0
KBMNgun4	ʉʱ	-0.14	0	0
KBMNgun4	ʉː	-0.14	0	0
KBMNgun4	ʊ	0.92	95	87
KBMNgun4	ʊʱ	-0.47	0	0
KBMNgun4	ʊʱː	-0.14	0	0
KBMNgun4	ʊː	-0.36	4	-1
KBMNgun4	ʊ̃	-0.38	0	0
KBMNgun4	ʊ̃ː	-0.33	0	0
KBMNgun4	ʊ̤	-0.14	0	0
KBMNgun4	ʒ	0.17	4	1
KBMNgun4	ʒʷ	-0.2	0	0
KBMNgun4	ʔ	-0.5	0	0
KBMNgun4	β	-0.35	0	0
KBMNgun4	βʷ	-0.14	0	0
KBMNgun4	ẽ	-0.23	0	0
KBMNgun4	ẽː	-0.14	0	0
KBMNgun4	⁴⁵	-0.14	0	0
KBMNgun4	⁵	-0.94	250	-235
KBMNgun4	⁵³	-0.45	9	-4
KBMNgun4	⁵¹	0.56	62	35
KBMNgun4	ⁿb	0.24	4	1
KBMNgun4	ⁿbʷ	1.04	1	1
KBMNgun4	ⁿd	1.6	10	16
KBMNgun4	ⁿdʷ	-0.14	0	0
KBMNgun4	ⁿt	2.5	4	10
KCSKung3	a	-1.44	71	-103
KCSKung3	aː	-1.25	6	-8
KCSKung3	b	-0.66	58	-39
KCSKung3	bʷ	-0.15	3	0
KCSKung3	d	0.54	37	20
KCSKung3	dzʷ	-0.2	0	0
KCSKung3	dʒ	-1.22	2	-2
KCSKung3	dʒʷ	-0.22	0	0
KCSKung3	dʷ	-0.19	0	0
KCSKung3	e	1.29	38	49
KCSKung3	eː	-0.59	2	-1
KCSKung3	f	0.72	64	46
KCSKung3	fʲ	0.26	2	1
KCSKung3	fʷ	0.04	2	0
KCSKung3	g	-0.78	8	-6
KCSKung3	gb	-1.69	3	-5
KCSKung3	gʷ	-0.31	0	0
KCSKung3	h	-0.75	0	0
KCSKung3	i	-0.38	43	-16
KCSKung3	iː	-1.47	0	0
KCSKung3	j	0.51	46	23
KCSKung3	k	0.44	121	53
KCSKung3	kp	-2.11	2	-4
KCSKung3	kpʳʷ	-0.2	0	0
KCSKung3	kpʷ	-0.14	0	0
KCSKung3	kx	0.42	3	1
KCSKung3	kʰ	-0.14	0	0
KCSKung3	kʲ	0.3	3	1
KCSKung3	kʷ	-0.02	6	0
KCSKung3	l	-0.26	26	-7
KCSKung3	m	1.9	131	249
KCSKung3	mʷ	0.85	3	3
KCSKung3	n	-1.93	60	-116
KCSKung3	nʷ	-0.2	0	0
KCSKung3	o	-0.36	31	-11
KCSKung3	oː	-0.48	5	-2
KCSKung3	p	-0.27	2	-1
KCSKung3	q	-0.14	0	0
KCSKung3	r	-0.69	0	0
KCSKung3	s	2.0	57	114
KCSKung3	sʷ	-0.14	0	0
KCSKung3	t	0.69	54	37
KCSKung3	ts	-0.29	14	-4
KCSKung3	tsʷ	-0.24	0	0
KCSKung3	tsː	-0.14	0	0
KCSKung3	tʃ	-0.16	11	-2
KCSKung3	tʃʷ	-0.41	0	0
KCSKung3	tʰ	-0.24	0	0
KCSKung3	tʲ	0.27	2	1
KCSKung3	tʷ	-0.43	0	0
KCSKung3	tˢ	-0.14	0	0
KCSKung3	u	0.19	25	5
KCSKung3	uʱ	-0.48	0	0
KCSKung3	uː	0.77	5	4
KCSKung3	uːʱ	-0.14	0	0
KCSKung3	v	0.54	3	2
KCSKung3	vʷ	-0.24	0	0
KCSKung3	w	-0.5	23	-12
KCSKung3	z	1.29	40	52
