Doculect	Segment	Zscore	Normedcount	SalienceScore
Biya	ʉː	-0.29	0	0
Biya	ʊ	1.0	379	379
Biya	ʊʱ	-0.46	1	0
Biya	ʊʱː	-0.29	0	0
Biya	ʊː	-0.38	21	-8
Biya	ʊ̃	0.35	2	1
Biya	ʊ̃ː	2.35	3	7
Biya	ʊ̤	-0.29	0	0
Biya	ʒ	-0.58	3	-2
Biya	ʒʷ	-0.29	0	0
Biya	ʔ	-0.49	3	-1
Biya	β	-0.5	0	0
Biya	βʷ	-0.29	0	0
Biya	ẽ	1.05	2	2
Biya	ẽː	3.46	1	3
Biya	⁴⁵	-0.29	0	0
Biya	⁵	1.08	1381	1485
Biya	⁵³	0.08	58	5
Biya	⁵¹	-1.92	99	-190
Biya	ⁿb	-0.31	3	-1
Biya	ⁿbʷ	1.04	2	2
Biya	ⁿd	0.19	7	1
Biya	ⁿdʷ	-0.29	0	0
Biya	ⁿt	0.33	2	1
Buu	a	-1.37	308	-421
Buu	aː	1.25	131	163
Buu	b	0.34	285	98
Buu	bʷ	-1.21	2	-2
Buu	d	0.37	136	51
Buu	dzʷ	-0.43	0	0
Buu	dʒ	1.33	105	140
Buu	dʒʷ	-0.43	0	0
Buu	dʷ	-0.37	0	0
Buu	e	0.04	80	3
Buu	eː	2.79	68	190
Buu	f	0.19	224	43
Buu	fʲ	-0.97	0	0
Buu	fʷ	-0.8	0	0
Buu	g	0.05	74	4
Buu	gb	0.82	56	46
Buu	gʷ	-0.47	0	0
Buu	h	-0.73	3	-2
Buu	i	-0.79	125	-99
Buu	iː	0.94	40	37
Buu	j	0.69	203	141
Buu	k	1.08	580	627
Buu	kp	-0.28	55	-15
Buu	kpʳʷ	-0.29	0	0
Buu	kpʷ	-0.29	0	0
Buu	kx	0.37	12	4
Buu	kʰ	-0.29	0	0
Buu	kʲ	-0.67	0	0
Buu	kʷ	-0.63	9	-6
Buu	l	-0.36	109	-39
Buu	m	-0.22	364	-81
Buu	mʷ	-0.42	2	-1
Buu	n	1.51	564	853
Buu	nʷ	-0.43	0	0
Buu	o	-0.39	122	-48
Buu	oː	2.78	89	247
Buu	p	2.43	39	95
Buu	q	-0.29	0	0
Buu	r	-0.56	2	-1
Buu	s	1.14	178	203
Buu	sʷ	-0.29	0	0
Buu	t	1.24	231	288
Buu	ts	-0.42	60	-25
Buu	tsʷ	-0.4	0	0
Buu	tsː	-0.29	0	0
Buu	tʃ	-0.18	52	-9
Buu	tʃʷ	-0.76	0	0
Buu	tʰ	-0.51	0	0
Buu	tʲ	-0.24	2	0
