	animal	arm	ashes	bark	bed	belly	big	bird	bite	blood	bone	breast	burn	child	cloud	come	count	dew	die	dog	drink	ear	eat	egg	elephant	eye	face	fall	fat, oil	feather	fingernail	fire	fire-wood	fish	five	fly	four	give	goat	ground, soil	hair	head	hear	heart	horn	house	hunger	intestine	iron	kill	knee	knife	know	leaf	leg	liver	louse	man	moon	mouth	name	navel	neck	night	nose	one	person	rain	road	root	salt	sand	see	send	shame	sing	skin	sky	sleep	smoke	snake	spear	steal	stone	sun	tail	ten	three	tongue	tooth	tree	two	urine	village	vomit	walk	war	water	wind	woman
animal	0.0	0.08831760866327847	0.5530344261090525	0.5257012641134267	0.08831760866327847	0.6191190078063235	0.08831760866327847	0.45320779047731	0.32163376045133846	0.5112429122661055	0.15325878725888434	0.8216826752406337	0.08364509399316518	0.08831760866327847	0.08831760866327847	0.10485467442429873	0.08831760866327847	0.08831760866327847	0.4294272884924164	0.7329606976556424	0.27011760076100105	0.6239433847123766	0.29992502811328636	0.09997500937109546	0.08831760866327847	0.4288450139351179	0.08831760866327847	0.08831760866327847	0.14659213953112848	0.37407223230615333	0.15325878725888434	0.10951713563867871	0.08831760866327847	0.2914747351647829	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.07744030926623663	0.08831760866327847	0.35487607905331947	0.14828690264905858	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.2756120806323713	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.04471018340098959	0.28099914544377164	0.08831760866327847	0.08831760866327847	0.12244387999457522	0.7976101234597497	0.05914601317555325	0.09997500937109546	0.08831760866327847	0.10721125348377948	0.4414776876872003	0.5471291665023729	0.08831760866327847	0.2801084961496034	0.08831760866327847	0.3992747047523452	0.4988742950071597	0.5341884698674526	0.16120485878766688	0.0632297477418679	0.49079482497260507	0.08831760866327847	0.24386525965697986	0.45759731462151915	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.21325398324372594	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.13035146431044056	0.4619451302355355	0.3787192705119076	0.08831760866327847	0.08831760866327847	0.26165963983091045	0.20970934884859746	0.3285514069160361	0.1843448087030175	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.3315795944961886	0.08831760866327847	0.4619451302355355	0.08831760866327847	0.13413055020296877
arm	0.08831760866327847	0.0	0.13035146431044056	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.34704434890939373	0.40486793029271934	0.038720154633118314	0.054758567819339354	0.038720154633118314	0.09484462161280185	0.08831760866327847	0.20851441405707477	0.21558469708954392	0.08831760866327847	0.08831760866327847	0.31693812505352487	0.08658089785895598	0.27741939232933915	0.0632297477418679	0.2923307567881249	0.054758567819339354	0.08831760866327847	0.30323921743156135	0.08831760866327847	0.08831760866327847	0.2836543144655877	0.05914601317555325	0.022355091700494795	0.038720154633118314	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.6751089644961238	0.08831760866327847	0.1203858530857692	0.038720154633118314	0.18836735086146092	0.08831760866327847	0.11616046389935494	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.06706527510148438	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.15161960871578067	0.08831760866327847	0.08831760866327847	0.14996251405664318	0.13225450605863528	0.10951713563867871	0.08831760866327847	0.0632297477418679	0.09997500937109546	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.1264594954837358	0.08831760866327847	0.2213041170965377	0.08831760866327847	0.022355091700494795	0.07069300707549024	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.2407717061715384	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.11616046389935494	0.08831760866327847	0.08831760866327847	0.054758567819339354	0.174598847708653	0.054758567819339354	0.15325878725888434	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.4276780865641078	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.04471018340098959
ashes	0.5530344261090525	0.13035146431044056	0.0	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.2428384540031267	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08942036680197918	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.2201721193042855	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.06706527510148438	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.09997500937109546	0.038720154633118314	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.32549504832909	0.08831760866327847	0.13780604031618565	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.04471018340098959	0.3787192705119076	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.13780604031618565	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.24386525965697986	0.09217240435150875	0.022355091700494795	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08364509399316518	0.08831760866327847	0.08831760866327847
bark	0.5257012641134267	0.08831760866327847	0.08831760866327847	0.0	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.3161487387093395	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.1448775526000364	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.09484462161280185	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.2213041170965377	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847
bed	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.0	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847
belly	0.6191190078063235	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.0	0.08831760866327847	0.22355091700494795	0.08831760866327847	0.162747524164545	0.09997500937109546	0.14828690264905858	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.38590871618996153	0.08831760866327847	0.08831760866327847	0.3419671464269372	0.022355091700494795	0.11616046389935494	0.022355091700494795	0.0632297477418679	0.03161487387093395	0.08831760866327847	0.09217240435150875	0.08831760866327847	0.08831760866327847	0.04998750468554773	0.08831760866327847	0.08831760866327847	0.04998750468554773	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.17025130615174972	0.08831760866327847	0.08831760866327847	0.0632297477418679	0.06706527510148438	0.08831760866327847	0.08831760866327847	0.038720154633118314	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.04471018340098959	0.022355091700494795	0.08831760866327847	0.04471018340098959	0.022355091700494795	0.07069300707549024	0.09484462161280185	0.08831760866327847	0.08942036680197918	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.1284202247425947	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.054758567819339354	0.07414345132452929	0.11398904880897906	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.23015975591614254	0.08831760866327847	0.022355091700494795
big	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.0	0.08831760866327847	0.46140389381038854	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.4294272884924164	0.08831760866327847	0.08831760866327847	0.1284202247425947	0.06706527510148438	0.038720154633118314	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.11398904880897906	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.13413055020296877	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.04471018340098959	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.04471018340098959	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.11616046389935494	0.0632297477418679	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847
bird	0.45320779047731	0.34704434890939373	0.2428384540031267	0.022355091700494795	0.08831760866327847	0.22355091700494795	0.08831760866327847	0.0	0.19360077316559157	0.17316179571791196	0.13413055020296877	0.09744358559604165	0.43116939417908784	0.08831760866327847	0.3285514069160361	0.7209300451049551	0.08831760866327847	0.08831760866327847	0.24488775998915044	0.08831760866327847	0.9434272481297872	0.08831760866327847	0.36046502255247753	0.09744358559604165	0.08831760866327847	0.09744358559604165	0.08831760866327847	0.08831760866327847	0.6146633993111787	0.03161487387093395	0.022355091700494795	0.29992502811328636	0.08831760866327847	0.1843448087030175	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.6998250655976682	0.08831760866327847	0.10244389988519646	0.1760241680739521	0.20731259186221102	0.04998750468554773	0.20119582530445315	0.13225450605863528	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.3780589051088916	0.022355091700494795	0.4867047967920491	0.18161362351397833	0.08831760866327847	0.038720154633118314	0.08831760866327847	0.23763788443331385	0.6432675209026769	0.08831760866327847	0.08364509399316518	0.05914601317555325	0.10721125348377948	0.31851102863530306	0.08942036680197918	0.1244678828978121	0.08831760866327847	0.17025130615174972	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.16729018798633036	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.3477636125802735	0.08831760866327847	0.20970934884859746	0.08831760866327847	0.08831760866327847	0.2344621797713406	0.038720154633118314	0.37340364869343634	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.23868706341751864	0.08831760866327847	0.29992502811328636
bite	0.32163376045133846	0.40486793029271934	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.46140389381038854	0.19360077316559157	0.0	0.08831760866327847	0.27741939232933915	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.1657897972480943	0.196165133548727	0.08831760866327847	0.08831760866327847	0.3200762028208187	0.5602169922992069	0.2323209277987099	0.08831760866327847	0.08831760866327847	0.1717127175584684	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.5185224847741821	0.0632297477418679	0.08831760866327847	0.08831760866327847	0.08658089785895598	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.39169284950816	0.08831760866327847	0.08831760866327847	0.08060242939383344	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.11616046389935494	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.2290715240234822	0.08831760866327847	0.1843448087030175	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.6118111175666971	0.08831760866327847	0.28099914544377164	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.26732801549045876	0.19360077316559157	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.23124286663228305	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.22243035397358787	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.24386525965697986	0.08831760866327847	0.07414345132452929	0.08831760866327847	0.08831760866327847	0.038720154633118314	0.08831760866327847	0.2120790212264707	0.37673470172292184	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.17884073360395836	0.08831760866327847	0.2201721193042855
blood	0.5112429122661055	0.038720154633118314	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.162747524164545	0.08831760866327847	0.17316179571791196	0.08831760866327847	0.0	0.03161487387093395	0.07744030926623663	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.04998750468554773	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.15325878725888434	0.08831760866327847	0.022355091700494795	0.038720154633118314	0.08831760866327847	0.16120485878766688	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.038720154633118314	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.17884073360395836	0.08831760866327847	0.08831760866327847	0.054758567819339354	0.054758567819339354	0.038720154633118314	0.174598847708653	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.03161487387093395	0.07414345132452929	0.08831760866327847	0.19360077316559157	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.15325878725888434	0.08831760866327847	0.08831760866327847	0.10721125348377948	0.10721125348377948	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.06706527510148438	0.08831760866327847	0.5503167957750734	0.03161487387093395	0.06706527510148438	0.08831760866327847	0.1948871711920833	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.04471018340098959	0.08831760866327847	0.19230577018222128
