ID	Concept	Doculect	Value	Tokens
1234	159_bitterleaf	MRYKoshin2	wə̄ / ø	w ə ³
1235	159_bitterleaf	KCSKung3	sə̀wéʲ / wéʲsə́ɣ	s ə ¹ w e ⁵ j
1236	159_bitterleaf	NJSKung4	ɪ̀wéʲ / sə̀wéʲ	ɪ ¹ w e ⁵ j
1237	159_bitterleaf	ZKGKung1	íwɛ́ɪ́ / sə̀wɛ́ɪ́	i ⁵ w ɛ ⁵ ɪ ⁵
1238	159_bitterleaf	BNMKung2	íwɛ́ɪ́ / sə̀wɛ́ɪ́	i ⁵ w ɛ ⁵ ɪ ⁵
1239	159_bitterleaf	NMNMundabli3	tsʷán~tsʷān / tsʷán~tsʷān	tsʷ a ⁵ n
1240	159_bitterleaf	CENMundabli2	tsʷān~tsūān / tsʷán~tsúán	tsʷ a ³ n
1241	159_bitterleaf	LFNMundabli1	tsʊ̄ān / tsʊ̄ānbó	ts ʊ ³ a ³ n
1242	159_bitterleaf	NINMundabli4	tsūān / tsūānwó	ts u ³ a ³ n
1243	159_bitterleaf	NGTMunken3	ʊ̀tàn / kítánə̄	ʊ ¹ t a ¹ n
1244	159_bitterleaf	NUNMunken4	ʊ̀tàn / ʊ́tân~kìtàn~kìtānā	ʊ ¹ t a ¹ n
1245	159_bitterleaf	NEAMunken1	àtàn / ʊ̀tàn	a ¹ t a ¹ n
1246	159_bitterleaf	MCANgun3	ʊ̀tàn / bìtàn~átàn	ʊ ¹ t a ¹ n
1247	159_bitterleaf	KBMNgun4	ʊ̀tàn / ɪ̀tàn~kə̀tànə́	ʊ ¹ t a ¹ n
1248	159_bitterleaf	WCANgun1	ʊ̀tàn / kə̀ʊ̀tàːnœ̀	ʊ ¹ t a ¹ n
1249	159_bitterleaf	AOMNgun2	ʊ̄tán / bìʊ̀tàn ~bìtàn	ʊ ³ t a ⁵ n
1250	159_bitterleaf	APBMumfu1	ƙɥūān / ƙɥūānwə̄	q ɥ u ³ a ³ n
1251	159_bitterleaf	DNMMumfu2	kɥán / ø	k ɥ a ⁵ n
1252	159_bitterleaf	BKBMashi2	wʊ́tʃʊ́ / ø	w ʊ ⁵ tʃ ʊ ⁵
1253	159_bitterleaf	KFKMashi1	ʊ́tʃʊ́ / ø	ʊ ⁵ tʃ ʊ ⁵
1254	159_bitterleaf	ABSMissong1	ʊ̀tòːn / ìtòːn	ʊ ¹ t oː ¹ n
1255	159_bitterleaf	AGAMissong2	ótôn / ótónwú	o ⁵ t o ⁵ ¹ n
1256	594_grass	NVBAbar7	kə̀nám~ànám/bìnám~ìnám	k ə ¹ n a ⁵ m
1257	594_grass	ECLAbar8	kə̀nám / bìnám	k ə ¹ n a ⁵ m
1258	594_grass	NMAAbar1	bínám	b i ⁵ n a ⁵ m
1259	594_grass	NACAbar2	kə̀nám / bìnám	k ə ¹ n a ⁵ m
1260	594_grass	NEMAjumbu9	kə́ɲʲâː / bə́ɲʲâː	k ə ⁵ ɲʲ aː ⁵ ¹
1261	594_grass	NVIAjumbu1	kə́ɲyâ / bə́ɲyâ	k ə ⁵ ɲ j a ⁵ ¹
1262	594_grass	KMNAjumbu2	kə́ɲyâ / bə́ɲyâ	k ə ⁵ ɲ j a ⁵ ¹
1263	594_grass	KDCAjumbu10	kə̀ɲʲà / bə̀ɲʲà	k ə ¹ ɲʲ a ¹
1264	594_grass	ENBBiya1	kə̀nám / bìnám	k ə ¹ n a ⁵ m
1265	594_grass	ICNBiya2	kə̀nám / bìnám	k ə ¹ n a ⁵ m
1266	594_grass	NNBBuu3	kə́nám~kə́na᷇ːm / bə́na᷇ːmə́	k ə ⁵ n a ⁵ m
1267	594_grass	MNJBuu4	kə́náːm / bə́náːm	k ə ⁵ n aː ⁵ m
1268	594_grass	KEMBuu1	kə́na᷇ː / bə́na᷇ːm ~ ʃâːn/ø	k ə ⁵ n aː ⁵ ³
1269	594_grass	KCYBuu2	ə́ʃáːn / ʃa᷇ːm	ə ⁵ ʃ aː ⁵ n
1270	594_grass	KHKFang12	nɛ̀m / bə̀nɛ̀m	n ɛ ³ m
1271	594_grass	DPNFang13	nɛ̀m / bə̀nɛ̀m	n ɛ ³ m
1272	594_grass	KDVFang1	nɛ̀m / bə́nɛ̂m	n ɛ ³ m
1273	594_grass	KJSFang2	nɛ̂m/ bə́nɛ̂m	n ɛ ⁵ ¹ m
1274	594_grass	JGYKoshin3	ḿfʷã̂ː / tə́mfʷã̂ː	m ⁵ fʷ ãː ⁵ ¹
1275	594_grass	TELKoshin4	ŋ́fṹã̀ / tə́ŋfṹã́	ŋ ⁵ f ũ ⁵ ã ¹
1276	594_grass	MRYKoshin2	mfũ̀ə̃̀ / ø	m f ũ ¹ ə̃ ¹
1277	594_grass	KCSKung3	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ	k ə ¹ ɣ ɛ ⁵ ¹ j
1278	594_grass	NJSKung4	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ	k ə ¹ ɣ ɛ ⁵ ¹ j
1279	594_grass	BNMKung2	kə̀ɣɛ́ɪ́ / ʊ̀ɣɛ́ɪ́	k ə ¹ ɣ ɛ ⁵ ɪ ⁵
1280	594_grass	NMNMundabli3	nʷòm / ɲʷôm~ńnʷôm	nʷ o ³ m
1281	594_grass	CENMundabli2	yùə́n / ʃâːn	j u ¹ ə ⁵ n
1282	594_grass	LFNMundabli1	ŋʊ́àm / ŋʊ̄āmbó	ŋ ʊ ⁵ a ³ m
1283	594_grass	NINMundabli4	ʃân ~ʃâɲ ~nwòm / ʃāːnə́ ~nwòm	ʃ a ⁵ ¹ n
1284	594_grass	NGTMunken3	bìnám / bínámə́	b i ¹ n a ⁵ m
1285	594_grass	NUNMunken4	ánám / bínám	a ⁵ n a ⁵ m
1286	594_grass	NEAMunken1	ánám / bínám	a ⁵ n a ⁵ m
1287	594_grass	TNTMunken2	ánám / bínám	a ⁵ n a ⁵ m
1288	594_grass	MCANgun3	kə̀nám~ànám / bìnám~ɪ̀nám	k ə ¹ n a ⁵ m
1289	594_grass	KBMNgun4	kə̀nám / bìnám	k ə ¹ n a ⁵ m
1290	594_grass	WCANgun1	kə̀nám / bìnám	k ə ¹ n a ⁵ m
1291	594_grass	AOMNgun2	kə̀náːm / bìnáːm	k ə ¹ n aː ⁵ m
1292	594_grass	APBMumfu1	ʃɛ̂ʔn / ʃɛ̌ʔn	ʃ ɛ ⁵ ¹ ʔ n
1293	594_grass	DNMMumfu2	nâːm~nâm / nâːmbə̌~nâm	n aː ⁵ ¹ m
1294	594_grass	BKBMashi2	fwèn / fwén	f w e ¹ n
1295	594_grass	KFKMashi1	fwên / ø	f w e ⁵ ¹ n
1296	594_grass	ABSMissong1	kínɪ᷇ːm / bínɪ᷇ːm	k i ⁵ n ɪː ⁵ ³ m
1297	594_grass	AGAMissong2	bínɪ᷇ːm / bínɪ᷇ːmbí	b i ⁵ n ɪː ⁵ ³ m
1298	822_leaf	NVBAbar7	ɪ̀dʒán / àndʒánmʷɪ̂	ɪ ¹ dʒ a ⁵ n
1299	822_leaf	ECLAbar8	ɪ̄dʒán / mʷɪ̀ⁿdʒán	ɪ ³ dʒ a ⁵ n
1300	822_leaf	NMAAbar1	ídʒán / mwɪ̀ndʒán	i ⁵ dʒ a ⁵ n
1301	822_leaf	NACAbar2	ɪ̀dʒán / mə̀ndʒán	ɪ ¹ dʒ a ⁵ n
1302	822_leaf	NEMAjumbu9	zán / ázáɲ	z a ⁵ n
1303	822_leaf	NVIAjumbu1	záɲ / àzáɲ	z a ⁵ ɲ
1304	822_leaf	KMNAjumbu2	záɲ / kə̀záɲlə́~àzáɲ	z a ⁵ ɲ
1305	822_leaf	KDCAjumbu10	záːnə́~záɲ / ázáɲ	z aː ⁵ n ə ⁵
1306	822_leaf	ENBBiya1	ɪ̀dʒə́n / kə̀dʒə́n	ɪ ¹ dʒ ə ⁵ n
1307	822_leaf	ICNBiya2	ìdʒə́n / àdʒə́n	i ¹ dʒ ə ⁵ n
1308	822_leaf	NNBBuu3	yɛ́n / kə̀yɛ́ntə́	j ɛ ⁵ n
1309	822_leaf	MNJBuu4	yʲɛ́n / kə̀yʲɛ́ntə́	j j ɛ ⁵ n
1310	822_leaf	KEMBuu1	yɛ́n / kə̀yɛ̀ntə́	j ɛ ⁵ n
1311	822_leaf	KCYBuu2	yɛ́n / ə́yɛ́n	j ɛ ⁵ n
1312	822_leaf	KHKFang12	wə̂n / jɛ́n~jə́n	w ə ⁵ ¹ n
1313	822_leaf	DPNFang13	wə᷇ːn / jə́n	w əː ⁵ ³ n
1314	822_leaf	KDVFang1	wə᷇n / yə᷇n	w ə ⁵ ³ n
1315	822_leaf	KJSFang2	wə᷇n / yə́n (3/4)	w ə ⁵ ³ n
1316	822_leaf	JGYKoshin3	ɥéɲ / dʒéɲ	ɥ e ⁵ ɲ
1317	822_leaf	TELKoshin4	ɥɪ́ɲ / dʒɪ́ɲ	ɥ ɪ ⁵ ɲ
1318	822_leaf	DPJKoshin1	gbíà  /  dʒɨ́n	gb i ⁵ a ¹
1319	822_leaf	MRYKoshin2	wɪ́ɲ /  dʒɨ́n	w ɪ ⁵ ɲ
1320	822_leaf	KCSKung3	ìfû / sə̀fû	i ¹ f u ⁵ ¹
1321	822_leaf	NJSKung4	ɪ́fʊ᷇ / sə̀fʊ᷇	ɪ ⁵ f ʊ ⁵ ³
1322	822_leaf	ZKGKung1	wǔːtɔ᷇ːŋ~ʊ́tɔ᷇ːŋ /  sə́tɔ᷇ːŋ	w uː ¹ ⁵ t ɔː ⁵ ³ ŋ
1323	822_leaf	BNMKung2	tɔ́ŋkʊ̄ŋ / sə̀tɔ́ŋkʊ̄ŋ	t ɔ ⁵ ŋ k ʊ ³ ŋ
1324	822_leaf	NMNMundabli3	yán / yán	j a ⁵ n
1325	822_leaf	CENMundabli2	yán / yáːn	j a ⁵ n
1326	822_leaf	LFNMundabli1	fɛ̄ː / fɛ̄ːbó	f ɛː ³
1327	822_leaf	NINMundabli4	fɛ̂ / fɛ̂ːbó	f ɛ ⁵ ¹
1328	822_leaf	NGTMunken3	ɪ́dʒə́n / ádʒə́n	ɪ ⁵ dʒ ə ⁵ n
1329	822_leaf	NUNMunken4	ɪ́dʒɛ́n / ádʒɛ́n	ɪ ⁵ dʒ ɛ ⁵ n
1330	822_leaf	NEAMunken1	ɪ́dʒə́n / ádʒə́n	ɪ ⁵ dʒ ə ⁵ n
1331	822_leaf	TNTMunken2	ìdʒə́n / àdʒə́n	i ¹ dʒ ə ⁵ n
1332	822_leaf	MCANgun3	ɪ̀dʒɛ́n / àdʒɛ́n	ɪ ¹ dʒ ɛ ⁵ n
1333	822_leaf	KBMNgun4	ɪ̀dʒɛ́n~ɪ́ dʒɛ́n / àdʒɛ́n	ɪ ¹ dʒ ɛ ⁵ n
1334	822_leaf	WCANgun1	ɪ̀dʒɛ́n / àdʒɛ́n	ɪ ¹ dʒ ɛ ⁵ n
1335	822_leaf	AOMNgun2	ɪ̀dʒán / àdʒán	ɪ ¹ dʒ a ⁵ n
1336	822_leaf	APBMumfu1	ʃɛ̄kòʔ / ʃɛ̄kòʔkə̌	ʃ ɛ ³ k o ¹ ʔ
1337	822_leaf	BKBMashi2	ɲɪ̌ː / ɲɪ́ː	ɲ ɪː ¹ ⁵
1338	822_leaf	KFKMashi1	ɲǐː / ɲí	ɲ iː ¹ ⁵
1339	822_leaf	ABSMissong1	ɪ́dʒán / ádʒán	ɪ ⁵ dʒ a ⁵ n
1340	822_leaf	AGAMissong2	ɪ́dʒán / ádʒánmū	ɪ ⁵ dʒ a ⁵ n
1341	1134_root	NVBAbar7	ʊ̀gbɔ́ŋ / ɪ̀gbɔ́ŋókî	ʊ ¹ gb ɔ ⁵ ŋ
1342	1134_root	ECLAbar8	ɪ́gbɔ́ŋ~ʊ̀gbɔ́ŋ~ʊ̀gbɔ́ŋɔ́ / kɪ̄gbɔ́ŋ~ɪ̀gbɔ́ŋ	ɪ ⁵ gb ɔ ⁵ ŋ
1343	1134_root	NMAAbar1	ǹdà / bwɪ̀ndà	n ¹ d a ¹
1344	1134_root	NACAbar2	ndàː / bə̀ndàː	n d aː ¹
1345	1134_root	NEMAjumbu9	gɔ̂ŋ / ágɔ̂ŋ	g ɔ ⁵ ¹ ŋ
1346	1134_root	NVIAjumbu1	ágɔ̂ŋ / kə́gɔ̂ŋ~ gɔ̂ŋ/ ágɔ̂ŋ	a ⁵ g ɔ ⁵ ¹ ŋ
1347	1134_root	KMNAjumbu2	gɔ̂ŋ / kə́gɔ̂ŋ~ágɔ̂ŋ	g ɔ ⁵ ¹ ŋ
1348	1134_root	KDCAjumbu10	gɔ̂ŋ~gɔ̀ŋ / ágɔ̂ŋ~àgɔ̀ŋ	g ɔ ⁵ ¹ ŋ
1349	1134_root	ENBBiya1	ʊ̀gbó / ìgbóBIYA  ~ ʊ̀gbə́ / kə̀gbə́BIYA  ~ ʊ́gbɛ́ / ìgbɛ́ NGUN	ʊ ¹ gb o ⁵
1350	1134_root	ICNBiya2	ʊ̀gbə́ŋ / àgbə́ŋ	ʊ ¹ gb ə ⁵ ŋ
1351	1134_root	NNBBuu3	zɛ́n~zɛ̃́ŋ / kə́zɛ̂ŋtə́~kɛdzɛ̂ŋtə́	z ɛ ⁵ n
1352	1134_root	MNJBuu4	dzɛ́ŋ / kə́dzɛ́ŋtə́nə́	d z ɛ ⁵ ŋ
1353	1134_root	KEMBuu1	ndàːkə̀ / bə̀ndàːkə̀	n d aː ¹ k ə ¹
1354	1134_root	KCYBuu2	ndàːkə̀ / bə̀ndàːkə̀	n d aː ¹ k ə ¹
1355	1134_root	KHKFang12	ⁿgém / ⁿgéⁿkpə́	n g e ⁵ m
1356	1134_root	DPNFang13	ⁿgɪ̀ⁿkpə́ / ⁿgɪ̀ⁿkpə́	n g ɪ ¹ n kp ə ⁵
1357	1134_root	KDVFang1	ŋgə̀fə́ / ŋgyə̀mkpə́	ŋ g ə ¹ f ə ⁵
1358	1134_root	JGYKoshin3	gbə̂ŋ / zə̂ŋ	gb ə ⁵ ¹ ŋ
1359	1134_root	TELKoshin4	zə̀ŋ / zə̂ŋ	z ə ¹ ŋ
1360	1134_root	DPJKoshin1	gbō  /  zə̂ŋ	gb o ³
1361	1134_root	MRYKoshin2	gbə̂ŋ /  zə̂ŋ	gb ə ⁵ ¹ ŋ
1362	1134_root	KCSKung3	ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ	ɪ ⁵ ɣ aː ⁵ ³ ŋ
1363	1134_root	NJSKung4	ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ	ɪ ⁵ ɣ aː ⁵ ³ ŋ
1364	1134_root	ZKGKung1	ɪ́ɣa᷇ːŋ / sə́ɣa᷇ːŋ	ɪ ⁵ ɣ aː ⁵ ³ ŋ
1365	1134_root	BNMKung2	ìɣa᷇ːŋ / sə̀ɣa᷇ːŋ	i ¹ ɣ aː ⁵ ³ ŋ
1366	1134_root	NMNMundabli3	dzə̂ŋ / dzə̂ŋ	d z ə ⁵ ¹ ŋ
1367	1134_root	CENMundabli2	gbə̂ŋ / dzə̂ŋ	gb ə ⁵ ¹ ŋ
1368	1134_root	LFNMundabli1	m̄gbʊ̄ / m̄gbʊ̄mó	m ³ gb ʊ ³
1369	1134_root	NINMundabli4	mgbʊ̄ / mgbʊ̄mɛ́n	m gb ʊ ³
1370	1134_root	NGTMunken3	ógbɔ́ŋ / ágbɔ́ŋ	o ⁵ gb ɔ ⁵ ŋ
1371	1134_root	NUNMunken4	ʊ̀gbɔ́ŋ / kìgbɔ́ŋ	ʊ ¹ gb ɔ ⁵ ŋ
1372	1134_root	NEAMunken1	ndàːlə̀ / bə̀ndàːlə̀	n d aː ¹ l ə ¹
1373	1134_root	TNTMunken2	ndàːlə́ / bɪ̀ndàːlə́~bə̀ndàːlə́	n d aː ¹ l ə ⁵
1374	1134_root	MCANgun3	ʊ̀gbʊ́ŋ / āgbʊ́ŋ	ʊ ¹ gb ʊ ⁵ ŋ
1375	1134_root	KBMNgun4	ɪ̀gbʊ́ŋ~ʊ̀gbʊ́ŋ / àgbʊ́ŋ~kə̀gbʊ́ŋ	ɪ ¹ gb ʊ ⁵ ŋ
1376	1134_root	WCANgun1	ndǎː / bə̀ndǎː	n d aː ¹ ⁵
1377	1134_root	AOMNgun2	ndàː / bɛ̀ndàː	n d aː ¹
1378	1134_root	APBMumfu1	m̄gbʊ᷇ / m̄gbʊ̂yə̌	m ³ gb ʊ ⁵ ³
1379	1134_root	DNMMumfu2	mgbʊ̀ / mgbʊ̂mɛ̌n	m gb ʊ ¹
1380	1134_root	BKBMashi2	mgbáŋ / mgbáŋ	m gb a ⁵ ŋ
1381	1134_root	KFKMashi1	mgbáŋ / ŋgáŋ	m gb a ⁵ ŋ
1382	1134_root	ABSMissong1	ńdʒúŋ / bàndʒúŋ	n ⁵ dʒ u ¹ ŋ
1383	1134_root	AGAMissong2	ndʒʊ́ŋ / bàndʒʊ́ŋbʊ́	n dʒ ʊ ⁵ ŋ
1384	233_camwood	NVBAbar7	kə́bʷôː / ɪ́bʷôːbî	k ə ⁵ bʷ oː ⁵ ¹
1385	233_camwood	ECLAbar8	kə́bʷo᷇ː / bībʷo᷇ː	k ə ⁵ bʷ oː ⁵ ³
1386	233_camwood	NACAbar2	kə́bo᷇ː / bìbo᷇ː	k ə ⁵ b oː ⁵ ³
1387	233_camwood	NEMAjumbu9	kə̀kʊ́~kə́kʷʊ́ / bə́kʷʊ́~bə́kʊ́	k ə ¹ k ʊ ⁵
1388	233_camwood	NVIAjumbu1	kə́kwú / bə́kwú	k ə ⁵ k w u ¹
1389	233_camwood	KMNAjumbu2	kə́kwúː / bə́kwúː	k ə ⁵ k w uː ⁵
1390	233_camwood	KDCAjumbu10	kə́kʷú / bə́kʷú	k ə ⁵ kʷ u ¹
1391	233_camwood	ENBBiya1	kə́bo᷇ːh / bíbo᷇ːh	k ə ⁵ b oː ⁵ ³ h
1392	233_camwood	ICNBiya2	kə́bɑ̂ / kə̀bɑ̂~bìbɑ̂	k ə ⁵ b ɑ ⁵ ¹
1393	233_camwood	NNBBuu3	kə́kʷûː~kʊ̄ː~kə́ku᷇ː / bə́kʷûː ~ kʊ̄ː~kə́ku᷇ː	k ə ⁵ kʷ uː ⁵ ¹
1394	233_camwood	MNJBuu4	kə́kʊ́ː / bə́kʊ́ː	k ə ⁵ k ʊː ⁵
1395	233_camwood	KEMBuu1	kə́kʊ́ː / bə́kʊ́ː	k ə ⁵ k ʊː ⁵
1396	233_camwood	KCYBuu2	kə́kʊ́ː / bə́kʊ́ː	k ə ⁵ k ʊː ⁵
1397	233_camwood	KHKFang12	kʊ̂ː / tə̀kʊ̂ː	k ʊː ⁵ ¹
1398	233_camwood	DPNFang13	kʊ̂ / tə̀kʊ̂~bə́ku᷇ː	k ʊ ¹ ⁵
1399	233_camwood	JGYKoshin3	kə́kú~kə́kʊ́ / bə́kú	k ə ⁵ k u ¹
1400	233_camwood	TELKoshin4	kə́kú / bə́kú	k ə ⁵ k u ¹
1401	233_camwood	KCSKung3	kə̀bɘ̂ɣ / ʊ̀bɘ̂	k ə ¹ b ɘ ⁵ ¹ ɣ
1402	233_camwood	NJSKung4	kə́bɨ̂ɣ / ʊ́bɨ̂ɣ	k ə ⁵ b ɨ ⁵ ¹ ɣ
1403	233_camwood	NMNMundabli3	kɒ̄ɦ / kɒ̄ɦ	k ɒ ³ ɦ
1404	233_camwood	CENMundabli2	kœ̄ɦ / ø	k œ ³ ɦ
1405	233_camwood	LFNMundabli1	kɒ̄ / kɒːkó	k ɒ ³
1406	233_camwood	NINMundabli4	kœ̄ɦ / kœ̄ɦkó	k œ ³ ɦ
1407	233_camwood	NGTMunken3	ábô / bìbô	a ⁵ b o ⁵ ¹
1408	233_camwood	NUNMunken4	ábo᷇ː / bíbo᷇ː	a ⁵ b oː ⁵ ³
1409	233_camwood	NEAMunken1	ábɔ᷇ː / bíbɔ᷇ː	a ⁵ b ɔː ⁵ ³
1410	233_camwood	TNTMunken2	ábɔ᷇ː / bíbɔ᷇ː	a ⁵ b ɔː ⁵ ³
1411	233_camwood	MCANgun3	kə́bô~ábɔ᷇ː / bíbo᷇ː~ɪ́bɔ᷇ː	k ə ⁵ b o ⁵ ¹
1412	233_camwood	KBMNgun4	kə́bo᷇ː / bíbo᷇ː	k ə ⁵ b oː ⁵ ³
1413	233_camwood	WCANgun1	kə́bɔ᷇ː / bíbɔ᷇ː	k ə ⁵ b ɔː ⁵ ³
1414	233_camwood	AOMNgun2	kə̀bʷo᷇ / bíbʷo᷇	k ə ¹ bʷ o ⁵
1415	233_camwood	APBMumfu1	kóʔ / kōʔkə́	k o ⁵ ʔ
1416	233_camwood	DNMMumfu2	kʊ́ʔʊ́ / ø	k ʊ ⁵ ʔ ʊ ⁵
1417	233_camwood	BKBMashi2	ákwó / bíkwó	a ⁵ k w o ⁵
1418	233_camwood	KFKMashi1	ákwó ~ ákó / bíkwó	a ⁵ k w o ⁵
1419	233_camwood	AGAMissong2	kɪ́báːlə̄ / kɪ́báːlə́kɪ́	k ɪ ⁵ b aː ⁵ l ə ³
1420	550_forest	NVBAbar7	kə̀kôbó / ɪ̀kóbóbî	k ə ¹ k o ⁵ ¹ b o ⁵
1421	550_forest	ECLAbar8	kə̀kʷóbó / bìkʷóbó	k ə ¹ kʷ o ⁵ b o ⁵
1422	550_forest	NMAAbar1	kékóbó / bìkóbó	k e ⁵ k o ⁵ b o ⁵
1423	550_forest	NACAbar2	kə̀kwóbó / bìkwóbó	k ə ¹ k w o ⁵ b o ⁵
1424	550_forest	NEMAjumbu9	kə̀kɥô / bə̀kɥô	k ə ¹ k ɥ o ⁵ ¹
1425	550_forest	NVIAjumbu1	kə́kɥô~kə́kɥœ̂ / bə́kɥô~bə́kɥœ̂	k ə ⁵ k ɥ o ⁵ ¹
1426	550_forest	KMNAjumbu2	kə́kɥô / bə́kɥô	k ə ⁵ k ɥ o ⁵ ¹
1427	550_forest	KDCAjumbu10	kə́kɥø̂ / bə́kɥø̂	k ə ⁵ k ɥ ø ⁵ ¹
1428	550_forest	ENBBiya1	kə̀tʊ̂k / bìtʊ̂k	k ə ¹ t ʊ ¹ ⁵ k
1429	550_forest	ICNBiya2	kə̀tʊ̂ / bìtʊ̂	k ə ¹ t ʊ ¹ ⁵
1430	550_forest	NNBBuu3	kə̀kó / mə̀ŋkó	k ə ¹ k o ⁵
1431	550_forest	MNJBuu4	kə̀kó / bə̀kó	k ə ¹ k o ⁵
1432	550_forest	KEMBuu1	kə́kóː / bə̀kókpó	k ə ⁵ k oː ⁵
1433	550_forest	KCYBuu2	kə́kó / bə̀kó	k ə ⁵ k o ⁵
1434	550_forest	KHKFang12	tòŋ / bə̀ntòŋ	t o ¹ ŋ
1435	550_forest	DPNFang13	ntʊ̀ŋ / bə̀ntʊ́ŋ	n t ʊ ¹ ŋ
1436	550_forest	KDVFang1	ntʊ̄ŋ / bə̀ntʊ́ŋ	n t ʊ ³ ŋ
1437	550_forest	KJSFang2	ntʊ̀ŋ / bə̀ntʊ̀ŋ~bə̀ntʊ́ŋ	n t ʊ ¹ ŋ
1438	550_forest	JGYKoshin3	kə̀kʷɛ́ / bə̀kʷɛ́	k ə ¹ kʷ ɛ ⁵
1439	550_forest	TELKoshin4	kə̀kʷɛ́ / bə̀kʷá	k ə ¹ kʷ ɛ ⁵
1440	550_forest	DPJKoshin1	kə̀ntɔ̂ŋ  /  bə̀ntɔ̂ŋ	k ə ¹ n t ɔ ⁵ ¹ ŋ
1441	550_forest	MRYKoshin2	kə̀kwɛ́ /  bə̀ntɔ̂ŋ	k ə ¹ k w ɛ ⁵
1442	550_forest	KCSKung3	kə́kóː / m̀ko᷇ː	k ə ⁵ k oː ⁵
1443	550_forest	NJSKung4	kə̀ko᷇ / m̀ko᷇	k ə ¹ k o ⁵
1444	550_forest	ZKGKung1	kə́kʊ᷇ː / ḿkʊ᷇ː	k ə ⁵ k ʊː ¹
1445	550_forest	BNMKung2	kə́ko᷇ː / ʊ́ko᷇ː	k ə ⁵ k oː ⁵ ³
1446	550_forest	NMNMundabli3	kœ́ / kœ́	k œ ⁵
1447	550_forest	CENMundabli2	kɒ̄ɦ / kɑ́ɦ	k ɒ ³ ɦ
1448	550_forest	LFNMundabli1	kɒ́ / kɒ́bō	k ɒ ⁵
1449	550_forest	NINMundabli4	kœ̄ɦ / kœ̄ɦbó	k œ ³ ɦ
1450	550_forest	NGTMunken3	ákʷóbə́ / bíkʷóbə́	a ⁵ kʷ o ⁵ b ə ⁵
1451	550_forest	NUNMunken4	bìdòŋ~bìdʊ̀ŋ~ndòŋ ~ àkwóbə́ / bídóŋə̄~bídʊ́ŋə̄~bìkʷóbə́	b i ¹ d o ¹ ŋ
1452	550_forest	NEAMunken1	ákwóbə́ / bíkwóbə́	a ⁵ k w o ⁵ b ə ⁵
1453	550_forest	TNTMunken2	àkwóbə́ / bìkwóbə́	a ¹ k w o ⁵ b ə ⁵
1454	550_forest	MCANgun3	kə̀kʷɔ́bə́~àkʷɔ́bə́/bìkʷɔ́bə́~ɪ̀kʷɔ́bə́	k ə ¹ kʷ ɔ ⁵ b ə ⁵
1455	550_forest	KBMNgun4	kə̀kʷɔ́bə́~àkʷɔ́bə́/bìkʷɔ́bə́~ɪ̀kʷɔ́bə́	k ə ¹ kʷ ɔ ⁵ b ə ⁵
1456	550_forest	WCANgun1	kə̀kwɔ́bə̀ / bə́kwɔ́bə́	k ə ¹ k w ɔ ⁵ b ə ¹
1457	550_forest	AOMNgun2	kə̀kwɔ́bó ~ kə̀kwɔ́bə̀ / bìkwɔ́bó ~ bìkwɔ́bə́	k ə ¹ k w ɔ ⁵ b o ⁵
1458	550_forest	APBMumfu1	kɔ́ʔ / kɔ́ʔɔ́~kɔ́ʔɔ́bə́	k ɔ ⁵ ʔ
1459	550_forest	DNMMumfu2	kɔ́ʔɔ́ / kɔ́ʔɔ́bə́~kɔ́ʔɔ́	k ɔ ⁵ ʔ ɔ ⁵
1460	550_forest	BKBMashi2	àdzə́rə́ / bídzə́rə́	a ¹ d z ə ⁵ r ə ⁵
1461	550_forest	KFKMashi1	ákə́bə́ / bíkə́bə́	a ⁵ k ə ⁵ b ə ⁵
1462	550_forest	ABSMissong1	kíkó / bíkó	k i ⁵ k o ⁵
1463	550_forest	AGAMissong2	kíkó / bìkóbī	k i ⁵ k o ⁵
1464	1022_pineapple	NVBAbar7	kə̀ʃáhá~àʃáhá / ɪ̀ʃáhábî	k ə ¹ ʃ a ⁵ h a ⁵
1465	1022_pineapple	ECLAbar8	kə̀ʃáhá / bìʃáhá	k ə ¹ ʃ a ⁵ h a ⁵
1466	1022_pineapple	NMAAbar1	kéʃáhá / bíʃáhá	k e ⁵ ʃ a ⁵ h a ⁵
1467	1022_pineapple	NACAbar2	kə̀ʃáhá / bìʃáhá	k ə ¹ ʃ a ⁵ h a ⁵
1468	1022_pineapple	NEMAjumbu9	kə̀nánâs / bə̀nánâs	k ə ¹ n a ⁵ n a ⁵ ¹ s
1469	1022_pineapple	NVIAjumbu1	kə̀nánâ / bə̀nánâ	k ə ¹ n a ⁵ n a ⁵ ¹
1470	1022_pineapple	KMNAjumbu2	kə̀nànâ / bə̀nánâ	k ə ¹ n a ¹ n a ⁵ ¹
1471	1022_pineapple	KDCAjumbu10	kə̀nánâs / bə̀nánâs	k ə ¹ n a ⁵ n a ⁵ ¹ s
1472	1022_pineapple	ENBBiya1	pàɪ́nápə̀ / bə̀páɪ́nàpə̀	p a ¹ ɪ ⁵ n a ⁵ p ə ¹
1473	1022_pineapple	ICNBiya2	kə̀ʃáhá / bìʃáhá	k ə ¹ ʃ a ⁵ h a ⁵
