	Doculect1	Doculect2	cosDistance
59689	d24songola	je31lumasaaba	0.953728552
75658	g34nguungulu	g43kae	0.953704999
85707	je41maragoli	m21wanda	0.953698642
83952	je15luganda	m21wanda	0.953698578
79229	g66wanji	s41xhosa	0.953698174
78994	g65kinga	je31lumasaaba	0.953684885
70008	e64kahe	g37kutu	0.953682944
88156	m14rungu	n12ngoni	0.953679915
79012	g65kinga	k31luyana	0.953673588
71157	e74adawida	f32nyaturucha	0.953671272
80427	h16cilinji	l31alubakasai	0.953665178
82492	h32suku	m52lala	0.953661135
71148	e74adawida	e74atuveta	0.953654272
74170	g22anorthpare	je17gwere	0.953653493
81905	h16kimbatangidinga	p22mwera	0.953647418
75707	g34nguungulu	je15luganda	0.953644484
70848	e72agiryama	je16lusoga	0.953639008
63566	d55buyu	s51tshwa	0.953631215
76124	g36kami	p21yao	0.953623261
80694	h16cizobe	l221lwalwa	0.953611100
48060	c22akwa	c24koyo	0.953606894
71608	f12bende	jd67kivinza	0.953606004
74293	g22asu	g42swahili	0.953603445
71511	e74atuveta	p23simakonde	0.953600959
86321	k11ciokwe	n13matengo	0.953600529
86357	k14lwena	k31luyana	0.953599552
62085	d32birabunia	je32luyia	0.953589327
69010	e622cmamba	g401mwani	0.953584552
77483	g43kae	je23zinza	0.953571685
78131	g51pogoro	l31alubakasai	0.953567829
82500	h32suku	n11manda	0.953566063
76274	g37kutu	n11manda	0.953561239
69780	e623mkuu	e72agiryama	0.953551681
69218	e622cvunjo	g43kae	0.953547019
53526	c41ngombe	je22haya	0.953546354
77376	g42swahili	m21ndali	0.953542075
87227	l221lwalwa	n13matengo	0.953536279
72075	f21sukuma	p15mbunga	0.953529977
88480	m24malila	p23simakonde	0.953527557
45724	c101baboleep	c142mondongo	0.953526451
75874	g35luguru	je16lusoga	0.953517003
73244	f32nyaturuwil	h131kisundicongokimongo1988	0.953512159
59619	d24songola	g35luguru	0.953506743
80449	h16cilinji	m31nyakyusa	0.953499830
84079	je16lusoga	n21tumbukamalawi	0.953497304
75323	g32kwere	g43kae	0.953497062
80082	h16akisikongo2013	s53tsonga	0.953490620
75147	g32doe	g39saghala	0.953485487
70802	e72agiryama	g51pogoro	0.953476067
81648	h16hkinkanu2012	p11ndengeleko	0.953475986
37249	b602kaninginord	je25jita	0.953475138
76504	g401mwani	h16flaadi	0.953474734
76355	g39saghala	jd53shi	0.953458097
80034	h16akisikongo2013	m23nyiha	0.953449031
89192	n21tumbukamalawi	p25mabia	0.953448109
89480	p22mwera	s42zulu	0.953447817
87210	l221lwalwa	m23nyiha	0.953440532
87689	l41kaonde	n13matengo	0.953432506
73444	f33langi	h321soonde	0.953432503
76279	g37kutu	n31chewa	0.953431386
68305	e621csiha	m24malila	0.953428529
87826	l52lunda	p23simakonde	0.953428406
87234	l221lwalwa	p11ndengeleko	0.953422617
79896	h13kikunyi1989	m24malila	0.953422492
67986	e621bmachame	g412mwiini	0.953408472
88074	m12lungwa	s42zulu	0.953395260
75424	g32kwere	m14rungu	0.953394837
24999	b201ndasa	m13fipa	0.953393119
71287	e74adawida	m21wanda	0.953384299
69583	e623dkeni	e74adawida	0.953382457
37521	b602kaningisud	g52ndamba	0.953373059
78863	g64pangwa	k14lwena	0.953370345
68788	e622clema	f32nyaturuwil	0.953369820
70935	e72agiryama	p23simakonde	0.953365698
68864	e622clema	je17gwere	0.953363953
75180	g32doe	h16flaadi	0.953359252
15449	a63mangisa	b862lwel	0.953356888
88620	m31nyakyusa	p22mwera	0.953355941
75019	g31zigua	h321soonde	0.953354525
72322	f23sumbwa	g63bena	0.953352957
73499	f33langi	l33lubashaba	0.953351455
79817	h13kikunyi1989	h16gntandu	0.953345392
62759	d334mbo	h32suku	0.953338707
79022	g65kinga	l31alubakasai	0.953335755
69201	e622cvunjo	g23sambaa	0.953323369
80081	h16akisikongo2013	s51tshwa	0.953320601
62769	d334mbo	je12rutooro	0.953318531
72594	f24kimbu	l52lunda	0.953311479
78569	g62hehe	k15mbunda	0.953292363
80715	h16cizobe	m24malila	0.953291866
87988	m11pimbwe	n12ngoni	0.953275249
74670	g23sambaa	h16hkinkanu2012	0.953275191
65602	e53meru	e622cvunjo	0.953267406
85702	je41maragoli	m12lungwa	0.953258374
81038	h16dciwoyodrc2012	h31yaka	0.953251697
69397	e623akiseri	g11gogo	0.953249752
78178	g51pogoro	p21yao	0.953243586
71689	f12bende	n21tumbukamalawi	0.953242734
59745	d24songola	m62soli	0.953233441
80046	h16akisikongo2013	mbulajarawan	0.953224351
84097	je16lusoga	r22ndonga	0.953223475
79236	h111hangala	h11beembe	0.953217668
75667	g34nguungulu	g64pangwa	0.953203851
80474	h16cilinji	p21yao	0.953201870
78121	g51pogoro	k31luyana	0.953171989
77399	g42swahili	n31chewa	0.953168167
87343	l31alubakasai	m15mambwe	0.953165488
40178	b77bfumu	m54lamba	0.953162088
76040	g36kami	je17gwere	0.953157791
55491	c61ekonda	d11mbole	0.953157067
89378	p13matumbi	p21yao	0.953156136
75190	g32doe	h32suku	0.953149782
79810	h13kikunyi1989	h16cimbala	0.953141937
88210	m15mambwe	n12ngoni	0.953138066
82300	h321soonde	jd64shubi	0.953137528
88551	m28lambya	m52lala	0.953136964
88575	m28lambya	p23simakonde	0.953128134
73857	g11gogo	l34hemba	0.953116916
71698	f12bende	p15mbunga	0.953105678
78536	g62hehe	jd66kiha	0.953105325
87490	l33lubashaba	m62soli	0.953098499
53523	c41ngombe	je16lusoga	0.953089431
80441	h16cilinji	m15mambwe	0.953084456
75993	g36kami	g51pogoro	0.953077837
75349	g32kwere	h16flaadi	0.953076918
88554	m28lambya	m62soli	0.953069053
70005	e64kahe	g34nguungulu	0.953058780
81807	h16kimbatangidinga	h42hunganna	0.953057280
24352	b11fenenga	b302himba	0.953052603
79361	h111hangala	p25mabia	0.953051164
78059	g51pogoro	h13kikunyi1989	0.953047992
85759	je41maragoli	zaambojarawan	0.953045365
73084	f32nyaturucha	h32suku	0.953033200
79243	h111hangala	h16cilinji	0.953029199
88381	m22namwanga	p23simakonde	0.953022252
74574	g22bsouthpare	m23nyiha	0.953013429
40175	b77bfumu	m41taabwa	0.953008584
82430	h32suku	je17gwere	0.953005570
87989	m11pimbwe	n13matengo	0.952984354
46618	c105mbenga	c323mpama	0.952980828
74804	g24bondei	g36kami	0.952971123
35899	b51dumala	g63bena	0.952960877
72314	f23sumbwa	g43kae	0.952957698
70778	e72agiryama	g22anorthpare	0.952950923
89210	n21tumbukamalawi	zaambojarawan	0.952946586
86306	k11ciokwe	m25safwa	0.952919507
76150	g37kutu	g42aamu	0.952916064
88618	m31nyakyusa	p15mbunga	0.952915617
78060	g51pogoro	h16akisikongo2013	0.952913681
84111	je17gwere	je21runyambo	0.952908672
71639	f12bende	k14lwena	0.952903416
83293	jd66kiha	m15mambwe	0.952892781
78891	g64pangwa	m21ndali	0.952892575
1013	a122bakundu	d13metoko	0.952888820
82446	h32suku	je41maragoli	0.952887309
66126	e53merutig	jd66kiha	0.952884758
75207	g32doe	je22haya	0.952878828
68979	e622cmamba	e73digo	0.952872161
88482	m24malila	p31emakhua	0.952871005
71173	e74adawida	g35luguru	0.952861539
40168	b77bfumu	m21wanda	0.952860725
78261	g52ndamba	je41maragoli	0.952855159
5151	a24duala	c41ngombe	0.952854958
75271	g32doe	m64tonga	0.952853288
79182	g66wanji	m21ndali	0.952849990
83454	jd67kivinza	s42zulu	0.952848866
86480	k15mbunda	n11manda	0.952842186
86376	k14lwena	l62nkoya	0.952835659
76011	g36kami	h16cizobe	0.952833441
79924	h13kikunyi1989	p21yao	0.952831873
69822	e623mkuu	g51pogoro	0.952829446
86630	k31luyana	m54lamba	0.952822234
74464	g22bsouthpare	g41bajuni	0.952810010
75508	g33zaramo	h16akisikongo2013	0.952799859
79698	h131kisundicongokimongo1988	je15luganda	0.952795928
88833	m61lenje	p15mbunga	0.952786317
71659	f12bende	l52lunda	0.952781994
73233	f32nyaturuwil	g51pogoro	0.952779082
77011	g42aamu	je22haya	0.952778611
73951	g12kagulu	g63bena	0.952778580
71390	e74atuveta	h13kikunyi1989	0.952767393
84691	je25jita	n12ngoni	0.952764603
69860	e623mkuu	jd65hangaza	0.952764289
71187	e74adawida	g51pogoro	0.952759884
78404	g61sangu	je31lumasaaba	0.952751156
70922	e72agiryama	n14mpoto	0.952749480
63756	dugurijarawan	m61lenje	0.952747164
78701	g63bena	je31lumasaaba	0.952743157
83575	je12rutooro	je17gwere	0.952740582
35567	b51duma	g51pogoro	0.952733849
74514	g22bsouthpare	je12rutooro	0.952733164
32391	b404ngubi	b501wanzimo	0.952724977
59719	d24songola	l33lubashaba	0.952724511
81358	h16gkimpangu2012	l52lunda	0.952721554
73398	f33langi	g34nguungulu	0.952721284
71222	e74adawida	jd53shi	0.952710795
50065	c302bolondo	c412libobi	0.952709898
37650	b602kaningisud	p15mbunga	0.952700597
69269	e622cvunjo	je17gwere	0.952700065
71671	f12bende	m24malila	0.952699577
86463	k15mbunda	m21wanda	0.952699220
77319	g42swahili	je12rutooro	0.952686049
31365	b305vove	b31tsogo	0.952682972
82008	h16kimbeko	m61lenje	0.952677114
74277	g22asu	g23sambaa	0.952671189
50896	c32bobangi	c36dlingala	0.952670423
82051	h21akimbundu	h321soonde	0.952670087
71220	e74adawida	h41mbala	0.952664045
82418	h32suku	jd53shi	0.952660432
37245	b602kaninginord	je21runyambo	0.952657775
88553	m28lambya	m61lenje	0.952655996
81748	h16kikongo	m21wanda	0.952655902
85132	je32luyia	k31luyana	0.952637645
81622	h16hkinkanu2012	m21wanda	0.952612446
78293	g52ndamba	m12lungwa	0.952609726
75844	g35luguru	h16cilinji	0.952601315
76269	g37kutu	m62soli	0.952600791
74917	g24bondei	m21wanda	0.952591318
75170	g32doe	h13kikunyi1989	0.952589929
84195	je17gwere	p22mwera	0.952583361
78904	g64pangwa	m62soli	0.952576668
72397	f23sumbwa	l11pende	0.952558562
80507	h16cimbala	h21akimbundu	0.952557356
76256	g37kutu	m21ndali	0.952554868
81356	h16gkimpangu2012	l41kaonde	0.952546655
39906	b77bfumu	b78wuumu	0.952533543
89444	p15mbunga	zaambojarawan	0.952529834
75626	g33zaramo	p21yao	0.952520020
83063	jd64shubi	m12lungwa	0.952514468
83604	je12rutooro	k33kwangali	0.952513101
76042	g36kami	je22haya	0.952504639
84556	je24kerebe	l23songe	0.952502272
82776	jd53shi	jd66kiha	0.952490305
83182	jd65hangaza	m21wanda	0.952486586
87336	l31alubakasai	l52lunda	0.952480471
78676	g63bena	h321soonde	0.952476073
88094	m13fipa	m61lenje	0.952460916
73539	f33langi	p11ndengeleko	0.952444213
47207	c142mondongo	c37ebudza	0.952441181
78370	g61sangu	h16flaadi	0.952425049
72492	f24kimbu	g39saghala	0.952423901
84225	je21runyambo	je34samialugwe	0.952423529
68496	e621dkibosho	l35sanga	0.952415463
87355	l31alubakasai	m54lamba	0.952413420
58134	d14enya	g35luguru	0.952406481
83972	je15luganda	n14mpoto	0.952396587
77044	g42aamu	l221lwalwa	0.952389555
78616	g62hehe	n13matengo	0.952361635
85074	je31lumasaaba	m61lenje	0.952360740
70774	e72agiryama	f33langi	0.952360319
74288	g22asu	g401mwani	0.952356102
73919	g11gogo	s51tshwa	0.952351672
74640	g23sambaa	g42swahili	0.952351598
84832	je25mkwaya	je404shasi	0.952350537
82726	h42hunganna	m31nyakyusa	0.952347783
80372	h16cilinji	h21akimbundu	0.952346241
87661	l41kaonde	l52lunda	0.952345469
71174	e74adawida	g36kami	0.952340554
73768	g11gogo	g44bndzwani	0.952338615
59764	d24songola	p21yao	0.952337877
87353	l31alubakasai	m42bemba	0.952329810
71558	f12bende	g401mwani	0.952328915
78530	g62hehe	h41mbala	0.952318157
84728	je25kilegi	je31lumasaaba	0.952316785
75900	g35luguru	k15mbunda	0.952313118
87677	l41kaonde	m41taabwa	0.952280647
87498	l33lubashaba	n14mpoto	0.952275627
81298	h16gkimpangu2012	h321soonde	0.952275206
72703	f25bungu	h16cilinji	0.952265390
66776	e541chuka	je14rukiga	0.952243972
69921	e623mkuu	m21ndali	0.952231646
74813	g24bondei	g43kae	0.952230239
75377	g32kwere	je23zinza	0.952228458
80204	h16akisolongodrc2012	p25mabia	0.952228392
87540	l34hemba	m14rungu	0.952204686
62034	d32birabunia	g65kinga	0.952200471
84181	je17gwere	n12ngoni	0.952181183
76358	g39saghala	jd65hangaza	0.952177861
88185	m14rungu	s42zulu	0.952169902
87074	l12bholu	m41taabwa	0.952164023
67952	e621bmachame	e71aupperpokomo	0.952163943
51735	c36gmonyongo	c52soko	0.952162065
72629	f24kimbu	p11ndengeleko	0.952149547
80079	h16akisikongo2013	s42zulu	0.952136155
69925	e623mkuu	m24malila	0.952135594
80094	h16akisolongodrc2012	h16gntandu	0.952133734
84135	je17gwere	k15mbunda	0.952131891
66800	e541chuka	je44zanaki	0.952130423
69009	e622cmamba	g39saghala	0.952123546
76236	g37kutu	l11pende	0.952121201
79755	h131kisundicongokimongo1988	m23nyiha	0.952117504
68793	e622clema	g22anorthpare	0.952115405
88316	m21wanda	n13matengo	0.952102157
69394	e623akiseri	f32nyaturuwil	0.952101218
78350	g52ndamba	zaambojarawan	0.952098359
3357	a15celungcentralmanenguba	a15manenguba	0.952096548
70854	e72agiryama	je25jita	0.952095215
53389	c41ngombe	d308bodo2	0.952095171
86568	k21lozi	p11ndengeleko	0.952084392
73893	g11gogo	n42kunda	0.952076774
86022	je43kuriatari	je45nata	0.952076101
88830	m61lenje	p12rufiji	0.952073516
75547	g33zaramo	je25jita	0.952072874
75033	g31zigua	je15luganda	0.952069057
73213	f32nyaturuwil	g24bondei	0.952058157
45741	c101baboleep	c36gmosange	0.952052088
73406	f33langi	g42aamu	0.952050905
81387	h16gkimpangu2012	n14mpoto	0.952023957
25488	b203samaye	c25condinga	0.952023621
87378	l31alubakasai	p23simakonde	0.952018784
72743	f25bungu	je31lumasaaba	0.952016082
70007	e64kahe	g36kami	0.952005932
68349	e621csiha	s42zulu	0.952005377
76278	g37kutu	n21tumbukamalawi	0.952001868
68265	e621csiha	je41maragoli	0.951989282
71155	e74adawida	f25bungu	0.951986144
75329	g32kwere	g61sangu	0.951983664
82720	h42hunganna	m21wanda	0.951982169
75662	g34nguungulu	g51pogoro	0.951960256
75101	g31zigua	m64tonga	0.951955817
83970	je15luganda	n12ngoni	0.951951817
75829	g35luguru	g52ndamba	0.951943328
87543	l34hemba	m21wanda	0.951942380
87690	l41kaonde	n14mpoto	0.951935811
89585	r22ndonga	r31herero	0.951934655
80647	h16cizobe	jd53shi	0.951934440
84012	je16lusoga	je25mkwaya	0.951933455
87226	l221lwalwa	n12ngoni	0.951930005
84174	je17gwere	m61lenje	0.951924350
78608	g62hehe	m61lenje	0.951920856
77059	g42aamu	m14rungu	0.951916717
86415	k14lwena	p22mwera	0.951900902
78117	g51pogoro	k11ciokwe	0.951898538
46070	c101babolema	d308bodo2	0.951897784
80448	h16cilinji	m28lambya	0.951893283
82382	h321soonde	n13matengo	0.951888761
58188	d14enya	jd67kivinza	0.951886848
77324	g42swahili	je17gwere	0.951881080
76275	g37kutu	n12ngoni	0.951877546
68307	e621csiha	m28lambya	0.951876008
45050	bilejarawan	kulungjarawan	0.951874378
57779	d12lengola	p25mabia	0.951860328
70690	e71aupperpokomo	l221lwalwa	0.951858978
86637	k31luyana	n11manda	0.951856294
78129	g51pogoro	l221lwalwa	0.951853376
76426	g39saghala	m31nyakyusa	0.951850048
82565	h41mbala	je41maragoli	0.951846518
85163	je32luyia	m28lambya	0.951845678
89074	n11manda	s41xhosa	0.951845223
74282	g22asu	g33zaramo	0.951839244
71555	f12bende	g36kami	0.951823251
78692	g63bena	je17gwere	0.951822076
86542	k21lozi	m21wanda	0.951814778
79072	g65kinga	p25mabia	0.951814010
69382	e623akiseri	e73digo	0.951809726
75949	g35luguru	n21tumbukamalawi	0.951809340
88407	m23nyiha	m52lala	0.951809044
69797	e623mkuu	g12kagulu	0.951805059
70610	e71aupperpokomo	g61sangu	0.951801274
85130	je32luyia	k15mbunda	0.951798978
72610	f24kimbu	m41taabwa	0.951765941
59637	d24songola	g63bena	0.951761773
74339	g22asu	je11runyoro	0.951759697
82302	h321soonde	jd66kiha	0.951759685
83971	je15luganda	n13matengo	0.951757579
81285	h16flaadi	s42zulu	0.951754501
82855	jd53shi	n12ngoni	0.951750965
85073	je31lumasaaba	m54lamba	0.951746365
6648	a33ayasa	a34benga	0.951744783
80367	h16cilinji	h16gntandu	0.951743218
69212	e622cvunjo	g401mwani	0.951740784
78534	g62hehe	jd64shubi	0.951733042
69213	e622cvunjo	g412mwiini	0.951730163
34577	b501wanzie	g51pogoro	0.951727620
74693	g23sambaa	je21runyambo	0.951713542
81855	h16kimbatangidinga	l221lwalwa	0.951705926
71229	e74adawida	je12rutooro	0.951688543
68807	e622clema	g401mwani	0.951679899
68193	e621csiha	g412mwiini	0.951677096
71551	f12bende	g32kwere	0.951676570
78954	g65kinga	h16cilinji	0.951672275
83814	je14rukiga	je45nata	0.951668440
80002	h16akisikongo2013	k11ciokwe	0.951653424
77014	g42aamu	je25jita	0.951645537
81872	h16kimbatangidinga	m21ndali	0.951645178
87195	l221lwalwa	l34hemba	0.951640720
79842	h13kikunyi1989	je22haya	0.951638556
88622	m31nyakyusa	p25mabia	0.951632222
77729	g44angazija	s11shona	0.951628865
73821	g11gogo	je24kerebe	0.951623630
76072	g36kami	l11pende	0.951621309
78899	g64pangwa	m41taabwa	0.951614893
81424	h16gntandu	h21akimbundu	0.951614636
68604	e622akimochi	g412mwiini	0.951612482
65603	e53meru	e623akiseri	0.951611994
82719	h42hunganna	m21ndali	0.951608964
69619	e623dkeni	g43kae	0.951607628
88317	m21wanda	n14mpoto	0.951606345
79889	h13kikunyi1989	m13fipa	0.951603627
74691	g23sambaa	je16lusoga	0.951602999
88329	m21wanda	p22mwera	0.951602596
83074	jd64shubi	m31nyakyusa	0.951597607
81928	h16kimbeko	h321soonde	0.951589701
76995	g42aamu	h41mbala	0.951584130
74283	g22asu	g34nguungulu	0.951584025
40164	b77bfumu	m13fipa	0.951581715
76997	g42aamu	jd53shi	0.951563721
82517	h32suku	p25mabia	0.951561633
78457	g61sangu	m52lala	0.951559389
89423	p15mbunga	p21yao	0.951559036
80393	h16cilinji	je23zinza	0.951555590
80429	h16cilinji	l33lubashaba	0.951549484
76321	g39saghala	g52ndamba	0.951549034
79925	h13kikunyi1989	p22mwera	0.951548611
70782	e72agiryama	g24bondei	0.951546920
76494	g401mwani	h13kikunyi1989	0.951543129
30337	b301viya	b304pinzi	0.951540594
84304	je21runyambo	r11umbundu	0.951533182
72351	f23sumbwa	h41mbala	0.951530570
81105	h16dciwoyodrc2012	m14rungu	0.951525830
78549	g62hehe	je25jita	0.951519320
71934	f21sukuma	g39saghala	0.951507977
82846	jd53shi	m52lala	0.951505751
81747	h16kikongo	m21ndali	0.951505602
81170	h16flaadi	h32suku	0.951505026
80051	h16akisikongo2013	n13matengo	0.951502340
74279	g22asu	g31zigua	0.951500454
82167	h21akimbundu	s42zulu	0.951496045
57772	d12lengola	p12rufiji	0.951490922
82667	h42hunganna	je17gwere	0.951486157
81879	h16kimbatangidinga	m31nyakyusa	0.951477704
73980	g12kagulu	h41mbala	0.951461858
86615	k31luyana	m12lungwa	0.951461260
58268	d14enya	n14mpoto	0.951454818
81890	h16kimbatangidinga	n11manda	0.951451484
62031	d32birabunia	g62hehe	0.951449822
73309	f32nyaturuwil	k33kwangali	0.951445437
86539	k21lozi	m14rungu	0.951445185
84684	je25jita	m61lenje	0.951443973
59640	d24songola	g66wanji	0.951440209
75171	g32doe	h16akisikongo2013	0.951440176
73467	f33langi	je25mkwaya	0.951422083
71369	e74atuveta	g412mwiini	0.951416547
88184	m14rungu	s41xhosa	0.951413332
75566	g33zaramo	k14lwena	0.951412173
74863	g24bondei	je16lusoga	0.951406889
46627	c105mbenga	c412libobi	0.951403367
59664	d24songola	h321soonde	0.951403125
79838	h13kikunyi1989	je15luganda	0.951401122
68855	e622clema	jd65hangaza	0.951398233
62075	d32birabunia	je17gwere	0.951384381
88416	m23nyiha	n12ngoni	0.951376661
68304	e621csiha	m23nyiha	0.951364730
73923	g12kagulu	g22anorthpare	0.951360865
81251	h16flaadi	m64tonga	0.951353784
52012	c36gmosange	c55lokele	0.951352146
85056	je31lumasaaba	l62nkoya	0.951344541
53465	c41ngombe	g37kutu	0.951341550
76168	g37kutu	h131kisundicongokimongo1988	0.951336386
73920	g11gogo	s53tsonga	0.951321616
75543	g33zaramo	je21runyambo	0.951319362
69613	e623dkeni	g401mwani	0.951312281
82380	h321soonde	n11manda	0.951307691
65376	e53imenti	e56daiso	0.951307559
87924	l62nkoya	m62soli	0.951306916
87272	l23songe	m12lungwa	0.951303445
88424	m23nyiha	p11ndengeleko	0.951300696
89189	n21tumbukamalawi	p21yao	0.951290384
87260	l221lwalwa	zaambojarawan	0.951285068
73511	f33langi	m15mambwe	0.951283675
59641	d24songola	h111hangala	0.951283560
81803	h16kimbatangidinga	h31yaka	0.951273966
71714	f12bende	s41xhosa	0.951273900
82415	h321soonde	zaambojarawan	0.951272625
72445	f23sumbwa	p12rufiji	0.951268332
75558	g33zaramo	je41maragoli	0.951252716
76227	g37kutu	k11ciokwe	0.951251103
84605	je24kerebe	p22mwera	0.951248533
85312	je401ngoreme	je43kuriatari	0.951247607
83487	je11runyoro	je45nata	0.951246657
85937	je43kuriamago	je45nata	0.951241955
71224	e74adawida	jd64shubi	0.951237375
85936	je43kuriamago	je44zanaki	0.951222856
86328	k11ciokwe	p11ndengeleko	0.951219948
53525	c41ngombe	je21runyambo	0.951213676
78435	g61sangu	l34hemba	0.951213078
82018	h16kimbeko	n21tumbukamalawi	0.951208745
75678	g34nguungulu	h16cilinji	0.951206333
86299	k11ciokwe	m14rungu	0.951201561
80461	h16cilinji	n12ngoni	0.951199542
76427	g39saghala	m41taabwa	0.951196480
73402	f33langi	g39saghala	0.951191731
76039	g36kami	je16lusoga	0.951188880
88429	m23nyiha	p21yao	0.951187991
87557	l34hemba	mbulajarawan	0.951179163
75340	g32kwere	h16akisikongo2013	0.951175580
76629	g401mwani	s42zulu	0.951171017
88477	m24malila	p15mbunga	0.951170599
81870	h16kimbatangidinga	m14rungu	0.951157212
76747	g412mwiini	m25safwa	0.951153838
25013	b201ndasa	m54lamba	0.951138794
88060	m12lungwa	p23simakonde	0.951133804
85585	je404shasi	je43kuriatari	0.951131180
88781	m54lamba	n13matengo	0.951124497
38903	b71aibtekeibalicongo	m22namwanga	0.951116055
62126	d32birabunia	m15mambwe	0.951113559
76171	g37kutu	h16akisolongodrc2012	0.951099594
2942	a15cakossi	a15manenguba	0.951095882
72603	f24kimbu	m21wanda	0.951095147
74569	g22bsouthpare	m14rungu	0.951091811
74696	g23sambaa	je24kerebe	0.951087435
74577	g22bsouthpare	m28lambya	0.951085399
75372	g32kwere	je15luganda	0.951080318
71985	f21sukuma	jd67kivinza	0.951077723
85076	je31lumasaaba	m64tonga	0.951075608
84087	je16lusoga	p14ngindo	0.951072987
73869	g11gogo	m21ndali	0.951053038
88254	m21ndali	m52lala	0.951042428
84137	je17gwere	k31luyana	0.951042017
79705	h131kisundicongokimongo1988	je25jita	0.951036946
87814	l52lunda	n21tumbukamalawi	0.951036205
80392	h16cilinji	je22haya	0.951030910
59729	d24songola	m13fipa	0.951027079
81864	h16kimbatangidinga	l52lunda	0.951014316
87295	l23songe	n12ngoni	0.951002785
81554	h16hkinkanu2012	h32suku	0.950994172
70840	e72agiryama	jd65hangaza	0.950991652
70619	e71aupperpokomo	h131kisundicongokimongo1988	0.950989057
58242	d14enya	m11pimbwe	0.950981858
76145	g36kami	zaambojarawan	0.950979757
89083	n12ngoni	n21tumbukamalawi	0.950973514
75588	g33zaramo	l62nkoya	0.950959788
39019	b71aletekeleconi	d12lengola	0.950959694
81552	h16hkinkanu2012	h31yaka	0.950953471
34580	b501wanzie	g62hehe	0.950952461
73819	g11gogo	je22haya	0.950941714
75687	g34nguungulu	h16hkinkanu2012	0.950937156
72311	f23sumbwa	g42aamu	0.950937002
88609	m31nyakyusa	n21tumbukamalawi	0.950936593
74134	g22anorthpare	h131kisundicongokimongo1988	0.950936105
72336	f23sumbwa	h16cizobe	0.950931609
76376	g39saghala	je31lumasaaba	0.950929801
76536	g401mwani	je25mkwaya	0.950924808
88004	m11pimbwe	p25mabia	0.950922771
75310	g32doe	zaambojarawan	0.950921376
46639	c105mbenga	c76ombo	0.950918336
73198	f32nyaturucha	s41xhosa	0.950912126
62035	d32birabunia	g66wanji	0.950908349
82753	h42hunganna	p23simakonde	0.950903348
81169	h16flaadi	h321soonde	0.950902239
70924	e72agiryama	n31chewa	0.950901346
69834	e623mkuu	h13kikunyi1989	0.950894638
75854	g35luguru	h16kikongo	0.950894003
78071	g51pogoro	h16gntandu	0.950891905
75934	g35luguru	m31nyakyusa	0.950890719
78544	g62hehe	je17gwere	0.950880963
78306	g52ndamba	m42bemba	0.950875356
69686	e623dkeni	je41maragoli	0.950864291
73899	g11gogo	p14ngindo	0.950840022
79749	h131kisundicongokimongo1988	m13fipa	0.950833035
84161	je17gwere	m15mambwe	0.950831191
88360	m22namwanga	m62soli	0.950811737
75912	g35luguru	l31alubakasai	0.950811465
31706	b31tsogo	b32kande	0.950802248
85403	je402ikizu	je43kuriamago	0.950800635
65909	e53meruimenti	jd66kiha	0.950797399
76612	g401mwani	p15mbunga	0.950795088
48062	c22akwa	c25bolee	0.950777341
75036	g31zigua	je21runyambo	0.950775451
76641	g412mwiini	g44bndzwani	0.950766185
46622	c105mbenga	c36gmonyongo	0.950757056
72435	f23sumbwa	n11manda	0.950755724
88141	m14rungu	m24malila	0.950751667
81604	h16hkinkanu2012	l221lwalwa	0.950748720
84145	je17gwere	l221lwalwa	0.950745207
76588	g401mwani	m31nyakyusa	0.950741193
76325	g39saghala	g64pangwa	0.950734243
72002	f21sukuma	je32luyia	0.950733439
68398	e621dkibosho	g401mwani	0.950727423
69833	e623mkuu	h131kisundicongokimongo1988	0.950726653
70804	e72agiryama	g61sangu	0.950724905
86309	k11ciokwe	m41taabwa	0.950718008
73937	g12kagulu	g401mwani	0.950705218
82123	h21akimbundu	m24malila	0.950700839
80463	h16cilinji	n14mpoto	0.950694213
88140	m14rungu	m23nyiha	0.950689309
81862	h16kimbatangidinga	l41kaonde	0.950682580
72335	f23sumbwa	h16cimbala	0.950678777
70813	e72agiryama	h131kisundicongokimongo1988	0.950678173
81653	h16hkinkanu2012	p21yao	0.950673719
77536	g43kae	m24malila	0.950663666
71117	e73digo	n31chewa	0.950658062
69260	e622cvunjo	jd65hangaza	0.950656732
73533	f33langi	n14mpoto	0.950653141
86400	k14lwena	n11manda	0.950638012
86462	k15mbunda	m21ndali	0.950637926
76517	g401mwani	jd53shi	0.950634734
83229	jd65hangaza	s42zulu	0.950619796
68204	e621csiha	g61sangu	0.950616190
80732	h16cizobe	n14mpoto	0.950597929
76514	g401mwani	h32suku	0.950592519
78386	g61sangu	jd65hangaza	0.950588343
75020	g31zigua	h32suku	0.950571336
70641	e71aupperpokomo	h41mbala	0.950567582
74498	g22bsouthpare	h16kikongo	0.950567075
62122	d32birabunia	m11pimbwe	0.950547922
79839	h13kikunyi1989	je16lusoga	0.950541592
81349	h16gkimpangu2012	l221lwalwa	0.950526501
80462	h16cilinji	n13matengo	0.950525218
76418	g39saghala	m15mambwe	0.950520190
81680	h16kikongo	h32suku	0.950512207
71307	e74adawida	n14mpoto	0.950509293
68774	e622clema	e71aupperpokomo	0.950502904
69824	e623mkuu	g61sangu	0.950499211
78366	g61sangu	h16cizobe	0.950496811
87225	l221lwalwa	n11manda	0.950495738
