	Doculect1	Doculect2	cosDistance
61137	d308ebodo	je31cbukusu	0.840148376
68989	e622cmamba	f31nyiramba	0.840146887
8380	a43abasaa	c141bonyala	0.840146660
58299	d14enya	tivtivoid	0.840143928
5220	a24duala	e623dkeni	0.840142194
5655	a27malimba	g22asu	0.840141166
5509	a27malimba	b63ndumu	0.840140967
75049	g31zigua	je403suba	0.840140497
35101	b503vili	c21ngare	0.840137134
33708	b42sangumi	p15mbunga	0.840129269
31425	b305vove	c322zamba	0.840126078
28171	b22bngom	k21lozi	0.840124936
31271	b304pinzi	je401ngoreme	0.840123827
16070	a71eton	l23songe	0.840122449
28756	b23mbangwe	e73digo	0.840122055
48256	c22akwa	je403suba	0.840119537
57689	d12lengola	je14rukiga	0.840119126
12505	a61ngorobisoo	h12civilicongo	0.840118613
29164	b24wumbvu	h16ckiyombedrc1982	0.840117752
46695	c105mbenga	e622cvunjo	0.840113495
65386	e53imenti	e623mkuu	0.840112679
30162	b25kota	g23sambaa	0.840112532
60808	d308bodo2	f22nyamwezi	0.840107352
52156	c36gmosange	h42hunganna	0.840106505
14850	a62bmmala	h16cizobe	0.840105704
63209	d43nyanga	h16dciwoyodrc2012	0.840103024
82686	h42hunganna	je43kuriamago	0.840095940
77258	g42dunguja	r21kwanyama	0.840095038
4819	a22bakweri	f12bende	0.840094004
38930	b71aibtekeibalicongo	p13matumbi	0.840087880
11861	a61ngoroasom	a61ngorobisoo	0.840086452
65744	e53meru	l53runda	0.840079620
54509	c52soko	f23sumbwa	0.840078298
51022	c32bobangi	g61sangu	0.840063568
28404	b22emwesa	e701elwana	0.840060856
80210	h16akisolongodrc2012	r31herero	0.840060084
86658	k31luyana	r21kwanyama	0.840057304
79441	h11beembe	k14lwena	0.840057264
82945	jd62rundi	l53runda	0.840056982
16652	a74abulu	d13metoko	0.840053475
49297	c25condinga	e74adawida	0.840048322
18468	a81kwasio	b501wanzimo	0.840048318
5342	a24duala	k31luyana	0.840047908
14073	a62anuasue	h16cilinji	0.840046939
16551	a74abulu	b22akele	0.840045220
41282	b84mbunda	f21sukuma	0.840041424
6659	a33ayasa	a601tuki	0.840040988
80674	h16cizobe	je404shasi	0.840040305
6617	a32cbatanga	n31chewa	0.840038103
32490	b404ngubi	d334mbo	0.840033426
31608	b305vove	je31cbukusu	0.840031940
11662	a601tuki	e64kahe	0.840025121
49293	c25condinga	e701elwana	0.840021956
44219	b86dinga	s42zulu	0.840019220
39366	b71atekedj	e531muthambi	0.840017972
49135	c25bolee	l221lwalwa	0.840016291
66258	e53miutini	e65gweno	0.840006583
35746	b51dumala	b86dzing	0.840001073
49064	c25bolee	h131kisundicongokimongo1988	0.839998268
65261	e53igoji	je21runyambo	0.839993535
28014	b22bngom	d32bira	0.839993310
27801	b22bkoya	je25mkwaya	0.839992232
29404	b251shake	d308bodo2	0.839983059
61813	d32bira	h16cyombe	0.839981771
29196	b24wumbvu	je24kerebe	0.839981361
67849	e56daiso	je404shasi	0.839977944
37822	b62mbaama	g24bondei	0.839976121
2978	a15cakossi	a81kwasio	0.839972225
29475	b251shake	g32kwere	0.839970523
22921	b11ampongwe	b602kaninginord	0.839965612
5381	a24duala	m64tonga	0.839960704
84421	je22haya	tivtivoid	0.839958641
4239	a15manenguba	b203samaye	0.839956249
12603	a61ngorobisoo	m42bemba	0.839955771
29592	b251shake	m21wanda	0.839947870
15205	a62clibie	g36kami	0.839946887
49953	c25mboshi	je24kerebe	0.839946474
57145	c85wongo	g66wanji	0.839942285
41115	b82buma	m42bemba	0.839936990
48682	c25abunji	d311bila	0.839934679
8229	a42abo	m62soli	0.839929869
12727	a61ngorolunda	b82buma	0.839928292
5673	a27malimba	g42swahili	0.839927150
42641	b861ngul	l41kaonde	0.839920309
47800	c21ngare	c71tetela	0.839918897
55752	c61mongo	d12lengola	0.839917747
24853	b201ndasa	e622cvunjo	0.839913602
81532	h16gntandu	r11umbundu	0.839912354
32658	b404ngubi	l35sanga	0.839909022
622	a121mbonge	e531mwimbi	0.839906462
7408	a34benga	m21wanda	0.839905648
85613	je404shasi	m12lungwa	0.839905641
24622	b11fenenga	l11pende	0.839903753
11592	a601tuki	c42ebwela	0.839903649
46264	c101babolema	m31nyakyusa	0.839902727
25685	b203samaye	je43kuria	0.839900338
34451	b501wanzie	c32bobangi	0.839899929
48444	c24koyo	f12bende	0.839897464
45526	c101baboledz	e73digo	0.839896155
80563	h16cimbala	l32kanyok	0.839895853
15932	a71eton	e621csiha	0.839895781
49457	c25condinga	n14mpoto	0.839890301
45571	c101baboledz	g63bena	0.839887613
32642	b404ngubi	k15mbunda	0.839884733
73107	f32nyaturucha	je31cbukusu	0.839884335
68691	e622akimochi	kulungjarawan	0.839883182
39196	b71aletekeleconi	k33kwangali	0.839879697
28017	b22bngom	d333ndaaka	0.839875683
82804	jd53shi	je43kuriatari	0.839875235
31341	b304pinzi	p14ngindo	0.839865253
29713	b252mahongwe	c34sakata	0.839863765
4244	a15manenguba	b22akele	0.839863560
5335	a24duala	je43kuriatari	0.839856651
47181	c141bonyala	s311shekgalagari	0.839855096
12792	a61ngorolunda	d21baali	0.839852389
41493	b85dnsongo	c24koyo	0.839851025
3774	a15cmkaa	a27malimba	0.839850654
43259	b863pindi	m13fipa	0.839850133
47547	c15bongili	e531muthambi	0.839847474
21862	a91kwakum	c25bolee	0.839846893
462	a121mbonge	a74abulu	0.839844787
83091	jd64shubi	n42kunda	0.839841567
41296	b84mbunda	g22bsouthpare	0.839841326
28070	b22bngom	f33langi	0.839836429
4862	a22bakweri	g64pangwa	0.839828063
79365	h111hangala	r21kwanyama	0.839824158
36116	b52nzebi	c76ombo	0.839823598
65483	e53imenti	je23zinza	0.839822579
35148	b503vili	d304homa1919	0.839822269
74895	g24bondei	kulungjarawan	0.839819295
12410	a61ngorobisoo	d313mbuttu1919	0.839818182
44032	b86dinga	e74adawida	0.839816987
8106	a42abo	g39saghala	0.839815105
33178	b42sangumb	e53merutig	0.839814999
71739	f21ntuzu	g32doe	0.839810806
27260	b22akele	c24koyo	0.839809633
15230	a62clibie	h13kikunyi1989	0.839807980
47738	c15bongili	n14mpoto	0.839805562
83566	je11runyoro	s44ndebele	0.839800140
28600	b22emwesa	zaambojarawan	0.839799491
16254	a72aewondo	c42ebwela	0.839796365
7046	a33ayasa	s311shekgalagari	0.839793636
16265	a72aewondo	c81dengese	0.839792869
30124	b25kota	e55kambakitu	0.839792313
51687	c36dlingala	mbulajarawan	0.839790218
12633	a61ngorobisoo	r21kwanyama	0.839786907
19912	a841badwe	r31herero	0.839785612
62504	d333ndaaka	h11beembe	0.839785200
79400	h11beembe	h31yaka	0.839783629
6627	a32cbatanga	p22mwera	0.839783549
66803	e541chuka	k14lwena	0.839783464
68341	e621csiha	r22ndonga	0.839776210
66629	e53tigania	m61lenje	0.839774898
30272	b25kota	l41kaonde	0.839772142
82995	jd62rundi	s16kalanga	0.839769817
624	a121mbonge	e53imenti	0.839766137
53791	c42ebwela	je16lusoga	0.839765893
83746	je13runyankore	m52lala	0.839758589
51423	c34sakata	p11ndengeleko	0.839751287
73117	f32nyaturucha	je43kuria	0.839751249
1184	a122bakundu	k14lwena	0.839748566
16441	a72aewondo	k14lwena	0.839747834
7423	a34benga	moghamograssfields	0.839745314
34033	b43punu	n21tumbukamalawi	0.839742941
46400	c104aka	e622clema	0.839741285
71731	f21ntuzu	g11gogo	0.839733580
43078	b863pindi	d313mbuttu1919	0.839727064
68500	e621dkibosho	l53runda	0.839718836
48557	c24koyo	k332rumanyo	0.839717869
41117	b82buma	m54lamba	0.839713571
45928	c101baboleep	je43kuria	0.839712088
44135	b86dinga	je41maragoli	0.839709171
374	a11londo	m25safwa	0.839708920
26158	b204ndambomomassoukou	b52nzebi	0.839707982
48184	c22akwa	g39saghala	0.839704522
26669	b204ndambomombadi	g31zigua	0.839703804
53539	c41ngombe	je404shasi	0.839696811
30237	b25kota	je25mkwaya	0.839695832
51315	c34sakata	h16cizobe	0.839692898
79006	g65kinga	je44zanaki	0.839690484
39164	b71aletekeleconi	je14rukiga	0.839689806
61102	d308ebodo	h16cyombe	0.839688427
35814	b51dumala	d333ndaaka	0.839688131
15352	a62clibie	p25mabia	0.839682763
35736	b51dumala	b84mbunda	0.839674757
64688	e52mbeere	s11shona	0.839673568
26103	b204ndambomoli	p11ndengeleko	0.839673081
42538	b861ngul	g35luguru	0.839670962
89388	p13matumbi	s11shona	0.839670886
39532	b71atekedj	m12lungwa	0.839670090
33549	b42sangumi	f32nyaturuwil	0.839667780
65945	e53meruimenti	k332rumanyo	0.839665521
25212	b202sigu	e622cvunjo	0.839665294
62882	d33nyali	dugurijarawan	0.839664022
1110	a122bakundu	g44angazija	0.839662333
42331	b85yanzi	l33lubashaba	0.839657257
38018	b63ndumu	c101baboledz	0.839656820
30918	b302himba	je21runyambo	0.839656790
68633	e622akimochi	h16cyombe	0.839654744
85833	je42gusii	r21kwanyama	0.839651752
15960	a71eton	fefegrassfields	0.839651503
46703	c105mbenga	e72agiryama	0.839651137
17183	a75afangbitam	je23zinza	0.839650727
6686	a33ayasa	a91kwakum	0.839648311
27857	b22bkoya	m54lamba	0.839647147
33669	b42sangumi	l52lunda	0.839645597
48501	c24koyo	h16ckiyombedrc1982	0.839644489
16093	a71eton	m31nyakyusa	0.839643555
32878	b41shira	f32nyaturuwil	0.839642048
52255	c36gmosange	p23simakonde	0.839640700
76054	g36kami	je403suba	0.839639399
45842	c101baboleep	g23sambaa	0.839638322
25095	b202sigu	b71aibtekeibalicongo	0.839628926
27259	b22akele	c22akwa	0.839620743
41290	b84mbunda	f33langi	0.839620042
69504	e623akiseri	l13kwese	0.839612210
3364	a15celungcentralmanenguba	a34benga	0.839611273
7222	a34benga	d311bila	0.839607122
33607	b42sangumi	h21akimbundu	0.839605990
1827	a151nkongho	c34sakata	0.839605672
28568	b22emwesa	n14mpoto	0.839601962
3843	a15cmkaa	b305vove	0.839597276
50846	c323mpama	m25safwa	0.839595567
13851	a62anuasue	b203samaye	0.839595537
14074	a62anuasue	h16cimbala	0.839590090
86683	k332rumanyo	l33lubashaba	0.839589830
11086	a54tibea	a75afangminvoul	0.839587182
32940	b41shira	h41mbala	0.839584980
14744	a62bmmala	d308bodo2	0.839583032
31673	b305vove	n14mpoto	0.839574301
38437	b701atsitsege	e64kahe	0.839572624
6624	a32cbatanga	p14ngindo	0.839565635
41063	b82buma	je31lumasaaba	0.839562755
83888	je14rukiga	s21venda	0.839562661
41648	b85dnsongo	h16cyombe	0.839561077
42868	b862lwel	h12civilicongo	0.839555614
17247	a75afangbitam	mbulajarawan	0.839555566
47874	c21ngare	f24kimbu	0.839555490
5488	a27malimba	b304pinzi	0.839550947
73740	fefegrassfields	s44ndebele	0.839550575
49269	c25condinga	e53imenti	0.839548347
29679	b252mahongwe	b84mbunda	0.839545903
13854	a62anuasue	b204ndambomombadi	0.839544322
14848	a62bmmala	h16cilinji	0.839543354
17232	a75afangbitam	m21ndali	0.839542974
25619	b203samaye	g44dmaore	0.839537345
1333	a141lefo	b22bkoya	0.839537299
69508	e623akiseri	l32kanyok	0.839537066
15955	a71eton	f25bungu	0.839534731
6566	a32cbatanga	k14lwena	0.839533518
28246	b22bngom	s44ndebele	0.839530447
39257	b71aletekeleconi	r11umbundu	0.839515353
43236	b863pindi	k21lozi	0.839507581
58356	d201liko	e72agiryama	0.839503416
50050	c25mboshi	s44ndebele	0.839501305
51419	c34sakata	n31chewa	0.839499000
29871	b252mahongwe	h41mbala	0.839497931
6428	a32cbatanga	e53meru	0.839496642
29989	b252mahongwe	tivtivoid	0.839492400
29540	b251shake	je21runyambo	0.839490210
46385	c104aka	e53meru	0.839489393
12912	a61ngorolunda	h16hkinkanu2012	0.839488683
17257	a75afangbitam	njengrassfields	0.839483383
12900	a61ngorolunda	h16akisikongo2013	0.839481387
64079	e51kikuyu	g31zigua	0.839481198
51414	c34sakata	n11manda	0.839480253
83788	je13runyankore	tivtivoid	0.839474271
59334	d23kibirakumu1919	e621dkibosho	0.839472677
9291	a45nyokon	f25bungu	0.839471915
44283	b86dzing	d304homa1919	0.839471684
34032	b43punu	n14mpoto	0.839469472
75897	g35luguru	je45nata	0.839468438
63502	d55buyu	l32kanyok	0.839467435
51244	c34sakata	e622akimochi	0.839465647
65407	e53imenti	g11gogo	0.839464328
63998	e46sonjo	p11ndengeleko	0.839461991
5830	a27malimba	zaambojarawan	0.839453512
36781	b601lempini	d25lega	0.839449668
59339	d23kibirakumu1919	e623akiseri	0.839446603
56346	c76ombo	g22anorthpare	0.839442928
52270	c36gmosange	s44ndebele	0.839440625
29093	b24wumbvu	e622clema	0.839435203
47554	c15bongili	e53miutini	0.839435152
87136	l13kwese	m15mambwe	0.839423149
50029	c25mboshi	p12rufiji	0.839422878
69101	e622cmamba	l13kwese	0.839417737
35286	b503vili	je21runyambo	0.839415214
6835	a33ayasa	e53meru	0.839411767
49348	c25condinga	h131kisundicongokimongo1988	0.839410747
38748	b71aibtekeibalicongo	e621dkibosho	0.839410112
25664	b203samaye	je14rukiga	0.839409731
45927	c101baboleep	je42gusii	0.839408969
47002	c141bonyala	f22nyamwezi	0.839408179
52096	c36gmosange	g11gogo	0.839405307
42639	b861ngul	l34hemba	0.839402090
27269	b22akele	c32bobangi	0.839401118
39312	b71atekedj	c34sakata	0.839398761
44367	b86dzing	g42dunguja	0.839394344
27935	b22bngom	b77bfumu	0.839387476
8768	a44tunen	b862lwel	0.839386821
39672	b71atekeos	d333ndaaka	0.839385566
28432	b22emwesa	g33zaramo	0.839382297
55721	c61ekonda	p13matumbi	0.839381815
44272	b86dzing	d12lengola	0.839379771
72135	f22nyamwezi	g62hehe	0.839378933
42473	b861ngul	d33nyali	0.839375836
29883	b252mahongwe	je15luganda	0.839373276
891	a122bakundu	a841badwe	0.839370986
47815	c21ngare	d25lega	0.839370377
7444	a34benga	p31gikorovere	0.839369034
68827	e622clema	h12civilicongo	0.839363274
76733	g412mwiini	l51salampasu	0.839363215
19094	a832bekol	k14lwena	0.839363181
49246	c25condinga	d28holoholo	0.839362535
71772	f21ntuzu	h16bkindibu2013	0.839361795
41411	b84mbunda	l62nkoya	0.839360466
47545	c15bongili	e52embu	0.839357525
75920	g35luguru	l53runda	0.839348986
51518	c36dlingala	e621csiha	0.839347974
49302	c25condinga	f22nyamwezi	0.839346376
73837	g11gogo	je43kuriatari	0.839346194
49900	c25mboshi	g44bndzwani	0.839344601
52437	c37ebudza	je12rutooro	0.839339774
41940	b85emput	g62hehe	0.839333918
41916	b85emput	g23sambaa	0.839333255
55795	c61mongo	e55kambamach	0.839321667
62552	d333ndaaka	je32luyia	0.839317150
12886	a61ngorolunda	g44dmaore	0.839314171
79722	h131kisundicongokimongo1988	je45nata	0.839309560
25219	b202sigu	e71aupperpokomo	0.839307674
32214	b32kande	g32doe	0.839304155
28343	b22emwesa	c81dengese	0.839303998
58454	d201liko	je31lumasaaba	0.839302911
58798	d20bvamba1919	tivtivoid	0.839300438
86694	k332rumanyo	m14rungu	0.839294837
51831	c36gmonyongo	g32kwere	0.839294158
47607	c15bongili	g39saghala	0.839292328
20017	a84njem	c322zamba	0.839292283
16384	a72aewondo	h16akisolongodrc2012	0.839288746
43212	b863pindi	je22haya	0.839282834
70488	e701elwana	k332rumanyo	0.839277598
41223	b84mbunda	d21baali	0.839273397
29810	b252mahongwe	f33langi	0.839272906
57867	d13metoko	f32nyaturucha	0.839272553
29663	b252mahongwe	b52nzebi	0.839268247
33670	b42sangumi	l53runda	0.839267234
39533	b71atekedj	m13fipa	0.839264822
48282	c22akwa	l34hemba	0.839261441
47922	c21ngare	h16bkindibu2013	0.839261121
53552	c41ngombe	k332rumanyo	0.839260670
64502	e52mbeere	e65gweno	0.839258611
23884	b11cgalwa	je42gusii	0.839250414
53537	c41ngombe	je402ikizu	0.839248760
64460	e52embu	r11umbundu	0.839246052
29342	b251shake	b86dinga	0.839245828
35284	b503vili	je16lusoga	0.839241122
45473	c101baboledz	d23kibirakumu1919	0.839233259
66226	e53merutig	r22ndonga	0.839232826
51425	c34sakata	p13matumbi	0.839232046
38492	b701atsitsege	h11beembe	0.839231311
24631	b11fenenga	l35sanga	0.839227240
49869	c25mboshi	f24kimbu	0.839226806
86671	k31luyana	tivtivoid	0.839225940
5185	a24duala	d32birabunia	0.839225812
53536	c41ngombe	je401ngoreme	0.839225726
60251	d28holoholo	p21yao	0.839224909
70397	e701elwana	g33zaramo	0.839219865
67311	e55kambakitu	e56daiso	0.839219815
27859	b22bkoya	m62soli	0.839218904
42103	b85yanzi	c104aka	0.839218391
59901	d25lega	h16gntandu	0.839217946
28045	b22bngom	e622akimochi	0.839217372
76301	g37kutu	s311shekgalagari	0.839212699
25783	b204ndambomoli	b252mahongwe	0.839212620
54655	c52soko	m62soli	0.839209567
59405	d23kibirakumu1919	h16cimbala	0.839202262
50490	c322zamba	h16kimbatangidinga	0.839200475
28551	b22emwesa	m24malila	0.839198149
46828	c105mbenga	l23songe	0.839191726
50464	c322zamba	g52ndamba	0.839189811
83163	jd65hangaza	l13kwese	0.839189776
47951	c21ngare	je14rukiga	0.839175875
51418	c34sakata	n21tumbukamalawi	0.839174711
25458	b203samaye	b78wuumu	0.839170218
17109	a75afangbitam	g22anorthpare	0.839167188
33874	b43punu	f12bende	0.839161843
34207	b44lumbu	f12bende	0.839155513
9175	a45nyokon	bamungrassfields	0.839152087
30070	b25kota	c52soko	0.839147793
56803	c83bushong	d334mbo	0.839145074
42624	b861ngul	k15mbunda	0.839143934
6838	a33ayasa	e53miutini	0.839143553
39667	b71atekeos	d311bila	0.839142806
29918	b252mahongwe	l12bholu	0.839137526
15325	a62clibie	m41taabwa	0.839135249
6993	a33ayasa	l52lunda	0.839133326
69579	e623dkeni	e701elwana	0.839128632
66235	e53merutig	s44ndebele	0.839125181
57601	d12lengola	e701elwana	0.839124977
80617	h16cimbala	r22ndonga	0.839122971
4807	a22bakweri	e622cvunjo	0.839115148
59903	d25lega	h16kikongo	0.839114822
48842	c25abunji	k31luyana	0.839114682
49620	c25eeboyi	g51pogoro	0.839114681
32433	b404ngubi	c21ngare	0.839113904
39848	b71atekeos	m12lungwa	0.839113793
64322	e52embu	g44dmaore	0.839112055
85988	je43kuriamago	n14mpoto	0.839111516
48898	c25abunji	p15mbunga	0.839108401
41006	b82buma	g44dmaore	0.839104533
61305	d311bila	g34nguungulu	0.839104440
46591	c104aka	r22ndonga	0.839104374
15250	a62clibie	h32suku	0.839103824
19113	a832bekol	l51salampasu	0.839102319
13105	a621nubaca	b601lempini	0.839094390
12515	a61ngorobisoo	h16cyombe	0.839091531
49950	c25mboshi	je21runyambo	0.839089891
18613	a81kwasio	f23sumbwa	0.839077800
86270	je45nata	s53tsonga	0.839077601
5915	a31bubi	b602kaninginord	0.839077313
29574	b251shake	l221lwalwa	0.839077065
9090	a45nyokon	a63mangisa	0.839074400
28196	b22bngom	m15mambwe	0.839068502
59004	d211kango	m52lala	0.839065863
17007	a75afangbitam	c32bobangi	0.839065097
46691	c105mbenga	e621dkibosho	0.839064294
88435	m23nyiha	r11umbundu	0.839061746
6445	a32cbatanga	e622cvunjo	0.839061512
44508	b86dzing	p31emakhua	0.839058798
51676	c36dlingala	m24malila	0.839056291
32412	b404ngubi	b85dnsongo	0.839050693
23797	b11cgalwa	g22asu	0.839048503
46029	c101babolema	c302bolondo	0.839047652
41876	b85emput	e54tharaka	0.839042385
82519	h32suku	p31gikorovere	0.839038300
41989	b85emput	je25jita	0.839033778
48649	c25abunji	c401pakabete	0.839030229
1627	a141lefo	m11pimbwe	0.839029933
39012	b71aletekeleconi	c61mongo	0.839029477
85670	je404shasi	zaambojarawan	0.839025457
161	a11londo	c61ekonda	0.839025027
36132	b52nzebi	d304homa1919	0.839021402
49195	c25bolee	s16kalanga	0.839021311
55837	c61mongo	g33zaramo	0.839019566
44025	b86dinga	e623mkuu	0.839018489
8425	a43abasaa	d21baali	0.839017110
73575	fefegrassfields	g32kwere	0.839016345
5629	a27malimba	e623akiseri	0.839014309
21909	a91kwakum	d311bila	0.839010860
28493	b22emwesa	je15luganda	0.839009155
3011	a15cakossi	b301viya	0.839005515
47119	c141bonyala	l221lwalwa	0.838999609
7369	a34benga	je403suba	0.838999390
37749	b62mbaama	d24songola	0.838993712
17161	a75afangbitam	h16kimbeko	0.838988324
24851	b201ndasa	e622clema	0.838983352
38801	b71aibtekeibalicongo	g44dmaore	0.838983078
13305	a621nubaca	h16kimbatangidinga	0.838982206
29503	b251shake	h131kisundicongokimongo1988	0.838980959
68364	e621dkibosho	e701elwana	0.838980209
13912	a62anuasue	c101baboledz	0.838979227
32919	b41shira	h13kikunyi1989	0.838975970
17244	a75afangbitam	m61lenje	0.838975749
48442	c24koyo	e74adawida	0.838973001
21065	a86cmpiemo	b25kota	0.838972449
16828	a74abulu	k33kwangali	0.838971654
30354	b301viya	b601lempini	0.838969757
67081	e54tharaka	p31gikorovere	0.838962574
85884	je43kuria	m23nyiha	0.838961490
50419	c322zamba	e701elwana	0.838960370
40951	b82buma	e621bmachame	0.838960304
78565	g62hehe	je44zanaki	0.838954835
39787	b71atekeos	h42hunganna	0.838949868
59343	d23kibirakumu1919	e65gweno	0.838947174
46973	c141bonyala	e53miutini	0.838946543
45313	bwazzajarawan	je13runyankore	0.838937839
67139	e55kamba	g32doe	0.838935905
65955	e53meruimenti	l32kanyok	0.838933973
61792	d32bira	g44dmaore	0.838929037
19093	a832bekol	k11ciokwe	0.838928518
28450	b22emwesa	g61sangu	0.838925052
49036	c25bolee	g32kwere	0.838924283
64247	e51kikuyu	s51tshwa	0.838922408
61632	d313mbuttu1919	k332rumanyo	0.838920462
1035	a122bakundu	d43nyanga	0.838916933
4570	a15manenguba	okugrassfields	0.838915748
29306	b251shake	b404ngubi	0.838908470
29498	b251shake	g65kinga	0.838908033
87082	l12bholu	moghamograssfields	0.838907250
49455	c25condinga	n12ngoni	0.838905214
26662	b204ndambomombadi	g11gogo	0.838886533
47016	c141bonyala	g23sambaa	0.838880704
58364	d201liko	f23sumbwa	0.838880211
1455	a141lefo	d43nyanga	0.838878954
12915	a61ngorolunda	h16kimbeko	0.838873343
58366	d201liko	f25bungu	0.838863733
64278	e52embu	e65gweno	0.838861306
86073	je43kuriatari	n14mpoto	0.838859362
6967	a33ayasa	je43kuria	0.838858344
56366	c76ombo	g43kae	0.838857201
67145	e55kamba	g37kutu	0.838856733
48526	c24koyo	je14rukiga	0.838853584
42107	b85yanzi	c15bongili	0.838851681
56454	c76ombo	l31alubakasai	0.838849207
32718	b404ngubi	s44ndebele	0.838848033
36405	b53tsaangipoungi	c101babolema	0.838846005
64595	e52mbeere	je21runyambo	0.838844962
46450	c104aka	g44bndzwani	0.838844494
52193	c36gmosange	k14lwena	0.838844002
82445	h32suku	je404shasi	0.838843159
32099	b32kande	c25bolee	0.838841566
33815	b43punu	d20bvamba1919	0.838835708
25275	b202sigu	h16akisikongo2013	0.838830544
30217	b25kota	h42hunganna	0.838829388
72210	f22nyamwezi	kulungjarawan	0.838828678
49463	c25condinga	p11ndengeleko	0.838822533
11722	a601tuki	h16akisolongodrc2012	0.838821475
86137	je44zanaki	m21wanda	0.838818232
32483	b404ngubi	d308ebodo	0.838813122
83058	jd64shubi	l51salampasu	0.838806541
39377	b71atekedj	e55kamba	0.838805221
5748	a27malimba	k11ciokwe	0.838804961
477	a121mbonge	a93kako	0.838802411
48855	c25abunji	l34hemba	0.838801711
67035	e54tharaka	l51salampasu	0.838801566
41213	b84mbunda	c81dengese	0.838801151
33730	b42sangumi	zaambojarawan	0.838797647
44030	b86dinga	e72agiryama	0.838796774
12676	a61ngorolunda	b11cgalwa	0.838795773
47730	c15bongili	m62soli	0.838795367
57684	d12lengola	jd66kiha	0.838793930
50861	c323mpama	n13matengo	0.838793881
22160	a93kako	b21seki	0.838793326
28705	b23mbangwe	d25lega	0.838792703
34202	b44lumbu	e71aupperpokomo	0.838791024
40112	b77bfumu	je14rukiga	0.838772878
83896	je14rukiga	tivtivoid	0.838770213
89579	r21kwanyama	s42zulu	0.838769598
48040	c21ngare	p23simakonde	0.838769103
18657	a81kwasio	h12civilicongo	0.838768335
43102	b863pindi	e54tharaka	0.838765875
4692	a22bakweri	b71atekedj	0.838761980
43251	b863pindi	l35sanga	0.838757501
13119	a621nubaca	b84mbunda	0.838754531
61473	d313mbuttu1919	d32bira	0.838753808
63355	d55buyu	e541chuka	0.838751638
293	a11londo	h16gkimpangu2012	0.838749943
64445	e52embu	n31chewa	0.838745855
17669	a75afangminvoul	a83mekaa	0.838743216
48493	c24koyo	h131kisundicongokimongo1988	0.838741379
28627	b23mbangwe	b62mbaama	0.838740252
44338	b86dzing	f22nyamwezi	0.838736162
12935	a61ngorolunda	je21runyambo	0.838735932
49794	c25mboshi	c61mongo	0.838730193
56879	c83bushong	g43kae	0.838729927
40918	b82buma	d305nyangali	0.838728757
41881	b85emput	e621bmachame	0.838723998
48554	c24koyo	k15mbunda	0.838720635
26189	b204ndambomomassoukou	c101baboleep	0.838719227
37810	b62mbaama	f25bungu	0.838712051
66630	e53tigania	m62soli	0.838712016
48136	c22akwa	e55kambakitu	0.838710119
51099	c32bobangi	l11pende	0.838707493
76941	g41bajuni	r21kwanyama	0.838700866
38089	b63ndumu	e51kikuyu	0.838700201
30271	b25kota	l35sanga	0.838695300
67111	e55kamba	e64kahe	0.838694662
7042	a33ayasa	r31herero	0.838692478
33203	b42sangumb	e74adawida	0.838689093
50545	c322zamba	l221lwalwa	0.838687855
4912	a22bakweri	je31cbukusu	0.838687852
30081	b25kota	d11mbole	0.838685512
4873	a22bakweri	h16cilinji	0.838684990
45566	c101baboledz	g44dmaore	0.838684294
1586	a141lefo	je25kilegi	0.838682794
51487	c36dlingala	d311bila	0.838681818
29352	b251shake	c141bonyala	0.838681154
32918	b41shira	h131kisundicongokimongo1988	0.838677958
41297	b84mbunda	g23sambaa	0.838676430
46757	c105mbenga	h13kikunyi1989	0.838674951
64069	e51kikuyu	f32nyaturuwil	0.838674553
45878	c101baboleep	h16bkindibu2013	0.838664924
77955	g44dmaore	je402ikizu	0.838664508
40569	b81tiene	c32bobangi	0.838663911
5139	a24duala	c302bolondo	0.838662750
42599	b861ngul	je17gwere	0.838661791
86500	k15mbunda	r11umbundu	0.838660039
55354	c55lokele	h16flaadi	0.838657679
38568	b701atsitsege	l32kanyok	0.838655447
14679	a62bmmala	b863pindi	0.838654376
85549	je403suba	n21tumbukamalawi	0.838646562
28716	b23mbangwe	d333ndaaka	0.838643472
32405	b404ngubi	b71atekedj	0.838639202
58420	d201liko	h16flaadi	0.838631507
48695	c25abunji	e52embu	0.838630444
86455	k15mbunda	l53runda	0.838628377
42290	b85yanzi	je15luganda	0.838626655
27861	b22bkoya	mbulajarawan	0.838625827
84155	je17gwere	l53runda	0.838623284
9430	a45nyokon	m41taabwa	0.838621195
61649	d313mbuttu1919	l53runda	0.838619131
42551	b861ngul	g44dmaore	0.838616111
67131	e55kamba	g11gogo	0.838615857
23512	b11borungu	je31cbukusu	0.838610725
38843	b71aibtekeibalicongo	je11runyoro	0.838608793
16630	a74abulu	c36gmosange	0.838601655
5474	a27malimba	b204ndambomomassoukou	0.838600530
36509	b53tsaangipoungi	e74atuveta	0.838600077
66503	e53tigania	g34nguungulu	0.838599919
23586	b11borungu	p14ngindo	0.838599277
58816	d211kango	d33nyali	0.838597667
32280	b32kande	je21runyambo	0.838594915
28732	b23mbangwe	e53merutig	0.838593474
89429	p15mbunga	r11umbundu	0.838593377
88486	m24malila	r22ndonga	0.838592929
76059	g36kami	je43kuriamago	0.838577701
12112	a61ngoroasom	h12civilicongo	0.838573651
32100	b32kande	c25condinga	0.838570912
83435	jd67kivinza	p13matumbi	0.838569130
