Doculect	Segment	Zscore	Normedcount	SalienceScore
a121mbonge	mː	-0.05	0	0
a121mbonge	m̥	-0.05	0	0
a121mbonge	m̩	-0.1	0	0
a121mbonge	n	-0.55	23	-13
a121mbonge	nʰ	-0.07	0	0
a121mbonge	nʱ	-0.07	0	0
a121mbonge	nʷ	-0.05	0	0
a121mbonge	n̥	-0.05	0	0
a121mbonge	n̩	-0.1	0	0
a121mbonge	n̪	-0.07	0	0
a121mbonge	o	0.26	33	9
a121mbonge	oˀ	-0.11	0	0
a121mbonge	oː	-0.18	0	0
a121mbonge	p	-0.94	1	-1
a121mbonge	pʰ	-0.15	0	0
a121mbonge	pʲ	-0.05	0	0
a121mbonge	pʼ	-0.05	0	0
a121mbonge	q	-0.07	0	0
a121mbonge	qʰ	-0.05	0	0
a121mbonge	r	-0.63	0	0
a121mbonge	rʲ	-0.13	0	0
a121mbonge	r̃	-0.05	0	0
a121mbonge	r̥	-0.07	0	0
a121mbonge	s	0.16	10	2
a121mbonge	sʲ	-0.11	0	0
a121mbonge	sʷ	-0.07	0	0
a121mbonge	s̪	-0.05	0	0
a121mbonge	t	-0.63	9	-6
a121mbonge	ts	-0.48	0	0
a121mbonge	tsʰ	-0.07	0	0
a121mbonge	tsʼ	-0.05	0	0
a121mbonge	tɬ	-0.05	0	0
a121mbonge	tɬʰ	-0.05	0	0
a121mbonge	tɬʼ	-0.05	0	0
a121mbonge	tʃ	-0.62	0	0
a121mbonge	tʃʰ	-0.08	0	0
a121mbonge	tʃʼ	-0.05	0	0
a121mbonge	tʰ	-0.16	0	0
a121mbonge	tʷ	-0.13	0	0
a121mbonge	tʼ	-0.05	0	0
a121mbonge	t̪	-0.13	0	0
a121mbonge	t̪ʰ	-0.08	0	0
a121mbonge	u	-0.92	21	-19
a121mbonge	uˀ	-0.1	0	0
a121mbonge	uː	-0.19	0	0
a121mbonge	v	-0.81	0	0
a121mbonge	vː	-0.05	0	0
a121mbonge	w	-1.57	3	-5
a121mbonge	w̃	-0.05	0	0
a121mbonge	x	-0.14	0	0
a121mbonge	y	-0.14	0	0
a121mbonge	z	-0.86	0	0
a121mbonge	zʷ	-0.05	0	0
a121mbonge	ã	-0.18	0	0
a121mbonge	ãː	-0.05	0	0
a121mbonge	æ	-0.07	0	0
a121mbonge	æˀ	-0.05	0	0
a121mbonge	ð	-0.19	0	0
a121mbonge	õ	-0.12	0	0
a121mbonge	ø	-0.09	0	0
a121mbonge	û	-0.22	0	0
a121mbonge	ĩ	-0.14	0	0
a121mbonge	ĩː	-0.05	0	0
a121mbonge	ŋ	1.88	18	34
a121mbonge	ŋʰ	-0.06	0	0
a121mbonge	ŋʷ	-0.06	0	0
a121mbonge	ŋ̊	-0.05	0	0
a121mbonge	ŋ̍	-0.1	0	0
a121mbonge	œ	-0.08	0	0
a121mbonge	ũ	-0.16	0	0
a121mbonge	ǀ	-0.07	0	0
a121mbonge	ǀ̃	-0.05	0	0
a121mbonge	ɐ	-0.05	0	0
a121mbonge	ɑ	-0.06	0	0
a121mbonge	ɑˀ	-0.07	0	0
a121mbonge	ɑ̃	-0.05	0	0
a121mbonge	ɓ	-0.31	0	0
a121mbonge	ɔ	1.4	25	35
a121mbonge	ɔˀ	-0.13	0	0
a121mbonge	ɔː	-0.17	0	0
