ConceptA	ConceptB	ChisqResidual	NumForms
animal_26	fingernail_11324	19.9	2
animal_317	fingernail_11400	-2.1466471716332287	14
animal_338	fingernail_11424	2.6097226239416793	1
animal_350	fingernail_11423	5.864395652037503	1
animal_369	fingernail_11560	8.042491322138101	1
animal_405	fingernail_11406	4.370369730234202	1
animal_49	fingernail_11382	5.780626352363646	4
animal_49	fingernail_11400	4.353778200067685	9
animal_49	fingernail_11424	4.053987673083344	10
animal_5	fingernail_11315	7.4270018946313145	1
animal_5	fingernail_11351	2.1229004567351595	1
animal_5	fingernail_11408	4.135229019972056	1
animal_5	fingernail_11595	3.0022346174829004	2
animal_56	fingernail_11357	2.1463021463032192	1
animal_56	fingernail_11450	5.60029761113937	1
animal_70	fingernail_11400	6.069291251562763	5
animal_80	fingernail_11340	3.252691193458119	1
animal_80	fingernail_11371	6.929646455628165	1
animal_86	fingernail_11382	3.8375339303603124	1
animal_86	fingernail_11400	2.733333333333334	2
animal_110	fire_11688	2.8674470783700166	2
animal_112	fire_11723	11.778781677329698	5
animal_112	fire_11820	6.294762780402329	1
animal_114	fire_11834	2.8294387152266514	1
animal_118	fire_11965	5.976621885104423	2
animal_133	fire_11722	6.294762780402329	1
animal_16	fire_11688	4.966564027751805	6
animal_16	fire_11702	5.004620372338453	7
animal_16	fire_11704	7.883231238384091	7
animal_16	fire_11722	2.2533450917611586	1
animal_16	fire_11747	3.455254267240264	1
animal_16	fire_11947	-2.475829682597859	1
animal_16	fire_11965	2.019777819960018	4
animal_16	fire_11997	-2.1981198259491608	0
animal_162	fire_11704	6.651605583436741	1
animal_217	fire_11997	2.0904575853597915	1
animal_22	fire_11696	5.717999022430209	1
animal_22	fire_11698	6.933752452815364	2
animal_22	fire_11703	2.4748737341529163	1
animal_23	fire_11687	4.599389127034192	1
animal_23	fire_11698	5.54815746730852	2
animal_23	fire_11744	4.599389127034192	1
animal_23	fire_11826	2.8294387152266514	1
animal_24	fire_11698	4.9029033784546	1
animal_243	fire_12017	4.9029033784546	1
animal_259	fire_11997	2.0904575853597915	1
animal_26	fire_11702	7.966375651803085	3
animal_317	fire_11702	-2.3480186950804103	4
animal_317	fire_11704	-2.065156199395591	1
animal_317	fire_11947	2.1620873564964342	94
animal_317	fire_11965	-3.507965715540642	1
animal_317	fire_11997	2.6088333352537583	63
animal_338	fire_11798	10.099980959616477	1
animal_350	fire_11965	4.226109863545265	1
animal_369	fire_11947	2.4583986683355517	3
animal_405	fire_12017	7.072427501871671	1
animal_49	fire_11730	2.4748737341529163	1
animal_49	fire_11834	5.169162223730079	11
animal_49	fire_11947	-2.633913438213185	0
animal_49	fire_11965	6.710200124756766	9
animal_49	fire_11997	-2.0463381929681126	0
animal_5	fire_11698	2.3586408826243166	1
animal_5	fire_11738	2.0275912738089925	1
animal_56	fire_11688	3.595059185806341	1
animal_56	fire_11730	10.099980959616477	1
animal_70	fire_11744	4.599389127034192	1
animal_70	fire_11826	2.8294387152266514	1
animal_70	fire_11965	4.900731611674968	3
animal_80	fire_11688	3.595059185806341	1
animal_80	fire_11826	5.26763130452764	1
animal_86	fire_11686	2.749602641349234	1
animal_86	fire_11744	5.717999022430209	1
animal_86	fire_11834	2.5116942605755304	2
animal_110	give_13735	4.283603749618286	1
animal_110	give_13808	2.2168558631309776	1
animal_110	give_13828	2.2168558631309776	1
animal_110	give_13833	3.4069377685759235	1
animal_111	give_13808	5.64472231235334	1
animal_112	give_13705	4.283603749618286	1
animal_112	give_13734	4.283603749618286	1
animal_112	give_13735	4.283603749618286	1
animal_112	give_13736	2.498630166583203	1
animal_118	give_13859	2.5644804413991067	1
animal_133	give_13808	3.4069377685759235	1
animal_133	give_13883	5.674480269356176	2
animal_16	give_13712	5.689294287746993	5
animal_16	give_13758	3.6198811444702472	1
animal_16	give_13764	3.6198811444702472	1
animal_162	give_13843	20.099812512911335	1
animal_217	give_13693	11.547325339484244	1
animal_22	give_13710	4.283603749618286	1
animal_22	give_13736	4.283603749618286	1
animal_23	give_13711	8.104408984731078	1
animal_24	give_13712	4.53871022768859	1
animal_243	give_13691	3.281206749656313	1
animal_26	give_13706	2.742812985773675	3
animal_317	give_13858	2.182844399650496	31
animal_338	give_14019	20.099812512911335	1
animal_369	give_13885	8.104408984731078	1
animal_369	give_14078	11.547325339484244	1
animal_405	give_13710	8.900130070450428	1
animal_49	give_13691	4.915205583339042	6
animal_49	give_13972	5.9752235693149345	10
animal_5	give_13693	4.169539239683969	1
animal_5	give_13845	7.484466673004186	1
animal_70	give_13691	3.626723020667158	2
animal_70	give_13808	3.0604652797437017	1
animal_70	give_13972	2.400396792595916	2
animal_80	give_13691	3.281206749656313	1
animal_80	give_13972	2.267786838055364	1
animal_86	give_13771	3.5452736872125095	1
animal_86	give_13828	3.86985529020909	1
animal_110	hair_14816	5.942977208621095	3
animal_110	hair_14841	2.466619861152174	2
animal_111	hair_14845	4.56914969701927	1
animal_111	hair_14941	8.15564825995739	1
animal_112	hair_14819	4.3126165839878015	1
animal_112	hair_14828	2.8934967774257565	1
animal_112	hair_14845	8.079953265264376	4
animal_112	hair_14862	2.261618598165977	2
animal_112	hair_14941	3.4311794911852	1
animal_114	hair_14910	7.028119572132695	1
animal_118	hair_14863	2.0947211434648207	1
animal_118	hair_14878	2.1862945454748384	1
animal_133	hair_14816	2.691249223767324	1
animal_133	hair_14948	4.3126165839878015	1
animal_133	hair_14967	2.0104091307820244	1
animal_133	hair_15120	3.807995174709163	1
animal_16	hair_14807	2.360357925763145	2
animal_16	hair_14816	4.124619965781684	4
animal_16	hair_14817	2.0831515388182678	2
animal_16	hair_14819	2.235170105710045	1
animal_16	hair_14822	2.235170105710045	1
animal_16	hair_14841	3.3746014188253657	5
animal_16	hair_14850	3.16100787770605	2
animal_16	hair_14853	3.4311794911852	1
animal_16	hair_14872	3.4311794911852	1
animal_16	hair_14963	3.4311794911852	1
animal_162	hair_14957	10.037914741623249	1
animal_217	hair_14967	5.233660871463061	1
animal_22	hair_14820	10.037914741623249	1
animal_22	hair_14977	7.401514185284453	2
animal_225	hair_15032	3.134966553842118	1
animal_23	hair_14803	3.388952042276485	2
animal_23	hair_14815	3.4311794911852	1
animal_23	hair_14821	4.56914969701927	1
animal_23	hair_14823	7.13253059584955	2
animal_24	hair_14822	10.037914741623249	1
animal_24	hair_15120	6.25494451616026	1
animal_243	hair_14878	2.1862945454748384	1
animal_243	hair_15029	4.870978283711527	1
animal_259	hair_14878	3.366524960086185	1
animal_26	hair_14824	12.173060180603066	3
animal_317	hair_14816	-2.0620038375346947	1
animal_338	hair_14811	6.25494451616026	1
animal_350	hair_14817	7.532019473186194	1
animal_369	hair_14811	7.13253059584955	2
animal_369	hair_15185	2.0308631048914316	1
animal_405	hair_14862	4.435967499636432	1
animal_49	hair_14800	3.719683745228123	4
animal_49	hair_14863	4.09205741629056	8
animal_49	hair_14878	2.8841620375537658	6
animal_5	hair_14803	3.388952042276485	2
animal_5	hair_14807	3.082897647918688	1
animal_5	hair_14815	3.4311794911852	1
animal_5	hair_14857	3.4311794911852	1
animal_56	hair_14854	14.265513176189936	1
animal_56	hair_14863	2.0947211434648207	1
animal_70	hair_14863	3.6281634481698446	3
animal_70	hair_14946	2.584431914593202	1
animal_80	hair_14878	4.760985256621425	2
animal_86	hair_14800	2.584431914593202	1
animal_86	hair_14898	2.3399869135634592	1
animal_86	hair_14999	4.3126165839878015	1
animal_110	kill_17955	2.5381316003198986	3
animal_110	kill_17987	4.260252485919244	1
animal_111	kill_17955	2.153624810282267	1
animal_112	kill_17987	4.260252485919244	1
animal_112	kill_17994	5.51622662867521	3
animal_112	kill_17999	2.202102116465829	1
animal_112	kill_18082	4.260252485919244	1
animal_112	kill_18285	3.7537377723652448	2
animal_114	kill_17994	6.182626919189815	1
animal_118	kill_18052	9.925217894270949	1
animal_118	kill_18106	3.262223473346017	1
animal_133	kill_17955	4.21040468638995	3
animal_133	kill_18269	2.4828165678222662	1
animal_133	kill_18278	4.9837047898963505	1
animal_16	kill_17961	2.16602027269086	2
animal_16	kill_17966	3.9181388906900354	2
animal_16	kill_17999	2.447312611659934	2
animal_16	kill_18007	3.2612497332030532	2
animal_16	kill_18098	3.994198885067628	3
animal_16	kill_18146	3.7516571625247637	6
animal_162	kill_18096	14.106912317171965	1
animal_217	kill_18146	4.1466969926469535	1
animal_22	kill_17962	3.262223473346017	1
animal_22	kill_17975	6.024906844720687	2
animal_22	kill_18007	4.812982546719328	1
animal_225	kill_18098	8.063183327516144	1
animal_23	kill_17961	2.770542579237661	1
animal_23	kill_17962	2.5484118554650124	1
animal_23	kill_17975	2.202102116465829	1
animal_23	kill_18100	3.387421861190549	1
animal_23	kill_18285	2.361942590888568	1
animal_24	kill_17962	4.812982546719328	1
animal_243	kill_18037	5.61514476627884	1
animal_259	kill_18187	20.00006218895804	1
animal_26	kill_17966	6.5336861515049955	1
animal_26	kill_18285	3.599451773255667	1
animal_317	kill_18167	-3.0186082186443506	4
animal_338	kill_18169	8.85507977439759	1
animal_350	kill_18106	4.812982546719328	1
animal_369	kill_18103	5.258923600542954	2
animal_405	kill_18037	8.063183327516144	1
animal_49	kill_17994	2.926115306090798	3
animal_49	kill_18106	2.914852368849103	4
animal_49	kill_18167	10.793709366241673	15
animal_5	kill_17946	7.446206038238185	1
animal_5	kill_17999	2.770542579237661	1
animal_5	kill_18098	2.770542579237661	1
animal_5	kill_18169	3.0939907825220163	1
animal_56	kill_17955	2.153624810282267	1
animal_56	kill_18007	6.947654316207193	1
animal_70	kill_18009	3.8483374972236146	1
animal_70	kill_18087	3.8483374972236146	1
animal_70	kill_18157	3.8483374972236146	1
animal_70	kill_18167	4.413978812276275	3
animal_80	kill_18106	3.262223473346017	1
animal_86	kill_18018	2.240726038788319	2
animal_86	kill_18106	2.1072384725273747	1
animal_110	leaf_19377	4.113939890725365	5
animal_110	leaf_19379	2.494685709688388	1
animal_111	leaf_19480	2.8677108348121094	1
animal_112	leaf_19390	7.835421313528317	6
animal_112	leaf_19395	3.4020690871988584	1
animal_112	leaf_19481	3.4020690871988584	1
animal_114	leaf_19482	2.2131760318935654	1
animal_118	leaf_19379	6.206826190415251	1
animal_16	leaf_19390	6.998677123677123	10
animal_16	leaf_19393	2.3333333333333335	2
animal_16	leaf_19406	3.7712361663282534	2
animal_16	leaf_19482	2.6352313834736494	10
animal_162	leaf_19377	2.9122004877603604	1
animal_217	leaf_19474	5.003702332976757	1
animal_22	leaf_19398	10.199854755683388	2
animal_22	leaf_19534	6.559132733999383	1
animal_225	leaf_19588	2.8677108348121094	1
animal_23	leaf_19397	6.974579061593592	1
animal_23	leaf_19398	4.277777777777778	1
animal_23	leaf_19406	5.637342426146351	1
animal_24	leaf_19765	4.163840311247075	1
animal_243	leaf_19480	2.8677108348121094	1
animal_243	leaf_19557	4.532597979574677	1
animal_259	leaf_19623	11.532883742039864	1
animal_26	leaf_19387	3.4020690871988584	1
animal_26	leaf_19399	16.309960601264947	2
animal_317	leaf_19390	-3.1424182357104695	2
animal_317	leaf_19482	-3.406119468199821	19
animal_317	leaf_19535	-2.018433569398328	0
animal_338	leaf_19443	6.206826190415251	1
animal_350	leaf_19377	2.9122004877603604	1
animal_369	leaf_19765	4.676520209497792	2
animal_405	leaf_19427	5.192604291663867	1
animal_49	leaf_19482	6.699305785355525	17
animal_49	leaf_19535	7.435659442109444	5
animal_5	leaf_19379	3.1077078891869796	1
animal_5	leaf_19389	7.474919852932214	1
animal_5	leaf_19395	4.163840311247075	1
animal_5	leaf_19459	2.3174154703205745	1
animal_56	leaf_19618	5.637342426146351	1
animal_70	leaf_19426	3.4020690871988584	1
animal_70	leaf_19482	2.2391714737574007	3
animal_80	leaf_19428	3.276471020118904	1
animal_80	leaf_19710	14.159976633865075	1
animal_86	leaf_19482	3.1273139581104727	3
animal_110	liver_20224	2.8416985460400994	1
animal_110	liver_20245	3.778275883811771	5
animal_110	liver_20304	3.372712257208553	1
animal_110	liver_20326	4.242655455405637	1
animal_111	liver_20274	3.8321208717810364	1
animal_112	liver_20208	6.743547923496298	3
animal_112	liver_20236	6.158332782226177	1
animal_112	liver_20239	6.158332782226177	1
animal_112	liver_20274	4.92196626153606	3
animal_114	liver_20301	6.158332782226177	1
animal_118	liver_20304	8.032125347253052	1
animal_118	liver_20355	5.592859303430574	1
animal_133	liver_20245	3.912669762576414	3
animal_133	liver_20526	9.887366942854737	1
animal_16	liver_20208	2.0906556137589476	2
animal_16	liver_20210	7.6862338741137775	13
animal_16	liver_20229	2.241578406692233	1
animal_16	liver_20255	3.816133212951148	2
animal_16	liver_20261	3.439666029415622	1
animal_162	liver_20274	5.592859303430574	1
animal_22	liver_20206	2.0094957387330874	1
animal_22	liver_20213	3.8321208717810364	1
animal_22	liver_20224	4.793495619130841	1
animal_225	liver_20442	2.11925177130407	1
animal_23	liver_20213	9.687116473126036	3
animal_23	liver_20222	4.495751266320409	1
animal_24	liver_20442	2.11925177130407	1
animal_243	liver_20220	2.757764159222963	1
animal_243	liver_20301	4.242655455405637	1
animal_259	liver_20442	2.11925177130407	1
animal_26	liver_20216	13.16646838466226	2
animal_317	liver_20208	-2.176428750330035	0
animal_317	liver_20379	2.301808184812555	64
animal_317	liver_20442	2.200611292000369	57
animal_338	liver_20514	14.053647659285055	1
animal_350	liver_20206	4.638231856169423	1
animal_369	liver_20220	4.635863249727653	2
animal_405	liver_20301	6.158332782226177	1
animal_49	liver_20208	2.3576675955757778	2
animal_49	liver_20272	5.491869132309696	3
animal_49	liver_20361	3.2440576096049973	3
animal_49	liver_20459	6.485982572040418	3
animal_5	liver_20198	4.129483209670112	1
animal_5	liver_20207	7.417381199564245	1
animal_5	liver_20341	5.151221963699316	1
animal_5	liver_20345	4.129483209670112	1
animal_5	liver_20355	2.757764159222963	1
animal_56	liver_20222	8.032125347253052	1
animal_70	liver_20467	8.032125347253052	1
animal_80	liver_20264	4.023866483989642	1
animal_80	liver_20514	9.887366942854737	1
animal_86	liver_20453	11.445851597718384	1
animal_86	liver_20454	11.445851597718384	1
animal_110	louse_20698	5.303300858899106	2
animal_110	louse_20721	4.2485291572496005	1
animal_111	louse_20582	2.8460498941515415	1
animal_112	louse_20595	4.2485291572496005	1
animal_112	louse_20599	3.3776224379485247	1
animal_112	louse_20609	2.8460498941515415	1
animal_112	louse_20688	6.16644143732834	1
animal_112	louse_20690	3.3776224379485247	1
animal_118	louse_20689	5.15814196890979	1
animal_118	louse_20690	8.042491322138101	1
animal_133	louse_20607	5.303300858899106	2
animal_133	louse_20698	3.75	1
animal_133	louse_20719	4.362584424070537	2
animal_16	louse_20622	3.3776224379485247	1
animal_16	louse_20660	3.880897272070421	18
animal_16	louse_20701	-2.846049894151541	0
animal_16	louse_20724	2.1946905628508695	1
animal_162	louse_20647	5.15814196890979	1
animal_23	louse_20599	4.501913173554352	1
animal_23	louse_20606	8.042491322138101	1
animal_23	louse_20607	2.1946905628508695	1
animal_23	louse_20609	3.8375339303603124	1
animal_23	louse_20734	8.042491322138101	1
animal_24	louse_20598	9.899999999999999	1
animal_24	louse_20808	5.60029761113937	1
animal_243	louse_20719	3.5150695989858125	1
animal_26	louse_20595	8.042491322138101	1
animal_26	louse_20600	4.501913173554352	1
animal_26	louse_20602	11.460402843414071	1
animal_317	louse_20660	-2.521905847950946	46
animal_317	louse_20701	3.2115654366743076	100
animal_317	louse_20850	-2.286537661588836	6
animal_338	louse_20850	4.029493539121037	1
animal_350	louse_20909	19.95	1
animal_369	louse_20799	5.60029761113937	1
animal_369	louse_20850	2.0556278993548567	1
animal_369	louse_20956	11.460402843414071	1
animal_49	louse_20660	4.127667997506957	16
animal_49	louse_20701	-2.5455844122715714	0
animal_49	louse_20843	3.8375339303603124	1
animal_49	louse_20850	4.07341714936333	6
animal_5	louse_20582	3.1037611591959413	2
animal_5	louse_20589	4.501913173554352	1
animal_5	louse_20716	4.501913173554352	1
animal_56	louse_20630	14.071424945612296	1
animal_56	louse_20638	3.5150695989858125	1
animal_70	louse_20712	3.3776224379485247	1
animal_70	louse_20850	4.647873414017132	3
animal_80	louse_20638	3.5150695989858125	1
animal_86	louse_20660	2.020126008671016	3
animal_86	louse_20716	5.60029761113937	1
animal_110	moon_21392	3.5237307017965094	3
animal_110	moon_21450	2.2605767707651796	1
animal_112	moon_21396	8.924564240900065	2
animal_112	moon_21492	6.310619893875409	1
animal_118	moon_21358	2.0633679148964186	2
animal_133	moon_21375	3.844451666029915	1
animal_16	moon_21358	5.117926482560176	22
animal_16	moon_21385	3.4648381878901016	1
animal_16	moon_21517	-2.1789594655065865	3
animal_162	moon_21507	20.396136701456424	1
animal_217	moon_21519	5.732542321457785	1
animal_22	moon_21368	7.090073254627265	1
animal_22	moon_21375	4.35291246063508	1
animal_22	moon_21392	4.013193098090466	2
