a11londo
β	3.73	10

je403suba
h	2.48	20
o	2.1	64
r	3.37	41
ʃ	2.14	7

je404shasi
r	3.66	44
rʲ	7.72	1
β	4.14	11

je41maragoli
v	3.37	15

je42gusii
c	3.71	9
e	2.69	53
o	2.33	68
r	3.76	45
ɲ	2.76	15

je43kuria
c	3.24	8
i	2.03	75
r	3.37	41
β	4.96	13

je43kuriamago
o	2.33	68
r	3.27	40
tʃ	2.67	8

je43kuriatari
o	2.28	67
r	3.07	38
rʲ	7.72	1
tʃ	3.08	9
β	4.14	11

je44zanaki
r	4.05	48

je45nata
h	2.65	21
r	3.46	42
tʃ	2.26	7

k11ciokwe
w	2.71	28

k14lwena
v	2.53	12
w	2.54	27
û	3.57	7

k15mbunda
c	2.3	6
t̪	10.47	5
v	2.53	12
x	5.13	6

k21lozi
l	2.44	52
t	2.28	25
z	2.28	14

k31luyana

k332rumanyo
r	2.29	30
û	10.07	19
ǀ	14.53	1
ǀ̃	20.57	1
ʝ	20.57	8
β	2.92	8

k33kwangali
v	2.53	12

komgrassfields
aˀ	3.04	1
f	4.44	17
v	4.21	18
œ	4.66	1
ũ	2.76	1
ə	7.03	70
ɣʷ	20.57	1
ɥ	2.92	2
ʉ	3.23	7
ʊ	2.0	14
ʒ	6.97	7
ʔ	6.79	14

kulungjarawan
ɓ	2.4	8
ə̃	14.53	1
ʌ	7.06	3

l11pende
g	2.16	22
û	9.53	18

l12bholu
i	2.16	77
z	2.28	14

l13kwese
d	2.48	26
g	6.14	45
k	-2.1	3
z	2.51	15
û	9.53	18

l221lwalwa
s	3.46	27
ʒ	3.9	4

l23songe
f	3.18	13
ʃ	3.25	10

l31alubakasai
c	2.3	6
d	2.05	23

l32kanyok
a	-2.28	25
c	3.24	8
d	2.77	28
d̪	4.27	2
s	2.1	20
z	2.28	14

l33lubashaba
eː	3.02	3
iː	6.86	8
uː	2.37	3

l34hemba
k	-2.31	1

l35sanga
d	3.2	31
iː	4.21	5
s	2.3	21
uː	2.37	3

l41kaonde
j	3.44	35

l51salampasu
eː	9.53	9
j	3.87	38
v	4.76	20

l52lunda
h	2.32	19

l53runda
a	-2.35	24
d	4.2	38
j	2.58	29
n	2.01	47
ʃ	2.88	9

l62nkoya
h	3.78	28

m11pimbwe
i	2.03	75
lʲ	2.71	1

m12lungwa
lʲ	2.71	1
u	2.12	80

m13fipa
i	2.44	81
lʲ	2.71	1

m14rungu
c	2.3	6
lʲ	2.71	1
z	2.06	13

m15mambwe
lʲ	2.71	1

m21ndali
gʷ	3.45	1
lʲ	5.75	2
ʃ	2.14	7

m21wanda
lʲ	2.71	1
tʃ	2.26	7

m22namwanga
lʲ	2.71	1
u	2.02	78

m23nyiha
lʲ	2.71	1
v	2.25	11
z	2.06	13

m24malila
lʲ	2.71	1
v	3.65	16

m25safwa
i	2.03	75
lʲ	2.71	1
pʲ	20.57	1

m28lambya
i	2.1	76
kʷ	2.99	1
lʲ	2.71	1
z	2.06	13

m31nyakyusa
lʲ	2.71	1

m41taabwa
ʑ	20.57	1

m42bemba
s	3.08	25
u	2.07	79

m52lala
s	2.49	22
u	2.33	84

m54lamba
c	2.3	6
s	2.69	23

m61lenje
c	2.3	6
s	2.69	23

m62soli
p	2.05	12
tʃ	2.26	7
ʃ	4.35	13

m64tonga
c	2.3	6

mbulajarawan
n	2.12	48
û	2.49	5
ɓ	2.74	9
ⱱ	20.57	1

moghamograssfields
f	3.81	15
i	2.3	79
iˀ	3.69	2
kʷ	6.13	2
t	2.1	24
y	2.71	3
ŋ	2.62	23
ɔˀ	4.51	2
əˀ	16.79	2
ɥ	2.92	2
ɨ	3.17	11
ʂ	2.83	3
ʐ	4.8	2
ʔ	2.79	6

mungakagrassfields
a	-2.63	20
c	3.71	9
iˀ	5.59	3
t	2.83	28
uˀ	9.26	3
ŋ	5.29	41
ʉ	12.32	26
ʌ	2.26	1
ʔ	6.29	13

n11manda
fʲ	20.57	1

n12ngoni
lʲ	2.71	1
tʃ	2.67	8

n13matengo
h	2.16	18
kʷ	2.99	1

n14mpoto
lʲ	2.71	1

n21tumbukamalawi
tʃ	2.26	7
ʂ	3.82	4

n31chewa
dz	3.3	11

n42kunda
a	2.15	87
dz	3.98	13
m	2.62	53
ts	2.0	6
ʂ	3.82	4

njengrassfields
aˀ	6.2	2
gʷ	7.0	2
iˀ	3.69	2
kʷ	9.27	3
t	2.47	26
uˀ	6.14	2
y	5.56	6
ŋ	2.18	20
ŋ̊	20.57	2
ũ	8.6	3
ɔˀ	4.51	2
ə	2.0	22
ʂ	2.83	3
ʉ	5.62	12
ʉ̃	20.57	2
ʐ	4.8	2

okugrassfields
a	-2.78	18
f	4.13	16
oː	2.03	3
vː	20.57	1
ŋ	2.18	20
ɔː	4.46	3
əː	20.57	3
ɥ	12.09	8
ʉː	20.57	1
ʌ	7.06	3

p11ndengeleko
kʷ	2.99	1
lʲ	2.71	1

p12rufiji
kʷ	2.99	1

p13matumbi
ʊ	2.0	14

p14ngindo
lʲ	2.71	1

p15mbunga

p21yao
lʲ	2.71	1
tʃ	2.67	8

p22mwera
dʲ	7.21	1
ʃ	3.62	11

p23simakonde
hʷ	20.57	1
lʲ	2.71	1

p25mabia
bʲ	9.16	1
kʷ	2.99	1
lʲ	2.71	1

p31emakhua
h	2.48	20
pʰ	3.18	1
ʈʰ	4.94	1

p31gikorovere
a	2.8	96
kʰ	18.62	9
pʰ	13.19	4
t	-2.27	0
tʰ	3.7	2
t̪	6.23	3
t̪ʰ	18.88	4
w	2.2	25
ʈ	10.64	7
ʈʰ	19.95	4

r11umbundu
o	2.28	67
ã	4.93	3

r21kwanyama
o	2.75	75

r22ndonga
dʒ	2.63	7
o	2.51	71

r31herero
d̪	6.47	3
j	2.16	26
o	2.45	70
t̪	6.23	3

s11shona
v	2.81	13

s16kalanga
h	3.29	25
pʰ	3.18	1
tʰ	3.7	2
z	2.06	13

s21venda
dʰ	20.17	5
d̪	6.47	3
f	2.55	11
h	4.59	33
lʰ	20.57	2
nʰ	14.53	3
tsʼ	20.57	1
tʰ	5.62	3
v	3.09	14

s311shekgalagari
e	2.36	49
h	2.16	18
o	2.04	63
tɬʼ	20.57	1

s31tswana
f	2.24	10
m	-2.35	13
p	2.59	14
pʰ	3.18	1
qʰ	20.57	1
ts	4.48	12
tɬ	20.57	12
tɬʰ	20.5	12
tʰ	5.62	3
ã	4.93	3
õ	7.85	3
ɪ	3.99	21
ʊ	3.13	21
χ	20.57	10

s41xhosa
h	2.32	19
kʼ	7.72	1
q	6.15	1
tʰ	3.7	2
ɮ	4.22	1

s42zulu
h	2.32	19
kʼ	7.72	1
q	6.15	1
z	2.28	14
ɮ	8.53	2

s44ndebele
h	3.78	28
q	18.6	3
z	2.06	13

s51tshwa
h	2.65	21
nʱ	14.53	1
v	3.09	14
ɮ	12.84	3

s53tsonga
gʱ	20.57	1
h	2.16	18
kʼ	15.54	2
nʱ	14.53	1
pʼ	20.57	1
r̥	17.38	5
tʼ	20.57	5
ɦ	20.57	2
ɬ	20.57	2
ɮ	12.84	3

tivtivoid
g	2.33	23
g̊	20.57	2
h	3.13	24
j	2.01	25
m̥	20.57	1
n̥	20.57	3
r̥	10.4	3
ə	2.42	26

zaambojarawan


