a11londo
je25mkwaya
lʲ	2.71	1
r	2.98	37

je31cbukusu
m	-2.35	13
t	-2.27	0
tʰ	15.26	8
x	9.52	11
β	3.33	9

je31lumasaaba
h	2.97	23
k	2.09	43
lʲ	2.71	1
sʲ	9.15	1
ts	2.0	6

je32luyia
h	3.46	26
lʲ	2.71	1
v	2.25	11
ʃ	2.14	7

je34samialugwe
e	2.44	50
h	2.16	18
lʲ	2.71	1

je401ngoreme
c	2.77	7
e	2.28	48
o	2.22	66
r	3.56	43
ɲ	2.25	13
β	4.14	11

je402ikizu
o	2.33	68
r	3.76	45
rʲ	7.72	1
