	arm_639	ashes_835	bed_1627	belly_1901	belly_1917	big_2527	blood_3467	blood_3484	bone_3882	bone_4213	bone_3979	breast_4265	burn_4800	cloud_5504	cloud_5471	cloud_5434	come_5888	come_5832	come_6084	count_6163	count_6279	dew_6491	dog_7119	drink_7611	eat_8347	eat_8349	eat_8484	eat_8450	eat_8710	elephant_9150	elephant_9324	elephant_9381	fingernail_11424	fire_11997	fire-wood_12144	fire-wood_12057	fire-wood_12111	fish_12385	fish_12438	five_12951	fly_13153	give_13706	give_13701	ground, soil_14494	ground, soil_14542	head_15210	heart_16187	heart_16115	horn_16411	hunger_17083	intestine_17387	intestine_17567	iron_17817	knee_18296	knee_18540	leaf_19588	leg_19914	liver_20442	liver_20379	louse_20660	man_21142	moon_21365	mouth_22059	mouth_21787	mouth_22066	mouth_21987	navel_22582	night_23314	night_23359	nose_23832	nose_23805	nose_23825	one_24107	road_25370	root_25810	root_25695	root_25932	salt_26298	salt_26085	sand_26372	see_27049	skin_27971	skin_28024	sky_28440	sleep_28790	smoke_29254	smoke_29368	smoke_29065	spear_29917	steal_30153	steal_30068	steal_30283	stone_30529	stone_30436	tail_31155	tooth_32434	two_33280	urine_33537	urine_33588	urine_33672	vomit_34166	vomit_34266	walk_34537	war_35037	water_35363	wind_35517	bark_1249	bird_2842	count_6193	fire_11834	goat_14182	kill_18018	know_19101	leaf_19482	liver_20245	man_21257	name_22349	night_23445	salt_26042	sand_26369
eat_8484	0.13725490196078433	0.11206896551724138	0.10679611650485436	0.021739130434782608	0.06201550387596899	0.06306306306306306	0.075	0.09090909090909091	0.028846153846153848	0.06593406593406594	0.054945054945054944	0.07801418439716312	0.09016393442622951	0.019801980198019802	0.11956521739130435	0.009708737864077669	0.14912280701754385	0.08695652173913043	0.014492753623188406	0.09090909090909091	0.03225806451612903	0.0859375	0.04838709677419355	0.16101694915254236	0.0	0.0	0.0	0.0	0.0	0.15217391304347827	0.15151515151515152	0.0	0.053763440860215055	0.07142857142857142	0.11864406779661017	0.050505050505050504	0.16304347826086957	0.03296703296703297	0.06976744186046512	0.09009009009009009	0.07692307692307693	0.11363636363636363	0.024	0.05319148936170213	0.08247422680412371	0.054945054945054944	0.12195121951219512	0.07	0.05434782608695652	0.13725490196078433	0.11538461538461539	0.10989010989010989	0.08	0.051470588235294115	0.0989010989010989	0.12195121951219512	0.12359550561797752	0.10576923076923077	0.10714285714285714	0.02027027027027027	0.043859649122807015	0.15053763440860216	0.04132231404958678	0.05128205128205128	0.125	0.08181818181818182	0.02040816326530612	0.009708737864077669	0.08633093525179857	0.12295081967213115	0.16071428571428573	0.030303030303030304	0.12903225806451613	0.10891089108910891	0.09375	0.04854368932038835	0.05785123966942149	0.10112359550561797	0.11811023622047244	0.030927835051546393	0.061855670103092786	0.044642857142857144	0.06521739130434782	0.04395604395604396	0.125	0.17647058823529413	0.02857142857142857	0.028846153846153848	0.15873015873015872	0.17346938775510204	0.047244094488188976	0.0	0.1827956989247312	0.10227272727272728	0.019801980198019802	0.019230769230769232	0.12359550561797752	0.08695652173913043	0.05	0.09302325581395349	0.08955223880597014	0.11607142857142858	0.05263157894736842	0.08527131782945736	0.058823529411764705	0.07692307692307693	0.00980392156862745	0.06741573033707865	0.08602150537634409	0.03296703296703297	0.053763440860215055	0.06451612903225806	0.04310344827586207	0.027522935779816515	0.07954545454545454	0.010638297872340425	0.06593406593406594	0.07142857142857142	0.08139534883720931	0.10588235294117647
eat_8450	0.1	0.08943089430894309	0.034782608695652174	0.05319148936170213	0.12698412698412698	0.09821428571428571	0.16521739130434782	0.0703125	0.15463917525773196	0.030303030303030304	0.052083333333333336	0.12142857142857143	0.12195121951219512	0.2	0.06930693069306931	0.05825242718446602	0.088	0.039603960396039604	0.20833333333333334	0.0970873786407767	0.06315789473684211	0.058823529411764705	0.038461538461538464	0.05970149253731343	0.0	0.0	0.0	0.0	0.0	0.00909090909090909	0.11214953271028037	0.12643678160919541	0.061855670103092786	0.05042016806722689	0.0703125	0.07920792079207921	0.06666666666666667	0.01020408163265306	0.043795620437956206	0.058823529411764705	0.05102040816326531	0.0	0.10833333333333334	0.10638297872340426	0.1	0.12222222222222222	0.043010752688172046	0.08737864077669903	0.07368421052631578	0.01680672268907563	0.04310344827586207	0.08163265306122448	0.10784313725490197	0.06474820143884892	0.06060606060606061	0.10227272727272728	0.039603960396039604	0.08108108108108109	0.05737704918032787	0.16417910447761194	0.0782608695652174	0.07692307692307693	0.1592920353982301	0.10344827586206896	0.07194244604316546	0.09734513274336283	0.009615384615384616	0.09	0.061224489795918366	0.22413793103448276	0.07142857142857142	0.10309278350515463	0.0661764705882353	0.035398230088495575	0.028037383177570093	0.03669724770642202	0.14655172413793102	0.00980392156862745	0.09701492537313433	0.06060606060606061	0.04854368932038835	0.11926605504587157	0.20634920634920634	0.14942528735632185	0.11016949152542373	0.1574074074074074	0.17708333333333334	0.07692307692307693	0.055944055944055944	0.034482758620689655	0.045454545454545456	0.05102040816326531	0.09523809523809523	0.07368421052631578	0.0	0.05714285714285714	0.009615384615384616	0.009615384615384616	0.1111111111111111	0.125	0.10218978102189781	0.1111111111111111	0.08247422680412371	0.058394160583941604	0.06428571428571428	0.013986013986013986	0.10204081632653061	0.030927835051546393	0.0392156862745098	0.2073170731707317	0.07291666666666667	0.09473684210526316	0.1559633027522936	0.18181818181818182	0.06382978723404255	0.26582278481012656	0.0851063829787234	0.0784313725490196	0.031578947368421054	0.08791208791208792
eat_8710	0.14634146341463414	0.09219858156028368	0.13008130081300814	0.0	0.038461538461538464	0.20168067226890757	0.06206896551724138	0.012903225806451613	0.03125	0.17307692307692307	0.19801980198019803	0.005681818181818182	0.264	0.05785123966942149	0.04918032786885246	0.15178571428571427	0.0684931506849315	0.03305785123966942	0.36363636363636365	0.031007751937984496	0.34444444444444444	0.30158730158730157	0.026490066225165563	0.05194805194805195	0.0	0.0	0.0	0.0	0.0	0.1391304347826087	0.13934426229508196	0.16831683168316833	0.10810810810810811	0.3063063063063063	0.01948051948051948	0.12173913043478261	0.1891891891891892	0.02586206896551724	0.17266187050359713	0.2920353982300885	0.025	0.0	0.3076923076923077	0.05982905982905983	0.08333333333333333	0.04310344827586207	0.06363636363636363	0.1891891891891892	0.042735042735042736	0.1557377049180328	0.19491525423728814	0.125	0.1271186440677966	0.03067484662576687	0.14678899082568808	0.044642857142857144	0.059322033898305086	0.17647058823529413	0.1640625	0.047619047619047616	0.23076923076923078	0.007633587786259542	0.15267175572519084	0.020689655172413793	0.14965986394557823	0.18032786885245902	0.02459016393442623	0.22857142857142856	0.2846715328467153	0.0125	0.040268456375838924	0.18691588785046728	0.24060150375939848	0.12295081967213115	0.1016949152542373	0.031007751937984496	0.2644628099173554	0.07894736842105263	0.2748091603053435	0.14678899082568808	0.31958762886597936	0.05970149253731343	0.10967741935483871	0.08108108108108109	0.013422818791946308	0.03571428571428571	0.17699115044247787	0.2222222222222222	0.24817518248175183	0.04477611940298507	0.039473684210526314	0.41379310344827586	0.08870967741935484	0.1619047619047619	0.007874015748031496	0.007692307692307693	0.11607142857142858	0.03305785123966942	0.04838709677419355	0.12264150943396226	0.24817518248175183	0.16279069767441862	0.06837606837606838	0.057692307692307696	0.15753424657534246	0.024844720496894408	0.015873015873015872	0.008403361344537815	0.016129032258064516	0.00847457627118644	0.0	0.0	0.013888888888888888	0.007352941176470588	0.008403361344537815	0.01694915254237288	0.0	0.023622047244094488	0.008547008547008548	0.017094017094017096
elephant_9150	0.11320754716981132	0.06504065040650407	0.1717171717171717	0.043478260869565216	0.03731343283582089	0.08108108108108109	0.03968253968253968	0.06349206349206349	0.02830188679245283	0.01020408163265306	0.13953488372093023	0.06944444444444445	0.11570247933884298	0.20689655172413793	0.019417475728155338	0.0392156862745098	0.1875	0.0	0.05970149253731343	0.2087912087912088	0.15294117647058825	0.19491525423728814	0.03125	0.20869565217391303	0.04807692307692308	0.044642857142857144	0.15217391304347827	0.00909090909090909	0.1391304347826087	0.0	0.0	0.0	0.010101010101010102	0.1509433962264151	0.05511811023622047	0.23255813953488372	0.09	0.043478260869565216	0.06060606060606061	0.09821428571428571	0.02040816326530612	0.04929577464788732	0.023622047244094488	0.07446808510638298	0.038834951456310676	0.010309278350515464	0.323943661971831	0.05825242718446602	0.05319148936170213	0.40476190476190477	0.2826086956521739	0.03	0.12244897959183673	0.0661764705882353	0.030303030303030304	0.021739130434782608	0.10869565217391304	0.07339449541284404	0.22330097087378642	0.05517241379310345	0.06140350877192982	0.02830188679245283	0.04918032786885246	0.02459016393442623	0.14960629921259844	0.11009174311926606	0.05154639175257732	0.0707070707070707	0.11678832116788321	0.0859375	0.047619047619047616	0.04	0.23478260869565218	0.4074074074074074	0.2891566265060241	0.03773584905660377	0.1016949152542373	0.19047619047619047	0.14285714285714285	0.13333333333333333	0.07142857142857142	0.05309734513274336	0.09558823529411764	0.031914893617021274	0.07563025210084033	0.03389830508474576	0.06796116504854369	0.02830188679245283	0.28695652173913044	0.14705882352941177	0.08870967741935484	0.12359550561797752	0.06666666666666667	0.05319148936170213	0.039603960396039604	0.018867924528301886	0.2289156626506024	0.0625	0.038834951456310676	0.03225806451612903	0.21311475409836064	0.08547008547008547	0.05154639175257732	0.05970149253731343	0.06569343065693431	0.05970149253731343	0.019417475728155338	0.010416666666666666	0.03	0.0	0.030927835051546393	0.020202020202020204	0.01652892561983471	0.008849557522123894	0.021052631578947368	0.010416666666666666	0.03125	0.038834951456310676	0.06741573033707865	0.03225806451612903
elephant_9324	0.22330097087378642	0.15833333333333333	0.14814814814814814	0.0196078431372549	0.06521739130434782	0.18518518518518517	0.061068702290076333	0.0070921985815602835	0.10377358490566038	0.2891566265060241	0.09278350515463918	0.10204081632653061	0.18181818181818182	0.008928571428571428	0.25555555555555554	0.05555555555555555	0.05223880597014925	0.13402061855670103	0.11940298507462686	0.11320754716981132	0.10416666666666667	0.20161290322580644	0.007194244604316547	0.06521739130434782	0.02631578947368421	0.07758620689655173	0.15151515151515152	0.11214953271028037	0.13934426229508196	0.0	0.0	0.0	0.06930693069306931	0.17117117117117117	0.2033898305084746	0.045871559633027525	0.20618556701030927	0.0297029702970297	0.0962962962962963	0.2018348623853211	0.02857142857142857	0.08275862068965517	0.15966386554621848	0.02830188679245283	0.13861386138613863	0.06	0.05154639175257732	0.15841584158415842	0.08080808080808081	0.024390243902439025	0.11504424778761062	0.20652173913043478	0.16831683168316833	0.006578947368421052	0.1827956989247312	0.18604651162790697	0.0784313725490196	0.1574074074074074	0.16521739130434782	0.06622516556291391	0.1415929203539823	0.07339449541284404	0.088	0.09016393442622951	0.09219858156028368	0.1834862385321101	0.0	0.03636363636363636	0.15827338129496402	0.10526315789473684	0.04477611940298507	0.12	0.1450381679389313	0.016666666666666666	0.026785714285714284	0.02608695652173913	0.1896551724137931	0.09090909090909091	0.17829457364341086	0.06796116504854369	0.10784313725490197	0.032520325203252036	0.09027777777777778	0.20689655172413793	0.10569105691056911	0.23809523809523808	0.08256880733944955	0.09345794392523364	0.25806451612903225	0.20192307692307693	0.06716417910447761	0.17391304347826086	0.23711340206185566	0.13829787234042554	0.0	0.017543859649122806	0.1	0.0784313725490196	0.13861386138613863	0.15555555555555556	0.15555555555555556	0.18421052631578946	0.15789473684210525	0.0948905109489051	0.11594202898550725	0.0948905109489051	0.008928571428571428	0.0	0.037383177570093455	0.061224489795918366	0.02857142857142857	0.05825242718446602	0.03968253968253968	0.07017543859649122	0.029411764705882353	0.07142857142857142	0.0	0.036036036036036036	0.00980392156862745	0.009708737864077669
elephant_9381	0.19318181818181818	0.11320754716981132	0.1839080459770115	0.0	0.024390243902439025	0.15053763440860216	0.017241379310344827	0.0	0.07865168539325842	0.03614457831325301	0.0625	0.0	0.14018691588785046	0.045454545454545456	0.09523809523809523	0.30985915492957744	0.008403361344537815	0.07228915662650602	0.17272727272727273	0.031914893617021274	0.11842105263157894	0.05785123966942149	0.00847457627118644	0.016129032258064516	0.02127659574468085	0.08333333333333333	0.0	0.12643678160919541	0.16831683168316833	0.0	0.0	0.0	0.023529411764705882	0.018691588785046728	0.1	0.13414634146341464	0.010526315789473684	0.0	0.049586776859504134	0.23595505617977527	0.03571428571428571	0.007407407407407408	0.11428571428571428	0.011494252873563218	0.2702702702702703	0.04938271604938271	0.0	0.28	0.03614457831325301	0.12903225806451613	0.0	0.40625	0.24358974358974358	0.03937007874015748	0.011363636363636364	0.15714285714285714	0.047058823529411764	0.18181818181818182	0.056074766355140186	0.04477611940298507	0.14893617021276595	0.043478260869565216	0.008771929824561403	0.04672897196261682	0.09016393442622951	0.18681318681318682	0.08536585365853659	0.453125	0.014492753623188406	0.04132231404958678	0.00847457627118644	0.4	0.05737704918032787	0.08602150537634409	0.0	0.06593406593406594	0.07339449541284404	0.0	0.24761904761904763	0.0	0.24324324324324326	0.06	0.088	0.012048192771084338	0.008771929824561403	0.11224489795918367	0.010416666666666666	0.21518987341772153	0.007462686567164179	0.04	0.11926605504587157	0.07407407407407407	0.11235955056179775	0.13157894736842105	0.0	0.010638297872340425	0.011363636363636364	0.011363636363636364	0.03296703296703297	0.4067796610169492	0.3106796116504854	0.02702702702702703	0.07228915662650602	0.09322033898305085	0.0390625	0.04878048780487805	0.022222222222222223	0.037037037037037035	0.07142857142857142	0.0	0.011627906976744186	0.011494252873563218	0.018518518518518517	0.01	0.0	0.05	0.011764705882352941	0.03296703296703297	0.012345679012345678	0.012195121951219513
fingernail_11424	0.03773584905660377	0.025	0.018867924528301886	0.023255813953488372	0.10084033613445378	0.04672897196261682	0.08849557522123894	0.13513513513513514	0.030612244897959183	0.10975609756097561	0.046511627906976744	0.057971014492753624	0.07627118644067797	0.10227272727272728	0.05434782608695652	0.053763440860215055	0.03305785123966942	0.06818181818181818	0.13559322033898305	0.02	0.058823529411764705	0.08130081300813008	0.05084745762711865	0.09166666666666666	0.06315789473684211	0.06862745098039216	0.053763440860215055	0.061855670103092786	0.10810810810810811	0.010101010101010102	0.06930693069306931	0.023529411764705882	0.0	0.03636363636363636	0.03278688524590164	0.010309278350515464	0.08602150537634409	0.060240963855421686	0.06451612903225806	0.07476635514018691	0.12195121951219512	0.06015037593984962	0.12962962962962962	0.0449438202247191	0.01020408163265306	0.034482758620689655	0.011764705882352941	0.06315789473684211	0.10975609756097561	0.057692307692307696	0.03773584905660377	0.0	0.030303030303030304	0.096	0.056179775280898875	0.011764705882352941	0.044444444444444446	0.0380952380952381	0.07272727272727272	0.07407407407407407	0.08653846153846154	0.07446808510638298	0.09090909090909091	0.044642857142857144	0.078125	0.056074766355140186	0.021739130434782608	0.0425531914893617	0.11538461538461539	0.11965811965811966	0.06896551724137931	0.043478260869565216	0.072	0.0392156862745098	0.05319148936170213	0.030303030303030304	0.0990990990990991	0.033707865168539325	0.022556390977443608	0.044444444444444446	0.05434782608695652	0.05714285714285714	0.06818181818181818	0.03488372093023256	0.1111111111111111	0.09615384615384616	0.0967741935483871	0.06315789473684211	0.06060606060606061	0.02830188679245283	0.040983606557377046	0.08235294117647059	0.07216494845360824	0.05813953488372093	0.031914893617021274	0.06382978723404255	0.010752688172043012	0.044444444444444446	0.08791208791208792	0.023255813953488372	0.05263157894736842	0.08181818181818182	0.03296703296703297	0.03875968992248062	0.104	0.015151515151515152	0.06593406593406594	0.011363636363636364	0.09195402298850575	0.03529411764705882	0.022222222222222223	0.02197802197802198	0.08490566037735849	0.10416666666666667	0.09876543209876543	0.08536585365853659	0.1375	0.05319148936170213	0.04819277108433735	0.11392405063291139
fire_11997	0.21100917431192662	0.1693548387096774	0.1111111111111111	0.009174311926605505	0.04081632653061224	0.16521739130434782	0.09022556390977443	0.0	0.01652892561983471	0.0761904761904762	0.23076923076923078	0.0	0.20161290322580644	0.017094017094017096	0.043859649122807015	0.008403361344537815	0.072992700729927	0.07407407407407407	0.18181818181818182	0.03333333333333333	0.24444444444444444	0.27049180327868855	0.013888888888888888	0.04081632653061224	0.01652892561983471	0.056451612903225805	0.07142857142857142	0.05042016806722689	0.3063063063063063	0.1509433962264151	0.17117117117117117	0.018691588785046728	0.03636363636363636	0.0	0.06474820143884892	0.09090909090909091	0.24242424242424243	0.018518518518518517	0.12408759124087591	0.12295081967213115	0.045871559633027525	0.025157232704402517	0.1076923076923077	0.017699115044247787	0.04310344827586207	0.01818181818181818	0.10204081632653061	0.14953271028037382	0.056074766355140186	0.1282051282051282	0.2222222222222222	0.05405405405405406	0.13761467889908258	0.025806451612903226	0.05454545454545454	0.058823529411764705	0.11538461538461539	0.22429906542056074	0.09375	0.018292682926829267	0.10655737704918032	0.03361344537815126	0.23478260869565218	0.045112781954887216	0.1111111111111111	0.11570247933884298	0.0	0.09090909090909091	0.21014492753623187	0.05517241379310345	0.04285714285714286	0.07272727272727272	0.25806451612903225	0.05785123966942149	0.16346153846153846	0.008130081300813009	0.25217391304347825	0.03636363636363636	0.27419354838709675	0.27472527472527475	0.1553398058252427	0.015267175572519083	0.12413793103448276	0.0673076923076923	0.05970149253731343	0.0967741935483871	0.22772277227722773	0.07894736842105263	0.36134453781512604	0.16964285714285715	0.006756756756756757	0.26666666666666666	0.08620689655172414	0.13	0.0	0.0	0.16	0.05454545454545454	0.06140350877192982	0.047619047619047616	0.11724137931034483	0.18487394957983194	0.1262135922330097	0.061224489795918366	0.1678832116788321	0.0196078431372549	0.017094017094017096	0.0	0.008620689655172414	0.0	0.0	0.0	0.022388059701492536	0.007874015748031496	0.00909090909090909	0.0	0.008928571428571428	0.025423728813559324	0.0	0.009174311926605505
fire-wood_12144	0.19008264462809918	0.12142857142857143	0.136	0.05172413793103448	0.11486486486486487	0.15873015873015872	0.12142857142857143	0.0457516339869281	0.11570247933884298	0.11607142857142858	0.05084745762711865	0.16129032258064516	0.08783783783783784	0.056451612903225805	0.24761904761904763	0.1	0.11188811188811189	0.04918032786885246	0.07006369426751592	0.05426356589147287	0.03333333333333333	0.0915032679738562	0.07482993197278912	0.04430379746835443	0.038461538461538464	0.10852713178294573	0.11864406779661017	0.0703125	0.01948051948051948	0.05511811023622047	0.2033898305084746	0.1	0.03278688524590164	0.06474820143884892	0.0	0.0	0.0	0.042735042735042736	0.2028985507246377	0.11194029850746269	0.08620689655172414	0.20689655172413793	0.07586206896551724	0.10434782608695652	0.1875	0.04201680672268908	0.008403361344537815	0.16379310344827586	0.1574074074074074	0.043478260869565216	0.02857142857142857	0.1834862385321101	0.14285714285714285	0.08917197452229299	0.15315315315315314	0.17647058823529413	0.0847457627118644	0.211864406779661	0.034013605442176874	0.09146341463414634	0.09701492537313433	0.19469026548672566	0.07692307692307693	0.11851851851851852	0.11688311688311688	0.09701492537313433	0.13274336283185842	0.09090909090909091	0.09815950920245399	0.18705035971223022	0.09722222222222222	0.1016949152542373	0.024390243902439025	0.05263157894736842	0.007575757575757576	0.14285714285714285	0.10638297872340426	0.03278688524590164	0.1038961038961039	0.04918032786885246	0.0234375	0.08208955223880597	0.08695652173913043	0.11818181818181818	0.14074074074074075	0.21311475409836064	0.046153846153846156	0.007462686567164179	0.09433962264150944	0.16260162601626016	0.16666666666666666	0.04132231404958678	0.15	0.08695652173913043	0.11016949152542373	0.022900763358778626	0.04918032786885246	0.07563025210084033	0.17699115044247787	0.1619047619047619	0.07407407407407407	0.10869565217391304	0.21904761904761905	0.18309859154929578	0.075	0.20863309352517986	0.11965811965811966	0.1388888888888889	0.12173913043478261	0.05172413793103448	0.07692307692307693	0.18691588785046728	0.12030075187969924	0.08527131782945736	0.05128205128205128	0.09821428571428571	0.1574074074074074	0.09917355371900827	0.1523809523809524	0.05172413793103448
fire-wood_12057	0.13725490196078433	0.06611570247933884	0.17525773195876287	0.021739130434782608	0.03787878787878788	0.102803738317757	0.0078125	0.056	0.07	0.05434782608695652	0.09090909090909091	0.0410958904109589	0.13675213675213677	0.14444444444444443	0.07291666666666667	0.061224489795918366	0.06504065040650407	0.16279069767441862	0.1111111111111111	0.2558139534883721	0.17073170731707318	0.13008130081300814	0.056910569105691054	0.16101694915254236	0.08080808080808081	0.045454545454545456	0.050505050505050504	0.07920792079207921	0.12173913043478261	0.23255813953488372	0.045871559633027525	0.13414634146341464	0.010309278350515464	0.09090909090909091	0.0	0.0	0.0	0.021739130434782608	0.03759398496240601	0.08035714285714286	0.020833333333333332	0.072992700729927	0.04065040650406504	0.06451612903225806	0.12903225806451613	0.0	0.3142857142857143	0.10309278350515463	0.0	0.10476190476190476	0.23404255319148937	0.09782608695652174	0.18681318681318682	0.051470588235294115	0.0	0.06976744186046512	0.07526881720430108	0.11650485436893204	0.21568627450980393	0.055944055944055944	0.12264150943396226	0.038834951456310676	0.05	0.05128205128205128	0.11627906976744186	0.1782178217821782	0.030927835051546393	0.15555555555555556	0.11851851851851852	0.04580152671755725	0.023622047244094488	0.14606741573033707	0.19658119658119658	0.15463917525773196	0.23529411764705882	0.0	0.11304347826086956	0.1951219512195122	0.136	0.06382978723404255	0.11956521739130435	0.05405405405405406	0.11363636363636363	0.03260869565217391	0.04132231404958678	0.061946902654867256	0.04854368932038835	0.10309278350515463	0.21666666666666667	0.045454545454545456	0.14655172413793102	0.12643678160919541	0.06796116504854369	0.0898876404494382	0.00980392156862745	0.06	0.21951219512195122	0.030927835051546393	0.019417475728155338	0.11904761904761904	0.3153153153153153	0.041666666666666664	0.07526881720430108	0.09375	0.09923664122137404	0.08527131782945736	0.019801980198019802	0.021505376344086023	0.01	0.0	0.0	0.0	0.0	0.009009009009009009	0.0	0.0	0.0	0.029411764705882353	0.02197802197802198	0.0
fire-wood_12111	0.11214953271028037	0.2	0.07339449541284404	0.031914893617021274	0.021897810218978103	0.16346153846153846	0.06451612903225806	0.022727272727272728	0.028037383177570093	0.1111111111111111	0.125	0.05442176870748299	0.2830188679245283	0.009523809523809525	0.04950495049504951	0.049019607843137254	0.08943089430894309	0.08421052631578947	0.144	0.1326530612244898	0.17857142857142858	0.27927927927927926	0.05555555555555555	0.05263157894736842	0.018518518518518517	0.017241379310344827	0.16304347826086957	0.06666666666666667	0.1891891891891892	0.09	0.20618556701030927	0.010526315789473684	0.08602150537634409	0.24242424242424243	0.0	0.0	0.0	0.010416666666666666	0.1652892561983471	0.25252525252525254	0.052083333333333336	0.02040816326530612	0.11965811965811966	0.02	0.058823529411764705	0.06451612903225806	0.14457831325301204	0.12244897959183673	0.010101010101010102	0.10185185185185185	0.20202020202020202	0.050505050505050504	0.11	0.006896551724137931	0.11956521739130435	0.03260869565217391	0.061855670103092786	0.12380952380952381	0.22115384615384615	0.04054054054054054	0.05172413793103448	0.0	0.22857142857142856	0.008	0.027972027972027972	0.1619047619047619	0.00980392156862745	0.028846153846153848	0.18461538461538463	0.05263157894736842	0.047244094488188976	0.07142857142857142	0.3	0.05504587155963303	0.16129032258064516	0.00909090909090909	0.12931034482758622	0.08602150537634409	0.2288135593220339	0.19767441860465115	0.20454545454545456	0.02564102564102564	0.07913669064748201	0.16666666666666666	0.04878048780487805	0.07894736842105263	0.11	0.26436781609195403	0.28448275862068967	0.14563106796116504	0.03816793893129771	0.27848101265822783	0.21505376344086022	0.0989010989010989	0.0	0.018691588785046728	0.15730337078651685	0.04040404040404041	0.04854368932038835	0.05434782608695652	0.13740458015267176	0.2549019607843137	0.07291666666666667	0.1171875	0.21487603305785125	0.02877697841726619	0.019230769230769232	0.0	0.0196078431372549	0.06593406593406594	0.06315789473684211	0.04081632653061224	0.05084745762711865	0.0	0.010309278350515464	0.0	0.0	0.0	0.02127659574468085	0.010416666666666666
fish_12385	0.0392156862745098	0.05309734513274336	0.04	0.2	0.08547008547008547	0.02857142857142857	0.043859649122807015	0.12962962962962962	0.021052631578947368	0.04819277108433735	0.0	0.109375	0.0603448275862069	0.02197802197802198	0.03333333333333333	0.044444444444444446	0.025423728813559324	0.058823529411764705	0.056910569105691054	0.010309278350515464	0.023809523809523808	0.04878048780487805	0.05263157894736842	0.049586776859504134	0.0898876404494382	0.08247422680412371	0.03296703296703297	0.01020408163265306	0.02586206896551724	0.043478260869565216	0.0297029702970297	0.0	0.060240963855421686	0.018518518518518517	0.042735042735042736	0.021739130434782608	0.010416666666666666	0.0	0.0	0.01834862385321101	0.03529411764705882	0.0873015873015873	0.05357142857142857	0.011363636363636364	0.04395604395604396	0.04878048780487805	0.0	0.031914893617021274	0.04819277108433735	0.10416666666666667	0.019230769230769232	0.011111111111111112	0.053763440860215055	0.13675213675213677	0.011235955056179775	0.025	0.011235955056179775	0.0	0.03636363636363636	0.11023622047244094	0.0380952380952381	0.05434782608695652	0.04504504504504504	0.046296296296296294	0.072	0.0	0.0975609756097561	0.010752688172043012	0.029197080291970802	0.007936507936507936	0.12149532710280374	0.022222222222222223	0.015625	0.02	0.021505376344086023	0.06521739130434782	0.02608695652173913	0.1	0.03937007874015748	0.011235955056179775	0.02197802197802198	0.0594059405940594	0.07874015748031496	0.0	0.07407407407407407	0.047619047619047616	0.020833333333333332	0.031914893617021274	0.030303030303030304	0.05	0.08849557522123894	0.023255813953488372	0.06382978723404255	0.011627906976744186	0.19230769230769232	0.17073170731707318	0.011235955056179775	0.1111111111111111	0.03260869565217391	0.012048192771084338	0.022556390977443608	0.05504587155963303	0.046511627906976744	0.08333333333333333	0.06349206349206349	0.14035087719298245	0.0449438202247191	0.036585365853658534	0.05813953488372093	0.0	0.060240963855421686	0.022988505747126436	0.01834862385321101	0.07368421052631578	0.04938271604938271	0.024096385542168676	0.04819277108433735	0.021505376344086023	0.05063291139240506	0.037037037037037035
fish_12438	0.041666666666666664	0.16428571428571428	0.05714285714285714	0.09401709401709402	0.05555555555555555	0.13432835820895522	0.13986013986013987	0.09933774834437085	0.09302325581395349	0.1592920353982301	0.06557377049180328	0.10059171597633136	0.1597222222222222	0.022388059701492536	0.17094017094017094	0.05343511450381679	0.15384615384615385	0.015151515151515152	0.12258064516129032	0.07575757575757576	0.1504424778761062	0.1456953642384106	0.07894736842105263	0.03636363636363636	0.029197080291970802	0.05673758865248227	0.06976744186046512	0.043795620437956206	0.17266187050359713	0.06060606060606061	0.0962962962962963	0.049586776859504134	0.06451612903225806	0.12408759124087591	0.2028985507246377	0.03759398496240601	0.1652892561983471	0.0	0.0	0.15671641791044777	0.08196721311475409	0.13125	0.16546762589928057	0.10833333333333334	0.0859375	0.06557377049180328	0.04132231404958678	0.1015625	0.07377049180327869	0.04895104895104895	0.11940298507462686	0.022727272727272728	0.0364963503649635	0.12738853503184713	0.1452991452991453	0.04132231404958678	0.08064516129032258	0.14615384615384616	0.09722222222222222	0.12121212121212122	0.07746478873239436	0.175	0.17647058823529413	0.145985401459854	0.08536585365853659	0.09285714285714286	0.19642857142857142	0.078125	0.15625	0.17123287671232876	0.1388888888888889	0.07086614173228346	0.14473684210526316	0.028169014084507043	0.09448818897637795	0.21367521367521367	0.11724137931034483	0.056	0.1069182389937107	0.17543859649122806	0.14166666666666666	0.15267175572519084	0.08383233532934131	0.15178571428571427	0.11888111888111888	0.04054054054054054	0.05185185185185185	0.1557377049180328	0.1320754716981132	0.04929577464788732	0.1597222222222222	0.13793103448275862	0.09923664122137404	0.09166666666666666	0.10483870967741936	0.021897810218978103	0.06349206349206349	0.08943089430894309	0.12096774193548387	0.007874015748031496	0.0975609756097561	0.20454545454545456	0.08943089430894309	0.2	0.2108843537414966	0.16	0.11382113821138211	0.27722772277227725	0.13445378151260504	0.12280701754385964	0.168141592920354	0.23148148148148148	0.2204724409448819	0.08955223880597014	0.12173913043478261	0.08403361344537816	0.19090909090909092	0.12096774193548387	0.1651376146788991	0.04918032786885246
