Cognate1	Cognate1	Weight
arm_639	ashes_835	0.21551724137931033
arm_639	bed_1627	0.2727272727272727
arm_639	belly_1901	0.009523809523809525
arm_639	belly_1917	0.006756756756756757
arm_639	big_2527	0.2037037037037037
arm_639	blood_3467	0.021739130434782608
arm_639	blood_3484	0.014084507042253521
arm_639	bone_3882	0.0625
arm_639	bone_4213	0.10101010101010101
arm_639	bone_3979	0.2413793103448276
arm_639	breast_4265	0.044585987261146494
arm_639	burn_4800	0.2288135593220339
arm_639	cloud_5504	0.008771929824561403
arm_639	cloud_5471	0.25
arm_639	cloud_5434	0.1485148514851485
arm_639	come_5888	0.07518796992481203
arm_639	come_5832	0.13131313131313133
arm_639	come_6084	0.11764705882352941
arm_639	count_6163	0.10091743119266056
arm_639	count_6279	0.22727272727272727
arm_639	dew_6491	0.1984126984126984
arm_639	dog_7119	0.028985507246376812
arm_639	drink_7611	0.02054794520547945
arm_639	eat_8347	0.043859649122807015
arm_639	eat_8349	0.07627118644067797
arm_639	eat_8484	0.13725490196078433
arm_639	eat_8450	0.1
arm_639	eat_8710	0.14634146341463414
arm_639	elephant_9150	0.11320754716981132
arm_639	elephant_9324	0.22330097087378642
arm_639	elephant_9381	0.19318181818181818
arm_639	fingernail_11424	0.03773584905660377
arm_639	fire_11997	0.21100917431192662
arm_639	fire-wood_12144	0.19008264462809918
arm_639	fire-wood_12057	0.13725490196078433
arm_639	fire-wood_12111	0.11214953271028037
arm_639	fish_12385	0.0392156862745098
arm_639	fish_12438	0.041666666666666664
arm_639	five_12951	0.1875
arm_639	fly_13153	0.018518518518518517
arm_639	give_13706	0.09655172413793103
arm_639	give_13701	0.05263157894736842
arm_639	ground, soil_14494	0.00909090909090909
arm_639	ground, soil_14542	0.39285714285714285
arm_639	head_15210	0.038461538461538464
arm_639	heart_16187	0.050505050505050504
arm_639	heart_16115	0.33707865168539325
arm_639	horn_16411	0.04807692307692308
arm_639	hunger_17083	0.13274336283185842
arm_639	intestine_17387	0.14285714285714285
arm_639	intestine_17567	0.3614457831325301
arm_639	iron_17817	0.31868131868131866
arm_639	knee_18296	0.013071895424836602
arm_639	knee_18540	0.06666666666666667
arm_639	leaf_19588	0.2682926829268293
arm_639	leg_19914	0.08737864077669903
arm_639	liver_20442	0.3368421052631579
arm_639	liver_20379	0.0967741935483871
arm_639	louse_20660	0.012422360248447204
arm_639	man_21142	0.11016949152542373
arm_639	moon_21365	0.017094017094017096
arm_639	mouth_22059	0.09523809523809523
arm_639	mouth_21787	0.038461538461538464
arm_639	mouth_22066	0.1223021582733813
arm_639	mouth_21987	0.2018348623853211
arm_639	navel_22582	0.01818181818181818
arm_639	night_23314	0.24731182795698925
arm_639	night_23359	0.09395973154362416
arm_639	nose_23832	0.04929577464788732
arm_639	nose_23805	0.0364963503649635
arm_639	nose_23825	0.29545454545454547
arm_639	one_24107	0.11764705882352941
arm_639	road_25370	0.0782608695652174
arm_639	root_25810	0.05405405405405406
arm_639	root_25695	0.01694915254237288
arm_639	root_25932	0.20689655172413793
arm_639	salt_26298	0.047619047619047616
arm_639	salt_26085	0.3508771929824561
arm_639	sand_26372	0.10891089108910891
arm_639	see_27049	0.09523809523809523
arm_639	skin_27971	0.015748031496062992
