Cognate1	Cognate1	Weight
animal_317	arm_808	0.39766081871345027
animal_317	arm_429	0.012944983818770227
animal_317	arm_462	0.0777027027027027
animal_317	arm_639	0.1952054794520548
animal_317	ashes_848	0.07457627118644068
animal_317	ashes_835	0.22297297297297297
animal_317	ashes_827	0.039473684210526314
animal_317	ashes_947	0.05263157894736842
animal_317	ashes_846	0.07931034482758621
animal_317	bark_1249	0.07348242811501597
animal_317	bark_1262	0.09830508474576272
animal_317	bark_1399	0.06529209621993128
animal_317	bark_1272	0.030201342281879196
animal_317	bark_1415	0.09688581314878893
animal_317	bed_1625	0.07216494845360824
animal_317	bed_1626	0.08741258741258741
animal_317	bed_1627	0.18027210884353742
animal_317	bed_1689	0.06597222222222222
animal_317	bed_1800	0.11724137931034483
animal_317	belly_1901	0.06168831168831169
animal_317	belly_1917	0.10778443113772455
animal_317	belly_1914	0.31186440677966104
animal_317	belly_2241	0.10689655172413794
animal_317	big_2527	0.2103448275862069
animal_317	big_2431	0.22318840579710145
animal_317	big_2369	0.058823529411764705
animal_317	bird_2723	0.3589041095890411
animal_317	bird_2842	0.10437710437710437
animal_317	bird_2845	0.09059233449477352
animal_317	bird_2966	0.09655172413793103
animal_317	bite_3084	0.0738255033557047
animal_317	bite_3105	0.4637223974763407
animal_317	bite_3100	0.06551724137931035
animal_317	blood_3664	0.09407665505226481
animal_317	blood_3467	0.12422360248447205
animal_317	blood_3484	0.1162079510703364
animal_317	blood_3623	0.04697986577181208
animal_317	blood_3646	0.10801393728222997
animal_317	blood_3706	0.07017543859649122
animal_317	bone_3987	0.04040404040404041
animal_317	bone_3869	0.050505050505050504
animal_317	bone_3882	0.10032362459546926
animal_317	bone_3890	0.019801980198019802
animal_317	bone_4213	0.11864406779661017
animal_317	bone_3979	0.1152542372881356
animal_317	bone_4063	0.07368421052631578
animal_317	breast_4422	0.1076388888888889
animal_317	breast_4265	0.15269461077844312
animal_317	breast_4284	0.3343195266272189
animal_317	breast_4281	0.06993006993006994
animal_317	burn_4800	0.2534246575342466
animal_317	burn_4683	0.03322259136212625
animal_317	burn_4762	0.08783783783783784
animal_317	burn_4854	0.0472972972972973
animal_317	burn_4713	0.061224489795918366
animal_317	child_5068	0.6388888888888888
