# Wordlist

# DATA
ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
1965	1046_potato	DPJKoshin1	kə̀kʷù  /  bə̀kʷù	k ə ¹ kʷ o ¹	1 7 8 1 7 8	AXTBYT	KE6KU6	9	9.K.C 9.E.V 9.6.T 9.K.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹kʷo¹	0	186	k ə ¹ - - - kʷ o ¹
1966	1046_potato	MRYKoshin2	kə́lə́kpə̄ /  bə̀kʷù	k ə ⁵ l ə ⁵ kp ə ³	1 7 8 5 7 8 1 7 8	AXTBYTBYT	KE6LE6KE6	28	28.K.C 28.E.V 28.6.T 28.L.C 28.E.V 28.6.T 28.K.C 28.E.V 28.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kə⁵lə⁵kpə³	0	186	k ə ⁵ l ə ⁵ kp ə ³
1967	1046_potato	KCSKung3	ndèʔtʃí / sə̀ndèʔtʃí	n d e ¹ ʔ tʃ i ⁵	4 1 7 8 1 1 7 8	ACYTMBYT	NTE6HTI6	16	16.N.C 16.T.C 16.E.V 16.6.T 16.H.c 16.T.C 16.I.V 16.6.T	1.6 1.2 3.0 1.0 1.1 1.3 3.0 1.0	nde¹ʔtʃi⁵	0	183	- - - n d e ¹ ʔ tʃ i ⁵
1968	1046_potato	NJSKung4	ndèʔtʃí / sə̀ndèʔtʃí	n d e ¹ ʔ tʃ i ⁵	4 1 7 8 1 1 7 8	ACYTMBYT	NTE6HTI6	34	34.N.C 34.T.C 34.E.V 34.6.T 34.H.c 34.T.C 34.I.V 34.6.T	1.6 1.2 3.0 1.0 1.1 1.3 3.0 1.0	nde¹ʔtʃi⁵	0	183	- - - n d e ¹ ʔ tʃ i ⁵
1969	1046_potato	ZKGKung1	ndɔ́ŋ / sə̀ndɔ́ŋ	n d ɔ ⁵ ŋ	4 1 7 8 4	ACYTN	NTU6N	44	44.N.C 44.T.C 44.U.V 44.6.T 44.N.c	1.6 1.2 3.0 1.0 0.5	ndɔ⁵ŋ	0	180	- - - n d - ɔ ⁵ - ŋ - - - -
1970	1046_potato	BNMKung2	ndɪ̀ʔtʃí / sə̀ndɪ̀ʔtʃí	n d ɪ ¹ ʔ tʃ i ⁵	4 1 7 8 1 1 7 8	ACYTMBYT	NTI6HTI6	6	6.N.C 6.T.C 6.I.V 6.6.T 6.H.c 6.T.C 6.I.V 6.6.T	1.6 1.2 3.0 1.0 1.1 1.3 3.0 1.0	ndɪ¹ʔtʃi⁵	0	183	- - - n d ɪ ¹ ʔ tʃ i ⁵
1971	1046_potato	NMNMundabli3	ǹtsáŋ / ǹtsáŋ	n ¹ ts a ⁵ ŋ	4 8 2 7 8 4	ATBYTN	N6CA6N	36	36.N.C 36.6.T 36.C.C 36.A.V 36.6.T 36.N.c	1.6 1.0 1.3 3.0 1.0 0.5	n¹tsa⁵ŋ	0	180	n - ¹ - ts - a ⁵ - ŋ - - - -
1972	1046_potato	CENMundabli2	ǹtsáŋ / ǹtsáŋ bó	n ¹ ts a ⁵ ŋ	4 8 2 7 8 4	ATBYTN	N6CA6N	7	7.N.C 7.6.T 7.C.C 7.A.V 7.6.T 7.N.c	1.6 1.0 1.3 3.0 1.0 0.5	n¹tsa⁵ŋ	0	180	n - ¹ - ts - a ⁵ - ŋ - - - -
1973	1046_potato	LFNMundabli1	ǹtsáŋ / ǹtsáŋbó	n ¹ ts a ⁵ ŋ	4 8 2 7 8 4	ATBYTN	N6CA6N	25	25.N.C 25.6.T 25.C.C 25.A.V 25.6.T 25.N.c	1.6 1.0 1.3 3.0 1.0 0.5	n¹tsa⁵ŋ	0	180	n - ¹ - ts - a ⁵ - ŋ - - - -
1974	1046_potato	NINMundabli4	ǹtsáŋ / ǹtsáŋbó	n ¹ ts a ⁵ ŋ	4 8 2 7 8 4	ATBYTN	N6CA6N	33	33.N.C 33.6.T 33.C.C 33.A.V 33.6.T 33.N.c	1.6 1.0 1.3 3.0 1.0 0.5	n¹tsa⁵ŋ	0	180	n - ¹ - ts - a ⁵ - ŋ - - - -
1975	1046_potato	NGTMunken3	ʃìntʃáŋ / mùntʃáŋ	ʃ i ¹ n tʃ a ⁵ ŋ	3 7 8 4 1 7 8 4	AXTMBYTN	SI6NTA6N	32	32.S.C 32.I.V 32.6.T 32.N.c 32.T.C 32.A.V 32.6.T 32.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	ʃi¹ntʃa⁵ŋ	0	180	ʃ i ¹ n tʃ - a ⁵ - ŋ - - - -
1976	1046_potato	NUNMunken4	ʃìntʃáŋ / mʊ̀ntʃáŋ	ʃ i ¹ n tʃ a ⁵ ŋ	3 7 8 4 1 7 8 4	AXTMBYTN	SI6NTA6N	38	38.S.C 38.I.V 38.6.T 38.N.c 38.T.C 38.A.V 38.6.T 38.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	ʃi¹ntʃa⁵ŋ	0	180	ʃ i ¹ n tʃ - a ⁵ - ŋ - - - -
1977	1046_potato	NEAMunken1	ʃintʃáŋ / mùntʃáŋ	ʃ i ³ n tʃ a ⁵ ŋ	3 7 8 4 1 7 8 4	AXTMBYTN	SI6NTA6N	30	30.S.C 30.I.V 30.6.T 30.N.c 30.T.C 30.A.V 30.6.T 30.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	ʃi³ntʃa⁵ŋ	0	180	ʃ i ³ n tʃ - a ⁵ - ŋ - - - -
1978	1046_potato	TNTMunken2	ʃintʃáŋ / mùntʃáŋ	ʃ i ³ n tʃ a ⁵ ŋ	3 7 8 4 1 7 8 4	AXTMBYTN	SI6NTA6N	42	42.S.C 42.I.V 42.6.T 42.N.c 42.T.C 42.A.V 42.6.T 42.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	ʃi³ntʃa⁵ŋ	0	180	ʃ i ³ n tʃ - a ⁵ - ŋ - - - -
1979	1046_potato	MCANgun3	fìⁿtʃáŋ / m̩̀tʃáŋ~ǹ̩tʃáŋ	f i ¹ n t ʃ a ⁵ ŋ	3 7 8 4 1 3 7 8 4	AXTMBCYTN	BI6NTSA6N	26	26.B.C 26.I.V 26.6.T 26.N.c 26.T.C 26.S.C 26.A.V 26.6.T 26.N.c	1.6 3.0 1.0 1.1 1.3 1.2 3.0 1.0 0.5	fi¹ntʃa⁵ŋ	0	180	f i ¹ n t ʃ a ⁵ - ŋ - - - -
1980	1046_potato	KBMNgun4	fɪ̀ⁿtʃáŋ / mʊ̀ⁿtʃáŋ	f ɪ ¹ n t ʃ a ⁵ ŋ	3 7 8 4 1 3 7 8 4	AXTMBCYTN	BI6NTSA6N	15	15.B.C 15.I.V 15.6.T 15.N.c 15.T.C 15.S.C 15.A.V 15.6.T 15.N.c	1.6 3.0 1.0 1.1 1.3 1.2 3.0 1.0 0.5	fɪ¹ntʃa⁵ŋ	0	180	f ɪ ¹ n t ʃ a ⁵ - ŋ - - - -
1981	1046_potato	WCANgun1	fìntʃáŋ / m̀ntʃáŋ	f i ¹ n tʃ a ⁵ ŋ	3 7 8 4 1 7 8 4	AXTMBYTN	BI6NTA6N	43	43.B.C 43.I.V 43.6.T 43.N.c 43.T.C 43.A.V 43.6.T 43.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	fi¹ntʃa⁵ŋ	0	180	f i ¹ n tʃ - a ⁵ - ŋ - - - -
1982	1046_potato	AOMNgun2	fìntʃáŋ / mwɪ̀ntʃáŋ	f i ¹ n tʃ a ⁵ ŋ	3 7 8 4 1 7 8 4	AXTMBYTN	BI6NTA6N	3	3.B.C 3.I.V 3.6.T 3.N.c 3.T.C 3.A.V 3.6.T 3.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	fi¹ntʃa⁵ŋ	0	180	f i ¹ n tʃ - a ⁵ - ŋ - - - -
1983	1046_potato	APBMumfu1	lāŋ / làŋ	l a ³ ŋ	5 7 8 4	AXTN	LA6N	4	4.L.C 4.A.V 4.6.T 4.N.c	1.6 3.0 1.0 0.5	la³ŋ	0	178	- - l a ³ - ŋ - - -
1984	1046_potato	DNMMumfu2	lǎŋ̈ / lǎŋbə́	l a ¹ ⁵ ŋˤ	5 7 8 8 4	AXTTN	LA66N	8	8.L.C 8.A.V 8.6.T 8.6.T 8.N.c	1.6 3.0 1.0 1.0 0.5	la¹⁵ŋˤ	0	178	- - l a ¹ ⁵ ŋˤ - - -
1985	1046_potato	BKBMashi2	fìndzǎŋ / mùndʒǎŋ	f i ¹ n d z a ¹ ⁵ ŋ	3 7 8 4 1 3 7 8 8 4	AXTMBCYTTN	BI6NTSA66N	5	5.B.C 5.I.V 5.6.T 5.N.c 5.T.C 5.S.C 5.A.V 5.6.T 5.6.T 5.N.c	1.6 3.0 1.0 1.1 1.3 1.2 3.0 1.0 1.0 0.5	fi¹ndza¹⁵ŋ	0	180	f i ¹ n d z a ¹ ⁵ ŋ - - - -
1986	1046_potato	KFKMashi1	fìndzâŋ / mùndʒâŋ	f i ¹ n d z a ⁵ ¹ ŋ	3 7 8 4 1 3 7 8 8 4	AXTMBCYTTN	BI6NTSA66N	21	21.B.C 21.I.V 21.6.T 21.N.c 21.T.C 21.S.C 21.A.V 21.6.T 21.6.T 21.N.c	1.6 3.0 1.0 1.1 1.3 1.2 3.0 1.0 1.0 0.5	fi¹ndza⁵¹ŋ	0	180	f i ¹ n d z a ⁵ ¹ ŋ - - - -
1987	1046_potato	ABSMissong1	ʊ̀làŋâ / bàlàŋâ	ʊ ¹ l a ¹ ŋ a ⁵ ¹	7 8 5 7 8 4 7 8 8	XTBYTBYTT	Y6LA6NA66	1	1.Y.V 1.6.T 1.L.C 1.A.V 1.6.T 1.N.C 1.A.V 1.6.T 1.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.0	ʊ¹la¹ŋa⁵¹	0	178	ʊ ¹ l a ¹ - ŋ a ⁵ ¹
1988	1046_potato	AGAMissong2	ʊ̀làŋâ / bàlàŋábʊ̄	ʊ ¹ l a ¹ ŋ a ⁵ ¹	7 8 5 7 8 4 7 8 8	XTBYTBYTT	Y6LA6NA66	2	2.Y.V 2.6.T 2.L.C 2.A.V 2.6.T 2.N.C 2.A.V 2.6.T 2.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.0	ʊ¹la¹ŋa⁵¹	0	178	ʊ ¹ l a ¹ - ŋ a ⁵ ¹
#
1692	1076_raffiabamboo	NVBAbar7	ʊ̀fʊ́ / ɪ́fʊ́wɛ̀	ʊ ¹ f ʊ ⁵	7 8 3 7 8	XTBYT	Y6BY6	39	39.Y.V 39.6.T 39.B.C 39.Y.V 39.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹fʊ⁵	0	204	- - ʊ ¹ f ʊ ⁵ -
1693	1076_raffiabamboo	ECLAbar8	ʊ̀fú / kìfú	ʊ ¹ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	11	11.Y.V 11.6.T 11.B.C 11.Y.V 11.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹fu¹	0	204	- - ʊ ¹ f u ¹ -
1694	1076_raffiabamboo	NMAAbar1	ʊ́bǎːʊ́fú / kìbákìfú	ʊ ⁵ b aː ¹ ⁵ ʊ ⁵ f u ¹	7 8 1 7 8 8 7 8 3 7 8	XTBYTTYTBYT	Y6PA66Y6BY6	35	35.Y.V 35.6.T 35.P.C 35.A.V 35.6.T 35.6.T 35.Y.V 35.6.T 35.B.C 35.Y.V 35.6.T	3.0 1.0 1.3 3.0 1.0 1.0 3.0 1.0 1.3 3.0 1.0	ʊ⁵baː¹⁵ʊ⁵fu¹	0	220	ʊ ⁵ b aː ¹ ⁵ ʊ ⁵ f u ¹
1695	1076_raffiabamboo	NACAbar2	ʊ́fúː / kìfúː	ʊ ⁵ f uː ⁵	7 8 3 7 8	XTBYT	Y6BY6	29	29.Y.V 29.6.T 29.B.C 29.Y.V 29.6.T	3.0 1.0 1.3 3.0 1.0	ʊ⁵fuː⁵	0	204	- - ʊ ⁵ f uː ⁵ -
1696	1076_raffiabamboo	NEMAjumbu9	fɥû~fǜ / kə́fɥûlə̀	f ɥ u ⁵ ¹	3 6 7 8 8	ACXTT	BJY66	31	31.B.C 31.J.C 31.Y.V 31.6.T 31.6.T	1.6 1.2 3.0 1.0 1.0	fɥu⁵¹	0	204	f ɥ u ⁵ - - ¹ -
1697	1076_raffiabamboo	NVIAjumbu1	fʷʊ̈́ / kə́fʷʊ̈́lə̀	fʷ ʊʱ ⁵	3 7 8	AXT	BY6	40	40.B.C 40.Y.V 40.6.T	1.6 3.0 1.0	fʷʊʱ⁵	0	204	fʷ - ʊʱ ⁵ - - - -
1698	1076_raffiabamboo	KMNAjumbu2	fʷʊ̈́ / kə́fʷʊ̈́lə̀	fʷ ʊʱ ⁵	3 7 8	AXT	BY6	24	24.B.C 24.Y.V 24.6.T	1.6 3.0 1.0	fʷʊʱ⁵	0	204	fʷ - ʊʱ ⁵ - - - -
1699	1076_raffiabamboo	KDCAjumbu10	fɥʊ̂/ kə́fɥʊ̂lə̀	f ɥ ʊ ¹ ⁵	3 6 7 8 8	ACXTT	BJY66	18	18.B.C 18.J.C 18.Y.V 18.6.T 18.6.T	1.6 1.2 3.0 1.0 1.0	fɥʊ¹⁵	0	204	f ɥ ʊ ¹ - - ⁵ -
1700	1076_raffiabamboo	ENBBiya1	ʊ̀fú / ɪ̀fú~kə̀fú	ʊ ¹ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	12	12.Y.V 12.6.T 12.B.C 12.Y.V 12.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹fu¹	0	204	- - ʊ ¹ f u ¹ -
1701	1076_raffiabamboo	ICNBiya2	ʊ̀fú / ɪ̀fú	ʊ ¹ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	13	13.Y.V 13.6.T 13.B.C 13.Y.V 13.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹fu¹	0	204	- - ʊ ¹ f u ¹ -
1702	1076_raffiabamboo	NNBBuu3	fûː / kə́fûːtə́	f uː ⁵ ¹	3 7 8 8	AXTT	BY66	37	37.B.C 37.Y.V 37.6.T 37.6.T	1.6 3.0 1.0 1.0	fuː⁵¹	0	204	f - uː ⁵ - - ¹ -
1703	1076_raffiabamboo	MNJBuu4	fʊ᷇ː / kə́fʊ᷇ːtə̄	f ʊː ¹	3 7 8	AXT	BY6	27	27.B.C 27.Y.V 27.6.T	1.6 3.0 1.0	fʊː¹	0	204	f - ʊː ¹ - - - -
1704	1076_raffiabamboo	KEMBuu1	fʊ̀ / kə́fʊ᷇ːtə́	f ʊ ¹	3 7 8	AXT	BY6	20	20.B.C 20.Y.V 20.6.T	1.6 3.0 1.0	fʊ¹	0	204	f - ʊ ¹ - - - -
1705	1076_raffiabamboo	KCYBuu2	fù / ə̀fʊ̀~fʊ̂	f o ¹	3 7 8	AXT	BU6	17	17.B.C 17.U.V 17.6.T	1.6 3.0 1.0	fo¹	0	204	f - o ¹ - - - -
1706	1076_raffiabamboo	KHKFang12	fə́mə́ / bə̀fə́mə́	f ə ⁵ m ə ⁵	3 7 8 4 7 8	AXTBYT	BE6ME6	22	22.B.C 22.E.V 22.6.T 22.M.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fə⁵mə⁵	0	204	f - ə ⁵ m ə ⁵ -
1707	1076_raffiabamboo	DPNFang13	fúmə́ / bə́fúmə́	f u ¹ m ə ⁵	3 7 8 4 7 8	AXTBYT	BY6ME6	10	10.B.C 10.Y.V 10.6.T 10.M.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fu¹mə⁵	0	204	f - u ¹ m ə ⁵ -
1708	1076_raffiabamboo	KJSFang2	fʊ́mə́ / tə́fʊ́mə́	f ʊ ⁵ m ə ⁵	3 7 8 4 7 8	AXTBYT	BY6ME6	23	23.B.C 23.Y.V 23.6.T 23.M.C 23.E.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fʊ⁵mə⁵	0	204	f - ʊ ⁵ m ə ⁵ -
1709	1076_raffiabamboo	JGYKoshin3	fʊ́bə́ / fʷə̂	f ʊ ⁵ b ə ⁵	3 7 8 1 7 8	AXTBYT	BY6PE6	14	14.B.C 14.Y.V 14.6.T 14.P.C 14.E.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fʊ⁵bə⁵	0	204	f - ʊ ⁵ b ə ⁵ -
1710	1076_raffiabamboo	TELKoshin4	fóbə́ / fʷə̂	f o ⁵ b ə ⁵	3 7 8 1 7 8	AXTBYT	BU6PE6	41	41.B.C 41.U.V 41.6.T 41.P.C 41.E.V 41.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fo⁵bə⁵	0	204	f - o ⁵ b ə ⁵ -
1711	1076_raffiabamboo	DPJKoshin1	gbɪ̂  /  fʷə̂	gb ɪ ⁵ ¹	1 7 8 8	AXTT	KI66	9	9.K.C 9.I.V 9.6.T 9.6.T	1.6 3.0 1.0 1.0	gbɪ⁵¹	0	195	- - gb ɪ ⁵ ¹
1712	1076_raffiabamboo	MRYKoshin2	fʊ́bə́ ~ fwə̂bə́ /  fʷə̂	f ʊ ⁵ b ə ⁵	3 7 8 1 7 8	AXTBYT	BY6PE6	28	28.B.C 28.Y.V 28.6.T 28.P.C 28.E.V 28.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fʊ⁵bə⁵	0	204	f - ʊ ⁵ b ə ⁵ -
1713	1076_raffiabamboo	KCSKung3	ʊ̀lə̂ŋ / sə̀lə̂ŋ	ʊ ¹ l ə ⁵ ¹ ŋ	7 8 5 7 8 8 4	XTBYTTN	Y6LE66N	16	16.Y.V 16.6.T 16.L.C 16.E.V 16.6.T 16.6.T 16.N.c	3.0 1.0 1.3 3.0 1.0 1.0 0.5	ʊ¹lə⁵¹ŋ	0	192	ʊ ¹ l ə ⁵ ¹ ŋ
1714	1076_raffiabamboo	NJSKung4	ʊ̀lə̂ŋ / sə̀lə̂ŋ	ʊ ¹ l ə ⁵ ¹ ŋ	7 8 5 7 8 8 4	XTBYTTN	Y6LE66N	34	34.Y.V 34.6.T 34.L.C 34.E.V 34.6.T 34.6.T 34.N.c	3.0 1.0 1.3 3.0 1.0 1.0 0.5	ʊ¹lə⁵¹ŋ	0	192	ʊ ¹ l ə ⁵ ¹ ŋ
1715	1076_raffiabamboo	ZKGKung1	ìlə́ŋ / sə̀lə̂ŋ	i ¹ l ə ⁵ ŋ	7 8 5 7 8 4	XTBYTN	I6LE6N	44	44.I.V 44.6.T 44.L.C 44.E.V 44.6.T 44.N.c	3.0 1.0 1.3 3.0 1.0 0.5	i¹lə⁵ŋ	0	192	i ¹ l ə ⁵ - ŋ
1716	1076_raffiabamboo	BNMKung2	ìlə́ŋ / sə̀lə̂ŋ	i ¹ l ə ⁵ ŋ	7 8 5 7 8 4	XTBYTN	I6LE6N	6	6.I.V 6.6.T 6.L.C 6.E.V 6.6.T 6.N.c	3.0 1.0 1.3 3.0 1.0 0.5	i¹lə⁵ŋ	0	192	i ¹ l ə ⁵ - ŋ
1717	1076_raffiabamboo	NMNMundabli3	fù / fô	f o ¹	3 7 8	AXT	BU6	36	36.B.C 36.U.V 36.6.T	1.6 3.0 1.0	fo¹	0	204	f - o ¹ - - - -
1718	1076_raffiabamboo	CENMundabli2	fû / fóʊ̀	f u ⁵ ¹	3 7 8 8	AXTT	BY66	7	7.B.C 7.Y.V 7.6.T 7.6.T	1.6 3.0 1.0 1.0	fu⁵¹	0	204	f - u ⁵ - - ¹ -
1719	1076_raffiabamboo	LFNMundabli1	fû ~fūː / fʊ̂ ~fʊ̄ː	f u ⁵ ¹	3 7 8 8	AXTT	BY66	25	25.B.C 25.Y.V 25.6.T 25.6.T	1.6 3.0 1.0 1.0	fu⁵¹	0	204	f - u ⁵ - - ¹ -
1720	1076_raffiabamboo	NINMundabli4	fù / fòːkó	f o ¹	3 7 8	AXT	BU6	33	33.B.C 33.U.V 33.6.T	1.6 3.0 1.0	fo¹	0	204	f - o ¹ - - - -
1721	1076_raffiabamboo	NGTMunken3	ʊ̀fʊ́ / kífʊ́	ʊ ¹ f ʊ ⁵	7 8 3 7 8	XTBYT	Y6BY6	32	32.Y.V 32.6.T 32.B.C 32.Y.V 32.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹fʊ⁵	0	204	- - ʊ ¹ f ʊ ⁵ -
1722	1076_raffiabamboo	NUNMunken4	ʊ́fú / ɪ́fú	ʊ ⁵ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	38	38.Y.V 38.6.T 38.B.C 38.Y.V 38.6.T	3.0 1.0 1.3 3.0 1.0	ʊ⁵fu¹	0	204	- - ʊ ⁵ f u ¹ -
1723	1076_raffiabamboo	NEAMunken1	ʊ́fú / ɪ́fú	ʊ ⁵ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	30	30.Y.V 30.6.T 30.B.C 30.Y.V 30.6.T	3.0 1.0 1.3 3.0 1.0	ʊ⁵fu¹	0	204	- - ʊ ⁵ f u ¹ -
1724	1076_raffiabamboo	TNTMunken2	ʊ́fʊ́ ~ ʊ́fʊ́ / ífʊ́ ~ ɪ́fú	ʊ ⁵ f ʊ ⁵	7 8 3 7 8	XTBYT	Y6BY6	42	42.Y.V 42.6.T 42.B.C 42.Y.V 42.6.T	3.0 1.0 1.3 3.0 1.0	ʊ⁵fʊ⁵	0	204	- - ʊ ⁵ f ʊ ⁵ -
1725	1076_raffiabamboo	MCANgun3	ʊ̀fú / bìfú~ɪ̀fú	ʊ ¹ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	26	26.Y.V 26.6.T 26.B.C 26.Y.V 26.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹fu¹	0	204	- - ʊ ¹ f u ¹ -
1726	1076_raffiabamboo	KBMNgun4	ʊ̀kʷa᷇ː / ɪ́kʷa᷇ː~ákʷa᷇ː	ʊ ¹ kʷ aː ⁵ ³	7 8 1 7 8 8	XTBYTT	Y6KA66	15	15.Y.V 15.6.T 15.K.C 15.A.V 15.6.T 15.6.T	3.0 1.0 1.3 3.0 1.0 1.0	ʊ¹kʷaː⁵³	0	195	ʊ ¹ kʷ aː ⁵ ³
1727	1076_raffiabamboo	WCANgun1	ʊ́fú / ífú	ʊ ⁵ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	43	43.Y.V 43.6.T 43.B.C 43.Y.V 43.6.T	3.0 1.0 1.3 3.0 1.0	ʊ⁵fu¹	0	204	- - ʊ ⁵ f u ¹ -
1728	1076_raffiabamboo	AOMNgun2	ʊ̀fú / kə̀fú ~ɪ̀fú	ʊ ¹ f u ¹	7 8 3 7 8	XTBYT	Y6BY6	3	3.Y.V 3.6.T 3.B.C 3.Y.V 3.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹fu¹	0	204	- - ʊ ¹ f u ¹ -
1729	1076_raffiabamboo	APBMumfu1	fʊ̂ː / fôː	f ʊː ⁵ ¹	3 7 8 8	AXTT	BY66	4	4.B.C 4.Y.V 4.6.T 4.6.T	1.6 3.0 1.0 1.0	fʊː⁵¹	0	204	f - ʊː ⁵ - - ¹ -
1730	1076_raffiabamboo	DNMMumfu2	fʊ̀ː~fûː / fʊ̂ːkə̌~fûː	f ʊː ¹	3 7 8	AXT	BY6	8	8.B.C 8.Y.V 8.6.T	1.6 3.0 1.0	fʊː¹	0	204	f - ʊː ¹ - - - -
1731	1076_raffiabamboo	BKBMashi2	ɲyó / nāŋ	ɲ j o ⁵	4 6 7 8	ACXT	NJU6	5	5.N.C 5.J.C 5.U.V 5.6.T	1.6 1.2 3.0 1.0	ɲjo⁵	0	191	ɲ j o ⁵
1732	1076_raffiabamboo	KFKMashi1	ɲó~ɲʊ́ / náŋ	ɲ o ⁵	4 7 8	AXT	NU6	21	21.N.C 21.U.V 21.6.T	1.6 3.0 1.0	ɲo⁵	0	191	ɲ - o ⁵
1733	1076_raffiabamboo	ABSMissong1	ʊ́fô / ɪ́fô	ʊ ⁵ f o ⁵ ¹	7 8 3 7 8 8	XTBYTT	Y6BU66	1	1.Y.V 1.6.T 1.B.C 1.U.V 1.6.T 1.6.T	3.0 1.0 1.3 3.0 1.0 1.0	ʊ⁵fo⁵¹	0	204	- - ʊ ⁵ f o ⁵ ¹
1734	1076_raffiabamboo	AGAMissong2	ɪ́fʊ̂ː / ɪ́fʊ᷇ːyī ~ ʊ́sɔ́hɔ́ / ɪ́sɔ́hɔ́	ɪ ⁵ f ʊː ⁵ ¹	7 8 3 7 8 8	XTBYTT	I6BY66	2	2.I.V 2.6.T 2.B.C 2.Y.V 2.6.T 2.6.T	3.0 1.0 1.3 3.0 1.0 1.0	ɪ⁵fʊː⁵¹	0	204	- - ɪ ⁵ f ʊː ⁵ ¹
#
5054	1079_rain	NVBAbar7	ɪ̀bʷû / ɪ̀bʷùkì	ɪ ¹ bʷ u ⁵ ¹	7 8 1 7 8 8	XTBYTT	I6PY66	39	39.I.V 39.6.T 39.P.C 39.Y.V 39.6.T 39.6.T	3.0 1.0 1.3 3.0 1.0 1.0	ɪ¹bʷu⁵¹	0	238	ɪ ¹ bʷ - u ⁵ ¹
5055	1079_rain	ECLAbar8	ɪ̀bʷû / ɪ̀bʷùːkì	ɪ ¹ bʷ u ⁵ ¹	7 8 1 7 8 8	XTBYTT	I6PY66	11	11.I.V 11.6.T 11.P.C 11.Y.V 11.6.T 11.6.T	3.0 1.0 1.3 3.0 1.0 1.0	ɪ¹bʷu⁵¹	0	238	ɪ ¹ bʷ - u ⁵ ¹
5056	1079_rain	NMAAbar1	ìbwû / kíbwû	i ¹ b w u ⁵ ¹	7 8 1 6 7 8 8	XTBCYTT	I6PWY66	35	35.I.V 35.6.T 35.P.C 35.W.C 35.Y.V 35.6.T 35.6.T	3.0 1.0 1.3 1.2 3.0 1.0 1.0	i¹bwu⁵¹	0	238	i ¹ b w u ⁵ ¹
5057	1079_rain	NACAbar2	ɪ̀bwû / ø	ɪ ¹ b w u ⁵ ¹	7 8 1 6 7 8 8	XTBCYTT	I6PWY66	29	29.I.V 29.6.T 29.P.C 29.W.C 29.Y.V 29.6.T 29.6.T	3.0 1.0 1.3 1.2 3.0 1.0 1.0	ɪ¹bwu⁵¹	0	238	ɪ ¹ b w u ⁵ ¹
5058	1079_rain	NEMAjumbu9	bʷɛ̂ː / bʷòlə̀	bʷ ɛː ⁵ ¹	1 7 8 8	AXTT	PE66	31	31.P.C 31.E.V 31.6.T 31.6.T	1.6 3.0 1.0 1.0	bʷɛː⁵¹	0	238	- - bʷ - ɛː ⁵ ¹
5059	1079_rain	NVIAjumbu1	bwə̀~bùə̀ / ə́bwɛ̂~ə́bùə̀~ə̀kə̀búə́lə́	b w ə ¹	1 6 7 8	ACXT	PWE6	40	40.P.C 40.W.C 40.E.V 40.6.T	1.6 1.2 3.0 1.0	bwə¹	0	238	- - b w ə ¹ -
5060	1079_rain	KMNAjumbu2	bwòː / kə̀bwólə́	b w oː ¹	1 6 7 8	ACXT	PWU6	24	24.P.C 24.W.C 24.U.V 24.6.T	1.6 1.2 3.0 1.0	bwoː¹	1	238	- - b w oː ¹ -
5061	1079_rain	KDCAjumbu10	bʷə̀ / bʷə̀	bʷ ə ¹	1 7 8	AXT	PE6	18	18.P.C 18.E.V 18.6.T	1.6 3.0 1.0	bʷə¹	1	238	- - bʷ - ə ¹ -
