# Wordlist

# DATA
ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID
1321	11_cap	MCANgun3	kə̀nʊ̂kʷū~ànʊ̂kʷū / bìnʊ̂kʷúː~ɪ̀nʊ̂kʷúː	k ə ¹ n ʊ ¹ ⁵ kʷ u ³	1 7 8 4 7 8 8 1 7 8	AXTBYTTBYT	KE6NY66KY6	16	16.K.C 16.E.V 16.6.T 16.N.C 16.Y.V 16.6.T 16.6.T 16.K.C 16.Y.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.0 1.3 3.0 1.0	kə¹nʊ¹⁵kʷu³	0	20	10
1322	11_cap	KBMNgun4	kə̀nʊ̂kʷʊ̀lʊ́ / bìnʊ̂kʷʊ̀lʊ́	k ə ¹ n ʊ ¹ ⁵ kʷ ʊ ¹ l ʊ ⁵	1 7 8 4 7 8 8 1 7 8 5 7 8	AXTBYTTBYTBYT	KE6NY66KY6LY6	12	12.K.C 12.E.V 12.6.T 12.N.C 12.Y.V 12.6.T 12.6.T 12.K.C 12.Y.V 12.6.T 12.L.C 12.Y.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kə¹nʊ¹⁵kʷʊ¹lʊ⁵	0	20	10
1323	11_cap	APBMumfu1	kpāʔ / kpáʔbə́	kp a ³ ʔ	1 7 8 1	AXTN	KA6H	3	3.K.C 3.A.V 3.6.T 3.H.c	1.6 3.0 1.0 0.5	kpa³ʔ	0	12	6
1324	11_cap	DNMMumfu2	kpáʔá~kpàʔà / kpáʔábɛ́n~kpàʔà	kp a ⁵ ʔ a ⁵	1 7 8 1 7 8	AXTBYT	KA6HA6	6	6.K.C 6.A.V 6.6.T 6.H.C 6.A.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kpa⁵ʔa⁵	0	12	6
1325	11_cap	BKBMashi2	ákpə́ / bíkpə́	a ⁵ kp ə ⁵	7 8 1 7 8	XTBYT	A6KE6	4	4.A.V 4.6.T 4.K.C 4.E.V 4.6.T	3.0 1.0 1.3 3.0 1.0	a⁵kpə⁵	0	12	7
1326	11_cap	DNMMumfu2	kpáʔá~kpàʔà / kpáʔábɛ́n~kpàʔà	kp a ⁵ ʔ a ⁵	1 7 8 1 7 8	AXTBYT	KA6HA6	6	6.K.C 6.A.V 6.6.T 6.H.C 6.A.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kpa⁵ʔa⁵	1	12	6
1327	11_cap	ABSMissong1	kìkpɛ̀ / bìkpɛ̀	k i ¹ kp ɛ ¹	1 7 8 1 7 8	AXTBYT	KI6KE6	1	1.K.C 1.I.V 1.6.T 1.K.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ki¹kpɛ¹	0	12	5
1328	11_cap	AGAMissong2	kɪ́kpɛ̂ː / bíkpɛ́ːbí	k ɪ ⁵ kp ɛː ⁵ ¹	1 7 8 1 7 8 8	AXTBYTT	KI6KE66	2	2.K.C 2.I.V 2.6.T 2.K.C 2.E.V 2.6.T 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.0	kɪ⁵kpɛː⁵¹	0	12	5
#
1458	12_cat	NVBAbar7	ʃìbʊ̂s / m̀bʊ̂sm̂	ʃ i ¹ b ʊ ¹ ⁵ s	3 7 8 1 7 8 8 3	AXTBYTTN	SI6PY66S	24	24.S.C 24.I.V 24.6.T 24.P.C 24.Y.V 24.6.T 24.6.T 24.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	ʃi¹bʊ¹⁵s	0	38	17
1459	12_cat	ECLAbar8	ʃìbʊ̂s~ìbʊ̂s / mʊ̀ⁿbʊ̂s	ʃ i ¹ b ʊ ¹ ⁵ s	3 7 8 1 7 8 8 3	AXTBYTTN	SI6PY66S	8	8.S.C 8.I.V 8.6.T 8.P.C 8.Y.V 8.6.T 8.6.T 8.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	ʃi¹bʊ¹⁵s	0	38	17
1460	12_cat	NEMAjumbu9	fə̀dàmʊ́ʔ / m̩̀dàmʊ́ʔ	f ə ¹ d a ³ m ʊ ⁵ ʔ	3 7 8 1 7 8 4 7 8 1	AXTBYTBYTN	BE6TA6MY6H	18	18.B.C 18.E.V 18.6.T 18.T.C 18.A.V 18.6.T 18.M.C 18.Y.V 18.6.T 18.H.c	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.5	fə¹da³mʊ⁵ʔ	0	37	18
1461	12_cat	KDCAjumbu10	fə̀dàmʊ́ʔ / m̩̀dàmʊ́ʔ	f ə ¹ d a ³ m ʊ ⁵ ʔ	3 7 8 1 7 8 4 7 8 1	AXTBYTBYTN	BE6TA6MY6H	14	14.B.C 14.E.V 14.6.T 14.T.C 14.A.V 14.6.T 14.M.C 14.Y.V 14.6.T 14.H.c	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.5	fə¹da³mʊ⁵ʔ	0	37	18
1462	12_cat	ENBBIYA1	fìbûs / m̩̀bûs	f i ¹ b u ⁵ ¹ s	3 7 8 1 7 8 8 3	AXTBYTTN	BI6PY66S	9	9.B.C 9.I.V 9.6.T 9.P.C 9.Y.V 9.6.T 9.6.T 9.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	fi¹bu⁵¹s	0	38	17
1463	12_cat	ICNBIYA2	fìbûs / mʊ̀mbûs	f i ¹ b u ⁵ ¹ s	3 7 8 1 7 8 8 3	AXTBYTTN	BI6PY66S	10	10.B.C 10.I.V 10.6.T 10.P.C 10.Y.V 10.6.T 10.6.T 10.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	fi¹bu⁵¹s	0	38	17
1464	12_cat	NNBBuu3	fə̀búsə́ / mə̀búsə́	f ə ¹ b u ¹ s ə ⁵	3 7 8 1 7 8 3 7 8	AXTBYTBYT	BE6PY6SE6	22	22.B.C 22.E.V 22.6.T 22.P.C 22.Y.V 22.6.T 22.S.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	fə¹bu¹sə⁵	0	38	19
1465	12_cat	MNJBuu4	fə̀búsə́ / mə̀mbúsə́	f ə ¹ b u ¹ s ə ⁵	3 7 8 1 7 8 3 7 8	AXTBYTBYT	BE6PY6SE6	17	17.B.C 17.E.V 17.6.T 17.P.C 17.Y.V 17.6.T 17.S.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	fə¹bu¹sə⁵	0	38	19
1466	12_cat	KHKFANG12	fə̀mə́sá / mə̀mmə́sá	f ə ³ m ə ⁵ s a ⁵	3 7 8 4 7 8 3 7 8	AXTBYTBYT	BE6ME6SA6	15	15.B.C 15.E.V 15.6.T 15.M.C 15.E.V 15.6.T 15.S.C 15.A.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	fə³mə⁵sa⁵	0	37	16
1467	12_cat	DPNFANG13	fə̀mə́sá / mə̀mə́sá	f ə ³ m ə ⁵ s a ⁵	3 7 8 4 7 8 3 7 8	AXTBYTBYT	BE6ME6SA6	7	7.B.C 7.E.V 7.6.T 7.M.C 7.E.V 7.6.T 7.S.C 7.A.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	fə³mə⁵sa⁵	0	37	16
1468	12_cat	JGYKoshin3	fə̀mó / m̀mó	f ə ³ m o ⁵	3 7 8 4 7 8	AXTBYT	BE6MU6	11	11.B.C 11.E.V 11.6.T 11.M.C 11.U.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fə³mo⁵	0	37	16
1469	12_cat	TELKoshin4	fə̀mʊ́ / ŋ̀mʊ́	f ə ³ m ʊ ⁵	3 7 8 4 7 8	AXTBYT	BE6MY6	25	25.B.C 25.E.V 25.6.T 25.M.C 25.Y.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fə³mʊ⁵	0	37	16
1470	12_cat	KCSKung3	fə̀tàmbʊ́ʔ /  m̀tàmbʊ́ʔ	f ə ¹ t a ³ m b ʊ ⁵ ʔ	3 7 8 1 7 8 4 1 7 8 1	AXTBYTMBYTN	BE6TA6MPY6H	13	13.B.C 13.E.V 13.6.T 13.T.C 13.A.V 13.6.T 13.M.c 13.P.C 13.Y.V 13.6.T 13.H.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0 0.5	fə¹ta³mbʊ⁵ʔ	0	37	18
1471	12_cat	NJSKung4	fə̀tàmʊ̂ʔ /  m̀tàmʊ́ʔ	f ə ¹ t a ³ m ʊ ¹ ⁵ ʔ	3 7 8 1 7 8 4 7 8 8 1	AXTBYTBYTTN	BE6TA6MY66H	20	20.B.C 20.E.V 20.6.T 20.T.C 20.A.V 20.6.T 20.M.C 20.Y.V 20.6.T 20.6.T 20.H.c	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.0 0.5	fə¹ta³mʊ¹⁵ʔ	0	37	18
1472	12_cat	NMNMundabli3	mɥɪ̌n / mɥɪ̌n	m ɥ ɪ ¹ ⁵ n	4 6 7 8 8 4	ACXTTN	MJI66N	21	21.M.C 21.J.C 21.I.V 21.6.T 21.6.T 21.N.c	1.6 1.2 3.0 1.0 1.0 0.5	mɥɪ¹⁵n	0	35	20
1473	12_cat	CENMundabli2	mwɪ̌ː / mwɪ̌ː	m w ɪː ¹ ⁵	4 6 7 8 8	ACXTT	MWI66	5	5.M.C 5.W.C 5.I.V 5.6.T 5.6.T	1.6 1.2 3.0 1.0 1.0	mwɪː¹⁵	0	35	15
1474	12_cat	NGTMunken3	ʃìbʊ̂s / mʊ̀mbʊ̂s	ʃ i ¹ b ʊ ¹ ⁵ s	3 7 8 1 7 8 8 3	AXTBYTTN	SI6PY66S	19	19.S.C 19.I.V 19.6.T 19.P.C 19.Y.V 19.6.T 19.6.T 19.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	ʃi¹bʊ¹⁵s	0	38	17
1475	12_cat	NUNMunken4	ʃìbûs / mùmbûs	ʃ i ¹ b u ⁵ ¹ s	3 7 8 1 7 8 8 3	AXTBYTTN	SI6PY66S	23	23.S.C 23.I.V 23.6.T 23.P.C 23.Y.V 23.6.T 23.6.T 23.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	ʃi¹bu⁵¹s	0	38	17
1476	12_cat	MCANgun3	fìbʊ̂s~ìbúsì / mʊ̀bûs	f i ¹ b ʊ ¹ ⁵ s	3 7 8 1 7 8 8 3	AXTBYTTN	BI6PY66S	16	16.B.C 16.I.V 16.6.T 16.P.C 16.Y.V 16.6.T 16.6.T 16.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	fi¹bʊ¹⁵s	0	38	17
1477	12_cat	KBMNgun4	fìbûs / m̜̀bûs~mʷɪ̀ⁿbûs	f i ¹ b u ⁵ ¹ s	3 7 8 1 7 8 8 3	AXTBYTTN	BI6PY66S	12	12.B.C 12.I.V 12.6.T 12.P.C 12.Y.V 12.6.T 12.6.T 12.S.c	1.6 3.0 1.0 1.3 3.0 1.0 1.0 0.5	fi¹bu⁵¹s	0	38	17
1478	12_cat	APBMumfu1	zàk / zâgyə̌	z a ¹ k	3 7 8 1	AXTN	SA6K	3	3.S.C 3.A.V 3.6.T 3.K.c	1.6 3.0 1.0 0.5	za¹k	0	33	13
1479	12_cat	DNMMumfu2	zàk~zàg / zǎgbə̌~zâg	z a ¹ k	3 7 8 1	AXTN	SA6K	6	6.S.C 6.A.V 6.6.T 6.K.c	1.6 3.0 1.0 0.5	za¹k	0	33	13
