ConceptA	ConceptB	ChisqPvalue
animal	fish	0.0004997501249375312
animal	forest	0.0034982508745627187
animal	fowl	0.01649175412293853
animal	friend	0.0004997501249375312
animal	garden egg	0.0004997501249375312
animal	gizzard (fowl)	0.008995502248875561
animal	goat	0.0004997501249375312
animal	grasshopper	0.0004997501249375312
animal	grave	0.0004997501249375312
animal	gun	0.0009995002498750624
animal	hailstone	0.0399800099950025
animal	hair	0.025987006496751622
animal	hand	0.02148925537231384
animal	head	0.0004997501249375312
animal	headpad	0.0004997501249375312
animal	hill	0.0014992503748125937
animal	horse	0.0009995002498750624
animal	house	0.0004997501249375312
animal	intestine	0.0004997501249375312
animal	jaw	0.0004997501249375312
animal	knife	0.017991004497751123
animal	ladder	0.0004997501249375312
animal	leaf	0.0004997501249375312
animal	monkey	0.01249375312343828
animal	moon	0.006496751624187906
animal	mouth	0.0004997501249375312
animal	name	0.0004997501249375312
animal	nose	0.020989505247376312
animal	oil	0.0004997501249375312
animal	owl	0.0004997501249375312
animal	palm nut	0.02148925537231384
animal	palm tree	0.0004997501249375312
animal	pepper	0.0004997501249375312
animal	person	0.0004997501249375312
animal	pig	0.0004997501249375312
animal	pineapple	0.033483258370814596
animal	place	0.0014992503748125937
animal	plantain	0.046476761619190406
animal	pot	0.0004997501249375312
animal	potato	0.0004997501249375312
animal	raffia bamboo	0.033483258370814596
animal	rain	0.0004997501249375312
animal	rainbow	0.026986506746626688
animal	rope	0.0004997501249375312
animal	salt	0.008995502248875561
animal	sand	0.0009995002498750624
animal	sheep	0.03548225887056472
animal	sieve	0.0004997501249375312
animal	snake	0.0004997501249375312
animal	soldier ant	0.03298350824587706
animal	song	0.0024987506246876563
animal	star	0.0004997501249375312
animal	stomach	0.017491254372813594
animal	stone	0.0004997501249375312
animal	storm (wind)	0.004497751124437781
animal	story	0.0004997501249375312
animal	sun	0.0004997501249375312
animal	toilet	0.0004997501249375312
animal	tooth	0.0004997501249375312
animal	trap	0.0384807596201899
animal	tree	0.0004997501249375312
animal	war	0.0004997501249375312
animal	water	0.0014992503748125937
animal	xylophone	0.018490754622688656
animal	yam	0.0004997501249375312
axe	bag	0.01899050474762619
axe	basket	0.0009995002498750624
axe	bed	0.015992003998001
axe	belly	0.0004997501249375312
axe	bitter leaf	0.0014992503748125937
axe	blood	0.01249375312343828
axe	book	0.02448775612193903
axe	breast	0.0014992503748125937
axe	bridge	0.001999000499750125
axe	broom	0.01899050474762619
axe	cap	0.0024987506246876563
axe	case (court) (n)	0.004997501249375313
axe	chair	0.0004997501249375312
axe	chief	0.00399800099950025
axe	child	0.0009995002498750624
axe	cloth	0.0024987506246876563
axe	compound	0.0004997501249375312
axe	corn	0.0004997501249375312
axe	cow, cattle	0.0014992503748125937
axe	crab	0.005497251374312844
axe	cricket	0.012993503248375811
axe	cup	0.0004997501249375312
axe	cutlass	0.0004997501249375312
axe	day	0.0004997501249375312
axe	deity, god, God	0.001999000499750125
axe	devil	0.0004997501249375312
axe	dog	0.0004997501249375312
axe	drum	0.0004997501249375312
axe	dry season	0.0009995002498750624
axe	dust	0.0004997501249375312
axe	egg	0.001999000499750125
axe	elephant stalk	0.001999000499750125
axe	faeces	0.0004997501249375312
axe	farm	0.0004997501249375312
axe	father	0.030484757621189407
axe	feather	0.0004997501249375312
axe	fence	0.04547726136931534
axe	fire	0.0004997501249375312
axe	fireside	0.027486256871564217
axe	fish	0.0004997501249375312
axe	fly (bird)	0.0004997501249375312
axe	fowl	0.004497751124437781
axe	friend	0.0004997501249375312
axe	garden egg	0.0004997501249375312
axe	gizzard (fowl)	0.0024987506246876563
axe	goat	0.0004997501249375312
axe	grass	0.0004997501249375312
axe	grasshopper	0.005997001499250375
axe	grave	0.010994502748625687
axe	gun	0.0024987506246876563
axe	hailstone	0.0004997501249375312
axe	hair	0.0004997501249375312
axe	head	0.02498750624687656
axe	hill	0.0004997501249375312
axe	hoe	0.0004997501249375312
axe	horn (head)	0.0004997501249375312
axe	house	0.0004997501249375312
axe	intestine	0.0004997501249375312
axe	jaw	0.0004997501249375312
axe	knife	0.0004997501249375312
axe	ladder	0.0004997501249375312
axe	leaf	0.0004997501249375312
axe	medicine	0.031484257871064465
axe	moon	0.0004997501249375312
axe	mouth	0.0004997501249375312
axe	mushroom	0.02498750624687656
axe	name	0.0004997501249375312
axe	nose	0.0004997501249375312
axe	oil	0.0004997501249375312
axe	owl	0.0004997501249375312
axe	palm nut	0.001999000499750125
axe	palm tree	0.0004997501249375312
axe	pap	0.0004997501249375312
axe	pepper	0.0004997501249375312
axe	person	0.0004997501249375312
axe	pig	0.0004997501249375312
axe	pineapple	0.0004997501249375312
axe	place	0.0004997501249375312
axe	plantain	0.0004997501249375312
axe	pot	0.0004997501249375312
axe	potato	0.046476761619190406
axe	raffia bamboo	0.0004997501249375312
axe	rain	0.0004997501249375312
axe	road	0.0074962518740629685
axe	root	0.009495252373813094
axe	rope	0.014992503748125937
axe	salt	0.0009995002498750624
axe	sand	0.0014992503748125937
axe	seed	0.03498250874562719
axe	sieve	0.0004997501249375312
axe	sky	0.0014992503748125937
axe	smoke	0.0004997501249375312
axe	snake	0.0004997501249375312
axe	soldier ant	0.0004997501249375312
axe	song	0.0004997501249375312
axe	spider	0.0004997501249375312
axe	star	0.02348825587206397
axe	storm (wind)	0.0004997501249375312
axe	story	0.0004997501249375312
axe	sun	0.0004997501249375312
axe	termite	0.0014992503748125937
axe	toilet	0.04247876061969016
axe	tongue	0.0004997501249375312
axe	tooth	0.0004997501249375312
axe	trap	0.0004997501249375312
axe	tree	0.009495252373813094
axe	war	0.010994502748625687
axe	water	0.0014992503748125937
axe	yam	0.0004997501249375312
bag	banana	0.02048975512243878
bag	basket	0.03698150924537731
bag	bed	0.02498750624687656
bag	breast	0.03498250874562719
bag	bridge	0.0009995002498750624
bag	broom	0.03548225887056472
bag	cap	0.0004997501249375312
bag	cloth	0.0004997501249375312
bag	compound	0.0004997501249375312
bag	corn	0.0004997501249375312
bag	crab	0.0004997501249375312
bag	cricket	0.021989005497251374
bag	cutlass	0.0004997501249375312
bag	deity, god, God	0.025487256371814093
bag	dog	0.0004997501249375312
bag	dust	0.0004997501249375312
bag	ear	0.0004997501249375312
bag	egg	0.0004997501249375312
bag	eye	0.01999000499750125
bag	faeces	0.018490754622688656
bag	farm	0.0004997501249375312
bag	feather	0.047976011994003
bag	fence	0.012993503248375811
bag	fire	0.001999000499750125
bag	fish	0.0004997501249375312
bag	fly (bird)	0.0069965017491254375
bag	forest	0.04547726136931534
bag	friend	0.0004997501249375312
bag	garden egg	0.0014992503748125937
bag	gong	0.0004997501249375312
bag	grass	0.03948025987006497
bag	grave	0.021989005497251374
bag	gun	0.01249375312343828
bag	hailstone	0.03248375812093953
bag	hair	0.0239880059970015
bag	hand	0.022488755622188907
bag	head	0.0004997501249375312
bag	house	0.0014992503748125937
bag	intestine	0.027486256871564217
bag	jaw	0.01999000499750125
bag	knife	0.0004997501249375312
bag	ladder	0.0004997501249375312
bag	leaf	0.0004997501249375312
bag	moon	0.0004997501249375312
bag	mouth	0.0004997501249375312
bag	name	0.0004997501249375312
bag	nose	0.0014992503748125937
bag	palm tree	0.019490254872563718
bag	pepper	0.02448775612193903
bag	person	0.0009995002498750624
bag	pig	0.0004997501249375312
bag	place	0.0004997501249375312
bag	plantain	0.044977511244377814
bag	pot	0.0004997501249375312
bag	potato	0.029985007496251874
bag	raffia bamboo	0.0074962518740629685
bag	rain	0.0004997501249375312
bag	rope	0.001999000499750125
bag	salt	0.035982008995502246
bag	sand	0.0004997501249375312
bag	sieve	0.03248375812093953
bag	sky	0.04097951024487756
bag	song	0.030984507746126936
bag	stone	0.0004997501249375312
bag	sun	0.0004997501249375312
bag	tongue	0.038980509745127435
bag	tooth	0.0004997501249375312
bag	tree	0.0004997501249375312
bag	war	0.0004997501249375312
bag	water	0.0024987506246876563
bag	yam	0.02048975512243878
banana	basket	0.037481259370314844
banana	bat	0.014992503748125937
banana	bed	0.0004997501249375312
banana	belly	0.0004997501249375312
banana	bird	0.0014992503748125937
banana	bitter leaf	0.0004997501249375312
banana	blood	0.001999000499750125
banana	broom	0.0004997501249375312
banana	camwood	0.0004997501249375312
banana	cap	0.0004997501249375312
banana	cat	0.0004997501249375312
banana	chair	0.0009995002498750624
banana	child	0.0079960019990005
banana	cloth	0.0004997501249375312
banana	compound	0.0004997501249375312
banana	corn	0.0004997501249375312
banana	cow, cattle	0.0034982508745627187
banana	crab	0.0004997501249375312
banana	cricket	0.0004997501249375312
banana	cup	0.0004997501249375312
banana	cutlass	0.0004997501249375312
banana	dance	0.0004997501249375312
banana	day	0.0004997501249375312
banana	deity, god, God	0.0004997501249375312
banana	dog	0.0004997501249375312
banana	drum	0.0009995002498750624
banana	dry season	0.0074962518740629685
banana	dust	0.0004997501249375312
banana	ear	0.0004997501249375312
banana	egg	0.0004997501249375312
banana	elephant stalk	0.0004997501249375312
banana	eye	0.0029985007496251873
banana	faeces	0.0004997501249375312
banana	farm	0.0004997501249375312
banana	feather	0.034482758620689655
banana	fire	0.0004997501249375312
banana	fish	0.0004997501249375312
banana	forest	0.0004997501249375312
banana	fowl	0.01649175412293853
banana	friend	0.0009995002498750624
banana	garden egg	0.0004997501249375312
banana	gizzard (fowl)	0.0014992503748125937
banana	goat	0.0004997501249375312
banana	gong	0.0004997501249375312
banana	grasshopper	0.0009995002498750624
banana	grave	0.037481259370314844
banana	gun	0.0009995002498750624
banana	hair	0.01649175412293853
banana	hand	0.01649175412293853
banana	head	0.0004997501249375312
banana	headpad	0.0004997501249375312
banana	hill	0.046476761619190406
banana	hoe	0.0004997501249375312
banana	horn (head)	0.0004997501249375312
banana	horse	0.0009995002498750624
banana	house	0.0004997501249375312
banana	intestine	0.0004997501249375312
banana	jaw	0.0004997501249375312
banana	knife	0.004997501249375313
banana	ladder	0.0004997501249375312
banana	leaf	0.0004997501249375312
banana	medicine	0.030484757621189407
banana	monkey	0.004997501249375313
banana	moon	0.031984007996002
banana	mouth	0.0004997501249375312
banana	mushroom	0.0024987506246876563
banana	name	0.0004997501249375312
banana	nose	0.005997001499250375
banana	owl	0.0004997501249375312
banana	palm nut	0.0009995002498750624
banana	palm tree	0.0004997501249375312
banana	pap	0.001999000499750125
banana	pepper	0.0004997501249375312
banana	person	0.0004997501249375312
banana	pig	0.0004997501249375312
banana	pineapple	0.001999000499750125
banana	place	0.0004997501249375312
banana	plantain	0.0024987506246876563
banana	pot	0.0004997501249375312
banana	potato	0.0004997501249375312
banana	raffia bamboo	0.006496751624187906
banana	rain	0.0004997501249375312
banana	rainbow	0.0009995002498750624
banana	root	0.01999000499750125
banana	rope	0.0004997501249375312
banana	salt	0.0009995002498750624
banana	sand	0.0014992503748125937
banana	sieve	0.0014992503748125937
banana	snake	0.047476261869065464
banana	soap	0.0004997501249375312
banana	song	0.02498750624687656
banana	spider	0.0399800099950025
banana	star	0.0034982508745627187
banana	stone	0.0004997501249375312
banana	story	0.0024987506246876563
banana	sun	0.0004997501249375312
banana	termite	0.00399800099950025
banana	tooth	0.0004997501249375312
banana	trap	0.02348825587206397
banana	tree	0.0009995002498750624
banana	war	0.0004997501249375312
banana	wingless termite	0.030984507746126936
banana	yam	0.0004997501249375312
banana	zinc	0.0009995002498750624
basket	bed	0.031984007996002
basket	blood	0.004997501249375313
basket	broom	0.02448775612193903
basket	camwood	0.04297851074462768
basket	cap	0.0004997501249375312
basket	case (court) (n)	0.014992503748125937
basket	chair	0.018490754622688656
basket	child	0.0004997501249375312
basket	compound	0.0004997501249375312
basket	corn	0.0004997501249375312
basket	cow, cattle	0.0009995002498750624
basket	crab	0.0004997501249375312
basket	cricket	0.035982008995502246
basket	cup	0.0034982508745627187
basket	day	0.0004997501249375312
basket	deity, god, God	0.017491254372813594
basket	drum	0.02498750624687656
basket	dry season	0.0004997501249375312
basket	dust	0.0004997501249375312
basket	egg	0.0004997501249375312
basket	elephant stalk	0.004997501249375313
basket	eye	0.014992503748125937
basket	faeces	0.020989505247376312
basket	farm	0.0004997501249375312
basket	feather	0.026486756621689155
basket	fence	0.0004997501249375312
basket	fire	0.0004997501249375312
basket	fireside	0.010494752623688156
basket	fish	0.0004997501249375312
basket	fowl	0.04247876061969016
basket	friend	0.0029985007496251873
basket	garden egg	0.0004997501249375312
basket	goat	0.0004997501249375312
basket	gong	0.0004997501249375312
basket	grasshopper	0.04047976011994003
basket	grave	0.005497251374312844
basket	gun	0.0004997501249375312
basket	hair	0.006496751624187906
basket	head	0.0004997501249375312
basket	headpad	0.0004997501249375312
basket	hill	0.0239880059970015
basket	hoe	0.0009995002498750624
basket	horn (head)	0.0004997501249375312
basket	horse	0.0004997501249375312
basket	house	0.0004997501249375312
basket	intestine	0.0004997501249375312
basket	jaw	0.0004997501249375312
basket	knife	0.0004997501249375312
basket	ladder	0.0004997501249375312
basket	leaf	0.0004997501249375312
basket	moon	0.005497251374312844
basket	mouth	0.035982008995502246
basket	mushroom	0.001999000499750125
basket	name	0.0004997501249375312
basket	nose	0.001999000499750125
basket	oil	0.0004997501249375312
basket	owl	0.0029985007496251873
basket	palm nut	0.022488755622188907
basket	palm tree	0.0004997501249375312
basket	pap	0.02348825587206397
basket	pepper	0.010994502748625687
basket	person	0.0004997501249375312
basket	pig	0.0004997501249375312
basket	pineapple	0.014992503748125937
basket	plantain	0.0079960019990005
basket	pot	0.0004997501249375312
basket	potato	0.0009995002498750624
basket	rain	0.0004997501249375312
basket	root	0.013493253373313344
basket	rope	0.010994502748625687
basket	salt	0.013993003498250875
basket	sand	0.005497251374312844
basket	sieve	0.0004997501249375312
basket	snake	0.013493253373313344
basket	soldier ant	0.02348825587206397
basket	song	0.0009995002498750624
basket	star	0.006496751624187906
basket	stone	0.0004997501249375312
basket	storm (wind)	0.0004997501249375312
basket	story	0.03248375812093953
basket	sun	0.001999000499750125
basket	toilet	0.037481259370314844
basket	tooth	0.0004997501249375312
basket	trap	0.03798100949525238
basket	tree	0.0004997501249375312
basket	war	0.0004997501249375312
basket	work (n)	0.0004997501249375312
basket	yam	0.0004997501249375312
bat	bed	0.0074962518740629685
bat	cat	0.010494752623688156
bat	chair	0.001999000499750125
bat	compound	0.015492253873063468
bat	crab	0.0024987506246876563
bat	cutlass	0.049475262368815595
bat	dance	0.02848575712143928
bat	day	0.03498250874562719
bat	deity, god, God	0.011494252873563218
bat	dog	0.001999000499750125
bat	ear	0.0004997501249375312
bat	egg	0.031484257871064465
bat	faeces	0.0004997501249375312
bat	fire	0.031984007996002
bat	fish	0.02148925537231384
bat	forest	0.022988505747126436
bat	garden egg	0.017491254372813594
bat	gong	0.00399800099950025
bat	gun	0.012993503248375811
bat	head	0.004497751124437781
bat	hoe	0.03548225887056472
bat	horse	0.044977511244377814
bat	house	0.041979010494752625
bat	intestine	0.017991004497751123
bat	name	0.00399800099950025
bat	pig	0.0004997501249375312
bat	pot	0.02798600699650175
bat	potato	0.02048975512243878
bat	rain	0.011494252873563218
bat	root	0.02048975512243878
bat	stone	0.005997001499250375
bat	tooth	0.020989505247376312
bat	trap	0.014992503748125937
bat	tree	0.0069965017491254375
bat	yam	0.004497751124437781
bed	bird	0.0009995002498750624
bed	bitter leaf	0.01249375312343828
bed	cap	0.0004997501249375312
bed	case (court) (n)	0.0079960019990005
bed	cat	0.0004997501249375312
bed	caterpillar	0.0009995002498750624
bed	chair	0.0004997501249375312
bed	chief	0.04547726136931534
bed	cloth	0.0004997501249375312
bed	compound	0.0004997501249375312
bed	cow, cattle	0.0024987506246876563
bed	crab	0.0004997501249375312
bed	cricket	0.010494752623688156
bed	cutlass	0.0004997501249375312
bed	day	0.0004997501249375312
bed	deity, god, God	0.0004997501249375312
bed	devil	0.0004997501249375312
bed	dog	0.0004997501249375312
bed	ear	0.0004997501249375312
bed	eye	0.0004997501249375312
bed	farm	0.0004997501249375312
bed	fence	0.0024987506246876563
bed	fish	0.0004997501249375312
bed	forest	0.0004997501249375312
bed	friend	0.001999000499750125
bed	garden egg	0.0004997501249375312
bed	gizzard (fowl)	0.0069965017491254375
bed	goat	0.0004997501249375312
bed	gong	0.0004997501249375312
bed	grass	0.0004997501249375312
bed	grasshopper	0.0004997501249375312
bed	grave	0.011494252873563218
bed	hair	0.0004997501249375312
bed	hand	0.028985507246376812
bed	head	0.0004997501249375312
bed	headpad	0.0004997501249375312
bed	horse	0.0004997501249375312
bed	house	0.0004997501249375312
bed	jaw	0.0004997501249375312
bed	knife	0.0024987506246876563
bed	ladder	0.0004997501249375312
bed	monkey	0.047476261869065464
bed	name	0.0004997501249375312
bed	owl	0.0004997501249375312
bed	palm nut	0.0009995002498750624
bed	palm tree	0.0014992503748125937
bed	pepper	0.0009995002498750624
bed	person	0.0004997501249375312
bed	pig	0.0004997501249375312
bed	plantain	0.0004997501249375312
bed	pot	0.0004997501249375312
bed	potato	0.0004997501249375312
bed	raffia bamboo	0.02348825587206397
bed	rain	0.0004997501249375312
bed	rainbow	0.0034982508745627187
bed	root	0.0004997501249375312
bed	sand	0.0004997501249375312
bed	sieve	0.0004997501249375312
bed	snake	0.0004997501249375312
bed	soap	0.0069965017491254375
bed	song	0.03698150924537731
bed	star	0.0004997501249375312
bed	stomach	0.0004997501249375312
bed	stone	0.0004997501249375312
bed	toilet	0.03798100949525238
bed	trap	0.0004997501249375312
bed	war	0.0004997501249375312
bed	yam	0.0004997501249375312
belly	bitter leaf	0.0074962518740629685
belly	breast	0.02448775612193903
belly	broom	0.0024987506246876563
belly	camwood	0.013993003498250875
belly	cap	0.0004997501249375312
belly	chair	0.005497251374312844
belly	chief	0.0009995002498750624
belly	child	0.0004997501249375312
belly	cloth	0.0009995002498750624
belly	compound	0.0004997501249375312
belly	cow, cattle	0.0004997501249375312
belly	crab	0.0024987506246876563
belly	cup	0.0004997501249375312
belly	cutlass	0.0004997501249375312
belly	dance	0.0014992503748125937
belly	day	0.0004997501249375312
belly	deity, god, God	0.0014992503748125937
belly	devil	0.006496751624187906
belly	dog	0.0004997501249375312
belly	dry season	0.0004997501249375312
belly	ear	0.001999000499750125
belly	egg	0.0004997501249375312
belly	elephant stalk	0.0004997501249375312
belly	faeces	0.0004997501249375312
belly	farm	0.0004997501249375312
belly	feather	0.0034982508745627187
belly	fence	0.01249375312343828
belly	fire	0.0004997501249375312
belly	fish	0.0004997501249375312
belly	forest	0.0029985007496251873
belly	fowl	0.0004997501249375312
belly	friend	0.0004997501249375312
belly	garden egg	0.0004997501249375312
belly	gizzard (fowl)	0.012993503248375811
belly	goat	0.0004997501249375312
belly	gong	0.0004997501249375312
belly	grave	0.0069965017491254375
belly	gun	0.0004997501249375312
belly	hand	0.013493253373313344
belly	head	0.0004997501249375312
belly	hill	0.0004997501249375312
belly	hoe	0.0004997501249375312
belly	horn (head)	0.0004997501249375312
belly	horse	0.009495252373813094
belly	house	0.0009995002498750624
belly	intestine	0.0004997501249375312
belly	jaw	0.0004997501249375312
belly	knife	0.0004997501249375312
belly	ladder	0.0004997501249375312
belly	medicine	0.04897551224387806
belly	mushroom	0.0239880059970015
belly	name	0.0004997501249375312
belly	nose	0.0004997501249375312
belly	owl	0.001999000499750125
belly	pap	0.0004997501249375312
belly	person	0.0004997501249375312
belly	pig	0.0004997501249375312
belly	pineapple	0.0009995002498750624
belly	pot	0.0004997501249375312
belly	rain	0.0004997501249375312
belly	road	0.0004997501249375312
belly	root	0.010494752623688156
belly	rope	0.0004997501249375312
belly	sand	0.0004997501249375312
belly	sheep	0.04047976011994003
belly	sieve	0.0004997501249375312
belly	song	0.0004997501249375312
belly	stone	0.0004997501249375312
belly	story	0.0034982508745627187
belly	tongue	0.0009995002498750624
belly	tooth	0.0004997501249375312
belly	tree	0.0004997501249375312
belly	war	0.0034982508745627187
belly	wingless termite	0.0004997501249375312
belly	yam	0.0004997501249375312
bird	bitter leaf	0.04397801099450275
bird	blood	0.013993003498250875
bird	bridge	0.02798600699650175
bird	camwood	0.01999000499750125
bird	cap	0.0004997501249375312
bird	cat	0.0004997501249375312
bird	chair	0.04697651174412794
bird	cloth	0.0004997501249375312
bird	compound	0.0004997501249375312
bird	corn	0.009495252373813094
bird	crab	0.0004997501249375312
bird	cricket	0.018490754622688656
bird	cup	0.0004997501249375312
bird	cutlass	0.0009995002498750624
bird	day	0.0009995002498750624
bird	deity, god, God	0.0004997501249375312
bird	dog	0.0004997501249375312
bird	drum	0.0014992503748125937
bird	dust	0.0034982508745627187
bird	ear	0.0004997501249375312
bird	egg	0.0009995002498750624
bird	elephant stalk	0.0004997501249375312
bird	eye	0.017991004497751123
bird	faeces	0.008995502248875561
bird	fire	0.0004997501249375312
bird	fireside	0.020989505247376312
bird	fish	0.0004997501249375312
bird	forest	0.03248375812093953
bird	friend	0.0004997501249375312
bird	garden egg	0.0004997501249375312
bird	gizzard (fowl)	0.03298350824587706
bird	goat	0.0079960019990005
bird	gong	0.0004997501249375312
bird	grass	0.04697651174412794
bird	grasshopper	0.01699150424787606
bird	gun	0.008995502248875561
bird	head	0.0004997501249375312
bird	headpad	0.001999000499750125
bird	hill	0.0074962518740629685
bird	hoe	0.0004997501249375312
bird	horn (head)	0.004497751124437781
bird	horse	0.0004997501249375312
bird	intestine	0.02148925537231384
bird	jaw	0.0004997501249375312
bird	knife	0.031484257871064465
bird	leaf	0.0014992503748125937
bird	medicine	0.02498750624687656
bird	monkey	0.018490754622688656
bird	mother	0.03548225887056472
bird	mouth	0.025987006496751622
bird	mushroom	0.0004997501249375312
bird	name	0.0004997501249375312
bird	oil	0.02498750624687656
bird	owl	0.0004997501249375312
bird	palm tree	0.03548225887056472
bird	pap	0.04547726136931534
bird	pig	0.0004997501249375312
bird	place	0.010494752623688156
bird	pot	0.0004997501249375312
bird	potato	0.0004997501249375312
bird	rain	0.0009995002498750624
bird	root	0.0074962518740629685
bird	salt	0.037481259370314844
bird	soap	0.0009995002498750624
bird	star	0.012993503248375811
bird	stone	0.010494752623688156
bird	sun	0.03398300849575212
bird	termite	0.018490754622688656
bird	toilet	0.038980509745127435
bird	tooth	0.012993503248375811
bird	trap	0.044977511244377814
bird	tree	0.0004997501249375312
bird	umbrella	0.026486756621689155
bird	xylophone	0.046476761619190406
bird	yam	0.018490754622688656
bird	zinc	0.03648175912043978
bitter leaf	blood	0.031984007996002
bitter leaf	book	0.025487256371814093
bitter leaf	breast	0.03548225887056472
bitter leaf	bridge	0.0079960019990005
bitter leaf	broom	0.0009995002498750624
bitter leaf	camwood	0.04997501249375312
bitter leaf	cap	0.0014992503748125937
bitter leaf	cat	0.005497251374312844
bitter leaf	chief	0.0004997501249375312
bitter leaf	cloth	0.0004997501249375312
bitter leaf	compound	0.0004997501249375312
bitter leaf	corn	0.0004997501249375312
bitter leaf	crab	0.0004997501249375312
bitter leaf	cricket	0.0014992503748125937
bitter leaf	cutlass	0.0004997501249375312
bitter leaf	dance	0.006496751624187906
bitter leaf	day	0.0004997501249375312
bitter leaf	deity, god, God	0.0004997501249375312
bitter leaf	devil	0.0004997501249375312
bitter leaf	dog	0.0004997501249375312
bitter leaf	drum	0.0029985007496251873
bitter leaf	dry season	0.02498750624687656
bitter leaf	dust	0.0004997501249375312
bitter leaf	ear	0.0014992503748125937
bitter leaf	egg	0.0004997501249375312
bitter leaf	elephant stalk	0.0004997501249375312
bitter leaf	eye	0.030984507746126936
bitter leaf	faeces	0.0004997501249375312
bitter leaf	farm	0.0004997501249375312
bitter leaf	fire	0.0004997501249375312
bitter leaf	fireside	0.049475262368815595
bitter leaf	fish	0.0004997501249375312
bitter leaf	fowl	0.0074962518740629685
bitter leaf	friend	0.0004997501249375312
