	air	animal	axe	bag	banana	basket	bat	bed	belly	bird	bitter leaf	blood	book	breast	bridge	broom	camwood	cap	case (court) (n)	cat	caterpillar	chair	chief	child	cloth	compound	corn	cow, cattle	crab	cricket	cup	cutlass	dance	day	deity, god, God	devil	dog	drum	dry season	dust	egg	elephant stalk	eye	faeces	farm	father	feather	fence	fire	fireside	fish	fly (bird)	forest	fowl	friend	garden egg	gizzard (fowl)	goat	gong	grass	grasshopper	grave	gun	hailstone	hair	hand	head	headpad	heart	hill	hoe	horn (head)	horse	house	intestine	jaw	knife	ladder	leaf	medicine	monkey	moon	mother	mouth	mushroom	name	nose	oil	owl	palm nut	palm tree	pap	pepper	person	pig	pineapple	place	plantain	pot	potato	raffia bamboo	rain	rainbow	road	root	rope	salt	sand	seed	sheep	sieve	sky	smoke	snake	soap	soldier ant	song	spider	star	stomach	stone	storm (wind)	story	sun	termite	toilet	tongue	tooth	trap	tree	umbrella	war	water	wingless termite	work (n)	xylophone	yam	zinc
corn	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.13413055020296877	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.27104108243182823	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.27651721305452626	0.022355091700494795	0.022355091700494795	0.09997500937109546	0.022355091700494795	0.022355091700494795	0.0	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.07069300707549024	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.3419671464269372	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.03161487387093395	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.13035146431044056	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.4241580424529414	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.15161960871578067	0.022355091700494795	0.5846615135762498	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.15488061853247326	0.022355091700494795	0.054758567819339354	0.022355091700494795	0.022355091700494795	0.17316179571791196	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.18023251127623877	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.2344621797713406	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795
cow, cattle	0.038720154633118314	0.08831760866327847	0.03161487387093395	1.0	0.038720154633118314	0.038720154633118314	0.38720154633118314	0.13225450605863528	0.03161487387093395	0.022355091700494795	0.03161487387093395	0.08364509399316518	1.0	1.0	0.038720154633118314	0.4705202496676698	0.19743482404360035	0.03161487387093395	0.6951678723981659	0.7132640655370259	0.08831760866327847	0.03161487387093395	1.0	0.08831760866327847	0.4815434123430768	0.08831760866327847	0.03161487387093395	0.0	0.7607303363726605	0.36322724702795667	0.04998750468554773	0.9349133481321904	0.8450697773176675	0.04998750468554773	0.2344621797713406	0.5812323842128646	0.08831760866327847	0.09484462161280185	0.022355091700494795	0.04471018340098959	0.15161960871578067	0.1717127175584684	0.22577535902668427	0.29657380529811717	0.022355091700494795	0.4856769080062534	0.022355091700494795	0.8128158863896647	0.022355091700494795	0.06706527510148438	0.08658089785895598	0.08831760866327847	0.25586571940534864	0.5948303022339835	0.9571008196686986	0.04998750468554773	0.392330267097454	0.7240427342771076	0.7424448718969624	0.11616046389935494	0.09484462161280185	1.0	0.022355091700494795	1.0	0.022355091700494795	0.022355091700494795	0.8364509399316518	0.13413055020296877	1.0	0.05914601317555325	0.038720154633118314	0.39613323419070107	0.24180728818150035	0.08831760866327847	0.05914601317555325	0.022355091700494795	0.04998750468554773	0.022355091700494795	0.054758567819339354	0.2607029286208811	0.7567784637385043	0.28628485899494427	1.0	0.5406975338287162	0.3910543929313217	0.8286474954189917	0.03161487387093395	0.17884073360395836	0.21442250696755896	0.022355091700494795	0.022355091700494795	0.04471018340098959	0.022355091700494795	0.25586571940534864	0.04471018340098959	0.038720154633118314	0.761715100974422	0.03161487387093395	0.20119582530445315	0.727142099031481	0.04998750468554773	0.29657380529811717	0.601929265428846	0.8576900278702358	0.15488061853247326	0.6093556784248307	0.022355091700494795	0.022355091700494795	0.8527229513646902	0.26450901211727057	0.03161487387093395	0.34415226224767853	0.022355091700494795	0.03161487387093395	1.0	0.03161487387093395	0.05914601317555325	0.08831760866327847	0.054758567819339354	0.08831760866327847	0.5218848705327206	0.07744030926623663	0.08831760866327847	0.3300689734530978	0.30570128125887586	0.473168105404426	1.0	0.03161487387093395	0.08831760866327847	0.6279353856693475	0.18161362351397833	0.6142567413776068	0.13413055020296877	0.9565785272316224	0.690117286456054	0.038720154633118314	0.04471018340098959	0.6215358771436381
crab	0.022355091700494795	0.022355091700494795	0.5323141185799792	0.31456402327289623	0.04998750468554773	0.022355091700494795	0.25390503365814066	0.022355091700494795	0.05914601317555325	0.03161487387093395	0.2268794015960147	0.022355091700494795	0.7508116547640528	0.6223394144890606	0.4897755199783009	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.038720154633118314	0.05914601317555325	0.6263416384657514	0.18023251127623877	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.7607303363726605	0.0	0.0632297477418679	0.022355091700494795	0.04998750468554773	0.15161960871578067	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.1182920263511065	0.03161487387093395	0.7976101234597497	0.3113703971765477	0.022355091700494795	0.11398904880897906	0.022355091700494795	0.022355091700494795	0.038720154633118314	0.2587788954718471	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.10244389988519646	0.022355091700494795	0.7461378151390062	0.022355091700494795	0.022355091700494795	0.3618487705293928	0.7136143057081635	0.022355091700494795	0.3484813916980648	0.04471018340098959	0.022355091700494795	0.41341812094855696	0.022355091700494795	0.022355091700494795	0.08060242939383344	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08060242939383344	0.022355091700494795	0.6259425676138543	0.10951713563867871	0.16729018798633036	0.022355091700494795	0.022355091700494795	0.06706527510148438	0.054758567819339354	0.022355091700494795	0.022355091700494795	0.04998750468554773	0.07069300707549024	0.022355091700494795	0.15807436935466976	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.07744030926623663	0.022355091700494795	0.15325878725888434	0.08658089785895598	0.08364509399316518	0.022355091700494795	0.022355091700494795	0.4747497302230161	0.03161487387093395	0.2880252085141684	0.04471018340098959	0.054758567819339354	0.022355091700494795	0.03161487387093395	0.5628868262896146	0.022355091700494795	0.3397679779799293	0.038720154633118314	0.022355091700494795	0.4317485339890561	0.022355091700494795	0.6773260770800529	0.08831760866327847	0.27011760076100105	0.022355091700494795	0.022355091700494795	0.19995001874219093	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.6319021679224462	0.038720154633118314	0.022355091700494795	0.03161487387093395	0.8715619254562739	0.022355091700494795	0.022355091700494795	0.13960750292360263	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.27651721305452626
cricket	0.022355091700494795	0.1896892432256037	0.022355091700494795	0.20970934884859746	0.022355091700494795	0.23973165074269207	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.038720154633118314	0.10721125348377948	0.3942363362953398	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.174598847708653	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.5355899286899847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.36322724702795667	0.0632297477418679	0.0	0.022355091700494795	0.022355091700494795	0.13960750292360263	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.36733163998372564	0.05914601317555325	0.022355091700494795	0.04471018340098959	0.03161487387093395	0.022355091700494795	0.03161487387093395	0.14996251405664318	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.1203858530857692	0.022355091700494795	0.022355091700494795	0.18569533817705186	0.08364509399316518	0.022355091700494795	0.162747524164545	0.13960750292360263	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.5969269964413234	0.03161487387093395	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.372733865824711	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.454858826147342	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.03161487387093395	0.04471018340098959	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.09484462161280185	0.022355091700494795	0.6702800625998364	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.13960750292360263	0.05914601317555325	0.054758567819339354	0.022355091700494795	0.1203858530857692	0.09484462161280185	0.022355091700494795	0.11177545850247397	0.022355091700494795	0.7065765173090552	0.15964728739259584	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.05914601317555325	0.022355091700494795	0.022355091700494795	0.054758567819339354	0.19360077316559157	0.022355091700494795	0.3330833645442713	0.038720154633118314	0.022355091700494795	0.14138601415098048	0.05914601317555325	0.022355091700494795	0.022355091700494795	0.26639166229656935
cup	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.10951713563867871	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.18569533817705186	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.18836735086146092	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.04998750468554773	0.022355091700494795	0.022355091700494795	0.0	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.4431724259252258	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.15648564190346356	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.06706527510148438	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.41220752355914203	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.56110834845923	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.49686674442866513	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.3300689734530978	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.15325878725888434	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.5013724292814457	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795
cutlass	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.3200762028208187	0.022355091700494795	0.08831760866327847	0.3839613090619571	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.520446508025697	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.7153629344158334	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.9349133481321904	0.04998750468554773	0.022355091700494795	0.022355091700494795	0.0	0.10485467442429873	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.26732801549045876	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.07414345132452929	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.054758567819339354	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.4662524041201569	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.5355899286899847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.5747476251222863	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.1203858530857692	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.21089751330786308	0.03161487387093395	0.038720154633118314	0.022355091700494795	0.022355091700494795	0.04998750468554773	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.8186360104107498	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.04998750468554773	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795
dance	0.08831760866327847	0.04471018340098959	0.7584275798011952	0.5876455873499214	0.05914601317555325	0.07414345132452929	0.04471018340098959	0.038720154633118314	0.022355091700494795	0.022355091700494795	0.1448775526000364	0.022355091700494795	0.08831760866327847	0.7305704164783046	0.7932120821674061	0.022355091700494795	0.04998750468554773	0.04471018340098959	0.022355091700494795	0.03161487387093395	0.08831760866327847	0.25974269357686797	0.7400852227490657	0.9099922840450293	0.022355091700494795	0.08831760866327847	0.07069300707549024	0.8450697773176675	0.15161960871578067	0.13960750292360263	0.08831760866327847	0.10485467442429873	0.0	0.022355091700494795	0.054758567819339354	0.08060242939383344	0.022355091700494795	0.08831760866327847	0.8038512993982332	0.054758567819339354	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.7801894976054939	0.3048828024641285	0.08831760866327847	0.022355091700494795	0.34560133081351113	0.03161487387093395	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.20243396514635967	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.6326925399235892	0.08060242939383344	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08658089785895598	0.06706527510148438	0.48258010549637204	0.4073291561860756	0.2344621797713406	0.022355091700494795	0.5668680008033904	0.022355091700494795	0.022355091700494795	0.1760241680739521	0.09217240435150875	0.8444781988221229	0.3330833645442713	0.2906161921064323	0.19360077316559157	0.08831760866327847	0.9306271898653841	0.022355091700494795	0.08831760866327847	0.05914601317555325	0.10485467442429873	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.022355091700494795	0.3562815343715317	0.08831760866327847	0.28099914544377164	0.19995001874219093	0.08831760866327847	0.14314242949747213	0.08831760866327847	0.022355091700494795	0.2201721193042855	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.12244387999457522	0.022355091700494795	0.09217240435150875	0.1948871711920833	0.957622827244824	0.6555799779174749	0.08060242939383344	0.0632297477418679	0.08831760866327847	0.022355091700494795	0.03161487387093395	0.8225944743100437	0.08831760866327847	0.47789727672006227	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.17316179571791196	0.22577535902668427	0.10485467442429873	0.08831760866327847	0.08831760866327847	0.1203858530857692	0.7504787743864564	0.10951713563867871	0.054758567819339354	0.04998750468554773	0.2587788954718471	0.10721125348377948	0.022355091700494795	0.08831760866327847	0.4116008896416808	0.6699071668476932	0.022355091700494795	0.08831760866327847
day	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.04998750468554773	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.0	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.24590600870544274	0.022355091700494795	0.038720154633118314	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.04471018340098959	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.3865556717425342	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.21089751330786308	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.054758567819339354	0.022355091700494795	0.022355091700494795	0.19360077316559157	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795
deity, god, God	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.20610376177957102	0.03161487387093395	0.038720154633118314	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.5018705639589911	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.236584052702213	0.022355091700494795	0.022355091700494795	0.16427570345801806	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.2344621797713406	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.054758567819339354	0.022355091700494795	0.0	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.15964728739259584	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.39864839110441036	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.04998750468554773	0.04998750468554773	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.03161487387093395	0.2880252085141684	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.1203858530857692	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.802295557085754	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.07744030926623663	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.038720154633118314	0.022355091700494795	0.5530344261090525	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.06706527510148438	0.04998750468554773	0.022355091700494795	0.038720154633118314	0.022355091700494795	0.20488779977039293	0.054758567819339354	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.04471018340098959	0.022355091700494795	0.022355091700494795	0.04998750468554773	0.022355091700494795	0.022355091700494795	0.04471018340098959	0.03161487387093395	0.022355091700494795	0.022355091700494795	0.022355091700494795
devil	0.08831760866327847	0.16120485878766688	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.27011760076100105	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.17884073360395836	0.022355091700494795	0.2747039658715673	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.08831760866327847	0.038720154633118314	0.022355091700494795	0.47946330148538413	0.022355091700494795	0.038720154633118314	0.022355091700494795	0.5812323842128646	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08060242939383344	0.08831760866327847	0.022355091700494795	0.0	0.022355091700494795	0.14314242949747213	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.4164292176989066	0.04471018340098959	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.23868706341751864	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.13035146431044056	0.08831760866327847	0.022355091700494795	0.038720154633118314	0.022355091700494795	0.08831760866327847	0.3345803759726607	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.4603195118322851	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.6428789569766133	0.022355091700494795	0.08831760866327847	0.03161487387093395	0.022355091700494795	0.05914601317555325	0.022355091700494795	0.06706527510148438	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.022355091700494795	0.1284202247425947	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.022355091700494795	0.03161487387093395	0.022355091700494795	0.36391452720171225	0.06706527510148438	0.08831760866327847	0.0632297477418679	0.022355091700494795	0.4928271103740542	0.08831760866327847	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.17316179571791196	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.03161487387093395	0.08831760866327847	0.022355091700494795	0.022355091700494795	0.04998750468554773	0.15325878725888434	0.022355091700494795	0.7679226181239142	0.022355091700494795	0.022355091700494795	0.08831760866327847	0.08831760866327847	0.08831760866327847	0.022355091700494795	0.08831760866327847
