Doculect	Cog1	Cog4	Cog5	Cog6	Cog7	Cog10	Cog18	Cog19	Cog21	Cog22	Cog26	Cog29	Cog36	Cog41	Cog55	Cog58	Cog59	Cog62	Cog67	Cog68	Cog70	Cog71	Cog72	Cog74	Cog75	Cog79	Cog84	Cog104	Cog105	Cog107	Cog109	Cog112	Cog123	Cog129	Cog133	Cog134	Cog136	Cog137	Cog148	Cog149	Cog153	Cog156	Cog157	Cog160	Cog163	Cog166	Cog173	Cog175	Cog185	Cog186	Cog190	Cog195	Cog196	Cog201	Cog202	Cog203	Cog206	Cog210	Cog217	Cog219	Cog221	Cog223	Cog224	Cog226	Cog254	Cog267	Cog268	Cog269	Cog271	Cog272	Cog277	Cog278	Cog279	Cog288	Cog292	Cog296	Cog299	Cog303	Cog304	Cog308	Cog318	Cog344	Cog351	Cog354	Cog387	Cog389	Cog390	Cog391	Cog394	Cog401	Cog404	Cog408	Cog409	Cog412	Cog415	Cog418	Cog420	Cog423	Cog425	Cog426	Cog428	Cog430	Cog434	Cog448	Cog449	Cog451	Cog452	Cog453	Cog455	Cog458	Cog459	Cog460	Cog463	Cog464	Cog467	Cog472	Cog502	Cog508	Cog511	Cog512	Cog515	Cog516	Cog517	Cog519	Cog521	Cog522	Cog535	Cog546	Cog548	Cog551	Cog554	Cog558	Cog559	Cog564	Cog565	Cog566	Cog576	Cog582	Cog583	Cog595	Cog599	Cog600	Cog601	Cog603	Cog604	Cog605	Cog607	Cog612	Cog616	Cog617	Cog620	Cog621	Cog623	Cog624	Cog626	Cog627	Cog628	Cog630	Cog634	Cog638	Cog639	Cog641	Cog651	Cog652	Cog669	Cog674	Cog676	Cog683	Cog686	Cog687	Cog698	Cog702	Cog705	Cog706	Cog708	Cog709	Cog710	Cog736	Cog737	Cog739	Cog740	Cog741	Cog742	Cog746	Cog753	Cog754	Cog779	Cog780	Cog782	Cog783	Cog786	Cog788	Cog789	Cog806	Cog808	Cog815	Cog816	Cog817	Cog820	Cog821	Cog824	Cog825	Cog829	Cog831	Cog835	Cog837	Cog838	Cog842	Cog845	Cog853	Cog858	Cog860	Cog863	Cog867	Cog868	Cog871	Cog903	Cog904	Cog907	Cog908	Cog913	Cog921	Cog922	Cog923	Cog925	Cog926	Cog928	Cog930	Cog932	Cog939	Cog944	Cog946	Cog949	Cog954	Cog969	Cog970	Cog971	Cog973	Cog974	Cog978	Cog984	Cog988	Cog989	Cog993	Cog995	Cog998	Cog1000	Cog1003	Cog1007	Cog1008	Cog1009	Cog1011	Cog1012	Cog1013	Cog1023	Cog1025	Cog1027	Cog1028	Cog1030	Cog1031	Cog1032	Cog1035	Cog1036	Cog1038	Cog1047	Cog1054	Cog1056	Cog1058	Cog1064	Cog1071	Cog1083	Cog1084	Cog1087	Cog1088	Cog1090	Cog1091	Cog1093	Cog1132	Cog1133	Cog1136	Cog1137	Cog1145	Cog1147	Cog1148	Cog1150	Cog1169	Cog1170	Cog1171	Cog1173	Cog1174	Cog1176	Cog1177	Cog1184	Cog1187	Cog1198	Cog1199	Cog1202	Cog1207	Cog1214	Cog1215	Cog1218	Cog1219	Cog1226	Cog1229	Cog1232	Cog1233	Cog1239	Cog1244	Cog1245	Cog1274	Cog1275	Cog1277	Cog1278	Cog1280	Cog1281	Cog1284	Cog1293	Cog1297	Cog1298	Cog1299	Cog1300	Cog1302	Cog1306	Cog1307	Cog1308	Cog1309	Cog1312	Cog1314	Cog1318	Cog1321	Cog1355	Cog1356	Cog1361	Cog1364	Cog1371	Cog1398	Cog1399	Cog1405	Cog1408	Cog1410	Cog1411	Cog1412	Cog1414	Cog1415	Cog1416	Cog1418	Cog1419	Cog1422	Cog1423	Cog1426	Cog1427	Cog1430	Cog1438	Cog1439	Cog1442	Cog1445	Cog1446	Cog1459	Cog1465	Cog1466	Cog1470	Cog1474	Cog1479	Cog1480	Cog1482	Cog1483	Cog1484	Cog1487	Cog1488	Cog1490	Cog1491	Cog1492	Cog1498	Cog1513	Cog1514	Cog1517	Cog1518	Cog1519	Cog1521	Cog1522	Cog1523	Cog1535	Cog1541	Cog1542	Cog1548	Cog1549	Cog1552	Cog1557	Cog1561	Cog1562	Cog1565	Cog1569	Cog1573	Cog1576	Cog1578	Cog1579	Cog1593	Cog1608	Cog1612	Cog1613	Cog1615	Cog1623	Cog1638	Cog1639	Cog1642	Cog1643	Cog1656	Cog1659	Cog1660	Cog1663	Cog1667	Cog1670	Cog1672	Cog1680	Cog1684	Cog1698	Cog1699	Cog1729	Cog1732	Cog1733	Cog1734	Cog1735	Cog1737	Cog1740	Cog1742	Cog1745	Cog1747	Cog1749	Cog1750	Cog1754	Cog1757	Cog1758	Cog1764	Cog1765	Cog1767	Cog1782	Cog1783	Cog1791	Cog1794	Cog1796	Cog1800	Cog1805	Cog1806	Cog1810	Cog1812	Cog1815	Cog1820	Cog1824	Cog1825	Cog1828	Cog1829	Cog1831	Cog1834	Cog1836	Cog1838	Cog1859	Cog1860	Cog1863	Cog1864	Cog1866	Cog1876	Cog1879	Cog1880	Cog1881	Cog1883	Cog1886	Cog1894	Cog1900	Cog1904	Cog1905	Cog1911	Cog1912	Cog1915	Cog1916	Cog1918	Cog1919	Cog1927	Cog1929	Cog1936	Cog1940	Cog1942	Cog1943	Cog1950	Cog1959	Cog1960	Cog1961	Cog1962	Cog1966	Cog1971	Cog1973	Cog1993	Cog1994	Cog1997	Cog1998	Cog1999	Cog2000	Cog2008	Cog2009	Cog2010	Cog2014	Cog2019	Cog2027	Cog2048	Cog2049	Cog2052	Cog2053	Cog2055	Cog2057	Cog2065	Cog2085	Cog2086	Cog2088	Cog2089	Cog2090	Cog2092	Cog2094	Cog2099	Cog2107	Cog2121	Cog2122	Cog2125	Cog2126	Cog2128	Cog2131	Cog2140	Cog2143	Cog2144	Cog2145	Cog2147	Cog2157	Cog2158	Cog2162	Cog2163	Cog2166	Cog2169	Cog2173	Cog2175	Cog2206	Cog2208	Cog2210	Cog2211	Cog2219	Cog2223	Cog2225	Cog2251	Cog2254	Cog2255	Cog2256	Cog2257	Cog2266	Cog2269	Cog2273	Cog2284	Cog2286	Cog2290	Cog2291	Cog2292	Cog2293	Cog2294	Cog2295	Cog2297	Cog2326	Cog2336	Cog2339	Cog2341	Cog2342	Cog2343	Cog2348	Cog2351	Cog2353	Cog2360	Cog2377	Cog2380	Cog2381	Cog2382	Cog2384	Cog2385	Cog2389	Cog2395	Cog2396	Cog2410	Cog2412	Cog2414	Cog2415	Cog2420	Cog2422	Cog2423	Cog2427	Cog2431	Cog2432	Cog2435	Cog2436	Cog2438	Cog2439	Cog2443	Cog2450	Cog2453	Cog2455	Cog2456	Cog2457	Cog2460	Cog2464	Cog2490	Cog2491	Cog2494	Cog2497	Cog2498	Cog2500	Cog2507	Cog2529	Cog2530	Cog2534	Cog2536	Cog2539	Cog2541	Cog2559	Cog2580	Cog2581	Cog2583	Cog2584	Cog2587	Cog2590	Cog2592	Cog2596	Cog2598	Cog2599	Cog2600	Cog2605	Cog2606	Cog2607	Cog2614	Cog2618	Cog2619	Cog2623	Cog2625	Cog2634	Cog2637	Cog2657	Cog2658	Cog2661	Cog2662	Cog2664	Cog2667	Cog2670	Cog2671	Cog2673	Cog2674	Cog2678	Cog2681	Cog2682	Cog2683	Cog2687	Cog2690	Cog2692	Cog2693	Cog2699	Cog2702	Cog2704	Cog2707	Cog2713	Cog2741	Cog2742	Cog2745	Cog2746	Cog2748	Cog2751	Cog2759	Cog2768	Cog2771	Cog2785	Cog2787	Cog2788	Cog2790	Cog2791	Cog2792	Cog2798	Cog2799	Cog2803	Cog2817	Cog2832	Cog2833	Cog2834	Cog2837	Cog2847	Cog2848	Cog2851	Cog2854	Cog2855	Cog2860	Cog2863	Cog2880	Cog2898	Cog2902	Cog2903	Cog2907	Cog2945	Cog2946	Cog2950	Cog2952	Cog2957	Cog2958	Cog2959	Cog2961	Cog2962	Cog2964	Cog2966	Cog2968	Cog2970	Cog2993	Cog3000	Cog3005	Cog3007	Cog3010	Cog3013	Cog3041	Cog3046	Cog3049	Cog3050	Cog3051	Cog3056	Cog3057	Cog3065	Cog3076	Cog3077	Cog3080	Cog3081	Cog3085	Cog3086	Cog3087	Cog3118	Cog3119	Cog3120	Cog3122	Cog3123	Cog3125	Cog3130	Cog3133	Cog3134	Cog3145	Cog3148	Cog3164	Cog3166	Cog3171	Cog3173	Cog3176	Cog3178	Cog3180	Cog3183	Cog3188	Cog3189	Cog3190	Cog3195	Cog3198	Cog3204	Cog3215	Cog3216	Cog3218	Cog3219	Cog3220	Cog3225	Cog3226	Cog3229	Cog3232	Cog3235	Cog3246	Cog3249	Cog3257	Cog3259	Cog3267	Cog3269	Cog3276	Cog3277	Cog3287	Cog3293	Cog3299	Cog3310	Cog3315	Cog3317	Cog3333	Cog3334	Cog3336	Cog3338	Cog3340	Cog3341	Cog3343	Cog3347	Cog3350	Cog3357	Cog3384	Cog3385	Cog3387	Cog3389	Cog3390	Cog3391	Cog3401	Cog3402	Cog3408	Cog3417	Cog3427	Cog3434	Cog3435	Cog3438	Cog3439	Cog3440	Cog3441	Cog3447	Cog3448	Cog3474	Cog3475	Cog3477	Cog3478	Cog3479	Cog3480	Cog3481	Cog3483	Cog3484	Cog3487	Cog3489	Cog3494	Cog3496	Cog3499	Cog3500	Cog3503	Cog3514	Cog3516	Cog3517	Cog3519	Cog3521	Cog3523	Cog3527	Cog3566	Cog3573	Cog3585	Cog3589	Cog3590	Cog3597	Cog3598	Cog3599	Cog3601	Cog3602	Cog3605	Cog3606	Cog3608	Cog3615	Cog3625	Cog3627	Cog3634	Cog3637	Cog3640	Cog3641	Cog3644	Cog3645	Cog3648	Cog3652	Cog3653	Cog3659	Cog3667	Cog3669	Cog3675	Cog3684	Cog3687	Cog3690	Cog3691	Cog3706	Cog3707	Cog3713	Cog3716	Cog3721	Cog3723	Cog3725	Cog3726	Cog3735	Cog3746	Cog3747	Cog3748	Cog3749	Cog3752	Cog3755	Cog3758	Cog3759	Cog3763	Cog3772	Cog3783	Cog3784	Cog3785	Cog3787	Cog3793	Cog3794	Cog3798	Cog3799	Cog3802	Cog3805	Cog3809	Cog3823	Cog3831	Cog3834	Cog3835	Cog3836	Cog3839	Cog3840	Cog3842	Cog3845	Cog3854	Cog3855	Cog3856	Cog3858	Cog3864	Cog3865	Cog3867	Cog3868	Cog3883	Cog3890
ABSMissong1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AGAMissong2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AOMNgun2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ECLAbar8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
