Cognate1	Cognate1	Weight
axe_55	bird_217	0.6226415094339622
axe_55	breast_354	0.8979591836734694
axe_55	child_599	0.8979591836734694
axe_55	ear_1008	0.6037735849056604
axe_55	grave_1542	0.8367346938775511
axe_55	heart_1684	0.6923076923076923
axe_55	mother_2027	0.6981132075471698
axe_55	tongue_3585	0.9183673469387755
bird_217	breast_354	0.7115384615384616
bird_217	child_599	0.6792452830188679
bird_217	ear_1008	0.8
bird_217	grave_1542	0.6226415094339622
bird_217	heart_1684	0.5849056603773585
bird_217	mother_2027	0.72
bird_217	tongue_3585	0.6981132075471698
breast_354	child_599	0.8113207547169812
breast_354	ear_1008	0.6923076923076923
breast_354	grave_1542	0.8979591836734694
breast_354	heart_1684	0.75
breast_354	mother_2027	0.7547169811320755
breast_354	tongue_3585	0.9795918367346939
child_599	ear_1008	0.660377358490566
child_599	grave_1542	0.7547169811320755
child_599	heart_1684	0.7169811320754716
child_599	mother_2027	0.7547169811320755
child_599	tongue_3585	0.8301886792452831
ear_1008	grave_1542	0.6346153846153846
ear_1008	heart_1684	0.6274509803921569
ear_1008	mother_2027	0.8085106382978723
ear_1008	tongue_3585	0.6792452830188679
grave_1542	heart_1684	0.8333333333333334
grave_1542	mother_2027	0.7647058823529411
grave_1542	tongue_3585	0.9183673469387755
heart_1684	mother_2027	0.76
heart_1684	tongue_3585	0.7692307692307693
mother_2027	tongue_3585	0.7735849056603774
