Doculect1	Doculect2	weight	color
ICNBiya2	KDVFang1	.01	grey90
ICNBiya2	KEMBuu1	.01	grey90
ICNBiya2	KFKMashi1	.01	grey90
ICNBiya2	KHKFang12	.01	grey90
ICNBiya2	KJSFang2	.01	grey90
ICNBiya2	KMNAjumbu2	.01	grey90
ICNBiya2	LFNMundabli1	.01	grey90
ICNBiya2	MCANgun3	.01	grey90
ICNBiya2	MEAMumfu3	.01	grey90
ICNBiya2	MNJBuu4	.01	grey90
ICNBiya2	MRYKoshin2	.01	grey90
ICNBiya2	NACAbar2	.01	grey90
ICNBiya2	NCCMumfu4	.01	grey90
ICNBiya2	NCMMashi5	.01	grey90
ICNBiya2	NDNMissong5	.01	grey90
ICNBiya2	NEAMunken1	.01	grey90
ICNBiya2	NEMAjumbu9	.01	grey90
ICNBiya2	NFKBiya7	.01	grey90
ICNBiya2	NGTMunken3	.01	grey90
ICNBiya2	NINMundabli4	.01	grey90
ICNBiya2	NJNBiya6	.01	grey90
ICNBiya2	NJSKung4	.01	grey90
ICNBiya2	NMAAbar1	.01	grey90
ICNBiya2	NMNMundabli3	.01	grey90
ICNBiya2	NMSMissong4	.01	grey90
ICNBiya2	NNBBuu3	.01	grey90
ICNBiya2	NSFBiya5	.01	grey90
ICNBiya2	NUNMunken4	.01	grey90
ICNBiya2	NVBAbar7	.01	grey90
ICNBiya2	NVIAjumbu1	.01	grey90
ICNBiya2	TELKoshin4	.01	grey90
ICNBiya2	TNTMunken2	.01	grey90
ICNBiya2	WCANgun1	.01	grey90
ICNBiya2	ZKGKung1	.01	grey90
JGYKoshin3	KBMNgun4	.01	grey90
JGYKoshin3	KCSKung3	.01	grey90
JGYKoshin3	KCYBuu2	.01	grey90
JGYKoshin3	KDCAjumbu10	.01	grey90
JGYKoshin3	KDVFang1	.01	grey90
JGYKoshin3	KEMBuu1	.01	grey90
JGYKoshin3	KFKMashi1	.01	grey90
JGYKoshin3	KHKFang12	.01	grey90
JGYKoshin3	KJSFang2	.01	grey90
JGYKoshin3	KMNAjumbu2	.01	grey90
JGYKoshin3	LFNMundabli1	.01	grey90
JGYKoshin3	MCANgun3	.01	grey90
JGYKoshin3	MEAMumfu3	.01	grey90
JGYKoshin3	MNJBuu4	.01	grey90
JGYKoshin3	MRYKoshin2	.01	grey90
JGYKoshin3	NACAbar2	.01	grey90
JGYKoshin3	NCCMumfu4	.01	grey90
JGYKoshin3	NCMMashi5	.01	grey90
JGYKoshin3	NDNMissong5	.01	grey90
JGYKoshin3	NEAMunken1	.01	grey90
JGYKoshin3	NEMAjumbu9	.01	grey90
JGYKoshin3	NFKBiya7	.01	grey90
JGYKoshin3	NGTMunken3	.01	grey90
JGYKoshin3	NINMundabli4	.01	grey90
JGYKoshin3	NJNBiya6	.01	grey90
JGYKoshin3	NJSKung4	.01	grey90
JGYKoshin3	NMAAbar1	.01	grey90
JGYKoshin3	NMNMundabli3	.01	grey90
JGYKoshin3	NMSMissong4	.01	grey90
JGYKoshin3	NNBBuu3	.01	grey90
JGYKoshin3	NSFBiya5	.01	grey90
JGYKoshin3	NUNMunken4	.01	grey90
JGYKoshin3	NVBAbar7	.01	grey90
JGYKoshin3	NVIAjumbu1	.01	grey90
JGYKoshin3	TELKoshin4	.01	grey90
JGYKoshin3	TNTMunken2	.01	grey90
JGYKoshin3	WCANgun1	.01	grey90
JGYKoshin3	ZKGKung1	.01	grey90
KBMNgun4	KCSKung3	.01	grey90
KBMNgun4	KCYBuu2	.01	grey90
KBMNgun4	KDCAjumbu10	.01	grey90
KBMNgun4	KDVFang1	.01	grey90
KBMNgun4	KEMBuu1	.01	grey90
KBMNgun4	KFKMashi1	.01	grey90
KBMNgun4	KHKFang12	.01	grey90
KBMNgun4	KJSFang2	.01	grey90
KBMNgun4	KMNAjumbu2	.01	grey90
KBMNgun4	LFNMundabli1	.01	grey90
KBMNgun4	MCANgun3	.01	grey90
KBMNgun4	MEAMumfu3	.01	grey90
KBMNgun4	MNJBuu4	.01	grey90
KBMNgun4	MRYKoshin2	.01	grey90
KBMNgun4	NACAbar2	.01	grey90
KBMNgun4	NCCMumfu4	.01	grey90
KBMNgun4	NCMMashi5	.01	grey90
KBMNgun4	NDNMissong5	.01	grey90
KBMNgun4	NEAMunken1	.01	grey90
KBMNgun4	NEMAjumbu9	.01	grey90
KBMNgun4	NFKBiya7	.01	grey90
KBMNgun4	NGTMunken3	.01	grey90
KBMNgun4	NINMundabli4	.01	grey90
KBMNgun4	NJNBiya6	.01	grey90
KBMNgun4	NJSKung4	.01	grey90
KBMNgun4	NMAAbar1	.01	grey90
KBMNgun4	NMNMundabli3	.01	grey90
KBMNgun4	NMSMissong4	.01	grey90
KBMNgun4	NNBBuu3	.01	grey90
KBMNgun4	NSFBiya5	.01	grey90
KBMNgun4	NUNMunken4	.01	grey90
KBMNgun4	NVBAbar7	.01	grey90
KBMNgun4	NVIAjumbu1	.01	grey90
KBMNgun4	TELKoshin4	.01	grey90
KBMNgun4	TNTMunken2	.01	grey90
KBMNgun4	WCANgun1	.01	grey90
KBMNgun4	ZKGKung1	.01	grey90
KCSKung3	KCYBuu2	.01	grey90
KCSKung3	KDCAjumbu10	.01	grey90
KCSKung3	KDVFang1	.01	grey90
KCSKung3	KEMBuu1	.01	grey90
KCSKung3	KFKMashi1	.01	grey90
KCSKung3	KHKFang12	.01	grey90
KCSKung3	KJSFang2	.01	grey90
KCSKung3	KMNAjumbu2	.01	grey90
KCSKung3	LFNMundabli1	.01	grey90
KCSKung3	MCANgun3	.01	grey90
KCSKung3	MEAMumfu3	.01	grey90
KCSKung3	MNJBuu4	.01	grey90
KCSKung3	MRYKoshin2	.01	grey90
KCSKung3	NACAbar2	.01	grey90
KCSKung3	NCCMumfu4	.01	grey90
KCSKung3	NCMMashi5	.01	grey90
KCSKung3	NDNMissong5	.01	grey90
KCSKung3	NEAMunken1	.01	grey90
KCSKung3	NEMAjumbu9	.01	grey90
KCSKung3	NFKBiya7	.01	grey90
KCSKung3	NGTMunken3	.01	grey90
KCSKung3	NINMundabli4	.01	grey90
KCSKung3	NJNBiya6	.01	grey90
KCSKung3	NJSKung4	.01	grey90
KCSKung3	NMAAbar1	.01	grey90
KCSKung3	NMNMundabli3	.01	grey90
KCSKung3	NMSMissong4	.01	grey90
KCSKung3	NNBBuu3	.01	grey90
KCSKung3	NSFBiya5	.01	grey90
KCSKung3	NUNMunken4	.01	grey90
KCSKung3	NVBAbar7	.01	grey90
KCSKung3	NVIAjumbu1	.01	grey90
KCSKung3	TELKoshin4	.01	grey90
KCSKung3	TNTMunken2	.01	grey90
KCSKung3	WCANgun1	.01	grey90
KCSKung3	ZKGKung1	.01	grey90
KCYBuu2	KDCAjumbu10	.01	grey90
KCYBuu2	KDVFang1	.01	grey90
KCYBuu2	KEMBuu1	36.333333333333336	grey30
KCYBuu2	KFKMashi1	.01	grey90
KCYBuu2	KHKFang12	.01	grey90
KCYBuu2	KJSFang2	.01	grey90
KCYBuu2	KMNAjumbu2	.01	grey90
KCYBuu2	LFNMundabli1	45	red
KCYBuu2	MCANgun3	.01	grey90
KCYBuu2	MEAMumfu3	41	red
KCYBuu2	MNJBuu4	34.333333333333336	grey30
KCYBuu2	MRYKoshin2	.01	grey90
KCYBuu2	NACAbar2	38	blue
KCYBuu2	NCCMumfu4	41	red
KCYBuu2	NCMMashi5	.01	grey90
KCYBuu2	NDNMissong5	.01	grey90
KCYBuu2	NEAMunken1	.01	grey90
KCYBuu2	NEMAjumbu9	.01	grey90
KCYBuu2	NFKBiya7	.01	grey90
KCYBuu2	NGTMunken3	.01	grey90
KCYBuu2	NINMundabli4	46	red
KCYBuu2	NJNBiya6	.01	grey90
KCYBuu2	NJSKung4	.01	grey90
KCYBuu2	NMAAbar1	38	blue
KCYBuu2	NMNMundabli3	47	red
KCYBuu2	NMSMissong4	.01	grey90
KCYBuu2	NNBBuu3	35.333333333333336	grey30
KCYBuu2	NSFBiya5	.01	grey90
KCYBuu2	NUNMunken4	.01	grey90
KCYBuu2	NVBAbar7	39	blue
KCYBuu2	NVIAjumbu1	.01	grey90
KCYBuu2	TELKoshin4	.01	grey90
KCYBuu2	TNTMunken2	.01	grey90
KCYBuu2	WCANgun1	.01	grey90
KCYBuu2	ZKGKung1	.01	grey90
KDCAjumbu10	KDVFang1	.01	grey90
KDCAjumbu10	KEMBuu1	.01	grey90
KDCAjumbu10	KFKMashi1	.01	grey90
KDCAjumbu10	KHKFang12	.01	grey90
KDCAjumbu10	KJSFang2	.01	grey90
KDCAjumbu10	KMNAjumbu2	.01	grey90
KDCAjumbu10	LFNMundabli1	.01	grey90
KDCAjumbu10	MCANgun3	.01	grey90
KDCAjumbu10	MEAMumfu3	.01	grey90
KDCAjumbu10	MNJBuu4	.01	grey90
KDCAjumbu10	MRYKoshin2	.01	grey90
KDCAjumbu10	NACAbar2	.01	grey90
KDCAjumbu10	NCCMumfu4	.01	grey90
KDCAjumbu10	NCMMashi5	.01	grey90
KDCAjumbu10	NDNMissong5	.01	grey90
KDCAjumbu10	NEAMunken1	.01	grey90
KDCAjumbu10	NEMAjumbu9	.01	grey90
KDCAjumbu10	NFKBiya7	.01	grey90
KDCAjumbu10	NGTMunken3	.01	grey90
KDCAjumbu10	NINMundabli4	.01	grey90
KDCAjumbu10	NJNBiya6	.01	grey90
KDCAjumbu10	NJSKung4	.01	grey90
KDCAjumbu10	NMAAbar1	.01	grey90
KDCAjumbu10	NMNMundabli3	.01	grey90
KDCAjumbu10	NMSMissong4	.01	grey90
KDCAjumbu10	NNBBuu3	.01	grey90
KDCAjumbu10	NSFBiya5	.01	grey90
KDCAjumbu10	NUNMunken4	.01	grey90
KDCAjumbu10	NVBAbar7	.01	grey90
KDCAjumbu10	NVIAjumbu1	.01	grey90
KDCAjumbu10	TELKoshin4	.01	grey90
KDCAjumbu10	TNTMunken2	.01	grey90
KDCAjumbu10	WCANgun1	.01	grey90
KDCAjumbu10	ZKGKung1	.01	grey90
KDVFang1	KEMBuu1	.01	grey90
KDVFang1	KFKMashi1	.01	grey90
KDVFang1	KHKFang12	.01	grey90
KDVFang1	KJSFang2	.01	grey90
KDVFang1	KMNAjumbu2	.01	grey90
KDVFang1	LFNMundabli1	.01	grey90
KDVFang1	MCANgun3	.01	grey90
KDVFang1	MEAMumfu3	.01	grey90
KDVFang1	MNJBuu4	.01	grey90
KDVFang1	MRYKoshin2	.01	grey90
KDVFang1	NACAbar2	.01	grey90
KDVFang1	NCCMumfu4	.01	grey90
KDVFang1	NCMMashi5	.01	grey90
KDVFang1	NDNMissong5	.01	grey90
KDVFang1	NEAMunken1	.01	grey90
KDVFang1	NEMAjumbu9	.01	grey90
KDVFang1	NFKBiya7	.01	grey90
KDVFang1	NGTMunken3	.01	grey90
KDVFang1	NINMundabli4	.01	grey90
KDVFang1	NJNBiya6	.01	grey90
KDVFang1	NJSKung4	.01	grey90
KDVFang1	NMAAbar1	.01	grey90
KDVFang1	NMNMundabli3	.01	grey90
KDVFang1	NMSMissong4	.01	grey90
KDVFang1	NNBBuu3	.01	grey90
KDVFang1	NSFBiya5	.01	grey90
KDVFang1	NUNMunken4	.01	grey90
KDVFang1	NVBAbar7	.01	grey90
KDVFang1	NVIAjumbu1	.01	grey90
KDVFang1	TELKoshin4	.01	grey90
KDVFang1	TNTMunken2	.01	grey90
KDVFang1	WCANgun1	.01	grey90
KDVFang1	ZKGKung1	.01	grey90
KEMBuu1	KFKMashi1	.01	grey90
KEMBuu1	KHKFang12	.01	grey90
KEMBuu1	KJSFang2	.01	grey90
KEMBuu1	KMNAjumbu2	.01	grey90
KEMBuu1	LFNMundabli1	49	red
KEMBuu1	MCANgun3	.01	grey90
KEMBuu1	MEAMumfu3	45	red
KEMBuu1	MNJBuu4	35.333333333333336	grey30
KEMBuu1	MRYKoshin2	.01	grey90
KEMBuu1	NACAbar2	36	blue
KEMBuu1	NCCMumfu4	47	red
KEMBuu1	NCMMashi5	.01	grey90
KEMBuu1	NDNMissong5	.01	grey90
KEMBuu1	NEAMunken1	.01	grey90
KEMBuu1	NEMAjumbu9	.01	grey90
KEMBuu1	NFKBiya7	.01	grey90
KEMBuu1	NGTMunken3	.01	grey90
KEMBuu1	NINMundabli4	48	red
KEMBuu1	NJNBiya6	.01	grey90
KEMBuu1	NJSKung4	.01	grey90
KEMBuu1	NMAAbar1	36	blue
KEMBuu1	NMNMundabli3	48	red
KEMBuu1	NMSMissong4	.01	grey90
KEMBuu1	NNBBuu3	35.0	grey30
KEMBuu1	NSFBiya5	.01	grey90
KEMBuu1	NUNMunken4	.01	grey90
KEMBuu1	NVBAbar7	37	blue
KEMBuu1	NVIAjumbu1	.01	grey90
KEMBuu1	TELKoshin4	.01	grey90
KEMBuu1	TNTMunken2	.01	grey90
KEMBuu1	WCANgun1	.01	grey90
KEMBuu1	ZKGKung1	.01	grey90
KFKMashi1	KHKFang12	.01	grey90
KFKMashi1	KJSFang2	.01	grey90
KFKMashi1	KMNAjumbu2	.01	grey90
KFKMashi1	LFNMundabli1	.01	grey90
KFKMashi1	MCANgun3	.01	grey90
KFKMashi1	MEAMumfu3	.01	grey90
KFKMashi1	MNJBuu4	.01	grey90
KFKMashi1	MRYKoshin2	.01	grey90
KFKMashi1	NACAbar2	.01	grey90
KFKMashi1	NCCMumfu4	.01	grey90
KFKMashi1	NCMMashi5	.01	grey90
KFKMashi1	NDNMissong5	.01	grey90
KFKMashi1	NEAMunken1	.01	grey90
KFKMashi1	NEMAjumbu9	.01	grey90
KFKMashi1	NFKBiya7	.01	grey90
KFKMashi1	NGTMunken3	.01	grey90
KFKMashi1	NINMundabli4	.01	grey90
KFKMashi1	NJNBiya6	.01	grey90
KFKMashi1	NJSKung4	.01	grey90
KFKMashi1	NMAAbar1	.01	grey90
KFKMashi1	NMNMundabli3	.01	grey90
KFKMashi1	NMSMissong4	.01	grey90
KFKMashi1	NNBBuu3	.01	grey90
KFKMashi1	NSFBiya5	.01	grey90
KFKMashi1	NUNMunken4	.01	grey90
KFKMashi1	NVBAbar7	.01	grey90
KFKMashi1	NVIAjumbu1	.01	grey90
KFKMashi1	TELKoshin4	.01	grey90
KFKMashi1	TNTMunken2	.01	grey90
KFKMashi1	WCANgun1	.01	grey90
KFKMashi1	ZKGKung1	.01	grey90
KHKFang12	KJSFang2	.01	grey90
KHKFang12	KMNAjumbu2	.01	grey90
KHKFang12	LFNMundabli1	.01	grey90
KHKFang12	MCANgun3	.01	grey90
KHKFang12	MEAMumfu3	.01	grey90
KHKFang12	MNJBuu4	.01	grey90
KHKFang12	MRYKoshin2	.01	grey90
KHKFang12	NACAbar2	.01	grey90
KHKFang12	NCCMumfu4	.01	grey90
KHKFang12	NCMMashi5	.01	grey90
KHKFang12	NDNMissong5	.01	grey90
KHKFang12	NEAMunken1	.01	grey90
KHKFang12	NEMAjumbu9	.01	grey90
KHKFang12	NFKBiya7	.01	grey90
KHKFang12	NGTMunken3	.01	grey90
KHKFang12	NINMundabli4	.01	grey90
KHKFang12	NJNBiya6	.01	grey90
KHKFang12	NJSKung4	.01	grey90
KHKFang12	NMAAbar1	.01	grey90
KHKFang12	NMNMundabli3	.01	grey90
KHKFang12	NMSMissong4	.01	grey90
KHKFang12	NNBBuu3	.01	grey90
KHKFang12	NSFBiya5	.01	grey90
KHKFang12	NUNMunken4	.01	grey90
KHKFang12	NVBAbar7	.01	grey90
KHKFang12	NVIAjumbu1	.01	grey90
KHKFang12	TELKoshin4	.01	grey90
KHKFang12	TNTMunken2	.01	grey90
KHKFang12	WCANgun1	.01	grey90
KHKFang12	ZKGKung1	.01	grey90
KJSFang2	KMNAjumbu2	.01	grey90
KJSFang2	LFNMundabli1	.01	grey90
KJSFang2	MCANgun3	.01	grey90
KJSFang2	MEAMumfu3	.01	grey90
KJSFang2	MNJBuu4	.01	grey90
KJSFang2	MRYKoshin2	.01	grey90
KJSFang2	NACAbar2	.01	grey90
KJSFang2	NCCMumfu4	.01	grey90
KJSFang2	NCMMashi5	.01	grey90
KJSFang2	NDNMissong5	.01	grey90
KJSFang2	NEAMunken1	.01	grey90
KJSFang2	NEMAjumbu9	.01	grey90
KJSFang2	NFKBiya7	.01	grey90
KJSFang2	NGTMunken3	.01	grey90
KJSFang2	NINMundabli4	.01	grey90
KJSFang2	NJNBiya6	.01	grey90
KJSFang2	NJSKung4	.01	grey90
KJSFang2	NMAAbar1	.01	grey90
KJSFang2	NMNMundabli3	.01	grey90
KJSFang2	NMSMissong4	.01	grey90
KJSFang2	NNBBuu3	.01	grey90
KJSFang2	NSFBiya5	.01	grey90
KJSFang2	NUNMunken4	.01	grey90
KJSFang2	NVBAbar7	.01	grey90
KJSFang2	NVIAjumbu1	.01	grey90
KJSFang2	TELKoshin4	.01	grey90
KJSFang2	TNTMunken2	.01	grey90
KJSFang2	WCANgun1	.01	grey90
KJSFang2	ZKGKung1	.01	grey90
KMNAjumbu2	LFNMundabli1	.01	grey90
KMNAjumbu2	MCANgun3	.01	grey90
KMNAjumbu2	MEAMumfu3	.01	grey90
KMNAjumbu2	MNJBuu4	.01	grey90
KMNAjumbu2	MRYKoshin2	.01	grey90
KMNAjumbu2	NACAbar2	.01	grey90
KMNAjumbu2	NCCMumfu4	.01	grey90
KMNAjumbu2	NCMMashi5	.01	grey90
KMNAjumbu2	NDNMissong5	.01	grey90
KMNAjumbu2	NEAMunken1	.01	grey90
KMNAjumbu2	NEMAjumbu9	.01	grey90
KMNAjumbu2	NFKBiya7	.01	grey90
KMNAjumbu2	NGTMunken3	.01	grey90
KMNAjumbu2	NINMundabli4	.01	grey90
KMNAjumbu2	NJNBiya6	.01	grey90
KMNAjumbu2	NJSKung4	.01	grey90
KMNAjumbu2	NMAAbar1	.01	grey90
KMNAjumbu2	NMNMundabli3	.01	grey90
KMNAjumbu2	NMSMissong4	.01	grey90
KMNAjumbu2	NNBBuu3	.01	grey90
KMNAjumbu2	NSFBiya5	.01	grey90
KMNAjumbu2	NUNMunken4	.01	grey90
KMNAjumbu2	NVBAbar7	.01	grey90
KMNAjumbu2	NVIAjumbu1	.01	grey90
KMNAjumbu2	TELKoshin4	.01	grey90
KMNAjumbu2	TNTMunken2	.01	grey90
KMNAjumbu2	WCANgun1	.01	grey90
KMNAjumbu2	ZKGKung1	.01	grey90
LFNMundabli1	MCANgun3	.01	grey90
LFNMundabli1	MEAMumfu3	33.333333333333336	grey30
LFNMundabli1	MNJBuu4	49	red
LFNMundabli1	MRYKoshin2	.01	grey90
LFNMundabli1	NACAbar2	15	fffff
LFNMundabli1	NCCMumfu4	31.333333333333332	grey30
LFNMundabli1	NCMMashi5	.01	grey90
LFNMundabli1	NDNMissong5	.01	grey90
LFNMundabli1	NEAMunken1	.01	grey90
LFNMundabli1	NEMAjumbu9	.01	grey90
LFNMundabli1	NFKBiya7	.01	grey90
LFNMundabli1	NGTMunken3	.01	grey90
LFNMundabli1	NINMundabli4	37.666666666666664	grey30
LFNMundabli1	NJNBiya6	.01	grey90
LFNMundabli1	NJSKung4	.01	grey90
LFNMundabli1	NMAAbar1	14	fffff
LFNMundabli1	NMNMundabli3	36.666666666666664	grey30
LFNMundabli1	NMSMissong4	.01	grey90
LFNMundabli1	NNBBuu3	49	red
LFNMundabli1	NSFBiya5	.01	grey90
LFNMundabli1	NUNMunken4	.01	grey90
LFNMundabli1	NVBAbar7	15	fffff
LFNMundabli1	NVIAjumbu1	.01	grey90
LFNMundabli1	TELKoshin4	.01	grey90
LFNMundabli1	TNTMunken2	.01	grey90
LFNMundabli1	WCANgun1	.01	grey90
LFNMundabli1	ZKGKung1	.01	grey90
MCANgun3	MEAMumfu3	.01	grey90
MCANgun3	MNJBuu4	.01	grey90
MCANgun3	MRYKoshin2	.01	grey90
MCANgun3	NACAbar2	.01	grey90
MCANgun3	NCCMumfu4	.01	grey90
MCANgun3	NCMMashi5	.01	grey90
MCANgun3	NDNMissong5	.01	grey90
MCANgun3	NEAMunken1	.01	grey90
MCANgun3	NEMAjumbu9	.01	grey90
MCANgun3	NFKBiya7	.01	grey90
MCANgun3	NGTMunken3	.01	grey90
MCANgun3	NINMundabli4	.01	grey90
MCANgun3	NJNBiya6	.01	grey90
MCANgun3	NJSKung4	.01	grey90
MCANgun3	NMAAbar1	.01	grey90
MCANgun3	NMNMundabli3	.01	grey90
MCANgun3	NMSMissong4	.01	grey90
MCANgun3	NNBBuu3	.01	grey90
MCANgun3	NSFBiya5	.01	grey90
MCANgun3	NUNMunken4	.01	grey90
MCANgun3	NVBAbar7	.01	grey90
MCANgun3	NVIAjumbu1	.01	grey90
MCANgun3	TELKoshin4	.01	grey90
MCANgun3	TNTMunken2	.01	grey90
MCANgun3	WCANgun1	.01	grey90
MCANgun3	ZKGKung1	.01	grey90
MEAMumfu3	MNJBuu4	49	red
MEAMumfu3	MRYKoshin2	.01	grey90
MEAMumfu3	NACAbar2	13	fffff
MEAMumfu3	NCCMumfu4	38.333333333333336	grey30
MEAMumfu3	NCMMashi5	.01	grey90
MEAMumfu3	NDNMissong5	.01	grey90
MEAMumfu3	NEAMunken1	.01	grey90
MEAMumfu3	NEMAjumbu9	.01	grey90
MEAMumfu3	NFKBiya7	.01	grey90
MEAMumfu3	NGTMunken3	.01	grey90
MEAMumfu3	NINMundabli4	32.333333333333336	grey30
MEAMumfu3	NJNBiya6	.01	grey90
MEAMumfu3	NJSKung4	.01	grey90
MEAMumfu3	NMAAbar1	12	fffff
MEAMumfu3	NMNMundabli3	33.0	grey30
MEAMumfu3	NMSMissong4	.01	grey90
MEAMumfu3	NNBBuu3	48	red
MEAMumfu3	NSFBiya5	.01	grey90
MEAMumfu3	NUNMunken4	.01	grey90
MEAMumfu3	NVBAbar7	15	fffff
MEAMumfu3	NVIAjumbu1	.01	grey90
MEAMumfu3	TELKoshin4	.01	grey90
MEAMumfu3	TNTMunken2	.01	grey90
MEAMumfu3	WCANgun1	.01	grey90
MEAMumfu3	ZKGKung1	.01	grey90
MNJBuu4	MRYKoshin2	.01	grey90
MNJBuu4	NACAbar2	37	blue
MNJBuu4	NCCMumfu4	54	red
MNJBuu4	NCMMashi5	.01	grey90
MNJBuu4	NDNMissong5	.01	grey90
MNJBuu4	NEAMunken1	.01	grey90
MNJBuu4	NEMAjumbu9	.01	grey90
MNJBuu4	NFKBiya7	.01	grey90
MNJBuu4	NGTMunken3	.01	grey90
MNJBuu4	NINMundabli4	49	red
MNJBuu4	NJNBiya6	.01	grey90
MNJBuu4	NJSKung4	.01	grey90
MNJBuu4	NMAAbar1	37	blue
MNJBuu4	NMNMundabli3	56	red
MNJBuu4	NMSMissong4	.01	grey90
MNJBuu4	NNBBuu3	41.0	grey30
MNJBuu4	NSFBiya5	.01	grey90
MNJBuu4	NUNMunken4	.01	grey90
MNJBuu4	NVBAbar7	39	blue
MNJBuu4	NVIAjumbu1	.01	grey90
MNJBuu4	TELKoshin4	.01	grey90
MNJBuu4	TNTMunken2	.01	grey90
MNJBuu4	WCANgun1	.01	grey90
MNJBuu4	ZKGKung1	.01	grey90
MRYKoshin2	NACAbar2	.01	grey90
MRYKoshin2	NCCMumfu4	.01	grey90
MRYKoshin2	NCMMashi5	.01	grey90
MRYKoshin2	NDNMissong5	.01	grey90
MRYKoshin2	NEAMunken1	.01	grey90
MRYKoshin2	NEMAjumbu9	.01	grey90
MRYKoshin2	NFKBiya7	.01	grey90
MRYKoshin2	NGTMunken3	.01	grey90
MRYKoshin2	NINMundabli4	.01	grey90
MRYKoshin2	NJNBiya6	.01	grey90
MRYKoshin2	NJSKung4	.01	grey90
MRYKoshin2	NMAAbar1	.01	grey90
MRYKoshin2	NMNMundabli3	.01	grey90
MRYKoshin2	NMSMissong4	.01	grey90
MRYKoshin2	NNBBuu3	.01	grey90
MRYKoshin2	NSFBiya5	.01	grey90
MRYKoshin2	NUNMunken4	.01	grey90
MRYKoshin2	NVBAbar7	.01	grey90
MRYKoshin2	NVIAjumbu1	.01	grey90
MRYKoshin2	TELKoshin4	.01	grey90
MRYKoshin2	TNTMunken2	.01	grey90
MRYKoshin2	WCANgun1	.01	grey90
MRYKoshin2	ZKGKung1	.01	grey90
NACAbar2	NCCMumfu4	13	purple
NACAbar2	NCMMashi5	.01	grey90
NACAbar2	NDNMissong5	.01	grey90
NACAbar2	NEAMunken1	.01	grey90
NACAbar2	NEMAjumbu9	.01	grey90
NACAbar2	NFKBiya7	.01	grey90
NACAbar2	NGTMunken3	.01	grey90
NACAbar2	NINMundabli4	17	purple
NACAbar2	NJNBiya6	.01	grey90
NACAbar2	NJSKung4	.01	grey90
NACAbar2	NMAAbar1	33.333333333333336	grey30
NACAbar2	NMNMundabli3	14	purple
NACAbar2	NMSMissong4	.01	grey90
NACAbar2	NNBBuu3	40	blue
NACAbar2	NSFBiya5	.01	grey90
NACAbar2	NUNMunken4	.01	grey90
NACAbar2	NVBAbar7	35.666666666666664	grey30
NACAbar2	NVIAjumbu1	.01	grey90
NACAbar2	TELKoshin4	.01	grey90
NACAbar2	TNTMunken2	.01	grey90
NACAbar2	WCANgun1	.01	grey90
NACAbar2	ZKGKung1	.01	grey90
NCCMumfu4	NCMMashi5	.01	grey90
NCCMumfu4	NDNMissong5	.01	grey90
NCCMumfu4	NEAMunken1	.01	grey90
NCCMumfu4	NEMAjumbu9	.01	grey90
NCCMumfu4	NFKBiya7	.01	grey90
NCCMumfu4	NGTMunken3	.01	grey90
NCCMumfu4	NINMundabli4	31.333333333333332	grey30
NCCMumfu4	NJNBiya6	.01	grey90
NCCMumfu4	NJSKung4	.01	grey90
NCCMumfu4	NMAAbar1	12	fffff
NCCMumfu4	NMNMundabli3	32.666666666666664	grey30
NCCMumfu4	NMSMissong4	.01	grey90
NCCMumfu4	NNBBuu3	54	red
NCCMumfu4	NSFBiya5	.01	grey90
NCCMumfu4	NUNMunken4	.01	grey90
NCCMumfu4	NVBAbar7	14	fffff
NCCMumfu4	NVIAjumbu1	.01	grey90
NCCMumfu4	TELKoshin4	.01	grey90
NCCMumfu4	TNTMunken2	.01	grey90
NCCMumfu4	WCANgun1	.01	grey90
NCCMumfu4	ZKGKung1	.01	grey90
NCMMashi5	NDNMissong5	.01	grey90
NCMMashi5	NEAMunken1	.01	grey90
NCMMashi5	NEMAjumbu9	.01	grey90
NCMMashi5	NFKBiya7	.01	grey90
NCMMashi5	NGTMunken3	.01	grey90
NCMMashi5	NINMundabli4	.01	grey90
NCMMashi5	NJNBiya6	.01	grey90
NCMMashi5	NJSKung4	.01	grey90
NCMMashi5	NMAAbar1	.01	grey90
NCMMashi5	NMNMundabli3	.01	grey90
NCMMashi5	NMSMissong4	.01	grey90
NCMMashi5	NNBBuu3	.01	grey90
NCMMashi5	NSFBiya5	.01	grey90
NCMMashi5	NUNMunken4	.01	grey90
NCMMashi5	NVBAbar7	.01	grey90
NCMMashi5	NVIAjumbu1	.01	grey90
NCMMashi5	TELKoshin4	.01	grey90
NCMMashi5	TNTMunken2	.01	grey90
NCMMashi5	WCANgun1	.01	grey90
NCMMashi5	ZKGKung1	.01	grey90
NDNMissong5	NEAMunken1	.01	grey90
NDNMissong5	NEMAjumbu9	.01	grey90
NDNMissong5	NFKBiya7	.01	grey90
NDNMissong5	NGTMunken3	.01	grey90
NDNMissong5	NINMundabli4	.01	grey90
NDNMissong5	NJNBiya6	.01	grey90
NDNMissong5	NJSKung4	.01	grey90
NDNMissong5	NMAAbar1	.01	grey90
NDNMissong5	NMNMundabli3	.01	grey90
NDNMissong5	NMSMissong4	.01	grey90
NDNMissong5	NNBBuu3	.01	grey90
NDNMissong5	NSFBiya5	.01	grey90
NDNMissong5	NUNMunken4	.01	grey90
NDNMissong5	NVBAbar7	.01	grey90
NDNMissong5	NVIAjumbu1	.01	grey90
