ID	Concept	Doculect	Value	Tokens
4234	garden egg	KHKFang12	fə̀nsɘ́ / mə̀nsɘ́	f ə ¹ n s ɘ ⁵
4235	garden egg	DPNFang13	fə̀nsə́ɣ / mə̀nsə́ɣ	f ə ¹ n s ə ⁵ ɣ
4236	garden egg	KDVFang1	fə̀nsɨ́ɣ / mə̀nsə́ɣ	f ə ¹ n s ɨ ⁵ ɣ
4237	garden egg	KJSFang2	fə̀nsə́ɣ / mə̀nsə́ɣ	f ə ¹ n s ə ⁵ ɣ
4238	garden egg	JGYKoshin3	fə̀ɲɛ́ː / ɲ̀ɲɛ́	f ə ¹ ɲ ɛː ⁵
4239	garden egg	TELKoshin4	fə̀ŋɛ́ / ŋ̀ŋɛ́	f ə ¹ ŋ ɛ ⁵
4240	garden egg	MRYKoshin2	fə̀ŋǽ /  m̀gbɪ̀	f ə ¹ ŋ æ ⁵
4241	garden egg	KCSKung3	kə̀ɲáʔà / ùɲàʔà	k ə ¹ ɲ a ⁵ ʔ a ¹
4242	garden egg	NJSKung4	kə́ɲáʔà / ʊ́ɲàʔà	k ə ⁵ ɲ a ⁵ ʔ a ¹
4243	garden egg	ZKGKung1	kə̀ɲàʔà / wùɲàʔà	k ə ¹ ɲ a ¹ ʔ a ¹
4244	garden egg	BNMKung2	kə́ɲáʔà / úɲáʔà	k ə ⁵ ɲ a ⁵ ʔ a ¹
4245	garden egg	NMNMundabli3	dzʷòŋ / dzʷòŋ	dzʷ o ¹ ŋ
4246	garden egg	CENMundabli2	dzzɔ̀ŋ~dzɔ̀ŋ / dzzɔ̂ːŋ	d z z ɔ ¹ ŋ
4247	garden egg	LFNMundabli1	dzwɔ̀ŋ / dzwɔ̀ŋbó	d z w ɔ ¹ ŋ
4248	garden egg	NINMundabli4	dzùɔ̀ŋ / dzùɔ̀ŋbó	d z u ¹ ɔ ¹ ŋ
4249	garden egg	NGTMunken3	ʃindʒá / múndʒá	ʃ i ³ n dʒ a ⁵
4250	garden egg	NUNMunken4	ʃíndʒá / mʊ́ndʒá	ʃ i ⁵ n dʒ a ⁵
4251	garden egg	NEAMunken1	ʃìndʒá / mùndʒá	ʃ i ¹ n dʒ a ⁵
4252	garden egg	TNTMunken2	ʃìndʒyá / mùndʒyá	ʃ i ¹ n dʒ j a ⁵
4253	garden egg	MCANgun3	ⁿdʒàhá~ɪ̀ⁿdʒàhá/bìⁿdʒàhá~ǹ̩dʒàhá	ⁿd ʒ a ¹ h a ⁵
4254	garden egg	KBMNgun4	fɪ̀ⁿdʒàhá /mʊ̀ⁿdʒàhá	f ɪ ¹ ⁿd ʒ a ¹ h a ⁵
4255	garden egg	WCANgun1	fìndʒáhá / m̄ndʒáhá	f i ¹ n dʒ a ⁵ h a ⁵
4256	garden egg	AOMNgun2	ndʒàhá / mwɪ̀ndʒàhá	n dʒ a ¹ h a ⁵
4257	garden egg	APBMumfu1	ɠɥɔ̀ŋ / ɠɥɔ̂ŋbə̌	ɠ ɥ ɔ ¹ ŋ
4258	garden egg	DNMMumfu2	gyɔ̀ŋ̈ / ø	g j ɔ ¹ ŋˤ
4259	garden egg	BKBMashi2	Ŋgɣə̄ / ŋgɣə́	ŋ g ɣ ə ³
4260	garden egg	KFKMashi1	Ŋgɣə̄ / ŋgɣə́	ŋ g ɣ ə ³
4261	garden egg	ABSMissong1	kìdʒʊ̀ŋ / bìdʒʊ̀ŋ	k i ¹ dʒ ʊ ¹ ŋ
4262	garden egg	AGAMissong2	kɪ̀dʒʊ̀ŋ / bìdʒʊ̀ŋ	k ɪ ¹ dʒ ʊ ¹ ŋ
4263	elephant stalk	NVBAbar7	ʊ̀ʃán / ɪ̀ʃánə́kî	ʊ ¹ ʃ a ⁵ n
4264	elephant stalk	ECLAbar8	ūʃán / ɪ̀ʃán~kìʃán	u ³ ʃ a ⁵ n
4265	elephant stalk	NEMAjumbu9	kə́gʷûfə̀ / bə́gʷûfə̀	k ə ⁵ gʷ u ⁵¹ f ə ¹
4266	elephant stalk	NVIAjumbu1	bə́gʊ́fə̀ / ə́bə́gʊ́fə̀	b ə ⁵ g ʊ ⁵ f ə ¹
4267	elephant stalk	KMNAjumbu2	kə́gʷûfə̀ / bə́gʷûfə̀	k ə ⁵ gʷ u ⁵¹ f ə ¹
4268	elephant stalk	KDCAjumbu10	kə́gʷûfə̀ / bə́gʷûfə̀	k ə ⁵ gʷ u ⁵¹ f ə ¹
4269	elephant stalk	NNBBuu3	fə̀ŋʷǔn / mə̀ŋʷǔn	f ə ¹ ŋʷ u ⁵ n
4270	elephant stalk	MNJBuu4	fə̀ŋ̀wʊ̌n / mə̀ŋ̀wʊ̌ːn	f ə ¹ ŋ ¹ w ʊ ¹⁵ n
4271	elephant stalk	KHKFang12	gùkə́ / bə̀gùkə́	g u ¹ k ə ⁵
4272	elephant stalk	DPNFang13	gūkə́ / bə̀gūkə́	g u ³ k ə ⁵
4273	elephant stalk	JGYKoshin3	ⁿdzʊ̀ŋ / ⁿdzʊ́ŋ	ⁿd z ʊ ¹ ŋ
4274	elephant stalk	TELKoshin4	ńzʊ̃̄ː / ńzʊ̃́ː	n ⁵ z ʊ̃ː ³
4275	elephant stalk	KCSKung3	fə̀sʊ̂ŋ / m̀sʊ̂ŋ	f ə ¹ s ʊ ¹⁵ ŋ
4276	elephant stalk	NJSKung4	ɪ̀sʊ̂ŋ / m̀sʊ̂ŋ	ɪ ¹ s ʊ ¹⁵ ŋ
4277	elephant stalk	NMNMundabli3	ŋ́ŋgʷɛ᷇ːn~ŋ̀ŋgʷɛ̄n/  ŋ̀ŋgʷɛ̀n	ŋ ⁵ ŋ gʷ ɛː ⁵³ n
4278	elephant stalk	CENMundabli2	ŋ́ŋgʷɛ᷇ːn / ŋ́ŋgʷɛ́ːn	ŋ ⁵ ŋ gʷ ɛː ⁵³ n
4279	elephant stalk	LFNMundabli1	ŋ̄ŋgwɛ᷇n / ŋ̄ŋgwɛ̄nmó	ŋ ³ ŋ g w ɛ ⁵³ n
4280	elephant stalk	NINMundabli4	ŋgwɛ̄n / ŋgwɛ̄nmó	ŋ g w ɛ ³ n
4281	elephant stalk	NGTMunken3	bʊ̀wʊ́ / bʊ̀wʊ́lə̄	b ʊ ¹ w ʊ ⁵
4282	elephant stalk	NUNMunken4	ʊ̀wú / bìwú	ʊ ¹ w u ¹
4283	elephant stalk	NEAMunken1	búwúō / ø	b u ¹ w u ¹ o ³
4284	elephant stalk	TNTMunken2	bʊ́wʊ᷇ː / ø ~ bʊ́wʊ᷇ːbʊ̂	b ʊ ⁵ w ʊː ¹
4285	elephant stalk	MCANgun3	bʊ̀wúò~ʊ̀wúò / bìwúò~ʊ̀wúó	b ʊ ¹ w u ¹ o ¹
4286	elephant stalk	KBMNgun4	būwo᷇ːn / bɛ̀búwo᷇ːn	b u ³ w oː ⁵³ n
4287	elephant stalk	WCANgun1	bʊ́wʊ́ōn ~ɪ́wʊ́ōn / bwə̀wʊ́ōn ~bə̀wʊ́ōn	b ʊ ⁵ w ʊ ⁵ o ³ n
4288	elephant stalk	AOMNgun2	bʊ̀wúōn / bìwúōn	b ʊ ¹ w u ¹ o ³ n
4289	elephant stalk	APBMumfu1	ŋgwa᷇ːn / ŋgwàːnmə́	ŋ g w aː ⁵³ n
4290	elephant stalk	BKBMashi2	ǹʃùè / ńʃúè ~bùnʃùè	n ¹ ʃ u ¹ e ¹
4291	elephant stalk	KFKMashi1	ǹʃùè / bʊ̀nʃùè	n ¹ ʃ u ¹ e ¹
4292	elephant stalk	ABSMissong1	fìmʊ́áː / àmʊ́á	f i ³ m ʊ ⁵ aː ⁵
4293	elephant stalk	AGAMissong2	ǎMá / ǎMámū	a ¹⁵ ɱ a ⁵
4294	mushroom	NVBAbar7	kə̀támáyáŋ~àtámáyáŋ / bìtámáyáŋ~ìtámáyáŋ	k ə ¹ t a ⁵ m a ⁵ j a ⁵ ŋ
4295	mushroom	ECLAbar8	kə̀támájáŋ / bìtámájáŋ	k ə ¹ t a ⁵ m a ⁵ j a ⁵ ŋ
4296	mushroom	NEMAjumbu9	kə̀gbə̂ŋ / bə̀gbə̂ŋ	k ə ¹ gb ə ⁵¹ ŋ
4297	mushroom	KMNAjumbu2	kə̀gbə̂ŋ / bə̀gbə̂ŋ	k ə ¹ gb ə ⁵¹ ŋ
4298	mushroom	KDCAjumbu10	kə́gbə́ŋ / bə́gbə́ŋ	k ə ⁵ gb ə ⁵ ŋ
4299	mushroom	NNBBuu3	fə̀ntsʊ᷇ː / mə̀ntsʊ᷇ː	f ə ¹ n ts ʊː ¹
4300	mushroom	MNJBuu4	fə́ntso᷇ː / mə́ntso᷇ː	f ə ⁵ n ts oː ⁵³
4301	mushroom	KHKFang12	dʷə́lə́ / bə́dʷə́lə́	dʷ ə ⁵ l ə ⁵
4302	mushroom	DPNFang13	fə̀ⁿdʷə̀lə́ŋ / mə̀ⁿdʷə̀lə́ŋ	f ə ¹ ⁿdʷ ə ¹ l ə ⁵ ŋ
4303	mushroom	JGYKoshin3	zʊ̀bə́ / zʊ̂bə́	z ʊ ¹ b ə ⁵
4304	mushroom	TELKoshin4	zòbə́ / zʊ̀bə́	z o ¹ b ə ⁵
4305	mushroom	KCSKung3	kə̀zêʔ / ʊ̀zêʔ	k ə ¹ z e ⁵¹ ʔ
4306	mushroom	NJSKung4	kə̀zêʔ / ʊ̀zêʔ	k ə ¹ z e ⁵¹ ʔ
4307	mushroom	NMNMundabli3	ǹʃú / ǹʃú	n ¹ ʃ u ¹
4308	mushroom	CENMundabli2	ǹʃū / ńʃú	n ¹ ʃ u ³
4309	mushroom	LFNMundabli1	ǹʃú / ǹʃúmó	n ¹ ʃ u ¹
4310	mushroom	NINMundabli4	ǹʃú / ǹʃúmō	n ¹ ʃ u ¹
4311	mushroom	NGTMunken3	àndzɛ̂ / bìndzɛ̂	a ¹ n d z ɛ ⁵¹
4312	mushroom	NUNMunken4	àmbʲɛ̂ ~ ɪ̀mbʲɛ̂ / bìmbʲɛ̂~bèmbʲɛ̂	a ³ m b j ɛ ⁵¹
4313	mushroom	TNTMunken2	ànzɛ̂ / bìnzɛ̂	a ¹ n z ɛ ⁵¹
4314	mushroom	MCANgun3	bʊ̀tò~kə̀tò / bìtò	b ʊ ¹ t o ¹
4315	mushroom	KBMNgun4	kə̀támə́jáŋ / bìtámə́jáŋ	k ə ¹ t a ⁵ m ə ⁵ j a ⁵ ŋ
4316	mushroom	WCANgun1	kə́máyáŋ / bìtámáyá	k ə ⁵ m a ⁵ j a ⁵ ŋ
4317	mushroom	AOMNgun2	mə̀kʊ̀kʊ̀mbyâ / bìkùkùmbya	m ə ¹ k ʊ ¹ k ʊ ³ m b j a ⁵¹
4318	mushroom	APBMumfu1	nʃúʊ́ / ńʃuːmə́	n ʃ u ¹ ʊ ⁵
4319	mushroom	DNMMumfu2	ńʃʊ́ː~ / ǹʃʊ́ːmə́	n ⁵ ʃ ʊː ⁵
4320	mushroom	BKBMashi2	dzɔ̀blɪ́ / dzɔ́blɪ́	d z ɔ ¹ b l ɪ ⁵
4321	mushroom	KFKMashi1	dzɔ̀blɪ́ / dzɔ́blɪ́	d z ɔ ¹ b l ɪ ⁵
4322	mushroom	ABSMissong1	kítámíyâŋ / bítámíyâŋ	k i ⁵ t a ⁵ m i ⁵ j a ⁵¹ ŋ
4323	mushroom	AGAMissong2	kɪ̀támɪ́yâŋ / bìtámɪ́yâŋ	k ɪ ¹ t a ⁵ m ɪ ⁵ j a ⁵¹ ŋ
4391	pepper	NVBAbar7	ʃìntó~ǹtó/mʊ̀ntó~ǹtó	ʃ i ¹ n t o ⁵
4392	pepper	ECLAbar8	ʃìntǒː / mʊ̀ntǒː	ʃ i ¹ n t oː ¹⁵
4393	pepper	NMAAbar1	ʃìntó / m̄tó	ʃ i ¹ n t o ⁵
4394	pepper	NACAbar2	ʃìntóː / m̀tóː	ʃ i ¹ n t oː ⁵
4395	pepper	NEMAjumbu9	fə̀ⁿtó / m̩̀tó	f ə ¹ ⁿt o ⁵
4396	pepper	NVIAjumbu1	fə̀ntó / ə̂mtó~ mtó	f ə ¹ n t o ⁵
4397	pepper	KMNAjumbu2	fə̀ntóː / m̀tóː	f ə ¹ n t oː ⁵
4398	pepper	KDCAjumbu10	fə̀ⁿtó / ǹ̩tó:lə́~m̩̀tó:lə́	f ə ¹ ⁿt o ⁵
4399	pepper	NNBBuu3	tô / bə̀tô	t o ⁵¹
4400	pepper	MNJBuu4	to᷇ː / bə̀to᷇ː	t oː ⁵³
4401	pepper	KEMBuu1	tô / bə̀tô	t o ⁵¹
4402	pepper	KCYBuu2	tô / bə̀tô	t o ⁵¹
4403	pepper	KHKFang12	ⁿtɔ́tɔ̀ / bə̀ⁿtɔ́tɔ̀	ⁿt ɔ ⁵ t ɔ ¹
4404	pepper	DPNFang13	ⁿtótò / bə̀ⁿtótò	ⁿt o ⁵ t o ¹
4405	pepper	KDVFang1	ntə́tə̀ / bə̀ntə́tə̀	n t ə ⁵ t ə ¹
4406	pepper	KJSFang2	ǹtɔ́tɔ̀/bə̀ntɔ́tɔ̀	n ¹ t ɔ ⁵ t ɔ ¹
4407	pepper	JGYKoshin3	ǹtô / bə̀ntô	n ¹ t o ⁵¹
4408	pepper	TELKoshin4	ǹtô / bə̀ntô	n ¹ t o ⁵¹
4409	pepper	MRYKoshin2	ntô /  bə̀ntô	n t o ⁵¹
4410	pepper	KCSKung3	kə̄mgbāŋ /ʊ́mgbáŋ	k ə ³ m gb a ³ ŋ
4411	pepper	NJSKung4	kə́mgbáŋ /ʊ́mgbáŋ	k ə ⁵ m gb a ⁵ ŋ
4412	pepper	ZKGKung1	kə̀mgbáŋ~kə̀mgbāŋ/ʊ̀mgbáŋ~ʊ̀mgbāŋ	k ə ³ m gb a ⁵ ŋ
4413	pepper	BNMKung2	kə́mgbáŋ / ʊ́mgbáŋ	k ə ⁵ m gb a ⁵ ŋ
4414	pepper	NMNMundabli3	tɔ́tɔ̀ / tɔ́tɔ̀bɪ́	t ɔ ⁵ t ɔ ¹
4415	pepper	CENMundabli2	ǹtɒ́tɒ̀ / ǹtɒ́tɒ̀	n ¹ t ɒ ⁵ t ɒ ¹
4416	pepper	LFNMundabli1	tɔ́tɔ̀lɛ̌ː ~ tɔ́tɔ̀ / tɔ́tɔ̀lɛ̄bó ~ tɔ́tɔ̀	t ɔ ⁵ t ɔ ¹ l ɛː ¹⁵
4417	pepper	NINMundabli4	tɔ́tɔ̀ ~tɔ́tɔ̀lɛ̌ː / tɔ́tɔ̀bó ~tɔ́tɔ̀bə̀lɛ̄bó	t ɔ ⁵ t ɔ ¹
4418	pepper	NGTMunken3	m̀fàhà / ḿfáhá	m ¹ f a ¹ h a ¹
4419	pepper	NUNMunken4	ɱ̀fáhálʲǒ / bə̀fʷáhá	ɱ ¹ f a ⁵ h a ⁵ l j o ¹⁵
4420	pepper	NEAMunken1	m̀fwàʊ̀lɥə̀lə́ / bə̀mfwa᷇ːbə́lɥə́lə́	m ¹ f w a ¹ ʊ ¹ l ɥ ə ¹ l ə ⁵
4421	pepper	TNTMunken2	m̀fwàsə̀ʊ̀lyòlə́ / bə̀nmfwásə́bə̀lyólə́~	m ¹ f w a ¹ s ə ¹ ʊ ¹ l j o ¹ l ə ⁵
4422	pepper	MCANgun3	ǹtó~ⁿfʷáhá / ⁿfʷáhá	n ¹ t o ⁵
4423	pepper	KBMNgun4	ⁿfʷáhá / bɛ̀ⁿfʷáhá	n fʷ a ⁵ h a ⁵
4424	pepper	WCANgun1	m̀fwáhá / bɛ̀mfwáhá	m ¹ f w a ⁵ h a ⁵
4425	pepper	AOMNgun2	m̀fwáhá / bɛ̀mfwáhá	m ¹ f w a ⁵ h a ⁵
4426	pepper	APBMumfu1	tótʊ̀bə́lɛ́ː / tótʊ̀bə̀lɛ̄ːbə́	t o ⁵ t ʊ ¹ b ə ⁵ l ɛː ⁵
4427	pepper	DNMMumfu2	tótò / tótòbə́~tótò	t o ⁵ t o ¹
4428	pepper	BKBMashi2	fìnsʊ̌n / mùnsʊ̌n	f i ¹ n s ʊ ¹⁵ n
4429	pepper	KFKMashi1	fìnsʊ́nʊ́ / mùnsʊ́nʊ́	f i ¹ n s ʊ ⁵ n ʊ ⁵
4430	pepper	ABSMissong1	ʊ̀tútòː / bàtútòː	ʊ ¹ t u ¹ t oː ¹
4431	pepper	AGAMissong2	ʊ́tʊ́tʊ̀ / bàtʊ́tʊ́	ʊ ⁵ t ʊ ⁵ t ʊ ¹
4476	oil	NVBAbar7	ŋkʷǒː~àŋkʷó / ŋ̀kǒːmʷɪ̂	ŋ kʷ oː ¹⁵
4477	oil	ECLAbar8	ŋ̀kʷǒː / mʷɪ̀ŋ̀kʷó	ŋ ¹ kʷ oː ¹⁵
4478	oil	NMAAbar1	ŋ́kʊ̄ / mwɪ̀ŋkʊ̌	ŋ ⁵ k ʊ ³
4479	oil	NACAbar2	áŋkwóː / mə́ŋkwóː	a ⁵ ŋ k w oː ⁵
4480	oil	NEMAjumbu9	ḿ̩kʊ́ŋ / ḿ̩kʊ́ŋmə̄	m ⁵ k ʊ ⁵ ŋ
4481	oil	NVIAjumbu1	ḿkʊ́ŋ / ə́mkʊ́ŋ	m ⁵ k ʊ ⁵ ŋ
4482	oil	KMNAjumbu2	fókúŋ / ḿkúŋ	f o ⁵ k u ¹ ŋ
4483	oil	KDCAjumbu10	ḿ̩kʊ́ŋ / ḿ̩kʊ́ŋ	m ⁵ k ʊ ⁵ ŋ
4484	oil	NNBBuu3	mʲé / ø	m j e ⁵
4485	oil	MNJBuu4	míé / màmíētə̄	m i ⁵ e ⁵
4486	oil	KEMBuu1	myé / ø	m j e ⁵
4487	oil	KCYBuu2	myé / ə́myé	m j e ⁵
4488	oil	KHKFang12	kʷə́lə́m / kʷə́lə́m	kʷ ə ⁵ l ə ⁵ m
4489	oil	DPNFang13	kʷʊ́lə́m~fə̀ŋkʊ́kə̄ / kʷʊ́lə́m~kʷə́lə́m	kʷ ʊ ⁵ l ə ⁵ m
4490	oil	JGYKoshin3	mí / ø	m i ⁵
4491	oil	TELKoshin4	ø ~ mɪ́ / mɪ̂ː (dʊ̄ːlə́)	m ɪ ⁵
4492	oil	KCSKung3	m̀bvə́ / fə̀mbvə́	m ¹ b v ə ⁵
4493	oil	NJSKung4	ḿvə̂m / ḿbvə́	m ⁵ v ə ⁵¹ m
4494	oil	ZKGKung1	mbvə́ / ø	m b v ə ⁵
4495	oil	NMNMundabli3	míé / mīē mɪ́	m i ⁵ e ⁵
4496	oil	CENMundabli2	mʲə́ / ḿmʲə́	m j ə ⁵
4497	oil	LFNMundabli1	myé / myémō	m j e ⁵
4498	oil	NINMundabli4	myé / myémō	m j e ⁵
4499	oil	NGTMunken3	ŋ̀kʷɛ̀ / ŋkʷɛ̀sə́	ŋ ¹ kʷ ɛ ¹
4500	oil	NUNMunken4	ŋ̀kʷɛ̄ / ŋ̀kʷɛ̄	ŋ ¹ kʷ ɛ ³
4501	oil	NEAMunken1	ø / ŋ́kwɛ́	ŋ ⁵ k w ɛ ⁵
4502	oil	TNTMunken2	ŋ́kùè ~ ŋ́kwé / ø	ŋ ⁵ k u ¹ e ¹
4503	oil	MCANgun3	kə̀bò~ŋ̩́kʷú / ŋ̩́kʷú	k ə ¹ b o ¹
4504	oil	KBMNgun4	ŋ̩̀kʷʊ̌ː / ŋ̩̀kʷʊ̌ː	ŋ ¹ kʷ ʊː ¹⁵
4505	oil	WCANgun1	ŋ̀kǔː ~fíŋkú / ŋ̀kǔːmə̄ ~mùkǔ	ŋ ¹ k uː ¹⁵
4506	oil	AOMNgun2	ŋkú / ø	ŋ k u ¹
4507	oil	APBMumfu1	myé / myémə́	m j e ⁵
4508	oil	DNMMumfu2	myɛ́ / myɛ́	m j ɛ ⁵
4509	oil	BKBMashi2	mûmmɛ̂ ~ ḿmɛ̂	m u ⁵¹ m m ɛ ⁵¹
4510	oil	KFKMashi1	mʊ́mê ~ mêː /ø	m ʊ ⁵ m e ⁵¹
4511	oil	ABSMissong1	fìŋkǒː / àŋkǒː	f i ¹ ŋ k oː ¹⁵
4512	oil	AGAMissong2	àŋkó/àŋkǒmū	a ¹ ŋ k o ⁵
4515	palm tree	NVBAbar7	àbʷò~kə́bʷôː / ɪ́bʷôːbî	a ¹ bʷ o ¹
4516	palm tree	ECLAbar8	kə́bʷô~àbʷò / bíbʷô	k ə ⁵ bʷ o ⁵¹
4517	palm tree	NMAAbar1	kə́bwó / bíbwó	k ə ⁵ b w o ⁵
4518	palm tree	NACAbar2	kə́bwô / bíbwô	k ə ⁵ b w o ⁵¹
4519	palm tree	NEMAjumbu9	ⁿfɥū / àⁿfɥʊ̀	n f ɥ u ³
4520	palm tree	NVIAjumbu1	mfwʊ̈̀ / àmfwʊ̈̀	m f w ʊʱ ¹
4521	palm tree	KMNAjumbu2	m̀fwʊ̈̀~mfʊ̈̀ / àmfwʊ̈̀	m ¹ f w ʊʱ ¹
4522	palm tree	KDCAjumbu10	m̩̀fɥù / àmfɥù	m ¹ f ɥ u ¹
4523	palm tree	NNBBuu3	ʃʷóm  / kə́ʃʷômtə́	ʃʷ o ⁵ m
4524	palm tree	MNJBuu4	ʃʷōm  / kə́sɔ́mtə́	ʃʷ o ³ m
4525	palm tree	KEMBuu1	ʃwóm / kə́sómtə́~sɔ́m	ʃ w o ⁵ m
4526	palm tree	KCYBuu2	ʃwóm / kə́ʃwómtə́	ʃ w o ⁵ m
4527	palm tree	KHKFang12	sɔ́m/sɔ́ːm	s ɔ ⁵ m
4528	palm tree	DPNFang13	sɔ́m/sɔ́m	s ɔ ⁵ m
4529	palm tree	KDVFang1	sɔ̄m	s ɔ ³ m
4530	palm tree	KJSFang2	sɔ̄m	s ɔ ³ m
4531	palm tree	JGYKoshin3	ʃʷām / ʃʷántʲɪ̃̀	ʃʷ a ³ m
4532	palm tree	TELKoshin4	ʃʷám / ʃʷáːm	ʃʷ a ⁵ m
4533	palm tree	MRYKoshin2	ʃɑ̄m /  ʃɑ́m	ʃ ɑ ³ m
4534	palm tree	KCSKung3	ʊ́sɔ́m / sɔ́ː	ʊ ⁵ s ɔ ⁵ m
4535	palm tree	NJSKung4	ʊ́sɔ́m / ə́sɔ́m	ʊ ⁵ s ɔ ⁵ m
4536	palm tree	ZKGKung1	sɔ́m / úsɔ́m	s ɔ ⁵ m
4537	palm tree	BNMKung2	ʊ́sɔ́m / ə̀sɔ́m	ʊ ⁵ s ɔ ⁵ m
4538	palm tree	NMNMundabli3	ǹʃùː / ńʃû	n ¹ ʃ uː ¹
4539	palm tree	CENMundabli2	ǹʃʷù / sɒ́ɦm	n ¹ ʃʷ u ¹
4540	palm tree	LFNMundabli1	ǹʃū / ǹʃūyó	n ¹ ʃ u ³
4541	palm tree	NINMundabli4	ǹʃùː / ǹʃùːyə́	n ¹ ʃ uː ¹
4542	palm tree	NGTMunken3	mbɪ́nə́ / ábɛ́	m b ɪ ⁵ n ə ⁵
4543	palm tree	NUNMunken4	m̀mbénə̀ / bèmbénə́	m m b e ⁵ n ə ¹
4544	palm tree	NEAMunken1	mbɪ́ːnə́~ / bə̀mbɪ́ːnə́~	m b ɪː ⁵ n ə ⁵
4545	palm tree	TNTMunken2	mbɪ́ːnə́ / bə̀mbɪ́nə́ ~ àbɛ́ː	m b ɪː ⁵ n ə ⁵
4546	palm tree	MCANgun3	kə̀bɛ̀ː~àbɛ̀ː / bìbɛ̀ː~ɪ̀bɛ̀ː	k ə ¹ b ɛː ¹
4547	palm tree	KBMNgun4	kə́bɛ̂ː / ábɛ́~ɪ̀bɛ̌	k ə ⁵ b ɛː ⁵¹
4548	palm tree	WCANgun1	kə́bɛ̂ / bíbɛ̂	k ə ⁵ b ɛ ⁵¹
4549	palm tree	AOMNgun2	kə́bɛ̂/ bíbɛ̂	k ə ⁵ b ɛ ⁵¹
4550	palm tree	APBMumfu1	ǹʃùː / ǹʃù~ńʃûːyə̌	n ¹ ʃ uː ¹
4551	palm tree	DNMMumfu2	ǹʃə̀ʊ̀~ǹʃùː / ńʃə́ʊ̀bə́~nʃûː	n ¹ ʃ ə ¹ ʊ ¹
4552	palm tree	BKBMashi2	byāk / byák	b j a ³ k
4553	palm tree	KFKMashi1	byāk / byākyə́	b j a ³ k
4554	palm tree	ABSMissong1	m̀byɛ́ː / bàmbyɛ́ː	m ¹ b j ɛː ⁵
4555	palm tree	AGAMissong2	mbyé / bàmbyébʊ́	m b j e ⁵
4556	palm nut	NVBAbar7	ɪ̀bʷó / ɪ̀bʷóhɛ̀~ɪ̀bʷówɛ̀~ɪ́bʷó	ɪ ¹ bʷ o ⁵
4557	palm nut	ECLAbar8	ɪ̀bʷó / ɪ̄bʷó~ḿbʷó	ɪ ¹ bʷ o ⁵
4558	palm nut	NMAAbar1	ìbwǒ / íbwó	i ¹ b w o ¹⁵
4559	palm nut	NACAbar2	ɪ́bó / ambó~mə̀mbó	ɪ ⁵ b o ⁵
4560	palm nut	NEMAjumbu9	bì / bí	b i ¹
4561	palm nut	NVIAjumbu1	bí / kə́bílə́	b i ⁵
4562	palm nut	KMNAjumbu2	bǐ / kə̀bíːlə́	b i ¹⁵
4563	palm nut	KDCAjumbu10	bì / kə̀bílə́	b i ¹
4564	palm nut	NNBBuu3	kə́ʃʷóm / bə́ʃʷóm	k ə ⁵ ʃʷ o ⁵ m
4565	palm nut	MNJBuu4	kə́sóːmə́ / bə́ʃʷóm	k ə ⁵ s oː ⁵ m ə ⁵
4566	palm nut	KEMBuu1	tsâŋ~ / ø	ts a ⁵¹ ŋ
4567	palm nut	KCYBuu2	kə́sóːmə́ / bə́sóːmə́	k ə ⁵ s oː ⁵ m ə ⁵
4568	palm nut	KHKFang12	bə́lə̄ / bə̀bə́lə̄	b ə ⁵ l ə ³
4569	palm nut	DPNFang13	bə́lə̄ / bə́bə́lə̄	b ə ⁵ l ə ³
4570	palm nut	KDVFang1	bə́lə̄ / bə̀bə́lə̄	b ə ⁵ l ə ³
4571	palm nut	KJSFang2	bə́lə̄ / bə́bə́lə̄	b ə ⁵ l ə ³
4572	palm nut	JGYKoshin3	tsã̀ŋə̂bǐː / tsâŋbî	ts ã ¹ ŋ ə ⁵¹ b iː ¹⁵
4573	palm nut	TELKoshin4	tsàŋə́bîː / tsâŋbîː	ts a ¹ ŋ ə ⁵ b iː ⁵¹
4574	palm nut	MRYKoshin2	tsàŋábǐː~tsàŋáyìᵇbǐː /  tófʷȭ	ts a ¹ ŋ a ⁵ b iː ¹⁵
4575	palm nut	KCSKung3	kə̀ba᷇ːŋ / ùba᷇ːŋ	k ə ¹ b aː ⁵³ ŋ
4576	palm nut	NJSKung4	kə̀ba᷇ːŋ / ʊ̀ba᷇ːŋ	k ə ¹ b aː ⁵³ ŋ
4577	palm nut	ZKGKung1	bã᷇ːŋ~kə́bã᷇ːŋ / úbã᷇ːŋ	b ãː ⁵³ ŋ
4578	palm nut	BNMKung2	kə́ba᷇ːŋ / ʊ́ba᷇ːŋ	k ə ⁵ b aː ⁵³ ŋ
4579	palm nut	NMNMundabli3	yîʃʷɒ́m / yīʃʷɒ́m	j i ⁵¹ ʃʷ ɒ ⁵ m
4580	palm nut	CENMundabli2	sʷóm / ʃʷɒ́ɦm	sʷ o ⁵ m
4581	palm nut	LFNMundabli1	swóm ~ swōm / ʃwám ~swōm	s w o ⁵ m
4582	palm nut	NINMundabli4	ʃwɔ̄ɦ / ʃwɔɦmbó	ʃ w ɔ ³ ɦ
4583	palm nut	NGTMunken3	ɪ̀bɛ́ / kìbɛ́	ɪ ¹ b ɛ ⁵
4584	palm nut	NUNMunken4	ɪ̀bɛ̌ / ɪ́bɛ́	ɪ ¹ b ɛ ¹⁵
