ID	Concept	Doculect	Value	Tokens
3463	bitter leaf	JGYKoshin3	wə́ / tə́wə́	w ə.⁵/ə
3464	bitter leaf	TELKoshin4	wə̂lʊ̂ːlə́ ~ wə́ / tə́wə́tə̀lʊ̂lə́	w ə.⁵¹/ə l ʊː.⁵¹/ʊː l ə.⁵/ə
3465	bitter leaf	MRYKoshin2	wə̄ / ø	w ə.³/ə
3466	bitter leaf	KCSKung3	sə̀wéʲ / wéʲsə́ɣ	s ə.¹/ə w e.⁵/e j
3467	bitter leaf	NJSKung4	ɪ̀wéʲ / sə̀wéʲ	ɪ.¹/ɪ w e.⁵/e j
3468	bitter leaf	ZKGKung1	íwɛ́ɪ́ / sə̀wɛ́ɪ́	i.⁵/i w ɛ.⁵/ɛ ɪ.⁵/ɪ
3469	bitter leaf	BNMKung2	íwɛ́ɪ́ / sə̀wɛ́ɪ́	i.⁵/i w ɛ.⁵/ɛ ɪ.⁵/ɪ
3470	bitter leaf	NMNMundabli3	tsʷán~tsʷān / tsʷán~tsʷān	tsʷ a.⁵/a n
3471	bitter leaf	CENMundabli2	tsʷān~tsūān / tsʷán~tsúán	tsʷ a.³/a n
3472	bitter leaf	LFNMundabli1	tsʊ̄ān / tsʊ̄ānbó	ts ʊ.³/ʊ a.³/a n
3473	bitter leaf	NINMundabli4	tsūān / tsūānwó	ts u.³/u a.³/a n
3474	bitter leaf	NGTMunken3	ʊ̀tàn / kítánə̄	ʊ.¹/ʊ t a.¹/a n
3475	bitter leaf	NUNMunken4	ʊ̀tàn / ʊ́tân~kìtàn~kìtānā	ʊ.¹/ʊ t a.¹/a n
3476	bitter leaf	NEAMunken1	àtàn / ʊ̀tàn	a.¹/a t a.¹/a n
3477	bitter leaf	MCANgun3	ʊ̀tàn / bìtàn~átàn	ʊ.¹/ʊ t a.¹/a n
3478	bitter leaf	KBMNgun4	ʊ̀tàn / ɪ̀tàn~kə̀tànə́	ʊ.¹/ʊ t a.¹/a n
3479	bitter leaf	WCANgun1	ʊ̀tàn / kə̀ʊ̀tàːnœ̀	ʊ.¹/ʊ t a.¹/a n
3480	bitter leaf	AOMNgun2	ʊ̄tán / bìʊ̀tàn ~bìtàn	ʊ.³/ʊ t a.⁵/a n
3481	bitter leaf	APBMumfu1	ƙɥūān / ƙɥūānwə̄	q ɥ u.³/u a.³/a n
3482	bitter leaf	DNMMumfu2	kɥán / ø	k ɥ a.⁵/a n
3483	bitter leaf	BKBMashi2	wʊ́tʃʊ́ / ø	w ʊ.⁵/ʊ tʃ ʊ.⁵/ʊ
3484	bitter leaf	KFKMashi1	ʊ́tʃʊ́ / ø	ʊ.⁵/ʊ tʃ ʊ.⁵/ʊ
3485	bitter leaf	ABSMissong1	ʊ̀tòːn / ìtòːn	ʊ.¹/ʊ t oː.¹/oː n
3486	bitter leaf	AGAMissong2	ótôn / ótónwú	o.⁵/o t o.⁵¹/o n
3652	grass	NVBAbar7	kə̀nám~ànám/bìnám~ìnám	k ə.¹/ə n a.⁵/a m
3653	grass	ECLAbar8	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3654	grass	NMAAbar1	bínám	b i.⁵/i n a.⁵/a m
3655	grass	NACAbar2	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3656	grass	NEMAjumbu9	kə́ɲʲâː / bə́ɲʲâː	k ə.⁵/ə ɲʲ aː.⁵¹/aː
3657	grass	NVIAjumbu1	kə́ɲyâ / bə́ɲyâ	k ə.⁵/ə ɲ j a.⁵¹/a
3658	grass	KMNAjumbu2	kə́ɲyâ / bə́ɲyâ	k ə.⁵/ə ɲ j a.⁵¹/a
3659	grass	KDCAjumbu10	kə̀ɲʲà / bə̀ɲʲà	k ə.¹/ə ɲʲ a.¹/a
3660	grass	NNBBuu3	kə́nám~kə́na᷇ːm / bə́na᷇ːmə́	k ə.⁵/ə n a.⁵/a m
3661	grass	MNJBuu4	kə́náːm / bə́náːm	k ə.⁵/ə n aː.⁵/aː m
3662	grass	KEMBuu1	kə́na᷇ː / bə́na᷇ːm ~ ʃâːn/ø	k ə.⁵/ə n aː.⁵³/aː
3663	grass	KCYBuu2	ə́ʃáːn / ʃa᷇ːm	ə.⁵/ə ʃ aː.⁵/aː n
3664	grass	KHKFang12	nɛ̀m / bə̀nɛ̀m	n ɛ.³/ɛ m
3665	grass	DPNFang13	nɛ̀m / bə̀nɛ̀m	n ɛ.³/ɛ m
3666	grass	KDVFang1	nɛ̀m / bə́nɛ̂m	n ɛ.³/ɛ m
3667	grass	KJSFang2	nɛ̂m/ bə́nɛ̂m	n ɛ.⁵¹/ɛ m
3668	grass	JGYKoshin3	ḿfʷã̂ː / tə́mfʷã̂ː	m.⁵/m fʷ ãː.⁵¹/ãː
3669	grass	TELKoshin4	ŋ́fṹã̀ / tə́ŋfṹã́	ŋ.⁵/ŋ f ũ.⁵/ũ ã.¹/ã
3670	grass	MRYKoshin2	mfũ̀ə̃̀ / ø	m f ũ.¹/ũ ə̃.¹/ə̃
3671	grass	KCSKung3	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ	k ə.¹/ə ɣ ɛ.⁵¹/ɛ j
3672	grass	NJSKung4	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ	k ə.¹/ə ɣ ɛ.⁵¹/ɛ j
3673	grass	BNMKung2	kə̀ɣɛ́ɪ́ / ʊ̀ɣɛ́ɪ́	k ə.¹/ə ɣ ɛ.⁵/ɛ ɪ.⁵/ɪ
3674	grass	NMNMundabli3	nʷòm / ɲʷôm~ńnʷôm	nʷ o.³/o m
3675	grass	CENMundabli2	yùə́n / ʃâːn	j u.¹/u ə.⁵/ə n
3676	grass	LFNMundabli1	ŋʊ́àm / ŋʊ̄āmbó	ŋ ʊ.⁵/ʊ a.³/a m
3677	grass	NINMundabli4	ʃân ~ʃâɲ ~nwòm / ʃāːnə́ ~nwòm	ʃ a.⁵¹/a n
3678	grass	NGTMunken3	bìnám / bínámə́	b i.¹/i n a.⁵/a m
3679	grass	NUNMunken4	ánám / bínám	a.⁵/a n a.⁵/a m
3680	grass	NEAMunken1	ánám / bínám	a.⁵/a n a.⁵/a m
3681	grass	TNTMunken2	ánám / bínám	a.⁵/a n a.⁵/a m
3682	grass	MCANgun3	kə̀nám~ànám / bìnám~ɪ̀nám	k ə.¹/ə n a.⁵/a m
3683	grass	KBMNgun4	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3684	grass	WCANgun1	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3685	grass	AOMNgun2	kə̀náːm / bìnáːm	k ə.¹/ə n aː.⁵/aː m
3686	grass	APBMumfu1	ʃɛ̂ʔn / ʃɛ̌ʔn	ʃ ɛ.⁵¹/ɛ ʔ n
3687	grass	DNMMumfu2	nâːm~nâm / nâːmbə̌~nâm	n aː.⁵¹/aː m
3688	grass	BKBMashi2	fwèn / fwén	f w e.¹/e n
3689	grass	KFKMashi1	fwên / ø	f w e.⁵¹/e n
3690	grass	ABSMissong1	kínɪ᷇ːm / bínɪ᷇ːm	k i.⁵/i n ɪː.⁵³/ɪː m
3691	grass	AGAMissong2	bínɪ᷇ːm / bínɪ᷇ːmbí	b i.⁵/i n ɪː.⁵³/ɪː m
3704	leaf	NVBAbar7	ɪ̀dʒán / àndʒánmʷɪ̂	ɪ.¹/ɪ dʒ a.⁵/a n
3705	leaf	ECLAbar8	ɪ̄dʒán / mʷɪ̀ⁿdʒán	ɪ.³/ɪ dʒ a.⁵/a n
3706	leaf	NMAAbar1	ídʒán / mwɪ̀ndʒán	i.⁵/i dʒ a.⁵/a n
3707	leaf	NACAbar2	ɪ̀dʒán / mə̀ndʒán	ɪ.¹/ɪ dʒ a.⁵/a n
3708	leaf	NEMAjumbu9	zán / ázáɲ	z a.⁵/a n
3709	leaf	NVIAjumbu1	záɲ / àzáɲ	z a.⁵/a ɲ
3710	leaf	KMNAjumbu2	záɲ / kə̀záɲlə́~àzáɲ	z a.⁵/a ɲ
3711	leaf	KDCAjumbu10	záːnə́~záɲ / ázáɲ	z aː.⁵/aː n ə.⁵/ə
3712	leaf	NNBBuu3	yɛ́n / kə̀yɛ́ntə́	j ɛ.⁵/ɛ n
3713	leaf	MNJBuu4	yʲɛ́n / kə̀yʲɛ́ntə́	j j ɛ.⁵/ɛ n
3714	leaf	KEMBuu1	yɛ́n / kə̀yɛ̀ntə́	j ɛ.⁵/ɛ n
3715	leaf	KCYBuu2	yɛ́n / ə́yɛ́n	j ɛ.⁵/ɛ n
3716	leaf	KHKFang12	wə̂n / jɛ́n~jə́n	w ə.⁵¹/ə n
3717	leaf	DPNFang13	wə᷇ːn / jə́n	w əː.⁵³/əː n
3718	leaf	KDVFang1	wə᷇n / yə᷇n	w ə.⁵³/ə n
3719	leaf	KJSFang2	wə᷇n / yə́n (3/4)	w ə.⁵³/ə n
3720	leaf	JGYKoshin3	ɥéɲ / dʒéɲ	ɥ e.⁵/e ɲ
3721	leaf	TELKoshin4	ɥɪ́ɲ / dʒɪ́ɲ	ɥ ɪ.⁵/ɪ ɲ
3722	leaf	MRYKoshin2	wɪ́ɲ /  dʒɨ́n	w ɪ.⁵/ɪ ɲ
3723	leaf	KCSKung3	ìfû / sə̀fû	i.¹/i f u.⁵¹/u
3724	leaf	NJSKung4	ɪ́fʊ᷇ / sə̀fʊ᷇	ɪ.⁵/ɪ f ʊ.⁵³/ʊ
3725	leaf	ZKGKung1	wǔːtɔ᷇ːŋ~ʊ́tɔ᷇ːŋ /  sə́tɔ᷇ːŋ	w uː.¹⁵/uː t ɔː.⁵³/ɔː ŋ
3726	leaf	BNMKung2	tɔ́ŋkʊ̄ŋ / sə̀tɔ́ŋkʊ̄ŋ	t ɔ.⁵/ɔ ŋ k ʊ.³/ʊ ŋ
3727	leaf	NMNMundabli3	yán / yán	j a.⁵/a n
3728	leaf	CENMundabli2	yán / yáːn	j a.⁵/a n
3729	leaf	LFNMundabli1	fɛ̄ː / fɛ̄ːbó	f ɛː.³/ɛː
3730	leaf	NINMundabli4	fɛ̂ / fɛ̂ːbó	f ɛ.⁵¹/ɛ
3731	leaf	NGTMunken3	ɪ́dʒə́n / ádʒə́n	ɪ.⁵/ɪ dʒ ə.⁵/ə n
3732	leaf	NUNMunken4	ɪ́dʒɛ́n / ádʒɛ́n	ɪ.⁵/ɪ dʒ ɛ.⁵/ɛ n
3733	leaf	NEAMunken1	ɪ́dʒə́n / ádʒə́n	ɪ.⁵/ɪ dʒ ə.⁵/ə n
3734	leaf	TNTMunken2	ìdʒə́n / àdʒə́n	i.¹/i dʒ ə.⁵/ə n
3735	leaf	MCANgun3	ɪ̀dʒɛ́n / àdʒɛ́n	ɪ.¹/ɪ dʒ ɛ.⁵/ɛ n
3736	leaf	KBMNgun4	ɪ̀dʒɛ́n~ɪ́ dʒɛ́n / àdʒɛ́n	ɪ.¹/ɪ dʒ ɛ.⁵/ɛ n
3737	leaf	WCANgun1	ɪ̀dʒɛ́n / àdʒɛ́n	ɪ.¹/ɪ dʒ ɛ.⁵/ɛ n
3738	leaf	AOMNgun2	ɪ̀dʒán / àdʒán	ɪ.¹/ɪ dʒ a.⁵/a n
3739	leaf	APBMumfu1	ʃɛ̄kòʔ / ʃɛ̄kòʔkə̌	ʃ ɛ.³/ɛ k o.¹/o ʔ
3740	leaf	BKBMashi2	ɲɪ̌ː / ɲɪ́ː	ɲ ɪː.¹⁵/ɪː
3741	leaf	KFKMashi1	ɲǐː / ɲí	ɲ iː.¹⁵/iː
3742	leaf	ABSMissong1	ɪ́dʒán / ádʒán	ɪ.⁵/ɪ dʒ a.⁵/a n
3743	leaf	AGAMissong2	ɪ́dʒán / ádʒánmū	ɪ.⁵/ɪ dʒ a.⁵/a n
3749	root	NVBAbar7	ʊ̀gbɔ́ŋ / ɪ̀gbɔ́ŋókî	ʊ.¹/ʊ gb ɔ.⁵/ɔ ŋ
3750	root	ECLAbar8	ɪ́gbɔ́ŋ~ʊ̀gbɔ́ŋ~ʊ̀gbɔ́ŋɔ́ / kɪ̄gbɔ́ŋ~ɪ̀gbɔ́ŋ	ɪ.⁵/ɪ gb ɔ.⁵/ɔ ŋ
3751	root	NMAAbar1	ǹdà / bwɪ̀ndà	n.¹/n d a.¹/a
3752	root	NACAbar2	ndàː / bə̀ndàː	n d aː.¹/aː
3753	root	NEMAjumbu9	gɔ̂ŋ / ágɔ̂ŋ	g ɔ.⁵¹/ɔ ŋ
3754	root	NVIAjumbu1	ágɔ̂ŋ / kə́gɔ̂ŋ~ gɔ̂ŋ/ ágɔ̂ŋ	a.⁵/a g ɔ.⁵¹/ɔ ŋ
3755	root	KMNAjumbu2	gɔ̂ŋ / kə́gɔ̂ŋ~ágɔ̂ŋ	g ɔ.⁵¹/ɔ ŋ
3756	root	KDCAjumbu10	gɔ̂ŋ~gɔ̀ŋ / ágɔ̂ŋ~àgɔ̀ŋ	g ɔ.⁵¹/ɔ ŋ
3757	root	NNBBuu3	zɛ́n~zɛ̃́ŋ / kə́zɛ̂ŋtə́~kɛdzɛ̂ŋtə́	z ɛ.⁵/ɛ n
3758	root	MNJBuu4	dzɛ́ŋ / kə́dzɛ́ŋtə́nə́	d z ɛ.⁵/ɛ ŋ
3759	root	KEMBuu1	ndàːkə̀ / bə̀ndàːkə̀	n d aː.¹/aː k ə.¹/ə
3760	root	KCYBuu2	ndàːkə̀ / bə̀ndàːkə̀	n d aː.¹/aː k ə.¹/ə
3761	root	KHKFang12	ⁿgém / ⁿgéⁿkpə́	n g e.⁵/e m
3762	root	DPNFang13	ⁿgɪ̀ⁿkpə́ / ⁿgɪ̀ⁿkpə́	n g ɪ.¹/ɪ n kp ə.⁵/ə
3763	root	KDVFang1	ŋgə̀fə́ / ŋgyə̀mkpə́	ŋ g ə.¹/ə f ə.⁵/ə
3764	root	JGYKoshin3	gbə̂ŋ / zə̂ŋ	gb ə.⁵¹/ə ŋ
3765	root	TELKoshin4	zə̀ŋ / zə̂ŋ	z ə.¹/ə ŋ
3766	root	MRYKoshin2	gbə̂ŋ /  zə̂ŋ	gb ə.⁵¹/ə ŋ
3767	root	KCSKung3	ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ	ɪ.⁵/ɪ ɣ aː.⁵³/aː ŋ
3768	root	NJSKung4	ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ	ɪ.⁵/ɪ ɣ aː.⁵³/aː ŋ
3769	root	ZKGKung1	ɪ́ɣa᷇ːŋ / sə́ɣa᷇ːŋ	ɪ.⁵/ɪ ɣ aː.⁵³/aː ŋ
3770	root	BNMKung2	ìɣa᷇ːŋ / sə̀ɣa᷇ːŋ	i.¹/i ɣ aː.⁵³/aː ŋ
3771	root	NMNMundabli3	dzə̂ŋ / dzə̂ŋ	d z ə.⁵¹/ə ŋ
3772	root	CENMundabli2	gbə̂ŋ / dzə̂ŋ	gb ə.⁵¹/ə ŋ
3773	root	LFNMundabli1	m̄gbʊ̄ / m̄gbʊ̄mó	m.³/m gb ʊ.³/ʊ
3774	root	NINMundabli4	mgbʊ̄ / mgbʊ̄mɛ́n	m gb ʊ.³/ʊ
3775	root	NGTMunken3	ógbɔ́ŋ / ágbɔ́ŋ	o.⁵/o gb ɔ.⁵/ɔ ŋ
3776	root	NUNMunken4	ʊ̀gbɔ́ŋ / kìgbɔ́ŋ	ʊ.¹/ʊ gb ɔ.⁵/ɔ ŋ
3777	root	NEAMunken1	ndàːlə̀ / bə̀ndàːlə̀	n d aː.¹/aː l ə.¹/ə
3778	root	TNTMunken2	ndàːlə́ / bɪ̀ndàːlə́~bə̀ndàːlə́	n d aː.¹/aː l ə.⁵/ə
3779	root	MCANgun3	ʊ̀gbʊ́ŋ / āgbʊ́ŋ	ʊ.¹/ʊ gb ʊ.⁵/ʊ ŋ
3780	root	KBMNgun4	ɪ̀gbʊ́ŋ~ʊ̀gbʊ́ŋ / àgbʊ́ŋ~kə̀gbʊ́ŋ	ɪ.¹/ɪ gb ʊ.⁵/ʊ ŋ
3781	root	WCANgun1	ndǎː / bə̀ndǎː	n d aː.¹⁵/aː
3782	root	AOMNgun2	ndàː / bɛ̀ndàː	n d aː.¹/aː
3783	root	APBMumfu1	m̄gbʊ᷇ / m̄gbʊ̂yə̌	m.³/m gb ʊ.⁵³/ʊ
3784	root	DNMMumfu2	mgbʊ̀ / mgbʊ̂mɛ̌n	m gb ʊ.¹/ʊ
3785	root	BKBMashi2	mgbáŋ / mgbáŋ	m gb a.⁵/a ŋ
3786	root	KFKMashi1	mgbáŋ / ŋgáŋ	m gb a.⁵/a ŋ
3787	root	ABSMissong1	ńdʒúŋ / bàndʒúŋ	n.⁵/n dʒ u.¹/u ŋ
3788	root	AGAMissong2	ndʒʊ́ŋ / bàndʒʊ́ŋbʊ́	n dʒ ʊ.⁵/ʊ ŋ
3842	camwood	NVBAbar7	kə́bʷôː / ɪ́bʷôːbî	k ə.⁵/ə bʷ oː.⁵¹/oː
3843	camwood	ECLAbar8	kə́bʷo᷇ː / bībʷo᷇ː	k ə.⁵/ə bʷ oː.⁵³/oː
3844	camwood	NACAbar2	kə́bo᷇ː / bìbo᷇ː	k ə.⁵/ə b oː.⁵³/oː
3845	camwood	NEMAjumbu9	kə̀kʊ́~kə́kʷʊ́ / bə́kʷʊ́~bə́kʊ́	k ə.¹/ə k ʊ.⁵/ʊ
3846	camwood	NVIAjumbu1	kə́kwú / bə́kwú	k ə.⁵/ə k w u.¹/u
3847	camwood	KMNAjumbu2	kə́kwúː / bə́kwúː	k ə.⁵/ə k w uː.⁵/uː
3848	camwood	KDCAjumbu10	kə́kʷú / bə́kʷú	k ə.⁵/ə kʷ u.¹/u
3849	camwood	NNBBuu3	kə́kʷûː~kʊ̄ː~kə́ku᷇ː / bə́kʷûː ~ kʊ̄ː~kə́ku᷇ː	k ə.⁵/ə kʷ uː.⁵¹/uː
3850	camwood	MNJBuu4	kə́kʊ́ː / bə́kʊ́ː	k ə.⁵/ə k ʊː.⁵/ʊː
3851	camwood	KEMBuu1	kə́kʊ́ː / bə́kʊ́ː	k ə.⁵/ə k ʊː.⁵/ʊː
3852	camwood	KCYBuu2	kə́kʊ́ː / bə́kʊ́ː	k ə.⁵/ə k ʊː.⁵/ʊː
3853	camwood	KHKFang12	kʊ̂ː / tə̀kʊ̂ː	k ʊː.⁵¹/ʊː
3854	camwood	DPNFang13	kʊ̂ / tə̀kʊ̂~bə́ku᷇ː	k ʊ.¹⁵/ʊ
3855	camwood	JGYKoshin3	kə́kú~kə́kʊ́ / bə́kú	k ə.⁵/ə k u.¹/u
3856	camwood	TELKoshin4	kə́kú / bə́kú	k ə.⁵/ə k u.¹/u
3857	camwood	KCSKung3	kə̀bɘ̂ɣ / ʊ̀bɘ̂	k ə.¹/ə b ɘ.⁵¹/ɘ ɣ
3858	camwood	NJSKung4	kə́bɨ̂ɣ / ʊ́bɨ̂ɣ	k ə.⁵/ə b ɨ.⁵¹/ɨ ɣ
3859	camwood	NMNMundabli3	kɒ̄ɦ / kɒ̄ɦ	k ɒ.³/ɒ ɦ
3860	camwood	CENMundabli2	kœ̄ɦ / ø	k œ.³/œ ɦ
3861	camwood	LFNMundabli1	kɒ̄ / kɒːkó	k ɒ.³/ɒ
3862	camwood	NINMundabli4	kœ̄ɦ / kœ̄ɦkó	k œ.³/œ ɦ
3863	camwood	NGTMunken3	ábô / bìbô	a.⁵/a b o.⁵¹/o
3864	camwood	NUNMunken4	ábo᷇ː / bíbo᷇ː	a.⁵/a b oː.⁵³/oː
3865	camwood	NEAMunken1	ábɔ᷇ː / bíbɔ᷇ː	a.⁵/a b ɔː.⁵³/ɔː
3866	camwood	TNTMunken2	ábɔ᷇ː / bíbɔ᷇ː	a.⁵/a b ɔː.⁵³/ɔː
3867	camwood	MCANgun3	kə́bô~ábɔ᷇ː / bíbo᷇ː~ɪ́bɔ᷇ː	k ə.⁵/ə b o.⁵¹/o
3868	camwood	KBMNgun4	kə́bo᷇ː / bíbo᷇ː	k ə.⁵/ə b oː.⁵³/oː
3869	camwood	WCANgun1	kə́bɔ᷇ː / bíbɔ᷇ː	k ə.⁵/ə b ɔː.⁵³/ɔː
3870	camwood	AOMNgun2	kə̀bʷo᷇ / bíbʷo᷇	k ə.¹/ə bʷ o.⁵/o
3871	camwood	APBMumfu1	kóʔ / kōʔkə́	k o.⁵/o ʔ
3872	camwood	DNMMumfu2	kʊ́ʔʊ́ / ø	k ʊ.⁵/ʊ ʔ ʊ.⁵/ʊ
3873	camwood	BKBMashi2	ákwó / bíkwó	a.⁵/a k w o.⁵/o
3874	camwood	KFKMashi1	ákwó ~ ákó / bíkwó	a.⁵/a k w o.⁵/o
3875	camwood	AGAMissong2	kɪ́báːlə̄ / kɪ́báːlə́kɪ́	k ɪ.⁵/ɪ b aː.⁵/aː l ə.³/ə
3928	forest	NVBAbar7	kə̀kôbó / ɪ̀kóbóbî	k ə.¹/ə k o.⁵¹/o b o.⁵/o
3929	forest	ECLAbar8	kə̀kʷóbó / bìkʷóbó	k ə.¹/ə kʷ o.⁵/o b o.⁵/o
3930	forest	NMAAbar1	kékóbó / bìkóbó	k e.⁵/e k o.⁵/o b o.⁵/o
3931	forest	NACAbar2	kə̀kwóbó / bìkwóbó	k ə.¹/ə k w o.⁵/o b o.⁵/o
3932	forest	NEMAjumbu9	kə̀kɥô / bə̀kɥô	k ə.¹/ə k ɥ o.⁵¹/o
3933	forest	NVIAjumbu1	kə́kɥô~kə́kɥœ̂ / bə́kɥô~bə́kɥœ̂	k ə.⁵/ə k ɥ o.⁵¹/o
3934	forest	KMNAjumbu2	kə́kɥô / bə́kɥô	k ə.⁵/ə k ɥ o.⁵¹/o
3935	forest	KDCAjumbu10	kə́kɥø̂ / bə́kɥø̂	k ə.⁵/ə k ɥ ø.⁵¹/ø
3936	forest	NNBBuu3	kə̀kó / mə̀ŋkó	k ə.¹/ə k o.⁵/o
3937	forest	MNJBuu4	kə̀kó / bə̀kó	k ə.¹/ə k o.⁵/o
3938	forest	KEMBuu1	kə́kóː / bə̀kókpó	k ə.⁵/ə k oː.⁵/oː
3939	forest	KCYBuu2	kə́kó / bə̀kó	k ə.⁵/ə k o.⁵/o
3940	forest	KHKFang12	tòŋ / bə̀ntòŋ	t o.¹/o ŋ
3941	forest	DPNFang13	ntʊ̀ŋ / bə̀ntʊ́ŋ	n t ʊ.¹/ʊ ŋ
3942	forest	KDVFang1	ntʊ̄ŋ / bə̀ntʊ́ŋ	n t ʊ.³/ʊ ŋ
3943	forest	KJSFang2	ntʊ̀ŋ / bə̀ntʊ̀ŋ~bə̀ntʊ́ŋ	n t ʊ.¹/ʊ ŋ
3944	forest	JGYKoshin3	kə̀kʷɛ́ / bə̀kʷɛ́	k ə.¹/ə kʷ ɛ.⁵/ɛ
3945	forest	TELKoshin4	kə̀kʷɛ́ / bə̀kʷá	k ə.¹/ə kʷ ɛ.⁵/ɛ
3946	forest	MRYKoshin2	kə̀kwɛ́ /  bə̀ntɔ̂ŋ	k ə.¹/ə k w ɛ.⁵/ɛ
3947	forest	KCSKung3	kə́kóː / m̀ko᷇ː	k ə.⁵/ə k oː.⁵/oː
3948	forest	NJSKung4	kə̀ko᷇ / m̀ko᷇	k ə.¹/ə k o.⁵/o
3949	forest	ZKGKung1	kə́kʊ᷇ː / ḿkʊ᷇ː	k ə.⁵/ə k ʊː.¹/ʊː
3950	forest	BNMKung2	kə́ko᷇ː / ʊ́ko᷇ː	k ə.⁵/ə k oː.⁵³/oː
3951	forest	NMNMundabli3	kœ́ / kœ́	k œ.⁵/œ
3952	forest	CENMundabli2	kɒ̄ɦ / kɑ́ɦ	k ɒ.³/ɒ ɦ
3953	forest	LFNMundabli1	kɒ́ / kɒ́bō	k ɒ.⁵/ɒ
3954	forest	NINMundabli4	kœ̄ɦ / kœ̄ɦbó	k œ.³/œ ɦ
3955	forest	NGTMunken3	ákʷóbə́ / bíkʷóbə́	a.⁵/a kʷ o.⁵/o b ə.⁵/ə
3956	forest	NUNMunken4	bìdòŋ~bìdʊ̀ŋ~ndòŋ ~ àkwóbə́ / bídóŋə̄~bídʊ́ŋə̄~bìkʷóbə́	b i.¹/i d o.¹/o ŋ
3957	forest	NEAMunken1	ákwóbə́ / bíkwóbə́	a.⁵/a k w o.⁵/o b ə.⁵/ə
3958	forest	TNTMunken2	àkwóbə́ / bìkwóbə́	a.¹/a k w o.⁵/o b ə.⁵/ə
3959	forest	MCANgun3	kə̀kʷɔ́bə́~àkʷɔ́bə́/bìkʷɔ́bə́~ɪ̀kʷɔ́bə́	k ə.¹/ə kʷ ɔ.⁵/ɔ b ə.⁵/ə
3960	forest	KBMNgun4	kə̀kʷɔ́bə́~àkʷɔ́bə́/bìkʷɔ́bə́~ɪ̀kʷɔ́bə́	k ə.¹/ə kʷ ɔ.⁵/ɔ b ə.⁵/ə
3961	forest	WCANgun1	kə̀kwɔ́bə̀ / bə́kwɔ́bə́	k ə.¹/ə k w ɔ.⁵/ɔ b ə.¹/ə
3962	forest	AOMNgun2	kə̀kwɔ́bó ~ kə̀kwɔ́bə̀ / bìkwɔ́bó ~ bìkwɔ́bə́	k ə.¹/ə k w ɔ.⁵/ɔ b o.⁵/o
3963	forest	APBMumfu1	kɔ́ʔ / kɔ́ʔɔ́~kɔ́ʔɔ́bə́	k ɔ.⁵/ɔ ʔ
3964	forest	DNMMumfu2	kɔ́ʔɔ́ / kɔ́ʔɔ́bə́~kɔ́ʔɔ́	k ɔ.⁵/ɔ ʔ ɔ.⁵/ɔ
3965	forest	BKBMashi2	àdzə́rə́ / bídzə́rə́	a.¹/a d z ə.⁵/ə r ə.⁵/ə
3966	forest	KFKMashi1	ákə́bə́ / bíkə́bə́	a.⁵/a k ə.⁵/ə b ə.⁵/ə
3967	forest	ABSMissong1	kíkó / bíkó	k i.⁵/i k o.⁵/o
3968	forest	AGAMissong2	kíkó / bìkóbī	k i.⁵/i k o.⁵/o
4091	pineapple	NVBAbar7	kə̀ʃáhá~àʃáhá / ɪ̀ʃáhábî	k ə.¹/ə ʃ a.⁵/a h a.⁵/a
4092	pineapple	ECLAbar8	kə̀ʃáhá / bìʃáhá	k ə.¹/ə ʃ a.⁵/a h a.⁵/a
4093	pineapple	NMAAbar1	kéʃáhá / bíʃáhá	k e.⁵/e ʃ a.⁵/a h a.⁵/a
4094	pineapple	NACAbar2	kə̀ʃáhá / bìʃáhá	k ə.¹/ə ʃ a.⁵/a h a.⁵/a
4095	pineapple	NEMAjumbu9	kə̀nánâs / bə̀nánâs	k ə.¹/ə n a.⁵/a n a.⁵¹/a s
4096	pineapple	NVIAjumbu1	kə̀nánâ / bə̀nánâ	k ə.¹/ə n a.⁵/a n a.⁵¹/a
4097	pineapple	KMNAjumbu2	kə̀nànâ / bə̀nánâ	k ə.¹/ə n a.¹/a n a.⁵¹/a
4098	pineapple	KDCAjumbu10	kə̀nánâs / bə̀nánâs	k ə.¹/ə n a.⁵/a n a.⁵¹/a s
4099	pineapple	NNBBuu3	kə̀ʃáːsə́ / bə̀ʃáːsə́	k ə.¹/ə ʃ aː.⁵/aː s ə.⁵/ə
4100	pineapple	MNJBuu4	kə̀ʃáːsə́ / bə̀ʃáːsə́	k ə.¹/ə ʃ aː.⁵/aː s ə.⁵/ə
4101	pineapple	KEMBuu1	kə̀ʃásə́ / bə̀ʃásə́	k ə.¹/ə ʃ a.⁵/a s ə.⁵/ə
4102	pineapple	KCYBuu2	nánâs / bə̀nánâs	n a.⁵/a n a.⁵¹/a s
4103	pineapple	KHKFang12	fə̀náːnâ/ mə̀nnáːnâ~fə̀ⁿbə́lə̂mfə̀túə̄fə́	f ə.¹/ə n aː.⁵/aː n a.⁵¹/a
