ID	Concept	Doculect	Value	Tokens
2760	horn (head)	TNTMunken2	ɪ̀kpàsə̀ / àkpàsə̀	ɪ.¹/ɪ kp a.¹/a s ə.¹/ə
2761	horn (head)	MCANgun3	ɪ̀kpáhá / kə̀kpáhā	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a
2762	horn (head)	KBMNgun4	ɪ̀kpáhá / àkpàhà~kə̀kpàhà	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a
2763	horn (head)	WCANgun1	ɪ̀kpáhá / kə̀kpàhà	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a
2764	horn (head)	AOMNgun2	ɪ̀kpàhà / kə̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a
2765	horn (head)	APBMumfu1	tɔ᷇ː / tɔ̄ːbə́	t ɔː.⁵³/ɔː
2766	horn (head)	DNMMumfu2	tɔ̄~tɔ́hɔ̄ / tɔ̄bɛ́~tɔ̄hɔ̄	t ɔ.³/ɔ
2767	horn (head)	BKBMashi2	tú / tʊ́ŋ	t u.¹/u
2768	horn (head)	KFKMashi1	tʷú / tʊ́ŋ	tʷ u.¹/u
2769	horn (head)	ABSMissong1	ìkpàhà / àkpàhà	i.¹/i kp a.¹/a h a.¹/a
2770	horn (head)	AGAMissong2	ɪ̀kpàhà / ákpáháwú	ɪ.¹/ɪ kp a.¹/a h a.¹/a
2810	gizzard (fowl)	NVBAbar7	kə́kʷá~ákʷá / ɪ́kʷábî	k ə.⁵/ə kʷ a.⁵/a
2811	gizzard (fowl)	ECLAbar8	kə̀ʃáhá / bíʃáhá	k ə.¹/ə ʃ a.⁵/a h a.⁵/a
2812	gizzard (fowl)	NMAAbar1	kékʊ̌ːn / bìkʊ̌ːn	k e.⁵/e k ʊː.¹⁵/ʊː n
2813	gizzard (fowl)	NACAbar2	kə̀ʃáhá / biʃáhá	k ə.¹/ə ʃ a.⁵/a h a.⁵/a
2814	gizzard (fowl)	NEMAjumbu9	kə̀tám / bə̀tám	k ə.¹/ə t a.⁵/a m
2815	gizzard (fowl)	KDCAjumbu10	kə́tám / bə́tám	k ə.⁵/ə t a.⁵/a m
2816	gizzard (fowl)	ENBBiya1	kə̀ntɔ̀m / bìntɔ̀m	k ə.¹/ə n t ɔ.³/ɔ m
2817	gizzard (fowl)	ICNBiya2	kə̄kʷān / bìkʷān ~ kə̄kʷã̄ / bìkʷã̄	k ə.³/ə kʷ a.³/a n
2818	gizzard (fowl)	NNBBuu3	kə̀tʊ̀m / bə̀tʊ̀m	k ə.¹/ə t ʊ.³/ʊ m
2819	gizzard (fowl)	MNJBuu4	kə̀tòːm / bə̀tòːm	k ə.¹/ə t oː.¹/oː m
2820	gizzard (fowl)	KEMBuu1	kə̀tʊ̀m / kə́tʊ̂mtə́	k ə.¹/ə t ʊ.³/ʊ m
2821	gizzard (fowl)	KCYBuu2	kə̀tʊ̀m / bə̀tʊ̀m	k ə.¹/ə t ʊ.³/ʊ m
2822	gizzard (fowl)	KHKFang12	ʃâːlə́ / ʃáːlə́	ʃ aː.⁵¹/aː l ə.⁵/ə
2823	gizzard (fowl)	DPNFang13	ʃàlə́ / ʃálə́	ʃ a.¹/a l ə.⁵/ə
2824	gizzard (fowl)	KDVFang1	ʃāːlə́ / ʃálə́	ʃ aː.³/aː l ə.⁵/ə
2825	gizzard (fowl)	JGYKoshin3	ʃʲálə́ / ʃʲálə́	ʃʲ a.⁵/a l ə.⁵/ə
2826	gizzard (fowl)	TELKoshin4	ʃʲáːlə́ / tə́ʃʲáːlə́	ʃʲ aː.⁵/aː l ə.⁵/ə
2827	gizzard (fowl)	MRYKoshin2	ʃyá:lə́ /  ʃə̂ŋyi᷇sə́ŋə́	ʃ j aː.⁵/aː l ə.⁵/ə
2828	gizzard (fowl)	KCSKung3	sèʲ~sʲɪ̌ / sə̀sèʲ~sɪ̀sə́	s e.¹/e j
2829	gizzard (fowl)	NJSKung4	séʲ / sə́séʲ	s e.⁵/e j
2830	gizzard (fowl)	NMNMundabli3	sěː / sé	s eː.¹⁵/eː
2831	gizzard (fowl)	CENMundabli2	sěː / sé	s eː.¹⁵/eː
2832	gizzard (fowl)	LFNMundabli1	sěː / séːyə̄ ~ sěː / séː	s eː.¹⁵/eː
2833	gizzard (fowl)	NINMundabli4	sěː / séyō	s eː.¹⁵/eː
2834	gizzard (fowl)	NGTMunken3	áʃóhâ / bíʃáhâ	a.⁵/a ʃ o.⁵/o h a.⁵¹/a
2835	gizzard (fowl)	NUNMunken4	áʃáhā / bíʃáhā~kíʃáhā	a.⁵/a ʃ a.⁵/a h a.³/a
2836	gizzard (fowl)	NEAMunken1	áʃáhá / bíʃáhá	a.⁵/a ʃ a.⁵/a h a.⁵/a
2837	gizzard (fowl)	TNTMunken2	àkwò / bìkwò	a.¹/a k w o.¹/o
2838	gizzard (fowl)	MCANgun3	ɪ̀ʃàm~ɪ̄ʃām / àʃàm~áʃám	ɪ.¹/ɪ ʃ a.³/a m
2839	gizzard (fowl)	KBMNgun4	kə̀kʷò / ɪ̀kʷò	k ə.¹/ə kʷ o.¹/o
2840	gizzard (fowl)	WCANgun1	áʃáhá ~kə́ʃáhá / bíʃáhá	a.⁵/a ʃ a.⁵/a h a.⁵/a
2841	gizzard (fowl)	APBMumfu1	ʃā / ʃâːyə̌	ʃ a.³/a
2842	gizzard (fowl)	BKBMashi2	ʃyə̄ / ʃyə́	ʃ j ə.³/ə
2843	gizzard (fowl)	KFKMashi1	ʃyə̄ / ʃyə́	ʃ j ə.³/ə
2844	gizzard (fowl)	AGAMissong2	ʊ̀tɔ̀m / bàtɔ̀mbʊ́	ʊ.¹/ʊ t ɔ.³/ɔ m
3403	medicine	NVBAbar7	bʊ́tî~ʊ̀tí / ántínmʷɪ̂~āntīnmʷə̂mʷî	b ʊ.⁵/ʊ t i.⁵¹/i
3404	medicine	ECLAbar8	bʊ̀tì~ʊ̀tǐ / bʊ̀tì~ʊ̀tǐ	b ʊ.¹/ʊ t i.¹/i
3405	medicine	NEMAjumbu9	bə́ki / bə́ki ~ kíbə́	b ə.⁵/ə k i.³/i
3406	medicine	NVIAjumbu1	bə̀kí / ə́bə́kí	b ə.¹/ə k i.⁵/i
3407	medicine	KMNAjumbu2	bə̀kí / ø	b ə.¹/ə k i.⁵/i
3408	medicine	KDCAjumbu10	bə́kí / bə́kílə́	b ə.⁵/ə k i.⁵/i
3409	medicine	ENBBiya1	bʷɪ́tê~bʷə̀tɪ̀ / ḿ̩têlə́~ḿ̩tɪ̂lə́	bʷ ɪ.⁵/ɪ t e.⁵¹/e
3410	medicine	ICNBiya2	bʷə́tɪ̄ / ḿ̩tɪ̂nə́	bʷ ə.⁵/ə t ɪ.³/ɪ
3411	medicine	NNBBuu3	ø / bə́tɪ́ː	b ə.⁵/ə t ɪː.⁵/ɪː
3412	medicine	MNJBuu4	kə́té / bə́té	k ə.⁵/ə t e.⁵/e
3413	medicine	KEMBuu1	ø / bə́tɪ́ː	b ə.⁵/ə t ɪː.⁵/ɪː
3414	medicine	KCYBuu2	ø / bə́tɪ́	b ə.⁵/ə t ɪ.⁵/ɪ
3415	medicine	KHKFang12	wə́sə́bə̀tɨ́ɣ / bə̀tɨ́ɣ	w ə.⁵/ə s ə.⁵/ə b ə.¹/ə t ɨ.⁵/ɨ ɣ
3416	medicine	DPNFang13	bə̀tɨ́ɣ / bə̀tɨ́ɣ	b ə.¹/ə t ɨ.⁵/ɨ ɣ
3417	medicine	KDVFang1	bə̀tɨ̂ɣ	b ə.¹/ə t ɨ.⁵¹/ɨ ɣ
3418	medicine	KJSFang2	bə̀tɨ̂ɣ	b ə.¹/ə t ɨ.⁵¹/ɨ ɣ
3419	medicine	JGYKoshin3	tsá / ø	ts a.⁵/a
3420	medicine	TELKoshin4	tsâː / ø	ts aː.⁵¹/aː
3421	medicine	KCSKung3	ùtéʲ / ḿtéʲ	u.¹/u t e.⁵/e j
3422	medicine	NJSKung4	ʊ̀tə́ɪ́ / m̀téʲ	ʊ.¹/ʊ t ə.⁵/ə ɪ.⁵/ɪ
3423	medicine	ZKGKung1	útɪ́ʲ / m̀tɪ́ʲ	u.¹/u t ɪ.⁵/ɪ j
3424	medicine	BNMKung2	útəɪ́ / ḿtəɪ́	u.¹/u t ə.³/ə ɪ.⁵/ɪ
3425	medicine	NMNMundabli3	ńtsôː / ńtsôː	n.⁵/n ts oː.⁵¹/oː
3426	medicine	CENMundabli2	ńtsɒ̂ːɦ / ńtsɒ̂ːɦ	n.⁵/n ts ɒː.⁵¹/ɒː ɦ
3427	medicine	LFNMundabli1	ǹtsɔ̀ / ǹtsɔ̀yó	n.¹/n ts ɔ.¹/ɔ
3428	medicine	NINMundabli4	ńtsɔ̂ / ǹtsɔ̀yó	n.⁵/n ts ɔ.⁵¹/ɔ
3429	medicine	NGTMunken3	bùtì / bùtìlə̀	b u.¹/u t i.¹/i
3430	medicine	NUNMunken4	bútî / bùtìbù	b u.¹/u t i.⁵¹/i
3431	medicine	NEAMunken1	bʊ́tî / ø	b ʊ.⁵/ʊ t i.⁵¹/i
3432	medicine	TNTMunken2	bʊ̀tì	b ʊ.¹/ʊ t i.¹/i
3433	medicine	MCANgun3	bʷɪ̀tɪ̀ ~ ʊ̀tì/ bìtɪ̀~ʊ̀tì	bʷ ɪ.¹/ɪ t ɪ.¹/ɪ
3434	medicine	KBMNgun4	bʷɨ̀ttɪ̀ / mʷə̀ntɪ̀~bʷɨ̀tɪ̀	bʷ ɨ.¹/ɨ t t ɪ.¹/ɪ
3435	medicine	WCANgun1	bwɨ́tttɪ̀ / ø	b w ɨ.⁵/ɨ t t t ɪ.¹/ɪ
3436	medicine	AOMNgun2	bwɨ́ttɪ̂ / bíttɪ̂ ~bìttɪ̀	b w ɨ.⁵/ɨ t t ɪ.⁵¹/ɪ
3437	medicine	APBMumfu1	ǹtsōː / ntsôːyə̌	n.¹/n ts oː.³/oː
3438	medicine	DNMMumfu2	ǹtsɔ̂ː / ńtsɔ̂yə̌	n.¹/n ts ɔː.⁵¹/ɔː
3439	medicine	BKBMashi2	ntsə̀b / ø	n ts ə.¹/ə b
3440	medicine	KFKMashi1	ntsə̀b / ø	n ts ə.¹/ə b
3441	medicine	ABSMissong1	bútôː / àntǒː	b u.¹/u t oː.⁵¹/oː
3442	medicine	AGAMissong2	bʊ́tʊ̂ː / bʊ́tʊ́ːbʊ́	b ʊ.⁵/ʊ t ʊː.⁵¹/ʊː
3443	tree	NVBAbar7	àtɪ̀~kə́tɪ̂ / ɪ̀tɪ̀~ɪ́tɪ̂bî	a.¹/a t ɪ.¹/ɪ
3444	tree	ECLAbar8	kə̀tɪ̀~ə̀tɪ́ / bìtɪ̀~ìtɪ̀	k ə.¹/ə t ɪ.¹/ɪ
3445	tree	NMAAbar1	kètɨ̀ɣ / bìtɨ̀ɣ	k e.¹/e t ɨ.¹/ɨ ɣ
3446	tree	NACAbar2	kə̀tɪ̀ʲ / bìtɪ̀ʲ	k ə.¹/ə t ɪ.¹/ɪ j
3447	tree	NEMAjumbu9	kə́tə́ / bə́tə́	k ə.⁵/ə t ə.⁵/ə
3448	tree	NVIAjumbu1	kə́tə́ / ə́bə́tə́~bə́tə́	k ə.⁵/ə t ə.⁵/ə
3449	tree	KMNAjumbu2	kə́tə́~kə̄tə̄ / bə́tə́	k ə.⁵/ə t ə.⁵/ə
3450	tree	KDCAjumbu10	kə́tə́ / bə́tə́	k ə.⁵/ə t ə.⁵/ə
3451	tree	ENBBiya1	kə́tó / bító	k ə.⁵/ə t o.⁵/o
3452	tree	ICNBiya2	kə̀tø̄ / bìtø̀	k ə.¹/ə t ø.³/ø
3453	tree	NNBBuu3	kpʊ́n / kə́tsʊ̂ntə́	kp ʊ.⁵/ʊ n
3454	tree	MNJBuu4	kpón / kə́tsʊ́ntə́	kp o.⁵/o n
3455	tree	KEMBuu1	kpʊ́n / tsʊ́n	kp ʊ.⁵/ʊ n
3456	tree	KCYBuu2	kə̄tɪ̄ / bə́tɪ́kpə́	k ə.³/ə t ɪ.³/ɪ
3457	tree	KHKFang12	kpún / kún	kp u.¹/u n
3458	tree	DPNFang13	kpún / kún~kʷún	kp u.¹/u n
3459	tree	KDVFang1	kpʊ̄n / kwʊ́n	kp ʊ.³/ʊ n
3460	tree	KJSFang2	kpʊ́n / kwʊ́n	kp ʊ.⁵/ʊ n
3461	tree	JGYKoshin3	kpéɲ / tséɲ	kp e.⁵/e ɲ
3462	tree	TELKoshin4	kpɪ́ɲ / tsɪ́ɲ	kp ɪ.⁵/ɪ ɲ
3463	tree	KCSKung3	fə̀kâʔ / m̄kâʔ	f ə.¹/ə k a.⁵¹/a ʔ
3464	tree	NJSKung4	fə́kâʔ / ḿkâʔ	f ə.⁵/ə k a.⁵¹/a ʔ
3465	tree	ZKGKung1	fə́kâʔ / ḿkâʔ	f ə.⁵/ə k a.⁵¹/a ʔ
3466	tree	BNMKung2	fə̀kâʔ / m̀kâʔ	f ə.¹/ə k a.⁵¹/a ʔ
3467	tree	NMNMundabli3	kpāːn / tswān	kp aː.³/aː n
3468	tree	CENMundabli2	kpān / tswán	kp a.³/a n
3469	tree	LFNMundabli1	kpāːn / tswán	kp aː.³/aː n
3470	tree	NINMundabli4	kpáːn / tsūānyə́	kp aː.⁵/aː n
3471	tree	NGTMunken3	àtì / bìtì	a.¹/a t i.¹/i
3472	tree	NUNMunken4	àtì / bìtì	a.¹/a t i.¹/i
3473	tree	NEAMunken1	àtì / bìtì	a.¹/a t i.¹/i
3474	tree	TNTMunken2	àtì / bìtì	a.¹/a t i.¹/i
3475	tree	MCANgun3	kə̀tòː~àtòː / bìtòː~ɪ̀tò	k ə.¹/ə t oː.¹/oː
3476	tree	KBMNgun4	kə̀tò / bìtò	k ə.¹/ə t o.¹/o
3477	tree	WCANgun1	kə́tœ̂ / bítœ̂	k ə.⁵/ə t œ.⁵¹/œ
3478	tree	AOMNgun2	kə̀tø̀ / bìtø̀	k ə.¹/ə t ø.¹/ø
3479	tree	APBMumfu1	kyáŋ / kyáŋbə́	k j a.⁵/a ŋ
3480	tree	DNMMumfu2	kyáŋn / kyáŋmbɛ́n	k j a.⁵/a ŋ n
3481	tree	BKBMashi2	átí / bítí	a.⁵/a t i.⁵/i
3482	tree	KFKMashi1	átí / bítí	a.⁵/a t i.⁵/i
3483	tree	ABSMissong1	ʊ̀kwà / ìkwà	ʊ.¹/ʊ k w a.¹/a
3484	tree	AGAMissong2	ʊ́kwâ / ɪ́kwáyí	ʊ.⁵/ʊ k w a.⁵¹/a
3505	bitter leaf	NVBAbar7	òtòn~ʊ́tʊ́n / òtʊ̀nò~ɪ̀tʊ̀nò	o.¹/o t o.¹/o n
3506	bitter leaf	ECLAbar8	ʊ̀tʊ̀n / kɪ̀tʊ̀nò	ʊ.¹/ʊ t ʊ.¹/ʊ n
3507	bitter leaf	NMAAbar1	ʊ́tʊ̂n / kítʊ̂nò	ʊ.⁵/ʊ t ʊ.¹⁵/ʊ n
3508	bitter leaf	NACAbar2	ʊ́tʊ̂n / kìtʊ̀nò	ʊ.⁵/ʊ t ʊ.¹⁵/ʊ n
3509	bitter leaf	NEMAjumbu9	tʃɥɪ́ɲ / kə́tʃɥɪ́ɲnə́	tʃ ɥ ɪ.⁵/ɪ ɲ
3510	bitter leaf	NVIAjumbu1	tʃwɪ᷇ːn / ə́kə́tʃwɪ́nlə́~kə́tʃwɪ́nlə́	tʃ w ɪː.⁵³/ɪː n
3511	bitter leaf	KMNAjumbu2	tsɥɪ́ɲ / kə́tsɥɪ́ɲlə́	ts ɥ ɪ.⁵/ɪ ɲ
3512	bitter leaf	KDCAjumbu10	tʃʷɪ́ɲ / kə́tʃʷɪ́ːnə́	tʃʷ ɪ.⁵/ɪ ɲ
3513	bitter leaf	ENBBiya1	ʊ̀tàn / ʊ̀tàn	ʊ.¹/ʊ t a.¹/a n
3514	bitter leaf	ICNBiya2	ʊ̄tān / ʊ̄tān	ʊ.³/ʊ t a.³/a n
3515	bitter leaf	NNBBuu3	tʃʊ́n / kə́tʃʊ̂ntə́	tʃ ʊ.⁵/ʊ n
3516	bitter leaf	MNJBuu4	tʃóːn / kə́tʃóntə́	tʃ oː.⁵/oː n
3517	bitter leaf	KEMBuu1	tʃón / kə́tʃóntə̄	tʃ o.⁵/o n
3518	bitter leaf	KCYBuu2	tʃón / kə́tʃóntə́	tʃ o.⁵/o n
3519	bitter leaf	KHKFang12	wɨ́ɣ / tə̀wúkə̄	w ɨ.⁵/ɨ ɣ
3520	bitter leaf	DPNFang13	wɨ́ɣ / tə̀wɨ́ɣkə̄	w ɨ.⁵/ɨ ɣ
3521	bitter leaf	KDVFang1	wɯ́ɣ / tə̀wɯ́ɣkə̄	w ɯ.⁵/ɯ ɣ
3522	bitter leaf	KJSFang2	wɯ́ɣ / tə́wɯ́ɣkə̄	w ɯ.⁵/ɯ ɣ
3523	bitter leaf	JGYKoshin3	wə́ / tə́wə́	w ə.⁵/ə
3524	bitter leaf	TELKoshin4	wə̂lʊ̂ːlə́ ~ wə́ / tə́wə́tə̀lʊ̂lə́	w ə.⁵¹/ə l ʊː.⁵¹/ʊː l ə.⁵/ə
3525	bitter leaf	MRYKoshin2	wə̄ / ø	w ə.³/ə
3526	bitter leaf	KCSKung3	sə̀wéʲ / wéʲsə́ɣ	s ə.¹/ə w e.⁵/e j
3527	bitter leaf	NJSKung4	ɪ̀wéʲ / sə̀wéʲ	ɪ.¹/ɪ w e.⁵/e j
3528	bitter leaf	ZKGKung1	íwɛ́ɪ́ / sə̀wɛ́ɪ́	i.⁵/i w ɛ.⁵/ɛ ɪ.⁵/ɪ
3529	bitter leaf	BNMKung2	íwɛ́ɪ́ / sə̀wɛ́ɪ́	i.⁵/i w ɛ.⁵/ɛ ɪ.⁵/ɪ
3530	bitter leaf	NMNMundabli3	tsʷán~tsʷān / tsʷán~tsʷān	tsʷ a.⁵/a n
3531	bitter leaf	CENMundabli2	tsʷān~tsūān / tsʷán~tsúán	tsʷ a.³/a n
3532	bitter leaf	LFNMundabli1	tsʊ̄ān / tsʊ̄ānbó	ts ʊ.³/ʊ a.³/a n
3533	bitter leaf	NINMundabli4	tsūān / tsūānwó	ts u.³/u a.³/a n
3534	bitter leaf	NGTMunken3	ʊ̀tàn / kítánə̄	ʊ.¹/ʊ t a.¹/a n
3535	bitter leaf	NUNMunken4	ʊ̀tàn / ʊ́tân~kìtàn~kìtānā	ʊ.¹/ʊ t a.¹/a n
3536	bitter leaf	NEAMunken1	àtàn / ʊ̀tàn	a.¹/a t a.¹/a n
3537	bitter leaf	MCANgun3	ʊ̀tàn / bìtàn~átàn	ʊ.¹/ʊ t a.¹/a n
3538	bitter leaf	KBMNgun4	ʊ̀tàn / ɪ̀tàn~kə̀tànə́	ʊ.¹/ʊ t a.¹/a n
3539	bitter leaf	WCANgun1	ʊ̀tàn / kə̀ʊ̀tàːnœ̀	ʊ.¹/ʊ t a.¹/a n
3540	bitter leaf	AOMNgun2	ʊ̄tán / bìʊ̀tàn ~bìtàn	ʊ.³/ʊ t a.⁵/a n
3541	bitter leaf	APBMumfu1	ƙɥūān / ƙɥūānwə̄	q ɥ u.³/u a.³/a n
3542	bitter leaf	DNMMumfu2	kɥán / ø	k ɥ a.⁵/a n
3543	bitter leaf	BKBMashi2	wʊ́tʃʊ́ / ø	w ʊ.⁵/ʊ tʃ ʊ.⁵/ʊ
3544	bitter leaf	KFKMashi1	ʊ́tʃʊ́ / ø	ʊ.⁵/ʊ tʃ ʊ.⁵/ʊ
3545	bitter leaf	ABSMissong1	ʊ̀tòːn / ìtòːn	ʊ.¹/ʊ t oː.¹/oː n
3546	bitter leaf	AGAMissong2	ótôn / ótónwú	o.⁵/o t o.⁵¹/o n
3712	grass	NVBAbar7	kə̀nám~ànám/bìnám~ìnám	k ə.¹/ə n a.⁵/a m
3713	grass	ECLAbar8	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3714	grass	NMAAbar1	bínám	b i.⁵/i n a.⁵/a m
3715	grass	NACAbar2	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3716	grass	NEMAjumbu9	kə́ɲʲâː / bə́ɲʲâː	k ə.⁵/ə ɲʲ aː.⁵¹/aː
3717	grass	NVIAjumbu1	kə́ɲyâ / bə́ɲyâ	k ə.⁵/ə ɲ j a.⁵¹/a
3718	grass	KMNAjumbu2	kə́ɲyâ / bə́ɲyâ	k ə.⁵/ə ɲ j a.⁵¹/a
3719	grass	KDCAjumbu10	kə̀ɲʲà / bə̀ɲʲà	k ə.¹/ə ɲʲ a.¹/a
3720	grass	ENBBiya1	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3721	grass	ICNBiya2	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3722	grass	NNBBuu3	kə́nám~kə́na᷇ːm / bə́na᷇ːmə́	k ə.⁵/ə n a.⁵/a m
3723	grass	MNJBuu4	kə́náːm / bə́náːm	k ə.⁵/ə n aː.⁵/aː m
3724	grass	KEMBuu1	kə́na᷇ː / bə́na᷇ːm ~ ʃâːn/ø	k ə.⁵/ə n aː.⁵³/aː
3725	grass	KCYBuu2	ə́ʃáːn / ʃa᷇ːm	ə.⁵/ə ʃ aː.⁵/aː n
3726	grass	KHKFang12	nɛ̀m / bə̀nɛ̀m	n ɛ.³/ɛ m
3727	grass	DPNFang13	nɛ̀m / bə̀nɛ̀m	n ɛ.³/ɛ m
3728	grass	KDVFang1	nɛ̀m / bə́nɛ̂m	n ɛ.³/ɛ m
3729	grass	KJSFang2	nɛ̂m/ bə́nɛ̂m	n ɛ.⁵¹/ɛ m
3730	grass	JGYKoshin3	ḿfʷã̂ː / tə́mfʷã̂ː	m.⁵/m fʷ ãː.⁵¹/ãː
3731	grass	TELKoshin4	ŋ́fṹã̀ / tə́ŋfṹã́	ŋ.⁵/ŋ f ũ.⁵/ũ ã.¹/ã
3732	grass	MRYKoshin2	mfũ̀ə̃̀ / ø	m f ũ.¹/ũ ə̃.¹/ə̃
3733	grass	KCSKung3	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ	k ə.¹/ə ɣ ɛ.⁵¹/ɛ j
3734	grass	NJSKung4	kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ	k ə.¹/ə ɣ ɛ.⁵¹/ɛ j
3735	grass	BNMKung2	kə̀ɣɛ́ɪ́ / ʊ̀ɣɛ́ɪ́	k ə.¹/ə ɣ ɛ.⁵/ɛ ɪ.⁵/ɪ
3736	grass	NMNMundabli3	nʷòm / ɲʷôm~ńnʷôm	nʷ o.³/o m
3737	grass	CENMundabli2	yùə́n / ʃâːn	j u.¹/u ə.⁵/ə n
3738	grass	LFNMundabli1	ŋʊ́àm / ŋʊ̄āmbó	ŋ ʊ.⁵/ʊ a.³/a m
3739	grass	NINMundabli4	ʃân ~ʃâɲ ~nwòm / ʃāːnə́ ~nwòm	ʃ a.⁵¹/a n
3740	grass	NGTMunken3	bìnám / bínámə́	b i.¹/i n a.⁵/a m
3741	grass	NUNMunken4	ánám / bínám	a.⁵/a n a.⁵/a m
3742	grass	NEAMunken1	ánám / bínám	a.⁵/a n a.⁵/a m
3743	grass	TNTMunken2	ánám / bínám	a.⁵/a n a.⁵/a m
3744	grass	MCANgun3	kə̀nám~ànám / bìnám~ɪ̀nám	k ə.¹/ə n a.⁵/a m
3745	grass	KBMNgun4	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3746	grass	WCANgun1	kə̀nám / bìnám	k ə.¹/ə n a.⁵/a m
3747	grass	AOMNgun2	kə̀náːm / bìnáːm	k ə.¹/ə n aː.⁵/aː m
3748	grass	APBMumfu1	ʃɛ̂ʔn / ʃɛ̌ʔn	ʃ ɛ.⁵¹/ɛ ʔ n
3749	grass	DNMMumfu2	nâːm~nâm / nâːmbə̌~nâm	n aː.⁵¹/aː m
3750	grass	BKBMashi2	fwèn / fwén	f w e.¹/e n
3751	grass	KFKMashi1	fwên / ø	f w e.⁵¹/e n
3752	grass	ABSMissong1	kínɪ᷇ːm / bínɪ᷇ːm	k i.⁵/i n ɪː.⁵³/ɪː m
3753	grass	AGAMissong2	bínɪ᷇ːm / bínɪ᷇ːmbí	b i.⁵/i n ɪː.⁵³/ɪː m
3766	leaf	NVBAbar7	ɪ̀dʒán / àndʒánmʷɪ̂	ɪ.¹/ɪ dʒ a.⁵/a n
3767	leaf	ECLAbar8	ɪ̄dʒán / mʷɪ̀ⁿdʒán	ɪ.³/ɪ dʒ a.⁵/a n
3768	leaf	NMAAbar1	ídʒán / mwɪ̀ndʒán	i.⁵/i dʒ a.⁵/a n
3769	leaf	NACAbar2	ɪ̀dʒán / mə̀ndʒán	ɪ.¹/ɪ dʒ a.⁵/a n
3770	leaf	NEMAjumbu9	zán / ázáɲ	z a.⁵/a n
3771	leaf	NVIAjumbu1	záɲ / àzáɲ	z a.⁵/a ɲ
3772	leaf	KMNAjumbu2	záɲ / kə̀záɲlə́~àzáɲ	z a.⁵/a ɲ
3773	leaf	KDCAjumbu10	záːnə́~záɲ / ázáɲ	z aː.⁵/aː n ə.⁵/ə
3774	leaf	ENBBiya1	ɪ̀dʒə́n / kə̀dʒə́n	ɪ.¹/ɪ dʒ ə.⁵/ə n
3775	leaf	ICNBiya2	ìdʒə́n / àdʒə́n	i.¹/i dʒ ə.⁵/ə n
3776	leaf	NNBBuu3	yɛ́n / kə̀yɛ́ntə́	j ɛ.⁵/ɛ n
3777	leaf	MNJBuu4	yʲɛ́n / kə̀yʲɛ́ntə́	j j ɛ.⁵/ɛ n
3778	leaf	KEMBuu1	yɛ́n / kə̀yɛ̀ntə́	j ɛ.⁵/ɛ n
3779	leaf	KCYBuu2	yɛ́n / ə́yɛ́n	j ɛ.⁵/ɛ n
3780	leaf	KHKFang12	wə̂n / jɛ́n~jə́n	w ə.⁵¹/ə n
3781	leaf	DPNFang13	wə᷇ːn / jə́n	w əː.⁵³/əː n
3782	leaf	KDVFang1	wə᷇n / yə᷇n	w ə.⁵³/ə n
3783	leaf	KJSFang2	wə᷇n / yə́n (3/4)	w ə.⁵³/ə n
3784	leaf	JGYKoshin3	ɥéɲ / dʒéɲ	ɥ e.⁵/e ɲ
3785	leaf	TELKoshin4	ɥɪ́ɲ / dʒɪ́ɲ	ɥ ɪ.⁵/ɪ ɲ
3786	leaf	MRYKoshin2	wɪ́ɲ /  dʒɨ́n	w ɪ.⁵/ɪ ɲ
3787	leaf	KCSKung3	ìfû / sə̀fû	i.¹/i f u.⁵¹/u
3788	leaf	NJSKung4	ɪ́fʊ᷇ / sə̀fʊ᷇	ɪ.⁵/ɪ f ʊ.⁵³/ʊ
3789	leaf	ZKGKung1	wǔːtɔ᷇ːŋ~ʊ́tɔ᷇ːŋ /  sə́tɔ᷇ːŋ	w uː.¹⁵/uː t ɔː.⁵³/ɔː ŋ
3790	leaf	BNMKung2	tɔ́ŋkʊ̄ŋ / sə̀tɔ́ŋkʊ̄ŋ	t ɔ.⁵/ɔ ŋ k ʊ.³/ʊ ŋ
3791	leaf	NMNMundabli3	yán / yán	j a.⁵/a n
3792	leaf	CENMundabli2	yán / yáːn	j a.⁵/a n
3793	leaf	LFNMundabli1	fɛ̄ː / fɛ̄ːbó	f ɛː.³/ɛː
3794	leaf	NINMundabli4	fɛ̂ / fɛ̂ːbó	f ɛ.⁵¹/ɛ
3795	leaf	NGTMunken3	ɪ́dʒə́n / ádʒə́n	ɪ.⁵/ɪ dʒ ə.⁵/ə n
3796	leaf	NUNMunken4	ɪ́dʒɛ́n / ádʒɛ́n	ɪ.⁵/ɪ dʒ ɛ.⁵/ɛ n
3797	leaf	NEAMunken1	ɪ́dʒə́n / ádʒə́n	ɪ.⁵/ɪ dʒ ə.⁵/ə n
