ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
11935	air	NVBAbar7	ʊ́gbáhá / ɪ̀gbáhákî	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	48	48.Y.V 48.K.C 48.A.V 48.H.C 48.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
11936	air	ECLAbar8	ʊ̀gbáhá / kɪ̀gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	11	11.Y.V 11.K.C 11.A.V 11.H.C 11.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	1	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a
11937	air	NMAAbar1	ʊ́gbáhá / kígbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	42	42.Y.V 42.K.C 42.A.V 42.H.C 42.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
11938	air	NACAbar2	ʊ́gbáhá~ʊ́báhá/ kígbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	31	31.Y.V 31.K.C 31.A.V 31.H.C 31.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
11939	air	NEMAjumbu9	ŋ̩̀vùlə́ / àŋ̩̀vùlə́	ŋ.¹/ŋ v u.¹/u l ə.⁵/ə	4 3 7 5 7	ACYBZ	NBYLE	36	36.N.C 36.B.C 36.Y.V 36.L.C 36.E.V	2.0 1.5 1.3 1.75 0.8	ŋ.¹/ŋvu.¹/ulə.⁵/ə	0	18	ŋ.¹/ŋ v u.¹/u l ə.⁵/ə
11940	air	NVIAjumbu1	m̀vùlə́ / bə̀mvʊ̀lə́~bə̀àmvùlə́~àmvùlə́	m.¹/m v u.¹/u l ə.⁵/ə	4 3 7 5 7	ACYBZ	MBYLE	49	49.M.C 49.B.C 49.Y.V 49.L.C 49.E.V	2.0 1.5 1.3 1.75 0.8	m.¹/mvu.¹/ulə.⁵/ə	0	18	m.¹/m v u.¹/u l ə.⁵/ə
11941	air	KMNAjumbu2	m̀vùːlə́ / àmvúːlə́	m.¹/m v uː.¹/uː l ə.⁵/ə	4 3 7 5 7	ACYBZ	MBYLE	25	25.M.C 25.B.C 25.Y.V 25.L.C 25.E.V	2.0 1.5 1.3 1.75 0.8	m.¹/mvuː.¹/uːlə.⁵/ə	0	18	m.¹/m v uː.¹/uː l ə.⁵/ə
11942	air	KDCAjumbu10	ⁿvùlə́ / àⁿvùlə́	n v u.¹/u l ə.⁵/ə	4 3 7 5 7	ACYBZ	NBYLE	19	19.N.C 19.B.C 19.Y.V 19.L.C 19.E.V	2.0 1.5 1.3 1.75 0.8	nvu.¹/ulə.⁵/ə	0	18	n v u.¹/u l ə.⁵/ə
11943	air	NNBBuu3	gbísə́ / kə̀gbɪ́sə́nə̄	gb i.⁵/i s ə.⁵/ə	1 7 3 7	AXBZ	KISE	45	45.K.C 45.I.V 45.S.C 45.E.V	2.0 1.5 1.75 0.8	gbi.⁵/isə.⁵/ə	0	1	- gb i.⁵/i s ə.⁵/ə
11944	air	MNJBuu4	gbɪ́sə́ / kə̀gbɪ̂sə̀nə́	gb ɪ.⁵/ɪ s ə.⁵/ə	1 7 3 7	AXBZ	KISE	29	29.K.C 29.I.V 29.S.C 29.E.V	2.0 1.5 1.75 0.8	gbɪ.⁵/ɪsə.⁵/ə	0	1	- gb ɪ.⁵/ɪ s ə.⁵/ə
11945	air	KEMBuu1	gbɪ́sə́ / kə́gbɪ̂sə̀nə́ ~	gb ɪ.⁵/ɪ s ə.⁵/ə	1 7 3 7	AXBZ	KISE	21	21.K.C 21.I.V 21.S.C 21.E.V	2.0 1.5 1.75 0.8	gbɪ.⁵/ɪsə.⁵/ə	0	1	- gb ɪ.⁵/ɪ s ə.⁵/ə
11946	air	KCYBuu2	gbɪ́sə́ / kə́gbɪ́sə́	gb ɪ.⁵/ɪ s ə.⁵/ə	1 7 3 7	AXBZ	KISE	18	18.K.C 18.I.V 18.S.C 18.E.V	2.0 1.5 1.75 0.8	gbɪ.⁵/ɪsə.⁵/ə	0	1	- gb ɪ.⁵/ɪ s ə.⁵/ə
11947	air	KHKFang12	bʲə́ / tə̀bʲə́	b j ə.⁵/ə	1 6 7	ACX	PJE	23	23.P.C 23.J.C 23.E.V	2.0 1.5 1.5	bjə.⁵/ə	0	10	b j ə.⁵/ə
11948	air	DPNFang13	bʲə́ / tə̀bʲə́kə̄	b j ə.⁵/ə	1 6 7	ACX	PJE	10	10.P.C 10.J.C 10.E.V	2.0 1.5 1.5	bjə.⁵/ə	0	10	b j ə.⁵/ə
11949	air	KDVFang1	byé	b j e.⁵/e	1 6 7	ACX	PJE	20	20.P.C 20.J.C 20.E.V	2.0 1.5 1.5	bje.⁵/e	0	10	b j e.⁵/e
11950	air	KJSFang2	byé	b j e.⁵/e	1 6 7	ACX	PJE	24	24.P.C 24.J.C 24.E.V	2.0 1.5 1.5	bje.⁵/e	0	10	b j e.⁵/e
11951	air	JGYKoshin3	gbɪ́ː / ø	gb ɪː.⁵/ɪː	1 7	AX	KI	15	15.K.C 15.I.V	2.0 1.5	gbɪː.⁵/ɪː	0	4	gb ɪː.⁵/ɪː -
11952	air	TELKoshin4	gbɪ́í / ø	gb ɪ.⁵/ɪ i.⁵/i	1 7 7	AXZ	KII	50	50.K.C 50.I.V 50.I.V	2.0 1.5 0.8	gbɪ.⁵/ɪi.⁵/i	0	4	gb ɪ.⁵/ɪ i.⁵/i
11953	air	KCSKung3	kə̀fɒ́f / ʊ́fɒ́f	k ə.¹/ə f ɒ.⁵/ɒ f	1 7 3 7 3	AXBYN	KEBOB	17	17.K.C 17.E.V 17.B.C 17.O.V 17.B.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əfɒ.⁵/ɒf	0	16	k ə.¹/ə f ɒ.⁵/ɒ f
11954	air	NJSKung4	kə̀fə́f~kə̀fɑf / ʊ̀fɑ́f	k ə.¹/ə f ə.⁵/ə f	1 7 3 7 3	AXBYN	KEBEB	41	41.K.C 41.E.V 41.B.C 41.E.V 41.B.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əfə.⁵/əf	0	16	k ə.¹/ə f ə.⁵/ə f
11955	air	ZKGKung1	ɪ́zʊ́ʔ / sə́zʊ́ʔ	ɪ.⁵/ɪ z ʊ.⁵/ʊ ʔ	7 3 7 1	XBYN	ISYH	53	53.I.V 53.S.C 53.Y.V 53.H.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪzʊ.⁵/ʊʔ	0	7	- ɪ.⁵/ɪ z ʊ.⁵/ʊ ʔ
11956	air	BNMKung2	sə́zʊ́ʔ / ø	s ə.⁵/ə z ʊ.⁵/ʊ ʔ	3 7 3 7 1	AXBYN	SESYH	7	7.S.C 7.E.V 7.S.C 7.Y.V 7.H.c	2.0 1.5 1.75 1.3 0.8	sə.⁵/əzʊ.⁵/ʊʔ	0	7	s ə.⁵/ə z ʊ.⁵/ʊ ʔ
11957	air	NMNMundabli3	gbé / gbé	gb e.⁵/e	1 7	AX	KE	43	43.K.C 43.E.V	2.0 1.5	gbe.⁵/e	0	4	gb e.⁵/e -
11958	air	CENMundabli2	gbé / gbé	gb e.⁵/e	1 7	AX	KE	8	8.K.C 8.E.V	2.0 1.5	gbe.⁵/e	0	4	gb e.⁵/e -
11959	air	LFNMundabli1	gbé / ø	gb e.⁵/e	1 7	AX	KE	26	26.K.C 26.E.V	2.0 1.5	gbe.⁵/e	0	4	gb e.⁵/e -
11960	air	NINMundabli4	gbé / gbékɛ́n	gb e.⁵/e	1 7	AX	KE	39	39.K.C 39.E.V	2.0 1.5	gbe.⁵/e	0	4	gb e.⁵/e -
11961	air	NGTMunken3	ʊ̀gbáhá /kígbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	38	38.Y.V 38.K.C 38.A.V 38.H.C 38.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	1	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a
11962	air	NUNMunken4	ʊ́gbáhá / ʊ́gbáhá~kígbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	47	47.Y.V 47.K.C 47.A.V 47.H.C 47.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
11963	air	NEAMunken1	ʊ́gbáhá / ø	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	35	35.Y.V 35.K.C 35.A.V 35.H.C 35.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
11964	air	TNTMunken2	ʊ̀gbásə́ / kìgbáːsə́	ʊ.¹/ʊ gb a.⁵/a s ə.⁵/ə	7 1 7 3 7	XBYBZ	YKASE	51	51.Y.V 51.K.C 51.A.V 51.S.C 51.E.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/asə.⁵/ə	0	1	ʊ.¹/ʊ gb a.⁵/a s ə.⁵/ə
11965	air	MCANgun3	ʊ̀gbáhá / bìʊ̀gbáhá~àgbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	27	27.Y.V 27.K.C 27.A.V 27.H.C 27.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	1	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a
11966	air	KBMNgun4	ʊ̀gbáhá / ɪ̀gbáhá~kə́gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	16	16.Y.V 16.K.C 16.A.V 16.H.C 16.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	1	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a
11967	air	WCANgun1	ʊ́gbáhá / kə́gbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	52	52.Y.V 52.K.C 52.A.V 52.H.C 52.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	1	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
11968	air	AOMNgun2	gbáhá ~ʊ́gbáhá / ʊgbáhá ~kə̀gbáhá	gb a.⁵/a h a.⁵/a	1 7 3 7	AXBZ	KAHA	3	3.K.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	gba.⁵/aha.⁵/a	0	1	- gb a.⁵/a h a.⁵/a
11969	air	APBMumfu1	gbɛ́ / gbɛ́ːhó	gb ɛ.⁵/ɛ	1 7	AX	KE	4	4.K.C 4.E.V	2.0 1.5	gbɛ.⁵/ɛ	0	4	gb ɛ.⁵/ɛ -
11970	air	DNMMumfu2	gbɛ́ː  / ø	gb ɛː.⁵/ɛː	1 7	AX	KE	9	9.K.C 9.E.V	2.0 1.5	gbɛː.⁵/ɛː	0	4	gb ɛː.⁵/ɛː -
11971	air	BKBMashi2	dzʊ̄ŋtɪ̄ / ø	d z ʊ.³/ʊ ŋ t ɪ.³/ɪ	1 3 7 4 1 7	ACXMBZ	TSYNTI	6	6.T.C 6.S.C 6.Y.V 6.N.c 6.T.C 6.I.V	2.0 1.5 1.5 1.1 1.75 0.8	dzʊ.³/ʊŋtɪ.³/ɪ	0	6	d z ʊ.³/ʊ ŋ t ɪ.³/ɪ
11972	air	KFKMashi1	dzʊ̄ŋtɪ̄ / dzʊ̂ŋtí	d z ʊ.³/ʊ ŋ t ɪ.³/ɪ	1 3 7 4 1 7	ACXMBZ	TSYNTI	22	22.T.C 22.S.C 22.Y.V 22.N.c 22.T.C 22.I.V	2.0 1.5 1.5 1.1 1.75 0.8	dzʊ.³/ʊŋtɪ.³/ɪ	0	6	d z ʊ.³/ʊ ŋ t ɪ.³/ɪ
11973	air	ABSMissong1	ʊ́gbáhá / ʊ́gháháwʊ̄~ɪ́gbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	1	1.Y.V 1.K.C 1.A.V 1.H.C 1.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
11974	air	AGAMissong2	ʊ́gbáhá / ɪ́gháháyī~ʊ́gháháwʊ̄~	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	2	2.Y.V 2.K.C 2.A.V 2.H.C 2.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
14781	air	NCCMumfu4	gbɛ́ / gbɛ́	gb ɛ.⁵/ɛ	1 7	AX	KE	32	32.K.C 32.E.V	2.0 1.5	gbɛ.⁵/ɛ	0	4	gb ɛ.⁵/ɛ -
14782	air	MEAMumfu3	gbɛ́ / gbɛ́	gb ɛ.⁵/ɛ	1 7	AX	KE	28	28.K.C 28.E.V	2.0 1.5	gbɛ.⁵/ɛ	0	4	gb ɛ.⁵/ɛ -
15233	air	NMSMissong4	ʊ́gbáhá / ʊ́gbáhá~kɪ́gbáhásə́	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	44	44.Y.V 44.K.C 44.A.V 44.H.C 44.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
15234	air	NDNMissong5	ʊ̀gbáhá / ʊ̀gbáhá~ɪ́gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	34	34.Y.V 34.K.C 34.A.V 34.H.C 34.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	1	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a
15683	air	BAAMashi4	fìmfí / fìmfíjə̄	f i.³/i m f i.⁵/i	3 7 4 3 7	AXMBZ	BIMBI	5	5.B.C 5.I.V 5.M.c 5.B.C 5.I.V	2.0 1.5 1.1 1.75 0.8	fi.³/imfi.⁵/i	0	5	f i.³/i m f i.⁵/i
15684	air	NCMMashi5	dzʊ́ŋtí / dzʊ́ŋtí	d z ʊ.⁵/ʊ ŋ t i.⁵/i	1 3 7 4 1 7	ACXMBZ	TSYNTI	33	33.T.C 33.S.C 33.Y.V 33.N.c 33.T.C 33.I.V	2.0 1.5 1.5 1.1 1.75 0.8	dzʊ.⁵/ʊŋti.⁵/i	0	6	d z ʊ.⁵/ʊ ŋ t i.⁵/i
16075	air	NFKBiya7	ʊ́gbáhá ~ ʊ́gbásə́ / ø	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	37	37.Y.V 37.K.C 37.A.V 37.H.C 37.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
16076	air	FBCBiya8	ʊ́gbáhá~ʊ́gbásə́ / ʊ́gbáhá~kə́gbáhá ~kə́gbáːsə́	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	13	13.Y.V 13.K.C 13.A.V 13.H.C 13.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
16077	air	ENBBiya1	ʊ́gbáhá  ~ìdzʊ / ɪ́gbáhá́~ ádzʊ́	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	12	12.Y.V 12.K.C 12.A.V 12.H.C 12.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	1	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a
17886	air	NSFBiya5	ʊ̀gbáhá / ʊ̀gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	46	46.Y.V 46.K.C 46.A.V 46.H.C 46.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	1	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a
17887	air	NJNBiya6	ʊ̀gbáhá / ʊ̀gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	40	40.Y.V 40.K.C 40.A.V 40.H.C 40.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	1	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a
4199	amaranthus (green)	NMAAbar1	ǹndǎn / bwɪ̀ndǎn	n.¹/n n d a.¹⁵/a n	4 4 1 7 4	AMBYN	NNTAN	42	42.N.C 42.N.c 42.T.C 42.A.V 42.N.c	2.0 1.1 1.75 1.3 0.8	n.¹/nnda.¹⁵/an	0	21	n.¹/n - - n d - a.¹⁵/a - n -
4200	amaranthus (green)	NACAbar2	ǹndán / bə̀ndán	n.¹/n n d a.⁵/a n	4 4 1 7 4	AMBYN	NNTAN	31	31.N.C 31.N.c 31.T.C 31.A.V 31.N.c	2.0 1.1 1.75 1.3 0.8	n.¹/nnda.⁵/an	0	21	n.¹/n - - n d - a.⁵/a - n -
4201	amaranthus (green)	NVIAjumbu1	ŋgyə̀nə́ / àŋgyə̀nə́	ŋ g j ə.¹/ə n ə.⁵/ə	4 1 6 7 4 7	ACCYBZ	NKJENE	49	49.N.C 49.K.C 49.J.C 49.E.V 49.N.C 49.E.V	2.0 1.5 1.5 1.3 1.75 0.8	ŋgjə.¹/ənə.⁵/ə	0	34	ŋ g j ə.¹/ə n ə.⁵/ə
4202	amaranthus (green)	KMNAjumbu2	ŋgyə̀nə́ / àŋgyə̀nə́	ŋ g j ə.¹/ə n ə.⁵/ə	4 1 6 7 4 7	ACCYBZ	NKJENE	25	25.N.C 25.K.C 25.J.C 25.E.V 25.N.C 25.E.V	2.0 1.5 1.5 1.3 1.75 0.8	ŋgjə.¹/ənə.⁵/ə	0	34	ŋ g j ə.¹/ə n ə.⁵/ə
4203	amaranthus (green)	KEMBuu1	ndə̂n / bə̀ndə̂n	n d ə.⁵¹/ə n	4 1 7 4	ACYN	NTEN	21	21.N.C 21.T.C 21.E.V 21.N.c	2.0 1.5 1.3 0.8	ndə.⁵¹/ən	0	21	n d ə.⁵¹/ə n - - - - - -
4204	amaranthus (green)	KCYBuu2	ndə̂ːn / bə̀ndə̂ːn	n d əː.⁵¹/əː n	4 1 7 4	ACYN	NTEN	18	18.N.C 18.T.C 18.E.V 18.N.c	2.0 1.5 1.3 0.8	ndəː.⁵¹/əːn	0	21	n d əː.⁵¹/əː n - - - - - -
4205	amaranthus (green)	KDVFang1	ndìndyáŋ / bə̀ndìndyáŋ	n d i.¹/i n d j a.⁵/a ŋ	4 1 7 4 1 6 7 4	ACYMBCYN	NTINTJAN	20	20.N.C 20.T.C 20.I.V 20.N.c 20.T.C 20.J.C 20.A.V 20.N.c	2.0 1.5 1.3 1.1 1.75 1.5 1.3 0.8	ndi.¹/indja.⁵/aŋ	0	21	n d i.¹/i n d j a.⁵/a - ŋ -
4206	amaranthus (green)	KJSFang2	grɪ̂ːn ~ ndìndyáŋ / bə̀ndìndyáŋ	g r ɪː.⁵¹/ɪː n	1 5 7 4	ACXN	KRIN	24	24.K.C 24.R.C 24.I.V 24.N.c	2.0 1.5 1.5 0.8	grɪː.⁵¹/ɪːn	0	33	g r ɪː.⁵¹/ɪː n
4207	amaranthus (green)	MRYKoshin2	ndìndí /  bòndìndí	n d i.¹/i n d i.⁵/i	4 1 7 4 1 7	ACYMBZ	NTINTI	30	30.N.C 30.T.C 30.I.V 30.N.c 30.T.C 30.I.V	2.0 1.5 1.3 1.1 1.75 0.8	ndi.¹/indi.⁵/i	0	21	n d i.¹/i n d - i.⁵/i - - -
4208	amaranthus (green)	ZKGKung1	útʊ́ʔ / sə́tʊ́ʔ	u.¹/u t ʊ.⁵/ʊ ʔ	7 1 7 1	XBYN	YTYH	53	53.Y.V 53.T.C 53.Y.V 53.H.c	1.5 1.75 1.3 0.8	u.¹/utʊ.⁵/ʊʔ	0	24	u.¹/u t ʊ.⁵/ʊ ʔ
4209	amaranthus (green)	BNMKung2	útʊ́ʔ / mtʊ́ʔ	u.¹/u t ʊ.⁵/ʊ ʔ	7 1 7 1	XBYN	YTYH	7	7.Y.V 7.T.C 7.Y.V 7.H.c	1.5 1.75 1.3 0.8	u.¹/utʊ.⁵/ʊʔ	0	24	u.¹/u t ʊ.⁵/ʊ ʔ
4210	amaranthus (green)	LFNMundabli1	ńndʒi᷇ːn / n̄ndʒìnbœ́	n.⁵/n n dʒ iː.¹³/iː n	4 4 1 7 4	AMBYN	NNTIN	26	26.N.C 26.N.c 26.T.C 26.I.V 26.N.c	2.0 1.1 1.75 1.3 0.8	n.⁵/nndʒiː.¹³/iːn	0	21	n.⁵/n - - n dʒ - iː.¹³/iː - n -
4211	amaranthus (green)	NINMundabli4	ǹdʒɪ̄n / ǹdʒɪ́nwó ~ńdʒɪ́nbó	n.¹/n dʒ ɪ.³/ɪ n	4 1 7 4	ACYN	NTIN	39	39.N.C 39.T.C 39.I.V 39.N.c	2.0 1.5 1.3 0.8	n.¹/ndʒɪ.³/ɪn	0	21	n.¹/n dʒ ɪ.³/ɪ n - - - - - -
4212	amaranthus (green)	NEAMunken1	ǹndə̂ːnə́ / bə̀ndə̂nə́	n.¹/n n d əː.⁵¹/əː n ə.⁵/ə	4 4 1 7 4 7	AMBYBZ	NNTENE	35	35.N.C 35.N.c 35.T.C 35.E.V 35.N.C 35.E.V	2.0 1.1 1.75 1.3 1.75 0.8	n.¹/nndəː.⁵¹/əːnə.⁵/ə	0	21	n.¹/n - - n d - əː.⁵¹/əː - n ə.⁵/ə
4213	amaranthus (green)	TNTMunken2	ǹndə̂nnə́ / bə̀ndə̂nnə́	n.¹/n n d ə.⁵¹/ə n n ə.⁵/ə	4 4 1 7 4 4 7	AMBYMBZ	NNTENNE	51	51.N.C 51.N.c 51.T.C 51.E.V 51.N.c 51.N.C 51.E.V	2.0 1.1 1.75 1.3 1.1 1.75 0.8	n.¹/nndə.⁵¹/ənnə.⁵/ə	0	21	n.¹/n - - n d - ə.⁵¹/ə n n ə.⁵/ə
4214	amaranthus (green)	WCANgun1	ndə̌ːn / bə̀ndə̌n	n d əː.¹⁵/əː n	4 1 7 4	ACYN	NTEN	52	52.N.C 52.T.C 52.E.V 52.N.c	2.0 1.5 1.3 0.8	ndəː.¹⁵/əːn	0	21	n d əː.¹⁵/əː n - - - - - -
4215	amaranthus (green)	AOMNgun2	ndɛ̌ːn / bɛ̀ndɛ̌ːn	n d ɛː.¹⁵/ɛː n	4 1 7 4	ACYN	NTEN	3	3.N.C 3.T.C 3.E.V 3.N.c	2.0 1.5 1.3 0.8	ndɛː.¹⁵/ɛːn	0	21	n d ɛː.¹⁵/ɛː n - - - - - -
4216	amaranthus (green)	APBMumfu1	ndʒīn / ndʒīnwə̌	n dʒ i.³/i n	4 1 7 4	ACYN	NTIN	4	4.N.C 4.T.C 4.I.V 4.N.c	2.0 1.5 1.3 0.8	ndʒi.³/in	0	21	n dʒ i.³/i n - - - - - -
4217	amaranthus (green)	DNMMumfu2	ndʒìn / ø	n dʒ i.¹/i n	4 1 7 4	ACYN	NTIN	9	9.N.C 9.T.C 9.I.V 9.N.c	2.0 1.5 1.3 0.8	ndʒi.¹/in	0	21	n dʒ i.¹/i n - - - - - -
4218	amaranthus (green)	BKBMashi2	ándi᷇ːm / bíndi᷇ːm	a.⁵/a n d iː.¹³/iː m	7 4 1 7 4	XMBYN	ANTIM	6	6.A.V 6.N.c 6.T.C 6.I.V 6.M.c	1.5 1.1 1.75 1.3 0.8	a.⁵/andiː.¹³/iːm	0	23	a.⁵/a n d - iː.¹³/iː m
4219	amaranthus (green)	KFKMashi1	ándzɪ᷇ːm / bíndzɪ᷇ːm	a.⁵/a n d z ɪː.⁵³/ɪː m	7 4 1 3 7 4	XMBCYN	ANTSIM	22	22.A.V 22.N.c 22.T.C 22.S.C 22.I.V 22.M.c	1.5 1.1 1.75 1.5 1.3 0.8	a.⁵/andzɪː.⁵³/ɪːm	0	23	a.⁵/a n d z ɪː.⁵³/ɪː m
4220	amaranthus (green)	ABSMissong1	ǹndànə́ / bàndánə́	n.¹/n n d a.¹/a n ə.⁵/ə	4 4 1 7 4 7	AMBYBZ	NNTANE	1	1.N.C 1.N.c 1.T.C 1.A.V 1.N.C 1.E.V	2.0 1.1 1.75 1.3 1.75 0.8	n.¹/nnda.¹/anə.⁵/ə	0	21	n.¹/n - - n d - a.¹/a - n ə.⁵/ə
4221	amaranthus (green)	AGAMissong2	ǹndàːnə́ / bàndàːnə́bʊ̄	n.¹/n n d aː.¹/aː n ə.⁵/ə	4 4 1 7 4 7	AMBYBZ	NNTANE	2	2.N.C 2.N.c 2.T.C 2.A.V 2.N.C 2.E.V	2.0 1.1 1.75 1.3 1.75 0.8	n.¹/nndaː.¹/aːnə.⁵/ə	0	21	n.¹/n - - n d - aː.¹/aː - n ə.⁵/ə
16078	amaranthus (green)	NFKBiya7	ndə̌ːn / ø	n d əː.¹⁵/əː n	4 1 7 4	ACYN	NTEN	37	37.N.C 37.T.C 37.E.V 37.N.c	2.0 1.5 1.3 0.8	ndəː.¹⁵/əːn	0	21	n d əː.¹⁵/əː n - - - - - -
16079	amaranthus (green)	FBCBiya8	ǹdə̌ːn / bə̀ndə̌ːn	n.¹/n d əː.¹⁵/əː n	4 1 7 4	ACYN	NTEN	13	13.N.C 13.T.C 13.E.V 13.N.c	2.0 1.5 1.3 0.8	n.¹/ndəː.¹⁵/əːn	0	21	n.¹/n d əː.¹⁵/əː n - - - - - -
16080	amaranthus (green)	ENBBiya1	ndə̌ːn / bə̀ndə̌ːn	n d əː.¹⁵/əː n	4 1 7 4	ACYN	NTEN	12	12.N.C 12.T.C 12.E.V 12.N.c	2.0 1.5 1.3 0.8	ndəː.¹⁵/əːn	0	21	n d əː.¹⁵/əː n - - - - - -
16081	amaranthus (green)	ICNBiya2	ndə̌n / ø	n d ə.¹⁵/ə n	4 1 7 4	ACYN	NTEN	14	14.N.C 14.T.C 14.E.V 14.N.c	2.0 1.5 1.3 0.8	ndə.¹⁵/ən	0	21	n d ə.¹⁵/ə n - - - - - -
