ID,Name,Concepticon_ID,Concepticon_Gloss
1412_trappartridge,trap (partridge),,
1413_trapropebone,trap (rope-bone),,
1415_tray,tray,,
1416_tree,tree,,
1417_treebeans,tree beans,,
1418_troublen,trouble (n),,
1419_troughcocoyamcow,"trough, (cocoyam, cow)",,
1420_trumpet,trumpet,,
1421_tunic,tunic,,
1423_twelve12,twelve (12),,
1424_twenty20,twenty (20),,
1427_twentyfour24,twenty four (24),,
1429_twentyone21,twenty one (21),,
1433_twentythree23,twenty three (23),,
1434_twentytwo22,twenty two (22),,
1435_twin,twin,,
1436_twincalabash,twin calabash,,
1437_twine,twine,,
1439_twineweavedropelap,twine (weaved-rope)(lap),,
1440_twinewovenfibre,twine (woven fibre),,
1441_twineweavedhand,twine weaved (hand),,
1443_two2,two (2),,
1444_twoheadsnakehuman,two head snake (human),,
1445_twohundred200,two hundred (200),,
1447_twothousand2000,two thousand (2000),,
1448_tyrecar,tyre (car),,
1450_umbilicalcord,umbilical cord,,
1451_umbrella,umbrella,,
1453_umbrellanonnative,umbrella (non-native),,
1454_uncle,uncle,,
1456_uppergrindingstone,upper grinding stone,,
1458_uppergrindingstonepepper,upper-grinding-stone(pepper),,
1459_upperpepperstone,upper-pepper-stone,,
1460_upperwallshelfinsidethehouse,upper-wall-shelf (inside the house),,
1463_urine,urine,,
1464_vagina,vagina,,
1465_valley,valley,,
1466_vegetablespoon,vegetable spoon,,
1467_vein,vein,,
1469_village,village,,
1470_viper,viper,,
1471_vomit,vomit,,
1472_vomitmatter,vomit matter,,
1473_waist,waist,,
1474_waistbeads,waist beads,,
1475_waistbead,waist-bead,,
1478_walk,walk,,
1479_walkingstaff,walking-staff,,
1480_wallhouse,wall (house),,
1481_wallshelf,wall shelf,,
1484_war,war,,
1485_warm,warm,,
1486_waspbrown,wasp (brown),,
1487_waspbush,wasp (bush),,
1488_wasphouseblack,"wasp (house, black)",,
1489_watch,watch,,
1490_water,water,,
1491_waterduck,water duck,,
1492_waxincense,wax (incense),,
1493_waxnativeincense,wax (native-incense),,
1494_weinc,we (inc),,
1495_wear,wear,,
1496_weavedrope,weaved rope,,
1497_weaverbird,weaver bird,,
1498_weedv,weed (v),,
1499_week,week,,
1502_white,white,,
1503_whiteman,white man,,
1504_whiteneckhawk,white neck hawk,,
1505_wickedheartn,wicked heart (n),,
1506_wickedman,wicked man,,
1507_wickedness,wickedness,,
1508_wicklow,wicklow,,
1509_wife,wife,,
1510_wind,wind,,
1511_winepalmraffia,"wine (palm, raffia)",,
1512_wineredant,wine red ant,,
1513_winglesstermite,wingless termite,,
1514_witch,witch,,
1515_witchman,witch man,,
1516_woman,woman,,
1517_womenclothleaves,women cloth (leaves),,
1520_woodpecker,wood pecker,,
1521_woodendish,wooden dish,,
1522_woodendishleg,wooden dish (leg),,
1523_woodenspoon,wooden spoon,,
1524_woodendishyellowsoupfeastbitterleaf,"wooden-dish (yellow soup, feast bitter-leaf)",,
1526_workn,work (n),,
1528_world,world,,
1530_wound,wound,,
1531_wovenbowl,woven bowl,,
1532_wovendish,woven dish,,
1534_wovendishwithalid,woven dish (with a lid),,
1535_wovendishflatforsievingcornflour,woven-dish (flat for sieving corn flour),,
1536_wovendishforcornfufu,woven-dish (for corn-fufu),,
1537_woventray,woven-tray,,
1539_wrist,wrist,,
1541_xylophone,xylophone,,
1542_yam,yam,,
1543_yard,yard,,
1545_year,year,,
1546_yellowsoup,yellow soup,,
1547_youpl,you (pl),,
1548_yousg,you (sg),,
1549_youngcock,young cock,,
1550_younghen,young hen,,
1551_youngpalmtree,young palm tree,,
1552_zinc,zinc,,
1553_zinchouse,zinc-house,,
1554_nkohleaf,ʻNkohʼ leaf,,
1555_nkohtree,ʻNkohʼ tree,,
1557_malaria,malaria,,
1558_vehiclecar,"vehicle, car",,
1559_elderpalace,elder (palace),,
1550_metalanklerattles,metal ankle rattles,,
1565_time,time,,
1566_traditionalregalia,traditional regalia,,
