ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
ICNBiya2-944_oil-1,,ICNBiya2,944_oil,ŋ̩̀kʊ̃̌ː / ŋ̩̀kʊ̃̌ː,ŋ̩̀kʊ̃̌ː,ŋ.¹/ŋ k ʊ̃ː.¹⁵/ʊ̃ː,,,,,^ ŋ̩̀ k ʊ̃̌ː $,default
NNBBuu3-944_oil-1,,NNBBuu3,944_oil,mʲé / ø,mʲé,m j e.⁵/e,,,,,^ m ʲ é $,default
MNJBuu4-944_oil-1,,MNJBuu4,944_oil,míé / màmíētə̄,míé,m i.⁵/i e.⁵/e,,,,,^ m í é $,default
KEMBuu1-944_oil-1,,KEMBuu1,944_oil,myé / ø,myé,m j e.⁵/e,,,,,^ m y é $,default
KCYBuu2-944_oil-1,,KCYBuu2,944_oil,myé / ə́myé,myé,m j e.⁵/e,,,,,^ m y é $,default
KHKFang12-944_oil-1,,KHKFang12,944_oil,kʷə́lə́m / kʷə́lə́m,kʷə́lə́m,kʷ ə.⁵/ə l ə.⁵/ə m,,,,,^ kʷ ə́ l ə́ m $,default
DPNFang13-944_oil-1,,DPNFang13,944_oil,kʷʊ́lə́m~fə̀ŋkʊ́kə̄ / kʷʊ́lə́m~kʷə́lə́m,kʷʊ́lə́m,kʷ ʊ.⁵/ʊ l ə.⁵/ə m,,,,,^ kʷ ʊ́ l ə́ m $,default
JGYKoshin3-944_oil-1,,JGYKoshin3,944_oil,mí / ø,mí,m i.⁵/i,,,,,^ m í $,default
TELKoshin4-944_oil-1,,TELKoshin4,944_oil,ø ~ mɪ́ / mɪ̂ː (dʊ̄ːlə́),mɪ́,m ɪ.⁵/ɪ,,,,,^ m ɪ́ $,default
KCSKung3-944_oil-1,,KCSKung3,944_oil,m̀bvə́ / fə̀mbvə́,m̀bvə́,m.¹/m b v ə.⁵/ə,,,,,^ m̀ b v ə́ $,default
NJSKung4-944_oil-1,,NJSKung4,944_oil,ḿvə̂m / ḿbvə́,ḿvə̂m,m.⁵/m v ə.⁵¹/ə m,,,,,^ ḿ v ə̂ m $,default
ZKGKung1-944_oil-1,,ZKGKung1,944_oil,mbvə́ / ø,mbvə́,m b v ə.⁵/ə,,,,,^ m b v ə́ $,default
NMNMundabli3-944_oil-1,,NMNMundabli3,944_oil,míé / mīē mɪ́,míé,m i.⁵/i e.⁵/e,,,,,^ m í é $,default
CENMundabli2-944_oil-1,,CENMundabli2,944_oil,mʲə́ / ḿmʲə́,mʲə́,m j ə.⁵/ə,,,,,^ m ʲ ə́ $,default
LFNMundabli1-944_oil-1,,LFNMundabli1,944_oil,myé / myémō,myé,m j e.⁵/e,,,,,^ m y é $,default
NINMundabli4-944_oil-1,,NINMundabli4,944_oil,myé / myémō,myé,m j e.⁵/e,,,,,^ m y é $,default
NGTMunken3-944_oil-1,,NGTMunken3,944_oil,ŋ̀kʷɛ̀ / ŋkʷɛ̀sə́,ŋ̀kʷɛ̀,ŋ.¹/ŋ kʷ ɛ.¹/ɛ,,,,,^ ŋ̀ kʷ ɛ̀ $,default
NUNMunken4-944_oil-1,,NUNMunken4,944_oil,ŋ̀kʷɛ̄ / ŋ̀kʷɛ̄,ŋ̀kʷɛ̄,ŋ.¹/ŋ kʷ ɛ.³/ɛ,,,,,^ ŋ̀ kʷ ɛ̄ $,default
NEAMunken1-944_oil-1,,NEAMunken1,944_oil,ø / ŋ́kwɛ́,ŋ́kwɛ́,ŋ.⁵/ŋ k w ɛ.⁵/ɛ,,,,,^ ŋ́ k w ɛ́ $,default
TNTMunken2-944_oil-1,,TNTMunken2,944_oil,ŋ́kùè ~ ŋ́kwé / ø,ŋ́kùè,ŋ.⁵/ŋ k u.¹/u e.¹/e,,,,,^ ŋ́ k ù è $,default
MCANgun3-944_oil-1,,MCANgun3,944_oil,kə̀bò~ŋ̩́kʷú / ŋ̩́kʷú,kə̀bò,k ə.¹/ə b o.¹/o,,,,,^ k ə̀ b ò $,default
KBMNgun4-944_oil-1,,KBMNgun4,944_oil,ŋ̩̀kʷʊ̌ː / ŋ̩̀kʷʊ̌ː,ŋ̩̀kʷʊ̌ː,ŋ.¹/ŋ kʷ ʊː.¹⁵/ʊː,,,,,^ ŋ̩̀ kʷ ʊ̌ː $,default
WCANgun1-944_oil-1,,WCANgun1,944_oil,ŋ̀kǔː ~fíŋkú / ŋ̀kǔːmə̄ ~mùkǔ,ŋ̀kǔː,ŋ.¹/ŋ k uː.¹⁵/uː,,,,,^ ŋ̀ k ǔː $,default
AOMNgun2-944_oil-1,,AOMNgun2,944_oil,ŋkú / ø,ŋkú,ŋ k u.¹/u,,,,,^ ŋ k ú $,default
APBMumfu1-944_oil-1,,APBMumfu1,944_oil,myé / myémə́,myé,m j e.⁵/e,,,,,^ m y é $,default
DNMMumfu2-944_oil-1,,DNMMumfu2,944_oil,myɛ́ / myɛ́,myɛ́,m j ɛ.⁵/ɛ,,,,,^ m y ɛ́ $,default
BKBMashi2-944_oil-1,,BKBMashi2,944_oil,mûmmɛ̂ ~ ḿmɛ̂,mûmmɛ̂,m u.⁵¹/u m m ɛ.⁵¹/ɛ,,,,,^ m û m m ɛ̂ $,default
KFKMashi1-944_oil-1,,KFKMashi1,944_oil,mʊ́mê ~ mêː /ø,mʊ́mê,m ʊ.⁵/ʊ m e.⁵¹/e,,,,,^ m ʊ́ m ê $,default
ABSMissong1-944_oil-1,,ABSMissong1,944_oil,fìŋkǒː / àŋkǒː,fìŋkǒː,f i.¹/i ŋ k oː.¹⁵/oː,,,,,^ f ì ŋ k ǒː $,default
AGAMissong2-944_oil-1,,AGAMissong2,944_oil,àŋkó/àŋkǒmū,àŋkó,a.¹/a ŋ k o.⁵/o,,,,,^ à ŋ k ó $,default
NVBAbar7-978_palmtree-1,,NVBAbar7,978_palmtree,àbʷò~kə́bʷôː / ɪ́bʷôːbî,àbʷò,a.¹/a bʷ o.¹/o,,,,,^ à bʷ ò $,default
ECLAbar8-978_palmtree-1,,ECLAbar8,978_palmtree,kə́bʷô~àbʷò / bíbʷô,kə́bʷô,k ə.⁵/ə bʷ o.⁵¹/o,,,,,^ k ə́ bʷ ô $,default
NMAAbar1-978_palmtree-1,,NMAAbar1,978_palmtree,kə́bwó / bíbwó,kə́bwó,k ə.⁵/ə b w o.⁵/o,,,,,^ k ə́ b w ó $,default
NACAbar2-978_palmtree-1,,NACAbar2,978_palmtree,kə́bwô / bíbwô,kə́bwô,k ə.⁵/ə b w o.⁵¹/o,,,,,^ k ə́ b w ô $,default
NEMAjumbu9-978_palmtree-1,,NEMAjumbu9,978_palmtree,ⁿfɥū / àⁿfɥʊ̀,ⁿfɥū,n f ɥ u.³/u,,,,,^ ⁿ f ɥ ū $,default
NVIAjumbu1-978_palmtree-1,,NVIAjumbu1,978_palmtree,mfwʊ̈̀ / àmfwʊ̈̀,mfwʊ̈̀,m f w ʊʱ.¹/ʊʱ,,,,,^ m f w ʊ̈̀ $,default
KMNAjumbu2-978_palmtree-1,,KMNAjumbu2,978_palmtree,m̀fwʊ̈̀~mfʊ̈̀ / àmfwʊ̈̀,m̀fwʊ̈̀,m.¹/m f w ʊʱ.¹/ʊʱ,,,,,^ m̀ f w ʊ̈̀ $,default
KDCAjumbu10-978_palmtree-1,,KDCAjumbu10,978_palmtree,m̩̀fɥù / àmfɥù,m̩̀fɥù,m.¹/m f ɥ u.¹/u,,,,,^ m̩̀ f ɥ ù $,default
ENBBiya1-978_palmtree-1,,ENBBiya1,978_palmtree,ⁿbɛ̌ː / bàⁿbɛ̌ː~bə̀ⁿbɛ̌ː,ⁿbɛ̌ː,ⁿb ɛː.¹⁵/ɛː,,,,,^ ⁿb ɛ̌ː $,default
ICNBiya2-978_palmtree-1,,ICNBiya2,978_palmtree,m̩̀bᴂ̌ / àbó,m̩̀bᴂ̌,m.¹/m b æ.¹⁵/æ,,,,,^ m̩̀ b ᴂ̌ $,default
NNBBuu3-978_palmtree-1,,NNBBuu3,978_palmtree,ʃʷóm  / kə́ʃʷômtə́,ʃʷóm,ʃʷ o.⁵/o m,,,,,^ ʃʷ ó m $,default
MNJBuu4-978_palmtree-1,,MNJBuu4,978_palmtree,ʃʷōm  / kə́sɔ́mtə́,ʃʷōm,ʃʷ o.³/o m,,,,,^ ʃʷ ō m $,default
KEMBuu1-978_palmtree-1,,KEMBuu1,978_palmtree,ʃwóm / kə́sómtə́~sɔ́m,ʃwóm,ʃ w o.⁵/o m,,,,,^ ʃ w ó m $,default
KCYBuu2-978_palmtree-1,,KCYBuu2,978_palmtree,ʃwóm / kə́ʃwómtə́,ʃwóm,ʃ w o.⁵/o m,,,,,^ ʃ w ó m $,default
KHKFang12-978_palmtree-1,,KHKFang12,978_palmtree,sɔ́m/sɔ́ːm,sɔ́m,s ɔ.⁵/ɔ m,,,,,^ s ɔ́ m $,default
DPNFang13-978_palmtree-1,,DPNFang13,978_palmtree,sɔ́m/sɔ́m,sɔ́m,s ɔ.⁵/ɔ m,,,,,^ s ɔ́ m $,default
KDVFang1-978_palmtree-1,,KDVFang1,978_palmtree,sɔ̄m,sɔ̄m,s ɔ.³/ɔ m,,,,,^ s ɔ̄ m $,default
KJSFang2-978_palmtree-1,,KJSFang2,978_palmtree,sɔ̄m,sɔ̄m,s ɔ.³/ɔ m,,,,,^ s ɔ̄ m $,default
JGYKoshin3-978_palmtree-1,,JGYKoshin3,978_palmtree,ʃʷām / ʃʷántʲɪ̃̀,ʃʷām,ʃʷ a.³/a m,,,,,^ ʃʷ ā m $,default
TELKoshin4-978_palmtree-1,,TELKoshin4,978_palmtree,ʃʷám / ʃʷáːm,ʃʷám,ʃʷ a.⁵/a m,,,,,^ ʃʷ á m $,default
MRYKoshin2-978_palmtree-1,,MRYKoshin2,978_palmtree,ʃɑ̄m /  ʃɑ́m,ʃɑ̄m,ʃ ɑ.³/ɑ m,,,,,^ ʃ ɑ̄ m $,default
KCSKung3-978_palmtree-1,,KCSKung3,978_palmtree,ʊ́sɔ́m / sɔ́ː,ʊ́sɔ́m,ʊ.⁵/ʊ s ɔ.⁵/ɔ m,,,,,^ ʊ́ s ɔ́ m $,default
NJSKung4-978_palmtree-1,,NJSKung4,978_palmtree,ʊ́sɔ́m / ə́sɔ́m,ʊ́sɔ́m,ʊ.⁵/ʊ s ɔ.⁵/ɔ m,,,,,^ ʊ́ s ɔ́ m $,default
ZKGKung1-978_palmtree-1,,ZKGKung1,978_palmtree,sɔ́m / úsɔ́m,sɔ́m,s ɔ.⁵/ɔ m,,,,,^ s ɔ́ m $,default
BNMKung2-978_palmtree-1,,BNMKung2,978_palmtree,ʊ́sɔ́m / ə̀sɔ́m,ʊ́sɔ́m,ʊ.⁵/ʊ s ɔ.⁵/ɔ m,,,,,^ ʊ́ s ɔ́ m $,default
NMNMundabli3-978_palmtree-1,,NMNMundabli3,978_palmtree,ǹʃùː / ńʃû,ǹʃùː,n.¹/n ʃ uː.¹/uː,,,,,^ ǹ ʃ ùː $,default
CENMundabli2-978_palmtree-1,,CENMundabli2,978_palmtree,ǹʃʷù / sɒ́ɦm,ǹʃʷù,n.¹/n ʃʷ u.¹/u,,,,,^ ǹ ʃʷ ù $,default
LFNMundabli1-978_palmtree-1,,LFNMundabli1,978_palmtree,ǹʃū / ǹʃūyó,ǹʃū,n.¹/n ʃ u.³/u,,,,,^ ǹ ʃ ū $,default
NINMundabli4-978_palmtree-1,,NINMundabli4,978_palmtree,ǹʃùː / ǹʃùːyə́,ǹʃùː,n.¹/n ʃ uː.¹/uː,,,,,^ ǹ ʃ ùː $,default
NGTMunken3-978_palmtree-1,,NGTMunken3,978_palmtree,mbɪ́nə́ / ábɛ́,mbɪ́nə́,m b ɪ.⁵/ɪ n ə.⁵/ə,,,,,^ m b ɪ́ n ə́ $,default
NUNMunken4-978_palmtree-1,,NUNMunken4,978_palmtree,m̀mbénə̀ / bèmbénə́,mmbénə̀,m m b e.⁵/e n ə.¹/ə,,,,,^ m m b é n ə̀ $,default
NEAMunken1-978_palmtree-1,,NEAMunken1,978_palmtree,mbɪ́ːnə́~ / bə̀mbɪ́ːnə́~,mbɪ́ːnə́,m b ɪː.⁵/ɪː n ə.⁵/ə,,,,,^ m b ɪ́ː n ə́ $,default
TNTMunken2-978_palmtree-1,,TNTMunken2,978_palmtree,mbɪ́ːnə́ / bə̀mbɪ́nə́ ~ àbɛ́ː,mbɪ́ːnə́,m b ɪː.⁵/ɪː n ə.⁵/ə,,,,,^ m b ɪ́ː n ə́ $,default
MCANgun3-978_palmtree-1,,MCANgun3,978_palmtree,kə̀bɛ̀ː~àbɛ̀ː / bìbɛ̀ː~ɪ̀bɛ̀ː,kə̀bɛ̀ː,k ə.¹/ə b ɛː.¹/ɛː,,,,,^ k ə̀ b ɛ̀ː $,default
KBMNgun4-978_palmtree-1,,KBMNgun4,978_palmtree,kə́bɛ̂ː / ábɛ́~ɪ̀bɛ̌,kə́bɛ̂ː,k ə.⁵/ə b ɛː.⁵¹/ɛː,,,,,^ k ə́ b ɛ̂ː $,default
WCANgun1-978_palmtree-1,,WCANgun1,978_palmtree,kə́bɛ̂ / bíbɛ̂,kə́bɛ̂,k ə.⁵/ə b ɛ.⁵¹/ɛ,,,,,^ k ə́ b ɛ̂ $,default
AOMNgun2-978_palmtree-1,,AOMNgun2,978_palmtree,kə́bɛ̂/ bíbɛ̂,kə́bɛ̂,k ə.⁵/ə b ɛ.⁵¹/ɛ,,,,,^ k ə́ b ɛ̂ $,default
APBMumfu1-978_palmtree-1,,APBMumfu1,978_palmtree,ǹʃùː / ǹʃù~ńʃûːyə̌,ǹʃùː,n.¹/n ʃ uː.¹/uː,,,,,^ ǹ ʃ ùː $,default
DNMMumfu2-978_palmtree-1,,DNMMumfu2,978_palmtree,ǹʃə̀ʊ̀~ǹʃùː / ńʃə́ʊ̀bə́~nʃûː,ǹʃə̀ʊ̀,n.¹/n ʃ ə.¹/ə ʊ.¹/ʊ,,,,,^ ǹ ʃ ə̀ ʊ̀ $,default
BKBMashi2-978_palmtree-1,,BKBMashi2,978_palmtree,byāk / byák,byāk,b j a.³/a k,,,,,^ b y ā k $,default
KFKMashi1-978_palmtree-1,,KFKMashi1,978_palmtree,byāk / byākyə́,byāk,b j a.³/a k,,,,,^ b y ā k $,default
ABSMissong1-978_palmtree-1,,ABSMissong1,978_palmtree,m̀byɛ́ː / bàmbyɛ́ː,m̀byɛ́ː,m.¹/m b j ɛː.⁵/ɛː,,,,,^ m̀ b y ɛ́ː $,default
AGAMissong2-978_palmtree-1,,AGAMissong2,978_palmtree,mbyé / bàmbyébʊ́,mbyé,m b j e.⁵/e,,,,,^ m b y é $,default
NVBAbar7-975_palmnut-1,,NVBAbar7,975_palmnut,ɪ̀bʷó / ɪ̀bʷóhɛ̀~ɪ̀bʷówɛ̀~ɪ́bʷó,ɪ̀bʷó,ɪ.¹/ɪ bʷ o.⁵/o,,,,,^ ɪ̀ bʷ ó $,default
ECLAbar8-975_palmnut-1,,ECLAbar8,975_palmnut,ɪ̀bʷó / ɪ̄bʷó~ḿbʷó,ɪ̀bʷó,ɪ.¹/ɪ bʷ o.⁵/o,,,,,^ ɪ̀ bʷ ó $,default
NMAAbar1-975_palmnut-1,,NMAAbar1,975_palmnut,ìbwǒ / íbwó,ìbwǒ,i.¹/i b w o.¹⁵/o,,,,,^ ì b w ǒ $,default
NACAbar2-975_palmnut-1,,NACAbar2,975_palmnut,ɪ́bó / ambó~mə̀mbó,ɪ́bó,ɪ.⁵/ɪ b o.⁵/o,,,,,^ ɪ́ b ó $,default
NEMAjumbu9-975_palmnut-1,,NEMAjumbu9,975_palmnut,bì / bí,bì,b i.¹/i,,,,,^ b ì $,default
NVIAjumbu1-975_palmnut-1,,NVIAjumbu1,975_palmnut,bí / kə́bílə́,bí,b i.⁵/i,,,,,^ b í $,default
KMNAjumbu2-975_palmnut-1,,KMNAjumbu2,975_palmnut,bǐ / kə̀bíːlə́,bǐ,b i.¹⁵/i,,,,,^ b ǐ $,default
KDCAjumbu10-975_palmnut-1,,KDCAjumbu10,975_palmnut,bì / kə̀bílə́,bì,b i.¹/i,,,,,^ b ì $,default
ENBBiya1-975_palmnut-1,,ENBBiya1,975_palmnut,ìbǒː / ìbó,ìbǒː,i.¹/i b oː.¹⁵/oː,,,,,^ ì b ǒː $,default
ICNBiya2-975_palmnut-1,,ICNBiya2,975_palmnut,ɪ̀bó / ɪ́bó,ɪ̀bó,ɪ.¹/ɪ b o.⁵/o,,,,,^ ɪ̀ b ó $,default
NNBBuu3-975_palmnut-1,,NNBBuu3,975_palmnut,kə́ʃʷóm / bə́ʃʷóm,kə́ʃʷóm,k ə.⁵/ə ʃʷ o.⁵/o m,,,,,^ k ə́ ʃʷ ó m $,default
MNJBuu4-975_palmnut-1,,MNJBuu4,975_palmnut,kə́sóːmə́ / bə́ʃʷóm,kə́sóːmə́,k ə.⁵/ə s oː.⁵/oː m ə.⁵/ə,,,,,^ k ə́ s óː m ə́ $,default
KEMBuu1-975_palmnut-1,,KEMBuu1,975_palmnut,tsâŋ~ / ø,tsâŋ,ts a.⁵¹/a ŋ,,,,,^ ts â ŋ $,default
KCYBuu2-975_palmnut-1,,KCYBuu2,975_palmnut,kə́sóːmə́ / bə́sóːmə́,kə́sóːmə́,k ə.⁵/ə s oː.⁵/oː m ə.⁵/ə,,,,,^ k ə́ s óː m ə́ $,default
KHKFang12-975_palmnut-1,,KHKFang12,975_palmnut,bə́lə̄ / bə̀bə́lə̄,bə́lə̄,b ə.⁵/ə l ə.³/ə,,,,,^ b ə́ l ə̄ $,default
DPNFang13-975_palmnut-1,,DPNFang13,975_palmnut,bə́lə̄ / bə́bə́lə̄,bə́lə̄,b ə.⁵/ə l ə.³/ə,,,,,^ b ə́ l ə̄ $,default
KDVFang1-975_palmnut-1,,KDVFang1,975_palmnut,bə́lə̄ / bə̀bə́lə̄,bə́lə̄,b ə.⁵/ə l ə.³/ə,,,,,^ b ə́ l ə̄ $,default
KJSFang2-975_palmnut-1,,KJSFang2,975_palmnut,bə́lə̄ / bə́bə́lə̄,bə́lə̄,b ə.⁵/ə l ə.³/ə,,,,,^ b ə́ l ə̄ $,default
JGYKoshin3-975_palmnut-1,,JGYKoshin3,975_palmnut,tsã̀ŋə̂bǐː / tsâŋbî,tsã̀ŋə̂bǐː,ts ã.¹/ã ŋ ə.⁵¹/ə b iː.¹⁵/iː,,,,,^ ts ã̀ ŋ ə̂ b ǐː $,default
TELKoshin4-975_palmnut-1,,TELKoshin4,975_palmnut,tsàŋə́bîː / tsâŋbîː,tsàŋə́bîː,ts a.¹/a ŋ ə.⁵/ə b iː.⁵¹/iː,,,,,^ ts à ŋ ə́ b îː $,default
MRYKoshin2-975_palmnut-1,,MRYKoshin2,975_palmnut,tsàŋábǐː~tsàŋáyìᵇbǐː /  tófʷȭ,tsàŋábǐː,ts a.¹/a ŋ a.⁵/a b iː.¹⁵/iː,,,,,^ ts à ŋ á b ǐː $,default
KCSKung3-975_palmnut-1,,KCSKung3,975_palmnut,kə̀ba᷇ːŋ / ùba᷇ːŋ,kə̀ba᷇ːŋ,k ə.¹/ə b aː.⁵³/aː ŋ,,,,,^ k ə̀ b a᷇ː ŋ $,default
NJSKung4-975_palmnut-1,,NJSKung4,975_palmnut,kə̀ba᷇ːŋ / ʊ̀ba᷇ːŋ,kə̀ba᷇ːŋ,k ə.¹/ə b aː.⁵³/aː ŋ,,,,,^ k ə̀ b a᷇ː ŋ $,default
ZKGKung1-975_palmnut-1,,ZKGKung1,975_palmnut,bã᷇ːŋ~kə́bã᷇ːŋ / úbã᷇ːŋ,bã᷇ːŋ,b ãː.⁵³/ãː ŋ,,,,,^ b ã᷇ː ŋ $,default
BNMKung2-975_palmnut-1,,BNMKung2,975_palmnut,kə́ba᷇ːŋ / ʊ́ba᷇ːŋ,kə́ba᷇ːŋ,k ə.⁵/ə b aː.⁵³/aː ŋ,,,,,^ k ə́ b a᷇ː ŋ $,default
NMNMundabli3-975_palmnut-1,,NMNMundabli3,975_palmnut,yîʃʷɒ́m / yīʃʷɒ́m,yîʃʷɒ́m,j i.⁵¹/i ʃʷ ɒ.⁵/ɒ m,,,,,^ y î ʃʷ ɒ́ m $,default
CENMundabli2-975_palmnut-1,,CENMundabli2,975_palmnut,sʷóm / ʃʷɒ́ɦm,sʷóm,sʷ o.⁵/o m,,,,,^ sʷ ó m $,default
LFNMundabli1-975_palmnut-1,,LFNMundabli1,975_palmnut,swóm ~ swōm / ʃwám ~swōm,swóm,s w o.⁵/o m,,,,,^ s w ó m $,default
NINMundabli4-975_palmnut-1,,NINMundabli4,975_palmnut,ʃwɔ̄ɦ / ʃwɔɦmbó,ʃwɔ̄ɦ,ʃ w ɔ.³/ɔ ɦ,,,,,^ ʃ w ɔ̄ ɦ $,default
NGTMunken3-975_palmnut-1,,NGTMunken3,975_palmnut,ɪ̀bɛ́ / kìbɛ́,ɪ̀bɛ́,ɪ.¹/ɪ b ɛ.⁵/ɛ,,,,,^ ɪ̀ b ɛ́ $,default
NUNMunken4-975_palmnut-1,,NUNMunken4,975_palmnut,ɪ̀bɛ̌ / ɪ́bɛ́,ɪ̀bɛ̌,ɪ.¹/ɪ b ɛ.¹⁵/ɛ,,,,,^ ɪ̀ b ɛ̌ $,default
NEAMunken1-975_palmnut-1,,NEAMunken1,975_palmnut,ákwə́hə́ / bíkwə́hə́,ákwə́hə́,a.⁵/a k w ə.⁵/ə h ə.⁵/ə,,,,,^ á k w ə́ h ə́ $,default
TNTMunken2-975_palmnut-1,,TNTMunken2,975_palmnut,àkwàsə̀ɪ̀bɛ́ ~àkwàsə́ / bìkwàsə́ɪ́bɛ́ ~bìkwásə́,àkwàsə̀ɪ̀bɛ́,a.¹/a k w a.¹/a s ə.¹/ə ɪ.¹/ɪ b ɛ.⁵/ɛ,,,,,^ à k w à s ə̀ ɪ̀ b ɛ́ $,default
MCANgun3-975_palmnut-1,,MCANgun3,975_palmnut,ɪ̀bɛ́ / bìbɛ́~ɪ̀bɛ́,ɪ̀bɛ́,ɪ.¹/ɪ b ɛ.⁵/ɛ,,,,,^ ɪ̀ b ɛ́ $,default
KBMNgun4-975_palmnut-1,,KBMNgun4,975_palmnut,ɪ́bɛ́ / àbɛ́~kə̀bɛ́,ɪ́bɛ́,ɪ.⁵/ɪ b ɛ.⁵/ɛ,,,,,^ ɪ́ b ɛ́ $,default
WCANgun1-975_palmnut-1,,WCANgun1,975_palmnut,ɪ̀bɛ / ɪ́bɛ́,ɪ̀bɛ,ɪ.¹/ɪ b ɛ.³/ɛ,,,,,^ ɪ̀ b ɛ $,default
AOMNgun2-975_palmnut-1,,AOMNgun2,975_palmnut,ɪ́bɛ́ / ɪ́bɛ́ː,ɪ́bɛ́,ɪ.⁵/ɪ b ɛ.⁵/ɛ,,,,,^ ɪ́ b ɛ́ $,default
APBMumfu1-975_palmnut-1,,APBMumfu1,975_palmnut,sóːm / ʃɔ́m,sóːm,s oː.⁵/oː m,,,,,^ s óː m $,default
DNMMumfu2-975_palmnut-1,,DNMMumfu2,975_palmnut,ʃɔ́m~ʃɔ̄ʔm / ʃɔ̄mbɛ́n~ʃɔ̀ʔm,ʃɔ́m,ʃ ɔ.⁵/ɔ m,,,,,^ ʃ ɔ́ m $,default
BKBMashi2-975_palmnut-1,,BKBMashi2,975_palmnut,bìyáŋ / bíyáŋ,bìyáŋ,b i.¹/i j a.⁵/a ŋ,,,,,^ b ì y á ŋ $,default
KFKMashi1-975_palmnut-1,,KFKMashi1,975_palmnut,ándʊ́n / bìndʊ́n,ándʊ́n,a.⁵/a n d ʊ.⁵/ʊ n,,,,,^ á n d ʊ́ n $,default
ABSMissong1-975_palmnut-1,,ABSMissong1,975_palmnut,ìbǎ / íbá,ìbǎ,i.¹/i b a.¹⁵/a,,,,,^ ì b ǎ $,default
AGAMissong2-975_palmnut-1,,AGAMissong2,975_palmnut,ɪ̀bá / ɪ́báyī,ɪ̀bá,ɪ.¹/ɪ b a.⁵/a,,,,,^ ɪ̀ b á $,default
NVBAbar7-792_kernel-1,,NVBAbar7,792_kernel,ɪ̀tsàŋ /ɪ̄tsáŋŋɛ̂,ɪ̀tsàŋ,ɪ.¹/ɪ ts a.¹/a ŋ,,,,,^ ɪ̀ ts à ŋ $,default
ECLAbar8-792_kernel-1,,ECLAbar8,792_kernel,ɪ̀tsàŋ / ɪ̄tsáŋ,ɪ̀tsàŋ,ɪ.¹/ɪ ts a.¹/a ŋ,,,,,^ ɪ̀ ts à ŋ $,default
NEMAjumbu9-792_kernel-1,,NEMAjumbu9,792_kernel,tsò / tsô,tsò,ts o.¹/o,,,,,^ ts ò $,default
KDCAjumbu10-792_kernel-1,,KDCAjumbu10,792_kernel,tsò / kə́tsôːlə̀,tsò,ts o.¹/o,,,,,^ ts ò $,default
ENBBiya1-792_kernel-1,,ENBBiya1,792_kernel,ɪ̀tsʊ̀ŋ / ìtsʊ́ŋ~kə̀tsʊ́ŋ,ɪ̀tsʊ̀ŋ,ɪ.¹/ɪ ts ʊ.¹/ʊ ŋ,,,,,^ ɪ̀ ts ʊ̀ ŋ $,default
ICNBiya2-792_kernel-1,,ICNBiya2,792_kernel,ɪ̀tʃə̀ŋ / ìtʃə́ŋ~ɪ̄tʃə́ŋ,ɪ̀tʃə̀ŋ,ɪ.¹/ɪ tʃ ə.¹/ə ŋ,,,,,^ ɪ̀ tʃ ə̀ ŋ $,default
NNBBuu3-792_kernel-1,,NNBBuu3,792_kernel,tsàŋ / kə́tsâŋtə́ ~ tsâŋ~tsáŋə́,tsàŋ,ts a.¹/a ŋ,,,,,^ ts à ŋ $,default
MNJBuu4-792_kernel-1,,MNJBuu4,792_kernel,tsàŋ / kə̄tsáŋtə́,tsàŋ,ts a.¹/a ŋ,,,,,^ ts à ŋ $,default
KHKFang12-792_kernel-1,,KHKFang12,792_kernel,tsì / tsí,tsì,ts i.¹/i,,,,,^ ts ì $,default
DPNFang13-792_kernel-1,,DPNFang13,792_kernel,tsī / tsí,tsī,ts i.³/i,,,,,^ ts ī $,default
KJSFang2-792_kernel-1,,KJSFang2,792_kernel,tsī/tsí  (ku yen 7a/9),tsī,ts i.³/i,,,,,^ ts ī $,default
JGYKoshin3-792_kernel-1,,JGYKoshin3,792_kernel,tsàŋə́ ~ tsã̀ə̃́ / tsâŋ,tsàŋə́,ts a.¹/a ŋ ə.⁵/ə,,,,,^ ts à ŋ ə́ $,default
TELKoshin4-792_kernel-1,,TELKoshin4,792_kernel,tsàŋə́yìkə̀ntáŋə̀ / tsàŋbə̀ntáŋə̀,tsàŋə́yìkə̀ntáŋə̀,ts a.¹/a ŋ ə.⁵/ə j i.¹/i k ə.¹/ə n t a.⁵/a ŋ ə.¹/ə,,,,,^ ts à ŋ ə́ y ì k ə̀ n t á ŋ ə̀ $,default
KCSKung3-792_kernel-1,,KCSKung3,792_kernel,kʷo᷇ / sə̀kʷó,kʷo᷇,kʷ o.⁵/o,,,,,^ kʷ o᷇ $,default
NJSKung4-792_kernel-1,,NJSKung4,792_kernel,ɪ̀kǒː / sə̀kǒː,ɪ̀kǒː,ɪ.¹/ɪ k oː.¹⁵/oː,,,,,^ ɪ̀ k ǒː $,default
NMNMundabli3-792_kernel-1,,NMNMundabli3,792_kernel,tʃǎŋ~tsǎŋ / tsǎŋ~tsāŋ,tʃǎŋ,tʃ a.¹⁵/a ŋ,,,,,^ tʃ ǎ ŋ $,default
CENMundabli2-792_kernel-1,,CENMundabli2,792_kernel,tʃǎːŋ / tsâŋ,tʃǎːŋ,tʃ aː.¹⁵/aː ŋ,,,,,^ tʃ ǎː ŋ $,default
